cell_id Epithelial_cluster inferCNV_annotation
K5_B003126 Epithelial 3 nontumor
K6_B001558 Epithelial 9 nontumor
K7_B001558 Epithelial 9 nontumor
K7_B003126 Epithelial 3 nontumor
K7_B003528 Epithelial 3 nontumor
K8_B003126 Epithelial 9 nontumor
K8_B003132 Epithelial 3 nontumor
K8_B003191 Epithelial 3 nontumor
K9_B001558 Epithelial 3 nontumor
L10_B003523 Epithelial 9 nontumor
L13_B003771 Epithelial 9 nontumor
L14_B003132 Epithelial 3 nontumor
L14_B003187 Epithelial 9 nontumor
L14_B003771 Epithelial 20 tumor
L15_B002078 Epithelial 9 nontumor
L15_B003129 Epithelial 4 tumor
L15_B003191 Epithelial 9 nontumor
L15_B003995 Epithelial 3 nontumor
L16_B003129 Epithelial 9 nontumor
L16_B003132 Epithelial 3 nontumor
L17_B002074 Epithelial 3 nontumor
L18_B002077 Epithelial 9 nontumor
L18_B002097 Epithelial 3 nontumor
L18_B003129 Epithelial 9 nontumor
L19_B003129 Epithelial 9 nontumor
L1_B003191 Epithelial 3 nontumor
L21_B002074 Epithelial 9 nontumor
L21_B003129 Epithelial 9 nontumor
L22_B003129 Epithelial 9 nontumor
L22_B003646 Epithelial 9 nontumor
L22_B003995 Epithelial 3 nontumor
L2_B003191 Epithelial 3 nontumor
L3_B001558 Epithelial 3 nontumor
L3_B003125 Epithelial 9 nontumor
L3_B003129 Epithelial 3 nontumor
L3_B003132 Epithelial 9 nontumor
L3_B003187 Epithelial 9 nontumor
L4_B003187 Epithelial 3 nontumor
L5_B001554 Epithelial 9 nontumor
L5_B003126 Epithelial 3 nontumor
L6_B003132 Epithelial 3 nontumor
L6_B003187 Epithelial 9 nontumor
L7_B001554 Epithelial 3 nontumor
L7_B003132 Epithelial 9 nontumor
M10_B001554 Epithelial 3 nontumor
M11_B001554 Epithelial 3 nontumor
M13_B003771 Epithelial 9 nontumor
M13_B003995 Epithelial 3 nontumor
M14_B002073 Epithelial 3 nontumor
M14_B003187 Epithelial 9 nontumor
M15_B002074 Epithelial 29 nontumor
M15_B003125 Epithelial 9 nontumor
M16_B003126 Epithelial 9 nontumor
M16_B003187 Epithelial 3 nontumor
M16_B003894 Epithelial 3 nontumor
M1_B003126 Epithelial 9 nontumor
M20_B002097 Epithelial 3 nontumor
M20_B003995 Epithelial 9 nontumor
M21_B003894 Epithelial 3 nontumor
M21_B003995 Epithelial 4 tumor
M22_B002074 Epithelial 9 nontumor
M3_B003126 Epithelial 9 nontumor
M3_B003132 Epithelial 3 nontumor
M3_B003187 Epithelial 9 nontumor
M3_B003191 Epithelial 3 nontumor
M5_B001554 Epithelial 9 nontumor
M5_B003132 Epithelial 9 nontumor
M7_B003125 Epithelial 9 nontumor
M9_B003995 Epithelial 9 nontumor
N11_B001554 Epithelial 3 nontumor
N14_B002073 Epithelial 3 nontumor
N14_B002074 Epithelial 3 nontumor
N14_B003126 Epithelial 9 nontumor
N14_B003894 Epithelial 20 nontumor
N15_B003125 Epithelial 9 nontumor
N15_B003894 Epithelial 3 nontumor
N16_B000420 Epithelial 9 nontumor
N16_B003126 Epithelial 3 nontumor
N16_B003771 Epithelial 3 nontumor
N17_B002097 Epithelial 3 nontumor
N1_B003132 Epithelial 3 nontumor
N1_B003187 Epithelial 9 nontumor
N1_B003191 Epithelial 20 nontumor
N21_B002073 Epithelial 3 nontumor
N21_B002074 Epithelial 9 nontumor
N21_B003771 Epithelial 3 nontumor
N2_B003132 Epithelial 3 nontumor
N3_B003126 Epithelial 9 nontumor
N6_B003129 Epithelial 3 nontumor
N7_B003129 Epithelial 9 nontumor
N7_B003191 Epithelial 3 nontumor
N8_B003125 Epithelial 9 nontumor
N8_B003129 Epithelial 9 nontumor
N8_B003132 Epithelial 9 nontumor
N8_B003191 Epithelial 3 nontumor
N8_B003528 Epithelial 3 nontumor
O10_B001554 Epithelial 3 nontumor
O10_B001558 Epithelial 9 nontumor
O10_B003528 Epithelial 3 nontumor
O11_B001554 Epithelial 9 nontumor
O11_B001558 Epithelial 9 nontumor
O11_B003577 Epithelial 3 nontumor
O14_B003995 Epithelial 9 tumor
O15_B003132 Epithelial 9 nontumor
O15_B003191 Epithelial 3 nontumor
O18_B002077 Epithelial 3 nontumor
O19_B000420 Epithelial 9 nontumor
O19_B002074 Epithelial 3 nontumor
O1_B003132 Epithelial 9 nontumor
O1_B003187 Epithelial 3 nontumor
O20_B003771 Epithelial 3 nontumor
O2_B003129 Epithelial 9 nontumor
O2_B003132 Epithelial 9 nontumor
O3_B003132 Epithelial 9 nontumor
O3_B003187 Epithelial 9 nontumor
O3_B003995 Epithelial 9 tumor
O4_B001558 Epithelial 3 nontumor
O4_B003126 Epithelial 9 nontumor
O5_B003125 Epithelial 9 nontumor
O6_B001554 Epithelial 3 nontumor
O6_B001558 Epithelial 9 nontumor
O6_B003129 Epithelial 3 nontumor
O6_B003132 Epithelial 3 nontumor
O6_B003191 Epithelial 9 nontumor
O7_B003125 Epithelial 9 nontumor
O8_B001558 Epithelial 3 nontumor
O8_B003129 Epithelial 9 nontumor
O8_B003132 Epithelial 9 nontumor
O8_B003191 Epithelial 3 nontumor
O8_B003528 Epithelial 3 nontumor
O9_B003528 Epithelial 3 nontumor
P10_B000419 Epithelial 29 nontumor
P10_B003656 Epithelial 9 nontumor
P11_B000419 Epithelial 29 nontumor
P11_B003523 Epithelial 3 nontumor
P12_B000419 Epithelial 29 nontumor
P12_B003656 Epithelial 9 nontumor
P13_B000419 Epithelial 29 nontumor
P13_B003656 Epithelial 9 nontumor
P14_B000419 Epithelial 29 nontumor
P14_B002097 Epithelial 9 nontumor
P14_B003125 Epithelial 3 nontumor
P14_B003191 Epithelial 9 nontumor
P14_B003656 Epithelial 9 nontumor
P15_B000419 Epithelial 29 nontumor
P16_B000419 Epithelial 29 nontumor
P16_B003129 Epithelial 9 nontumor
P17_B000419 Epithelial 29 nontumor
P17_B003656 Epithelial 9 nontumor
P17_B003920 Epithelial 3 nontumor
P18_B000419 Epithelial 29 nontumor
P18_B002097 Epithelial 9 nontumor
P18_B003656 Epithelial 9 nontumor
P18_B003995 Epithelial 9 nontumor
P19_B000419 Epithelial 29 nontumor
P19_B000422 Epithelial 3 nontumor
P19_B003656 Epithelial 9 nontumor
P1_B003126 Epithelial 9 nontumor
P1_B003132 Epithelial 4 nontumor
P1_B003187 Epithelial 9 nontumor
P20_B000419 Epithelial 29 nontumor
P20_B003656 Epithelial 9 nontumor
P20_B003995 Epithelial 3 nontumor
P21_B000419 Epithelial 29 nontumor
P21_B002073 Epithelial 3 nontumor
P22_B000419 Epithelial 29 nontumor
P22_B000422 Epithelial 9 nontumor
P22_B003656 Epithelial 9 nontumor
P2_B000419 Epithelial 9 nontumor
P2_B003656 Epithelial 9 nontumor
P3_B000419 Epithelial 29 nontumor
P3_B003126 Epithelial 9 nontumor
P3_B003191 Epithelial 9 nontumor
P4_B000419 Epithelial 29 nontumor
P4_B003132 Epithelial 3 nontumor
P5_B000419 Epithelial 29 nontumor
P5_B003125 Epithelial 9 nontumor
P5_B003129 Epithelial 9 nontumor
P5_B003187 Epithelial 9 nontumor
P5_B003191 Epithelial 3 nontumor
P6_B000419 Epithelial 29 nontumor
P6_B003132 Epithelial 3 nontumor
P6_B003187 Epithelial 9 nontumor
P7_B000419 Epithelial 29 nontumor
P7_B001554 Epithelial 9 nontumor
P7_B003125 Epithelial 9 nontumor
P7_B003187 Epithelial 9 nontumor
P7_B003656 Epithelial 9 nontumor
P8_B000419 Epithelial 29 nontumor
P8_B001558 Epithelial 3 nontumor
P8_B003125 Epithelial 9 nontumor
P8_B003132 Epithelial 3 nontumor
P8_B003187 Epithelial 9 nontumor
P8_B003995 Epithelial 3 nontumor
P9_B000419 Epithelial 29 nontumor
P9_B003577 Epithelial 3 nontumor
P9_B003656 Epithelial 9 nontumor
C8_B003577 Epithelial 3 nontumor
G8_B003577 Epithelial 3 nontumor
B16_B003125 Epithelial 11 nontumor
B16_1001000339 Epithelial 10 tumor
B17_1001000339 Epithelial 10 tumor
B19_B003071 Epithelial 20 tumor
D6_B003648 Epithelial 22 tumor
E19_B003067 Epithelial 10 tumor
F14_1001000339 Epithelial 10 tumor
F22_B003070 Epithelial 20 tumor
G18_1001000339 Epithelial 10 tumor
H2_B003115 Epithelial 4 tumor
H8_1001000340 Epithelial 10 tumor
I11_B003113 Epithelial 4 tumor
I15_1001000339 Epithelial 10 tumor
I18_1001000339 Epithelial 10 tumor
I21_1001000340 Epithelial 10 tumor
J3_B003648 Epithelial 15 tumor
K11_B003113 Epithelial 4 tumor
L7_1001000340 Epithelial 10 tumor
M11_B003113 Epithelial 4 tumor
O2_B000260 Epithelial 10 tumor
P12_1001000340 Epithelial 10 tumor
A11_B003115 Epithelial 4 tumor
A13_1001000340 Epithelial 10 tumor
A14_1001000339 Epithelial 10 tumor
A14_1001000340 Epithelial 10 tumor
A15_1001000340 Epithelial 10 tumor
A15_B003129 Epithelial 4 tumor
A15_B003894 Epithelial 20 tumor
A16_1001000339 Epithelial 10 tumor
A16_B003129 Epithelial 4 tumor
A16_B003654 Epithelial 4 tumor
A17_1001000339 Epithelial 10 tumor
A18_B003771 Epithelial 20 tumor
A19_1001000340 Epithelial 10 tumor
A20_1001000339 Epithelial 10 tumor
A3_B003129 Epithelial 4 tumor
A3_B003191 Epithelial 11 tumor
A6_B003129 Epithelial 4 tumor
A7_B003125 Epithelial 4 tumor
A8_1001000340 Epithelial 10 tumor
A8_B003126 Epithelial 4 tumor
A8_B003132 Epithelial 4 tumor
B10_1001000340 Epithelial 10 tumor
B13_1001000340 Epithelial 10 tumor
B15_1001000339 Epithelial 10 tumor
B15_1001000340 Epithelial 10 tumor
B15_B003187 Epithelial 4 tumor
B15_B003191 Epithelial 4 tumor
B16_1001000340 Epithelial 10 tumor
B17_1001000340 Epithelial 10 tumor
B18_1001000339 Epithelial 10 tumor
B19_1001000339 Epithelial 10 tumor
B19_B003894 Epithelial 20 tumor
B1_B003187 Epithelial 4 tumor
B20_1001000339 Epithelial 10 tumor
B22_1001000339 Epithelial 10 tumor
B22_1001000340 Epithelial 10 tumor
B2_B003126 Epithelial 4 tumor
B2_B003191 Epithelial 4 tumor
B4_1001000340 Epithelial 10 tumor
B5_1001000340 Epithelial 10 tumor
B5_B003191 Epithelial 4 tumor
B6_1001000340 Epithelial 10 tumor
B6_B003125 Epithelial 4 tumor
B6_B003191 Epithelial 4 tumor
B8_B003132 Epithelial 4 tumor
C12_1001000340 Epithelial 10 tumor
C13_B003771 Epithelial 20 tumor
C14_1001000339 Epithelial 10 tumor
C14_B003894 Epithelial 20 tumor
C15_1001000339 Epithelial 10 tumor
C15_B003771 Epithelial 20 tumor
C16_B003654 Epithelial 4 tumor
C18_1001000339 Epithelial 10 tumor
C19_1001000339 Epithelial 10 tumor
C19_B003920 Epithelial 20 tumor
C1_B003126 Epithelial 4 tumor
C1_B003129 Epithelial 4 tumor
C20_1001000340 Epithelial 10 tumor
C22_1001000339 Epithelial 10 tumor
C22_1001000340 Epithelial 10 tumor
C22_B003067 Epithelial 20 tumor
C2_1001000340 Epithelial 10 tumor
C2_B003187 Epithelial 4 tumor
C3_B003129 Epithelial 4 tumor
C3_B003187 Epithelial 4 tumor
C4_B003129 Epithelial 4 tumor
C4_B003191 Epithelial 4 tumor
C5_B003125 Epithelial 4 tumor
C5_B003129 Epithelial 4 tumor
C6_B003187 Epithelial 4 tumor
C8_1001000340 Epithelial 10 tumor
C9_1001000340 Epithelial 10 tumor
D11_1001000340 Epithelial 10 tumor
D13_1001000340 Epithelial 10 tumor
D14_1001000339 Epithelial 10 tumor
D14_B003125 Epithelial 4 tumor
D15_B003125 Epithelial 4 tumor
D16_1001000339 Epithelial 10 tumor
D17_1001000339 Epithelial 10 tumor
D18_B003771 Epithelial 20 tumor
D19_1001000339 Epithelial 10 tumor
D19_1001000340 Epithelial 10 tumor
D20_1001000339 Epithelial 10 tumor
D21_1001000339 Epithelial 10 tumor
D21_1001000340 Epithelial 10 tumor
D22_1001000339 Epithelial 10 tumor
D22_1001000340 Epithelial 10 tumor
D22_B003995 Epithelial 20 tumor
D2_B003187 Epithelial 4 tumor
D2_B003191 Epithelial 4 tumor
D4_1001000340 Epithelial 10 tumor
D5_B003125 Epithelial 4 tumor
D7_B003187 Epithelial 4 tumor
D8_B003191 Epithelial 4 tumor
D9_1001000340 Epithelial 10 tumor
D9_B003113 Epithelial 4 tumor
E13_1001000339 Epithelial 10 tumor
E13_B002079 Epithelial 4 nontumor
E14_1001000339 Epithelial 10 tumor
E14_1001000340 Epithelial 10 tumor
E14_B003129 Epithelial 3 nontumor
E15_1001000339 Epithelial 10 tumor
E15_B003129 Epithelial 4 tumor
E15_B003771 Epithelial 20 tumor
E16_B003654 Epithelial 4 tumor
E17_B003771 Epithelial 3 nontumor
E17_B003894 Epithelial 20 tumor
E18_1001000339 Epithelial 10 tumor
E19_1001000339 Epithelial 10 tumor
E1_B003129 Epithelial 4 tumor
E20_B003894 Epithelial 20 tumor
E21_B003654 Epithelial 4 tumor
E21_B003894 Epithelial 20 tumor
E22_1001000340 Epithelial 10 tumor
E22_B003894 Epithelial 20 tumor
E2_1001000340 Epithelial 10 tumor
E2_B003129 Epithelial 4 tumor
E3_B003187 Epithelial 4 tumor
E4_B003129 Epithelial 4 tumor
E4_B003187 Epithelial 4 tumor
E5_B003129 Epithelial 4 tumor
E7_B003129 Epithelial 4 tumor
E7_B003191 Epithelial 20 tumor
E9_B003115 Epithelial 4 tumor
F11_1001000340 Epithelial 10 tumor
F12_1001000340 Epithelial 10 tumor
F13_B003995 Epithelial 20 tumor
F14_B003920 Epithelial 20 tumor
F15_1001000339 Epithelial 10 tumor
F15_B003771 Epithelial 20 tumor
F16_1001000340 Epithelial 10 tumor
F16_B003125 Epithelial 4 tumor
F16_B003129 Epithelial 4 tumor
F16_B003654 Epithelial 4 tumor
F16_B003771 Epithelial 3 tumor
F17_1001000340 Epithelial 10 tumor
F17_B003894 Epithelial 20 tumor
F18_1001000339 Epithelial 10 tumor
F18_B003920 Epithelial 20 tumor
F19_1001000339 Epithelial 10 tumor
F19_B003654 Epithelial 11 nontumor
F1_B001470 Epithelial 3 nontumor
F1_B003126 Epithelial 4 tumor
F1_B003129 Epithelial 4 tumor
F20_B003654 Epithelial 4 tumor
F20_B003920 Epithelial 20 tumor
F21_1001000339 Epithelial 10 tumor
F22_1001000339 Epithelial 10 tumor
F22_B003995 Epithelial 20 tumor
F2_1001000340 Epithelial 10 tumor
F2_B003191 Epithelial 4 tumor
F4_B003132 Epithelial 4 tumor
F5_B003129 Epithelial 4 tumor
F6_B003125 Epithelial 4 tumor
F6_B003129 Epithelial 4 tumor
F6_B003132 Epithelial 4 tumor
F6_B003187 Epithelial 4 tumor
F7_1001000340 Epithelial 10 tumor
F7_B003126 Epithelial 4 tumor
F8_B003126 Epithelial 4 tumor
F8_B003129 Epithelial 4 tumor
F8_B003187 Epithelial 4 tumor
G10_1001000340 Epithelial 10 tumor
G12_B003894 Epithelial 20 tumor
G12_B003995 Epithelial 20 tumor
G13_1001000339 Epithelial 10 tumor
G13_1001000340 Epithelial 10 tumor
G15_1001000339 Epithelial 10 tumor
G16_1001000339 Epithelial 10 tumor
G16_B003126 Epithelial 4 tumor
G16_B003894 Epithelial 20 tumor
G17_1001000339 Epithelial 10 tumor
G17_B003920 Epithelial 20 tumor
G18_B003894 Epithelial 20 tumor
G19_B003654 Epithelial 4 tumor
G1_B001474 Epithelial 20 nontumor
G20_B003646 Epithelial 4 tumor
G20_B003654 Epithelial 11 nontumor
G20_B003995 Epithelial 20 tumor
G21_1001000340 Epithelial 10 tumor
G21_B003654 Epithelial 4 tumor
G21_B003995 Epithelial 20 tumor
G22_1001000339 Epithelial 10 tumor
G2_B003132 Epithelial 4 tumor
G4_1001000340 Epithelial 10 tumor
G4_B003126 Epithelial 4 tumor
G4_B003129 Epithelial 4 tumor
G5_B003126 Epithelial 4 tumor
G8_B003132 Epithelial 4 tumor
G8_B003191 Epithelial 4 tumor
G9_1001000340 Epithelial 10 tumor
H11_1001000340 Epithelial 10 tumor
H13_1001000339 Epithelial 10 tumor
H13_1001000340 Epithelial 10 tumor
H14_1001000339 Epithelial 10 tumor
H15_B003995 Epithelial 20 tumor
H16_1001000339 Epithelial 10 tumor
H16_B003920 Epithelial 20 tumor
H17_1001000339 Epithelial 10 tumor
H17_B003995 Epithelial 20 tumor
H18_1001000339 Epithelial 10 tumor
H18_1001000340 Epithelial 10 tumor
H19_1001000339 Epithelial 10 tumor
H1_B003113 Epithelial 4 tumor
H1_B003191 Epithelial 4 tumor
H20_B003067 Epithelial 20 tumor
H20_B003995 Epithelial 20 tumor
H21_1001000339 Epithelial 10 tumor
H21_B003995 Epithelial 20 tumor
H22_1001000339 Epithelial 10 tumor
H22_B003654 Epithelial 4 tumor
H22_B003920 Epithelial 20 tumor
H22_B003995 Epithelial 20 tumor
H3_B003191 Epithelial 4 tumor
H5_1001000340 Epithelial 10 tumor
H5_B003125 Epithelial 4 tumor
H5_B003129 Epithelial 4 tumor
H5_B003187 Epithelial 4 tumor
H5_B003191 Epithelial 4 tumor
H7_B003187 Epithelial 4 tumor
H8_B003125 Epithelial 4 tumor
H8_B003132 Epithelial 4 tumor
H8_B003191 Epithelial 4 tumor
I10_1001000340 Epithelial 10 tumor
I11_1001000340 Epithelial 10 tumor
I12_B003920 Epithelial 20 tumor
I14_1001000339 Epithelial 10 tumor
I15_B003995 Epithelial 20 tumor
I16_B003894 Epithelial 20 tumor
I17_1001000339 Epithelial 10 tumor
I17_B003995 Epithelial 20 tumor
I19_1001000339 Epithelial 10 tumor
I19_B003771 Epithelial 20 tumor
I1_B003191 Epithelial 4 tumor
I20_1001000340 Epithelial 10 tumor
I20_B003995 Epithelial 20 tumor
I21_B003646 Epithelial 4 tumor
I22_1001000339 Epithelial 10 tumor
I22_1001000340 Epithelial 10 tumor
I22_B003771 Epithelial 20 tumor
I2_B003995 Epithelial 20 tumor
I3_1001000340 Epithelial 10 tumor
I4_1001000340 Epithelial 10 tumor
I4_B003126 Epithelial 4 tumor
I4_B003132 Epithelial 4 tumor
I7_B003115 Epithelial 4 tumor
I7_B003129 Epithelial 4 tumor
I8_B003129 Epithelial 4 tumor
J10_1001000340 Epithelial 10 tumor
J11_B003115 Epithelial 4 tumor
J12_1001000340 Epithelial 10 tumor
J12_B003894 Epithelial 20 tumor
J14_1001000339 Epithelial 10 tumor
J14_1001000340 Epithelial 10 tumor
J14_B003191 Epithelial 4 tumor
J15_1001000339 Epithelial 10 tumor
J15_B003125 Epithelial 4 tumor
J16_1001000339 Epithelial 10 tumor
J16_B003126 Epithelial 4 tumor
J16_B003191 Epithelial 4 tumor
J17_1001000339 Epithelial 10 tumor
J17_B003771 Epithelial 20 tumor
J18_1001000340 Epithelial 10 tumor
J18_B003920 Epithelial 20 tumor
J1_B003129 Epithelial 4 tumor
J20_1001000339 Epithelial 10 tumor
J20_B003995 Epithelial 20 tumor
J21_1001000339 Epithelial 10 tumor
J22_B003920 Epithelial 20 tumor
J2_B003191 Epithelial 4 tumor
J3_B003132 Epithelial 4 tumor
J4_B003132 Epithelial 4 tumor
J4_B003187 Epithelial 4 tumor
J5_B003115 Epithelial 10 tumor
J5_B003132 Epithelial 4 tumor
J5_B003191 Epithelial 4 tumor
J6_1001000340 Epithelial 10 tumor
J6_B003129 Epithelial 4 tumor
J6_B003187 Epithelial 4 tumor
J6_B003191 Epithelial 4 tumor
J7_B003115 Epithelial 4 tumor
J7_B003129 Epithelial 4 tumor
J8_B003125 Epithelial 4 tumor
J8_B003191 Epithelial 4 tumor
J8_B003995 Epithelial 20 tumor
K12_1001000340 Epithelial 10 tumor
K13_1001000339 Epithelial 10 tumor
K14_B003129 Epithelial 4 tumor
K14_B003187 Epithelial 4 tumor
K14_B003894 Epithelial 20 tumor
K15_1001000340 Epithelial 10 tumor
K15_B003129 Epithelial 4 tumor
K16_1001000339 Epithelial 10 tumor
K16_B003920 Epithelial 20 tumor
K17_1001000339 Epithelial 10 tumor
K17_B003771 Epithelial 20 tumor
K17_B003894 Epithelial 20 tumor
K18_1001000339 Epithelial 10 tumor
K1_B000261 Epithelial 4 tumor
K20_B003995 Epithelial 20 tumor
K21_1001000339 Epithelial 10 tumor
K2_B003129 Epithelial 4 tumor
K2_B003132 Epithelial 4 tumor
K3_B000429 Epithelial 4 tumor
K3_B003132 Epithelial 4 tumor
K4_B000429 Epithelial 4 tumor
K4_B003132 Epithelial 4 tumor
K6_1001000340 Epithelial 10 tumor
K7_B003129 Epithelial 4 tumor
K7_B003187 Epithelial 4 tumor
K8_B003187 Epithelial 4 tumor
K9_B003117 Epithelial 4 tumor
L13_B003920 Epithelial 20 tumor
L14_1001000340 Epithelial 10 tumor
L14_B003126 Epithelial 4 tumor
L14_B003920 Epithelial 20 tumor
L15_B003126 Epithelial 4 tumor
L16_1001000339 Epithelial 10 tumor
L16_B003187 Epithelial 4 tumor
L16_B003920 Epithelial 20 tumor
L18_1001000339 Epithelial 10 tumor
L18_B003920 Epithelial 20 tumor
L19_B003771 Epithelial 20 tumor
L19_B003920 Epithelial 20 tumor
L19_B003995 Epithelial 20 tumor
L20_1001000339 Epithelial 10 tumor
L20_B003771 Epithelial 20 tumor
L20_B003995 Epithelial 20 tumor
L21_B003894 Epithelial 20 tumor
L21_B003995 Epithelial 20 tumor
L22_1001000339 Epithelial 10 tumor
L2_B003187 Epithelial 4 tumor
L4_B003126 Epithelial 4 tumor
L5_B003129 Epithelial 4 tumor
L5_B003132 Epithelial 4 tumor
L6_B003191 Epithelial 4 tumor
L6_B003995 Epithelial 20 tumor
L7_B003125 Epithelial 4 tumor
L7_B003126 Epithelial 4 tumor
L7_B003191 Epithelial 4 tumor
L8_B003125 Epithelial 4 tumor
L8_B003129 Epithelial 4 tumor
L8_B003132 Epithelial 4 tumor
M10_1001000365 Epithelial 10 tumor
M13_1001000340 Epithelial 10 tumor
M14_1001000339 Epithelial 10 tumor
M14_B003126 Epithelial 4 tumor
M14_B003129 Epithelial 4 tumor
M15_1001000339 Epithelial 10 tumor
M15_B003126 Epithelial 4 tumor
M15_B003129 Epithelial 4 tumor
M15_B003187 Epithelial 4 tumor
M16_B003191 Epithelial 4 tumor
M16_B003995 Epithelial 20 tumor
M17_B003894 Epithelial 20 tumor
M18_1001000339 Epithelial 10 tumor
M19_1001000340 Epithelial 10 tumor
M1_1001000340 Epithelial 10 tumor
M1_B003132 Epithelial 4 tumor
M20_1001000339 Epithelial 10 tumor
M20_B003894 Epithelial 20 tumor
M21_1001000339 Epithelial 10 tumor
M21_1001000340 Epithelial 10 tumor
M22_B003920 Epithelial 20 tumor
M22_B003995 Epithelial 20 tumor
M2_B003187 Epithelial 4 tumor
M2_B003191 Epithelial 4 nontumor
M3_B003129 Epithelial 4 tumor
M4_B003129 Epithelial 4 tumor
M4_B003187 Epithelial 4 tumor
M6_B003126 Epithelial 4 tumor
M6_B003187 Epithelial 4 tumor
M7_B003126 Epithelial 4 tumor
M7_B003191 Epithelial 4 tumor
M8_B003126 Epithelial 4 tumor
M8_B003129 Epithelial 4 tumor
M8_B003132 Epithelial 4 tumor
M9_1001000340 Epithelial 10 tumor
N11_1001000340 Epithelial 10 tumor
N12_B003894 Epithelial 20 tumor
N14_B003771 Epithelial 20 tumor
N15_B003129 Epithelial 4 tumor
N17_1001000339 Epithelial 10 tumor
N17_B003920 Epithelial 20 tumor
N17_B003995 Epithelial 20 tumor
N18_1001000339 Epithelial 10 tumor
N18_B003995 Epithelial 20 tumor
N19_1001000340 Epithelial 10 tumor
N19_B003894 Epithelial 20 tumor
N1_B003129 Epithelial 4 tumor
N20_1001000340 Epithelial 10 tumor
N21_B003995 Epithelial 20 tumor
N22_1001000339 Epithelial 10 tumor
N22_B003995 Epithelial 20 tumor
N2_B003125 Epithelial 4 tumor
N2_B003187 Epithelial 4 tumor
N3_B003125 Epithelial 4 tumor
N3_B003132 Epithelial 4 tumor
N4_B003129 Epithelial 4 tumor
N4_B003132 Epithelial 4 tumor
N5_B003129 Epithelial 4 tumor
N6_B003187 Epithelial 4 tumor
N7_1001000340 Epithelial 10 tumor
N7_B003125 Epithelial 4 tumor
N7_B003132 Epithelial 4 tumor
N9_1001000340 Epithelial 10 tumor
O12_B003920 Epithelial 20 tumor
O13_1001000339 Epithelial 10 tumor
O13_B003920 Epithelial 20 tumor
O14_1001000340 Epithelial 10 tumor
O14_B003894 Epithelial 20 tumor
O15_B003129 Epithelial 4 tumor
O16_1001000339 Epithelial 10 tumor
O16_1001000340 Epithelial 10 tumor
O16_B003125 Epithelial 4 nontumor
O16_B003129 Epithelial 4 tumor
O17_1001000339 Epithelial 10 tumor
O17_1001000340 Epithelial 10 tumor
O17_B003920 Epithelial 20 tumor
O18_1001000339 Epithelial 10 tumor
O19_B003070 Epithelial 20 tumor
O1_B003191 Epithelial 4 tumor
O20_1001000339 Epithelial 10 tumor
O21_1001000339 Epithelial 10 tumor
O22_1001000339 Epithelial 10 tumor
O22_B003894 Epithelial 20 tumor
O22_B003995 Epithelial 20 tumor
O2_1001000340 Epithelial 10 tumor
O2_B003125 Epithelial 4 tumor
O2_B003187 Epithelial 4 tumor
O3_B003129 Epithelial 4 tumor
O4_B003132 Epithelial 4 tumor
O4_B003187 Epithelial 4 tumor
O5_B003191 Epithelial 4 tumor
O6_B003187 Epithelial 4 tumor
O7_1001000340 Epithelial 10 tumor
O7_B003129 Epithelial 4 tumor
O7_B003187 Epithelial 4 tumor
O7_B003191 Epithelial 4 tumor
O8_B003126 Epithelial 4 tumor
P11_1001000340 Epithelial 10 tumor
P13_1001000339 Epithelial 10 tumor
P14_1001000339 Epithelial 10 tumor
P14_B003187 Epithelial 4 tumor
P16_1001000339 Epithelial 10 tumor
P16_1001000340 Epithelial 10 tumor
P16_B003920 Epithelial 20 tumor
P16_B003995 Epithelial 20 tumor
P17_1001000340 Epithelial 10 tumor
P17_B003995 Epithelial 20 tumor
P18_1001000339 Epithelial 10 tumor
