"","GPR87","KYNU","LY6K","UBD","FHL2","IGFBP3","DKK1","ARNTL2","CRABP2","FAM83A","GJB3","RGS10","IDO1","COMTD1","CBLC","UCK2","GJB2","PLAU","PROM2","GPC1","SUSD2","MS4A15","SFTPB","AQP4","SFTPD","NAPSA","RGS16","C16orf89","TNS1","CYP4B1","C4BPA","NKX2-1","DLC1","SCGB3A1","FLRT3","ADGRF5","SFTA3","RNASE1","NFIX","AQP1","CHL1","TFF3","DMKN","VIM","IQGAP2","RRAD","LOC100506844","C5orf49","TNC","FOXJ1","SLC27A2","MUC5B","DTX3","TEX9","IGFBP5","ABCA13","METTL7A","WDR86-AS1","CTGF","TUBA1A","analysis","patient_id","sample_name"
"G4_B003648",4.51690742051446,0,0,0,0,0,0,0,3.55411903296609,0,0,0,0,0,0,0,0,2.51114306805903,0,3.16285588060253,0,0,0,0,0,6.4710830519246,0,0,0,0,0,0,0,0,0,2.51114306805903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH067","LT_S53"
"J8_B003648",0,0,0,0,0,0,0,0,0,0,0,2.34165270882277,0,0,0,0,0,6.21283777074467,4.73427462461413,0,0,0,0,0,0,0,0,0,2.98552110756601,0,0,0,0,0,0,0,0,4.73427462461413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98552110756601,0,0,0,0,0,0,0,"grouped_pd","TH067","LT_S53"
"K10_1001000412",0,3.69102174585217,5.97089910879183,4.77286318671,0,0,0,4.08813658731021,2.37689873293249,3.02251498143089,0,0,3.69102174585217,3.41162079011927,0,0,2.37689873293249,0,0,0,0,0,0,0,0,0,3.41162079011927,0,0,0,0,0,0,0,6.61154344727248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"K15_1001000411",0,0,0,0,0,8.94952823129382,0,0,0,6.64574964319264,0,0,0,5.15790705480503,2.68390302642851,0,6.94046885112358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88677816752397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63386030384505,0,"grouped_pd","TH185","LT_S21"
"K22_B003070",0,0,0,0,0,0,0,0,0,4.11880661365471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02529107362928,0,0,6.11951396031353,0,0,5.65348294589711,0,0,0,4.89835316570279,0,0,4.4506211881899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95282649196581,"naive","TH205","LT_S34"
"K7_B003648",0,0,6.26999708945493,0,0,0,0,0,0,6.23369952557247,0,2.34365135434621,0,0,3.65524111851313,0,0,5.33860794622666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81583417858421,0,0,0,0,0,0,0,0,0,0,4.55589710471302,0,0,0,0,6.1960346631774,0,0,0,0,0,0,0,0,"grouped_pd","TH067","LT_S53"
"K7_B003659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05002149202533,2.55916828728453,0,0,0,0,0,0,5.19226741089552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19226741089552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH067","LT_S53"
"K8_B003659",3.58418595597331,0,0,0,0,0,0,0,0,1.92239829521021,0,0,0,0,0,0,0,7.57891643812222,0,0,0,0,0,0,0,3.4074008955973,0,0,5.67971803019478,0,0,2.53960579348016,0,0,0,6.95818278694821,0,0,0,0,0,0,0,0,0,6.47534701481179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH067","LT_S53"
"L14_1001000412",0,2.8656622164691,0,6.30536681736643,0,0,0,2.8656622164691,3.92557150808313,4.42847347954399,0,3.92557150808313,0,0,0,0,0,3.52992348299271,0,5.75464315472362,0,0,6.27465223444778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"N14_1001000407",0,0,0,0,2.0488468673234,6.20335151195516,0,0,0,0,0,0,0,4.12439741124509,0,0,0,0,0,0,0,0,0,2.0488468673234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH185","LT_S21"
"O12_B003648",7.31389358391154,0,4.52414267947612,0,0,0,0,0,4.99694502478257,2.41011158668858,0,0,0,0,0,6.00735793703202,0,7.07045526864886,0,0,0,0,0,0,0,5.85982999651289,0,0,0,0,0,0,0,0,0,0,7.09596714573259,0,0,0,0,0,0,0,0,0,0,0,0,2.78518440158866,4.84960580544239,0,4.34398757567572,0,0,0,0,0,0,0,"grouped_pd","TH067","LT_S53"
"M13_1001000412",0,0,0,0,0,6.18749941938723,0,6.43835708582959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13881199788581,0,0,0,0,0,0,0,0,0,0,0,5.85184882869227,0,"grouped_pd","TH185","LT_S21"
"A10_B003523",0,0,0,6.91571062078861,0,0,0,0,2.96449060370018,0,5.15415149542364,0,8.39030615995487,3.83138526996051,0,0,0,0,3.83138526996051,0,0,0,10.0977799518161,8.05536564418012,6.71230891968208,8.6335046951565,7.37544467430981,0,0,0,0,5.34671926093981,1.46849527667416,3.53883988157029,0,0,6.55292825828165,4.07178363860507,0,6.55292825828165,0,0,2.32164362819344,0,0,7.07621334017484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH179","LT_S58"
"O11_B003523",0,0,0,4.01099157895033,0,0,0,0,0,0,0,0,0.341836876808818,4.15512171193738,0,0,0,0,0,5.45925613696591,0,0,9.95275481747567,6.90720528859713,6.5711331919659,8.77154627097452,2.96211760340028,5.86676972728311,0,0,5.41310396841754,5.07222844250058,0,5.21704659914275,4.63754250377,4.78748305894481,4.9148596964395,5.5214658946145,3.53856560883579,4.82415948353344,0,0,3.9182279553433,4.12264158178781,0,0,0,0,0,0,0,6.93851486844389,0,0,0,1.34877802844557,0,0,0,0,"grouped_pd","TH179","LT_S58"
"J3_B003648",5.57335561447254,0,0,0,6.66357522837146,0,0,0,0,0,0,5.91123854165129,0,0,0,5.33797904804485,0,0,0,0,0,0,0,0,0,4.67139687673091,0,0,0,0,0,6.82590265340977,0,0,0,0,5.91123854165129,0,0,0,0,0,4.62737044127573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH067","LT_S53"
"C5_B001464",0,6.18018569725502,0,5.73122048984502,6.37833981466042,0,0,0,0,0,0,0,0,5.04721466440967,0,0,6.18774014480655,7.56758098859906,0,0,0,0,0,0,0,0,0,0,0.549650234657254,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8443072794764,0,6.13916557037761,7.34541834633053,4.36514202042375,0,0,0,0,0,0,0,0,0,0,0,0,0,"naive","TH266","LT_S75"
"D12_1001000327",0,0,0,0,0,0,0,0,0,0,6.86827684250945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71754769253004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"grouped_pd","TH103","LT_S07"
"D15_B003116",0,6.14172522421549,0,3.49032187509257,0,0,0,2.13789085485997,6.09223766060759,3.49032187509257,0,0,0,4.79334524063826,4.46634014816827,0,0,0,4.04500505613245,2.50326173965551,3.3692159645992,0,0,0,2.13789085485997,0,0,0,0,0,5.52796473846066,0,0,0,0,0,0,0,0,0,0,0,3.49032187509257,0,0,0,0,0,0,0,0,5.7709282387943,0,0,0,0,0,0,0,0,"naive","TH231","LT_S56"
"F18_B003116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07939687614361,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04596809302287,0,0,0,0,0,0,4.21506890244025,6.49759172227095,0,0,0,0,0,0,0,8.07308822004447,0,0,0,0,0,0,0,0,0,0,"naive","TH231","LT_S56"
"G14_B001010",0,6.63307448761911,4.37733360696328,0,0,5.96590488152196,0,0,4.4289929626279,0,0,0,4.04190806936183,0,0,4.5249351146422,0,0,0,0,0,0,0,0,0,0,0,0,4.75843672365292,0,0,0,0,0,0,0,0,5.71493649354311,0.423755153624798,0,0,0,4.25780533829129,0,0,0,0,0,0,0,0,0,0,0,6.13713630043833,0,4.70258099740177,0,8.88179642429946,0.720458312314139,"grouped_pd","TH226","LT_S82"
"J22_B003116",0,0,0,4.98122917104277,6.57354756008483,0,0,0,6.51089125595998,0,0,0,0,4.71286973124414,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6709376368194,0,7.77126726504778,0,0,0,7.80863932255749,0,0,0,0,6.63909323141011,2.7222480376967,4.94617802746671,10.884685205857,0,0,0,0,0,0,0,0,0,9.06135474771654,0,0,0,1.46893025932575,0,0,0,0,"naive","TH231","LT_S56"
"O22_B003112",4.73736783525499,0,0,0,2.29234601676318,6.80419097006861,0,3.68312369008479,0,0,6.11986812676531,0,5.61884501608442,4.36361901791684,0,0,0,0,4.9339057179291,1.90512200620782,0,0,0,0,0,0,0,0,0,5.45913326780618,0,0,0,0,0,0,0,4.73736783525499,0,0,4.22495706834978,4.46364593317897,0,0,0,0,5.68142500762464,5.91080017159404,0,6.24452585177933,1.42980972354508,3.2980127972391,0,0,0,4.40328366522421,0,0,0,5.55700494856768,"naive","TH231","LT_S56"
"J16_B003112",0,5.76348334920334,0,0,0,0,0,3.17381332385344,5.55127851784307,4.50548350611729,0,0,0,0,3.40596842607936,0,0,0,4.49391743728398,1.73761518440226,0,0,0,0,0,0,0,0,0,5.73194135685291,0,0,0,3.70258156613268,4.65475844381203,0,0,0,0,0,0,9.01324616726966,0,0,4.54494268743025,3.31568950973606,2.98239826906804,1.73761518440226,0,3.50453550318781,0,0,0,3.37082871943629,0,0,0,0,0,0,"naive","TH231","LT_S56"
"K21_B003116",5.17830835632512,0,5.09234382543911,0,6.59520433316225,0,0,0,0,3.29924158866735,0,0,0,4.90996859254723,5.63358694841193,5.37042912400501,0,0,0,4.61703554600819,0,0,0,0,0,0,2.23531932977377,0,1.64378783431978,0,0,0,0,0,0,0,0,0,0,0,0,6.18255049888704,0,0,0,0,0,0,0,4.93279053491629,0,2.93079992793269,0,0,0,0,0,4.80457229122343,0,0,"naive","TH231","LT_S56"
"P13_B003112",0,4.359335793018,0,0,5.65939253339818,0,0,0,0,2.61043194500299,5.16087969569883,0,0,1.74516517180517,0,4.13435046452073,0,0,0.946088639639635,0.580990224205083,0,0,0,0,0,0,4.20731399184686,0,0,0,5.7807473210917,0,0,0,0,0,0,0,0,0,2.81876581479643,4.80666029913077,4.45531486984347,0,3.52894339721831,0,0,0,4.08257192760723,0,0,6.14883163995424,0,0,0,0,0,0,0,0.580990224205083,"naive","TH231","LT_S56"
"N20_B003116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06327481805983,0,0,0,0,0,0,0,0,0,0,0,6.04020799581488,0,0,6.53551625915462,0,0,3.61148363486256,7.04079465079262,0,0,0,0,3.75439688925721,0,0,8.67121818688994,0,0,0,6.99841740154224,1.56688058950482,5.88945778034115,0,7.69973207087477,0,0,0,4.47970430379497,0,6.0800314268252,0,0,0,6.01274976850401,"naive","TH231","LT_S56"
"D22_B003775",0,0,0,0,0,6.00030667280574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06739771660593,0,0,0,0,0,0,0,0,0,0,1.01168396452289,0,0,7.7583571225835,0,0,7.64946586341448,0,0,0,0,0,"naive","TH248","LT_S69"
"A13_B003777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62800125710619,0,0,0,0,0,5.6839202175053,0,0,0,0,0,5.62905288610986,0,0,6.27217295310856,0,0,0,0,3.08811645403187,6.21104857052594,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"A14_B003775",0,0,0,0,0,6.61852728903006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56720767151789,0,0,0,0,2.37138577342073,0,0,0,0,0,0,0,0,0,3.90320693000829,0,5.32279903575304,3.01673288124195,0,3.01673288124195,0,0,0,0,8.05444683093538,0,0,0,6.05991254699401,0,0,0,0,"naive","TH248","LT_S69"
"A16_B003775",0,0,0,0,0,6.81471320792663,0,0,0,0,0,0,0,0,0,0,0,6.9943727118393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72814145133445,0,3.05874738769258,0,0,7.35726891371707,5.49966635121232,0,7.69325041193565,0,0,0,0,7.48476666238498,0,0,7.93948032800919,3.94646591564851,0,7.08337418305572,0,0,3.05874738769258,0,0,"naive","TH248","LT_S69"
"A16_B003776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82420877065727,0,0,0,0,0,0,0,6.77149848020631,0,0,0,0,0,2.18872239086037,0,0,0,8.25633974622798,0,4.56524004707077,0,7.32280543444734,6.93066171734583,6.50218955726439,6.13248802440365,2.82420877065727,6.32016798565598,0,6.90715448999637,0,0,8.88125483907007,0,4.85031688367939,0,0,0,0,0,0,"naive","TH248","LT_S69"
"A16_B003777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39298166068135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0363109176372,0,7.46584514914285,0,0,0,0,0,0,0,0,4.13347669986769,0,0,0,0,8.5935785164127,8.56537681907326,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"A17_B003775",0,0,0,0,0,6.98051509160444,0,0,0,0,0,0,0,5.4605922929949,0,0,0,0,0,5.79692758859296,0,0,0,0,0,0,0,6.40266273236956,3.28580702854088,0,6.64441471548863,1.02047795631768,0,0,0,6.57633906036358,6.04185844675259,6.46396804496656,0,0,0,4.97491252836217,0,0,0,0,3.83406738700272,0,0,0,0,7.85770868217628,0,6.07095884242026,5.19912575895124,0,0,0,1.51491646206203,0,"naive","TH248","LT_S69"
"A17_B003777",0,0,0,0,7.03993954535816,0,0,2.22109013260773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80960561117838,0,0,0,1.26085092430878,0,0,0,1.06343992059712,0,7.69280242906183,0,0,0,4.12199447478618,5.40941674522136,6.21407068192971,5.60178339875942,0,4.91927057439743,4.85737022202822,3.82601843122721,0,0,6.24887487329416,4.64471029244873,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"A19_B003777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2587555368053,0,0,0,0,0,0,0,0,0,7.68987273245672,0,0,0,0,0,0,0,0,0,8.09014909653745,0,0,0,5.657703534372,7.43365416768938,0,3.13378698071881,0,0,0,8.57424340791494,0,0,9.74700608851678,1.87029207918523,0,0,0,7.77872784912186,0,0,0,"naive","TH248","LT_S69"
"A8_B001474",0,0,0,0,0,3.62698283042053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91298217980304,4.70770517130168,6.60095748100845,2.5064473870478,0,0,6.95760732583935,5.01204850697977,3.76653119694011,5.1517569940261,0,0,0,7.29915168652885,2.71314494792392,0,10.0719393038128,5.61344321881443,0,0,0,0,0,0,0,"naive","TH248","LT_S74"
"A9_B001474",0,0,0,0,0,0,0,7.53426156747838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66400189698025,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16760560001363,4.04360946424573,0,0,0,4.84475077538075,0,5.53395540503882,0,0,7.48043197199632,0,5.47702933673276,0,0,11.1818178602917,0,0,0,0,0,0,0,0,"naive","TH248","LT_S74"
"B14_B003776",0,0,0,0,0,6.89239253769445,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87528753253314,0,0,0,0,0,0,5.33973981986274,0,5.63023157663055,0,0,3.93557476204711,0,0,0,0,0,7.52369505355058,0,0,3.04816464389836,0,0,0,0,0,6.37428903329627,0,4.82675940217809,0,0,8.03249523273495,0,0,4.79958297112403,0,0,0,0,0,"naive","TH248","LT_S69"
"B15_B003777",0,0,0,0,0,0,0,0,0,0,0,0,0,7.29779503749062,0,0,0,5.02360802995838,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86713837914197,0,0,0,0,0,7.01033861622979,0,0,0,6.60532465780555,0,5.95786395635608,5.30964356252808,0,0,0,0,0,0,9.35655896197437,3.93807136217626,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"B16_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17055857171434,0,0,0,0,0,0,0,8.68490552802955,0,0,0,6.76883334509353,0,0,0,0,0,6.5769729164699,0,0,0,6.7732433014643,5.71355365696254,4.74031320550199,0,0,7.11784176992496,0,6.36614873229003,0,0,8.51823694061177,0,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"B22_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17999473959405,0,0,0,0,0,0,0,0,0,6.85174178736064,0,0,0,2.54265694287929,0,0.725060002819667,0,0,0,6.68016018429495,0,0,0,0,5.39526315635132,6.57151699877325,6.35614532738318,0,4.79850268467617,0,0,3.84564310390908,0,6.71691266471066,0,0,0,0,3.82262134974101,0,0,0,"naive","TH248","LT_S69"
"B6_B001474",0,0,0,0,0,0,0,0,0,0,0,0,0,4.51338839408306,0,0,0,1.74902061676869,0,0,0,0,0,0,0,4.65849603332714,0,0,0,0,0,0,0,0,0,0,0,1.74902061676869,0,0,0,0,0,3.20861728019413,4.93245834013038,0,6.76856379958625,0,0,0,0,9.81121012212429,4.93245834013038,1.74902061676869,0,0,0,0,0,0,"naive","TH248","LT_S74"
"B9_B001475",0,0,0,0,0,4.00285863797663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13313192190634,0,0,0,0,0,0,0,5.60858717942949,3.52193727018033,0,0,0,0,0,0,0,"naive","TH248","LT_S74"
"C14_B003777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35425010233257,0,0,0,0,9.05455891761329,0,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"C17_B003776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20115766747626,0,7.69808867576077,0,0,0,7.89052077167116,0,7.83851957225814,0,0,0,0,2.58836500301113,0,0,7.16498291487208,0,0,5.9468537525933,0,0,6.31871544636537,0,0,"naive","TH248","LT_S69"
"C19_B003777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59807073083216,0,0,0,0,0,0,1.37564142647695,0,0,0,0,0,6.16994915707195,0,0,2.93096367612824,0,0,0,6.06114969349101,0,6.35398248564091,3.42022010610188,0,5.14490837600933,4.86107743228171,5.49116050845051,7.40035223256326,0,0,0,0,0,0,4.61088402153248,6.52682139674717,3.54152815294498,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"C1_B001474",0,0,0,0,0,2.19621099752415,0,4.07641643314755,0,0,0,0,0,0,3.76008630067101,0,0,0,0,0,0,0,0,0,0,4.95469474322602,0,4.71736870918898,0,0,0,0,0,0,0,0.692577168332462,0,8.40400359331063,0,0,1.09785220013883,3.55424031140382,0,2.30155883693091,2.48386137904697,6.56834267113929,1.38543922088962,0,0.692577168332462,0,0,8.9043041240103,1.09785220013883,0,0,0,0,0,0,0,"naive","TH248","LT_S74"
"C22_B003775",0,0,0,0,0,7.14551530426732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99473453209429,0,0,0,0,1.51008166315147,0,0,0,0,0,6.77772895754661,0,0,0,0,0,6.18978220175493,0,0,6.00787061556166,0,0,0,0,0.777350524847069,6.44385122515665,0,7.26752737720769,0,0,1.20937826377298,0,0,"naive","TH248","LT_S69"
"C4_B001474",0,0,0,0,0,5.4371603014173,0,0,0,0,0,0,0.799657604501227,4.39266476917879,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15102123941436,0,0,0,0,0,0,0,6.96851022182256,0,6.6510428199563,0,0,0,0,6.54982820135092,6.39597426692758,0,0,3.69976709823291,0,4.00086361380728,3.71180946119856,0,7.68769998826193,5.54612993101205,0,0,0,0,0,0,0.219100034304639,"naive","TH248","LT_S74"
"D12_B003777",0,0,0,0,0,6.31213577384389,0,0,0,0,0,0,0,0,0,0,0,2.55199731439802,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99355121616156,2.55199731439802,0,0,7.77707636457331,0,7.25489098982649,0,0,0,0,0,4.73101606935378,0,0,0,0,0,0,0,4.56081772987632,0,0,0,0,0,0,6.78948195835566,0,"naive","TH248","LT_S69"
"D13_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78917253644501,0,0,0,0,0,0,0,0,0,0,0,0,5.66893684523552,0,6.11500347273073,0,0,0,4.21403920543001,0,3.96694059857391,0,0,0,0,6.38563135682961,0,6.56767194016388,8.9157893080089,0,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"D13_B003776",0,0,0,0,6.53238011554911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84769033969357,0,0,0,0,0,7.05170936856375,0,7.42504106014861,0,0,0,3.44095388196459,0,4.06175299055378,0,0,0,9.00844756513957,0,0,6.62859416774414,6.59243985596879,0,8.04989525771043,2.29788431460854,0,5.55017493586275,0,7.31215742108265,0,6.77427718147775,9.03666830028571,3.10295388916398,3.28616692068905,0,0,0,0,0,0,"naive","TH248","LT_S69"
"D17_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85921458496932,0,0,0,0,3.47887408694505,0,0,0,0,0,0,0,0,1.59491282772702,7.82684204488802,1.08652275000204,0,0,5.1580638711112,0,0,8.29345889515847,0,5.43292766927831,0,5.35253383892726,0,0,7.1740063082063,0,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"D8_B001474",0,0,0,0,6.35401503976828,0,0,0,0,0,0,0,0,0,0,0,0,6.4812517896981,0,2.05525094604941,0,0,0,0,0,2.38910264321698,0,5.22947342751447,0,1.55051333992645,0,4.07014212400045,6.56750307835227,0,0,5.94780421980363,0,7.64967666476566,0,0,3.19954210579501,6.13587061453767,5.21612278760421,7.02505067597791,3.31840282101053,1.40974420773796,3.92234010445452,3.76330827362438,5.33330249293944,0,0,6.31110962212427,3.24879427485135,0,0,0,0,0,0,0.805566135108854,"naive","TH248","LT_S74"
"D8_B001475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15059461239379,0,4.00736562505085,0,0,4.79184848066253,0,0,0,0.542338121884368,0,7.08573362026686,0,0,0,0,4.81546388426992,3.80491543488597,0,0,0,0,4.34798526757082,0,0,8.31559951602594,5.3598215738312,4.98664860317643,0,0,0,0,0,0.542338121884368,"naive","TH248","LT_S74"
"E10_B001475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54221274895419,0,0,0,0,0,0,0,0,0,0,0,0,3.76645419448116,0,0,0,0,0,7.89917276790696,0,0,0,5.63369983683121,0,2.24551768558293,0,0,0,0,0,0,0,8.47417866204769,7.14503492193014,2.88427588114855,2.88427588114855,0,0,0,0,0,"naive","TH248","LT_S74"
"E12_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72272812718513,0,0,0,0,0,0,0,6.7790151447988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12010462900629,0,0,7.19552112540646,0,0,0,0,"naive","TH248","LT_S69"
"E20_B003776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91454008970947,0,0,4.64853173954251,0,0,0,0,0,7.2451584604275,0,0,0,3.70822515439874,3.49119314095155,3.49119314095155,0,0,0,0,0,5.51199401640796,5.07595754894546,0,0,0,0,0,0,10.6612628242359,4.72195550259541,0,3.21361468860461,0,0,0,0,6.32424975016383,"naive","TH248","LT_S69"
"E22_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62420695461303,0,0,0,0,0,0,0,7.00770725967558,0,0,1.49866544836373,0,0,0,0,0,0,7.00297843844354,0,0,0,2.32908732293657,0,0,0.456972425522687,8.27144525783433,0,0,0,6.26388048685831,0,0,0,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"E7_B001474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4048036354149,0,0,0,6.91439970002693,0,0,4.91543182529024,0,0,0,0,0,0,9.62536084096215,0,0,0,0,0,0,0,0,"naive","TH248","LT_S74"
"E7_B001475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95594020784459,0,0,0,0,0,7.95956919863795,0,0,0,0,0,0,0,0,0,0,1.021565637542,0,0.635925818911212,5.86884959986162,0.635925818911212,0,0,0,0,0,0,0,"naive","TH248","LT_S74"
"F15_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10815847178275,0,0,0,0,0,7.73261995459697,0,0,0,0,5.85872367503826,7.48911877340286,0,7.63329327167718,0,0,6.63488387055017,7.0488718190116,0,9.30032565912875,5.10815847178275,0,0,0,0,2.42239689697941,0,0,"naive","TH248","LT_S69"
"F19_B003775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11958319845002,0,0,0,0,6.52332553181919,0,0,0,0,6.3825523288767,0,0,0,2.23874754721803,0,0,0,0,0,7.25004849594921,0,0,0,4.70012085864865,0,6.83463834690093,0,0,0,0,8.15165307986129,0,0,9.2467561497292,0,0,0.658186099265604,0.658186099265604,0,0,0,0,"naive","TH248","LT_S69"
"F20_B003777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06970010745765,1.80452265899569,6.37137770180794,0,0,0,0,6.04594516483685,1.80452265899569,0,0,1.80452265899569,0,6.30868761492909,0,0,7.76504326159468,6.60968908908628,0,0,0,0,0,0,0,"naive","TH248","LT_S69"
"F22_B003775",0,0,0,0,0,0,4.86093285645754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63106331597825,0,7.59404861181459,0,0,0,0.64313038512881,0,0,0,0,0,0,0,0,0,6.66939180741005,0,7.4698910093067,7.0582622565754,0,0,0,0,0,0,6.54904396463774,0,0,5.48123511064156,0,0,0,0,0,"naive","TH248","LT_S69"
"F7_B001475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288296474182514,0,0,5.19168794190683,4.07428524958783,0,0,0,0,0,0,0,0,0,0,8.09449004485843,0,0,2.83552442397636,5.06503485703731,5.49275941437217,8.16810257344343,0,0,0,3.71596759713515,1.20569217879373,0,0,8.83016748345403,7.23614963856554,0,0,4.02179281411387,0,0,0,0,"naive","TH248","LT_S74"
