"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene"
"FUK",6.80821019568257e-11,1.38175994253878,0.365,0.243,1.80315447032653e-06,0.468085106382979,5,0.657425742574257,9,"FUK"
"SHE",1.54705145944509e-20,1.38101549082154,0.136,0.033,4.09736579034033e-16,0.528571428571429,4,0.811594202898551,5,"SHE"
"CLCN5",4.75024025673122e-09,1.38087241563981,0.227,0.134,0.000125810113199526,0.418803418803419,5,0.589928057553957,10,"CLCN5"
"EMP2",1.79436553968568e-101,1.38051769292829,0.984,0.948,4.75237713185751e-97,0.364891518737673,6,0.485525647536821,11,"EMP2"
"IQCC",1.39796746729607e-08,1.37974244728984,0.128,0.057,0.000370251683713365,0.393939393939394,4,0.487394957983193,8,"IQCC"
"CDCA7",7.98750441972043e-19,1.37867496804786,0.179,0.059,2.11549054556296e-14,0.543478260869565,5,0.308943089430894,9,"CDCA7"
"RAB23",1.23287845178844e-23,1.37793671305626,0.161,0.041,3.26527857956169e-19,0.566265060240964,5,0.270588235294118,9,"RAB23"
"INTS6",8.82768849227047e-08,1.3778480262976,0.423,0.347,0.00233801329717783,0.394495412844037,4,0.604715672676838,10,"INTS6"
"MIR7641-2",0.000118337544174754,1.37712252667139,0.117,0.068,1,0.433333333333333,5,0.368794326241135,8,"MIR7641-2"
"PMVK",1.65724315073771e-39,1.37703527456124,0.779,0.762,4.38920848472882e-35,0.401496259351621,6,0.563131313131313,11,"PMVK"
"CTSF",5.09870791695368e-27,1.37696715024708,0.462,0.247,1.35039279180518e-22,0.474789915966387,6,0.375486381322957,8,"CTSF"
"RPH3AL",5.49270085734776e-06,1.37682873030954,0.311,0.241,0.145474182206855,0.5,5,0.546906187624751,9,"RPH3AL"
"BRD2",1.84235687496651e-63,1.37666963816,0.911,0.856,4.87948218334881e-59,0.390191897654584,6,0.446569178852643,11,"BRD2"
"SNHG12",3.17178557412368e-32,1.37659389276485,0.685,0.494,8.40047409306656e-28,0.436260623229462,6,0.366114897760467,9,"SNHG12"
"ATG16L2",1.41052206046248e-13,1.37469107201812,0.19,0.083,3.73576767713488e-09,0.530612244897959,4,0.418604651162791,7,"ATG16L2"
"GPRIN2",0.0506878586137179,1.37413834513108,0.235,0.212,1,0.677685950413223,4,0.825396825396825,8,"GPRIN2"
"KSR2",1.86722210965093e-24,1.37168519687017,0.111,0.017,4.94533775741048e-20,0.473684210526316,5,0.555555555555556,5,"KSR2"
"CDC14A",1.11602742116055e-20,1.37158467739129,0.115,0.024,2.95579862494372e-16,0.525423728813559,4,0.408163265306122,8,"CDC14A"
"SMAD7",7.93945331042701e-20,1.37016914524967,0.204,0.072,2.10276420926659e-15,0.361904761904762,4,0.293333333333333,9,"SMAD7"
"ST3GAL3",3.58521962108204e-16,1.37013656929507,0.223,0.096,9.49545416643577e-12,0.469565217391304,4,0.35678391959799,10,"ST3GAL3"
"GPSM3",0.501650484716387,1.3693157847926,0.155,0.154,1,0.8125,4,0.735202492211838,8,"GPSM3"
"ZKSCAN8",0.000459333042827523,1.36814916164538,0.183,0.127,1,0.648936170212766,5,0.65530303030303,10,"ZKSCAN8"
"EEF2K",4.42648008369605e-21,1.36806661675605,0.641,0.485,1.1723532501669e-16,0.390909090909091,6,0.726190476190476,9,"EEF2K"
"ZNF23",0.00839991719437245,1.36755535626702,0.194,0.152,1,0.5,5,0.667721518987342,10,"ZNF23"
"TGFB1I1",5.59135092564089e-10,1.36675101779545,0.262,0.165,1.48086929265599e-05,0.62962962962963,4,0.635568513119534,7,"TGFB1I1"
"SAT2",3.08128432840887e-32,1.36643545734644,0.482,0.252,8.16078154379088e-28,0.403225806451613,5,0.369024856596558,10,"SAT2"
"MALAT1",3.79165343543652e-145,1.36588064439742,0.996,0.98,1.00421941237536e-140,0.364522417153996,6,0.471281296023564,11,"MALAT1"
"CNGB1",1.06686442448458e-08,1.36572227611233,0.118,0.051,0.00028255904282474,0.524590163934426,4,0.495327102803738,8,"CNGB1"
"ZNF684",0.000594063706852533,1.36526088085103,0.111,0.068,1,0.421052631578947,4,0.602836879432624,9,"ZNF684"
"LINC00174",0.0336013714799168,1.36502302847917,0.14,0.112,1,0.444444444444444,4,0.560344827586207,9,"LINC00174"
"GGT3P",7.69564601442795e-22,1.36406287764453,0.146,0.038,2.03819184692124e-17,0.506666666666667,5,0.448717948717949,7,"GGT3P"
"RNVU1-14",1.00780303910777e-19,1.36382102405335,0.113,0.025,2.66916634907694e-15,0.672413793103448,4,0.549019607843137,10,"RNVU1-14"
"LIFR",3.42338933067941e-08,1.36352928667504,0.526,0.458,0.000906684664230442,0.464944649446494,5,0.744479495268139,9,"LIFR"
"RDH10-AS1",3.23084843675896e-16,1.36352472139726,0.13,0.039,8.55690208475612e-12,0.611940298507463,4,0.358024691358025,7,"RDH10-AS1"
"EGR1",1.54960002820512e-105,1.36325181786744,0.905,0.536,4.10411567470126e-101,0.386266094420601,5,0.545372866127583,11,"EGR1"
"TPRN",0.000732814278057308,1.36253041300658,0.229,0.181,1,0.432203389830508,5,0.647214854111406,10,"TPRN"
"NFAT5",7.26199060610938e-32,1.36235863449083,0.771,0.655,1.92333821202807e-27,0.3727959697733,6,0.476855253490081,10,"NFAT5"
"CYP2R1",6.08671124823898e-11,1.36162170947102,0.266,0.157,1.61206547409609e-06,0.467153284671533,6,0.568807339449541,10,"CYP2R1"
"GLIS2",1.15523514275699e-15,1.36072011501236,0.324,0.183,3.05964027559189e-11,0.497005988023952,5,0.671916010498688,8,"GLIS2"
"ZNF703",1.05234562427078e-17,1.36041282800563,0.208,0.082,2.78713738588117e-13,0.429906542056075,4,0.464705882352941,10,"ZNF703"
"CLIC5",3.60402783498166e-10,1.3598405296851,0.499,0.434,9.54526772094894e-06,0.610894941634241,5,0.900221729490022,8,"CLIC5"
"SMPDL3B",5.27348412964057e-12,1.35874953925982,0.551,0.496,1.39668227173531e-07,0.580985915492958,5,0.725509214354995,9,"SMPDL3B"
"MAFG-AS1",0.0182081191040872,1.35851896261818,0.103,0.073,1,0.490566037735849,4,0.355263157894737,10,"MAFG-AS1"
"ATN1",1.26555606422564e-22,1.35846749425508,0.518,0.349,3.3518252361016e-18,0.419475655430712,5,0.415172413793103,11,"ATN1"
"RPRD2",3.90171292026099e-16,1.35624688165774,0.639,0.556,1.03336866693112e-11,0.364741641337386,5,0.645887445887446,10,"RPRD2"
"SLC2A4RG",0.154586903698083,1.35616263798981,0.497,0.589,1,0.37890625,5,0.634803921568627,11,"SLC2A4RG"
"PPP1R1B",5.20259630025566e-45,1.35582410957946,0.245,0.048,1.37790763012271e-40,0.587301587301587,5,0.767676767676768,7,"PPP1R1B"
"SNORD12C",1.32146002463998e-08,1.35232285139994,0.313,0.231,0.000349988687525899,0.354037267080745,6,0.486486486486487,8,"SNORD12C"
"LOC729970",8.29884674957969e-06,1.35074464586403,0.12,0.064,0.219794956162618,0.435483870967742,4,0.462686567164179,7,"LOC729970"
"ZFHX2",2.14479350716959e-35,1.35014695117068,0.183,0.035,5.68048560373867e-31,0.680851063829787,4,0.458333333333333,8,"ZFHX2"
"DNAJC27-AS1",5.28069604624405e-06,1.35006439408443,0.093,0.185,0.139859234784774,0.395833333333333,5,0.794805194805195,7,"DNAJC27-AS1"
"ANKRD44",1.27328114700952e-08,1.350025050591,0.25,0.154,0.000337228511785471,0.488372093023256,5,0.70404984423676,7,"ANKRD44"
"PLCB3",0.0859254524134216,1.34988680751015,0.179,0.234,1,0.380434782608696,5,0.641975308641975,10,"PLCB3"
"LGMN",3.95269957879743e-74,1.34952541216144,0.87,0.663,1.0468724834445e-69,0.392857142857143,6,0.449527959331881,11,"LGMN"
"PPDPF",1.99877614775023e-16,1.34904902909622,0.594,0.507,5.2937586273165e-12,0.362745098039216,6,0.617647058823529,11,"PPDPF"
"CHD8",7.36583443253032e-28,1.34880219130547,0.678,0.514,1.95084124945566e-23,0.375358166189112,5,0.533208606173994,10,"CHD8"
"COLCA1",0.637128253278977,1.34859368365378,0.317,0.387,1,0.460122699386503,4,0.737888198757764,10,"COLCA1"
"ATF7IP2",7.4802821230385e-07,1.34785144050151,0.586,0.587,0.0198115272028675,0.466887417218543,5,0.616393442622951,10,"ATF7IP2"
"LSS",6.22557965168144e-09,1.34623498843155,0.39,0.299,0.000164884477074783,0.422885572139304,5,0.620578778135048,10,"LSS"
"RSRP1",1.59330703130271e-33,1.34519718363091,0.816,0.797,4.21987367240522e-29,0.419047619047619,5,0.502415458937198,10,"RSRP1"
"PXDC1",3.57158615369021e-10,1.34486664070361,0.515,0.438,9.45934592804853e-06,0.426415094339623,6,0.512623490669594,9,"PXDC1"
"NPHP3",0.000697112070290896,1.34396207866243,0.231,0.181,1,0.445378151260504,5,0.506631299734748,9,"NPHP3"
"TMEM243",7.93818665167645e-44,1.3437775006045,0.707,0.551,2.10242873469651e-39,0.335164835164835,6,0.462412587412587,11,"TMEM243"
"CAPRIN2",4.04992455501087e-12,1.34367845706112,0.208,0.1,1.07262251839463e-07,0.467289719626168,6,0.456730769230769,9,"CAPRIN2"
"LOC730183",0.0354566499354697,1.34310442519834,0.122,0.097,1,0.53968253968254,5,0.81592039800995,7,"LOC730183"
"ACAT1",1.10649772293334e-32,1.3427171534448,0.66,0.47,2.93055921918895e-28,0.444117647058824,5,0.361680327868852,10,"ACAT1"
"FMO4",5.64514835132319e-07,1.34223540188261,0.188,0.11,0.0149511754084795,0.422680412371134,4,0.746724890829694,9,"FMO4"
"LOC100507577",6.46802442505154e-15,1.34196114619649,0.381,0.231,1.7130562689749e-10,0.443877551020408,5,0.533333333333333,10,"LOC100507577"
"COL1A2",7.97055864936146e-43,1.34110148148536,0.173,0.023,2.11100245828338e-38,0.741573033707865,5,0.340425531914894,9,"COL1A2"
"SRCAP",6.45441847443742e-10,1.34093633002674,0.629,0.619,1.70945273295475e-05,0.429012345679012,5,0.630637636080871,10,"SRCAP"
"LACAT8",7.7901697143117e-22,1.34030212586887,0.118,0.024,2.06322644883545e-17,0.39344262295082,4,0.612244897959184,3,"LACAT8"
"CRACR2B",1.55386696745544e-28,1.33896264645586,0.65,0.482,4.11541666330574e-24,0.423880597014925,6,0.671328671328671,10,"CRACR2B"
"CRNDE",1.74298458669035e-58,1.33860839880205,0.761,0.52,4.61629467784938e-54,0.36734693877551,6,0.370027752081406,11,"CRNDE"
"DMTF1",0.00025368807280197,1.33789195578734,0.511,0.478,1,0.365019011406844,6,0.595573440643863,11,"DMTF1"
"SMCR5",3.17342220164595e-09,1.33490304982886,0.101,0.038,8.40480870105931e-05,0.346153846153846,4,0.316455696202532,8,"SMCR5"
"PRKACA",3.80388222777168e-10,1.33270832987589,0.32,0.209,1.00745820802533e-05,0.412121212121212,5,0.425287356321839,10,"PRKACA"
"LOC100049716",0.134519088508099,1.33268713028916,0.227,0.213,1,0.623931623931624,4,0.812217194570136,8,"LOC100049716"
"TNIP3",2.87468937696199e-11,1.33240478116707,0.126,0.048,7.61361481488383e-07,0.615384615384615,4,0.414141414141414,9,"TNIP3"
"SENP6",5.78268860055276e-19,1.3313167391067,0.666,0.575,1.5315450758564e-14,0.39067055393586,6,0.615899581589958,11,"SENP6"
"BTG2",7.70671383048255e-107,1.33131509258348,0.841,0.386,2.0411231580033e-102,0.378752886836028,5,0.678704856787049,11,"BTG2"
"PHKA2",0.0276216512367834,1.33063665484723,0.317,0.301,1,0.521472392638037,5,0.686900958466454,10,"PHKA2"
"GLTSCR1",8.52350868379431e-07,1.32866676385345,0.124,0.063,0.0225745127490292,0.359375,4,0.446153846153846,9,"GLTSCR1"
"PPP4R1-AS1",3.10250995643671e-05,1.32848963214747,0.142,0.088,0.821699761962262,0.397260273972603,4,0.818681318681319,8,"PPP4R1-AS1"
"SAMD1",0.00129427257257566,1.32825749184805,0.227,0.183,1,0.504273504273504,4,0.569553805774278,10,"SAMD1"
"GOLGA2P5",1.00802348923552e-07,1.32766203806124,0.144,0.072,0.00266975021124028,0.486486486486487,4,0.446666666666667,10,"GOLGA2P5"
"PHYHD1",1.40251697023329e-13,1.32726804006274,0.225,0.108,3.71456619566287e-09,0.422413793103448,4,0.401785714285714,10,"PHYHD1"
"DNHD1",7.55094464251349e-15,1.32725560693076,0.159,0.059,1.9998676885697e-10,0.414634146341463,5,0.270491803278689,8,"DNHD1"
"SULT1A1",8.36627634104414e-61,1.32544493827301,0.602,0.251,2.21580828892554e-56,0.412903225806452,5,0.599616858237548,10,"SULT1A1"
"DOK1",1.44279023085507e-05,1.32521050382874,0.159,0.098,0.382122992641964,0.451219512195122,4,0.497536945812808,9,"DOK1"
"TAPT1",4.07734056543152e-21,1.32391334733327,0.489,0.289,1.07988364875454e-16,0.349206349206349,6,0.603333333333333,10,"TAPT1"
"CRLS1",2.39230432465382e-41,1.32387392579135,0.777,0.616,6.33601800384563e-37,0.42,5,0.652615144418423,11,"CRLS1"
"TAF1C",2.53646943342686e-11,1.32356354497334,0.359,0.239,6.71783929443104e-07,0.508108108108108,6,0.535211267605634,10,"TAF1C"
"CNTROB",1.79733563386398e-08,1.32309336004237,0.188,0.103,0.000476024342628875,0.391752577319588,4,0.462616822429907,10,"CNTROB"
"CNNM3",1.70310615265376e-08,1.32302921626641,0.497,0.428,0.000451067664530347,0.41796875,5,0.615298087739033,10,"CNNM3"
"ZNF569",0.00215114421383849,1.32284225000559,0.128,0.087,1,0.53030303030303,5,0.8,8,"ZNF569"
"INPPL1",3.10764870770027e-08,1.32239763165517,0.445,0.37,0.000823060760234417,0.423580786026201,4,0.628088426527958,9,"INPPL1"
"TMEM238",0.0228853435899714,1.3204214500394,0.301,0.279,1,0.438709677419355,5,0.386873920552677,10,"TMEM238"
"TNIK",1.05386185052661e-08,1.31874406654937,0.146,0.07,0.000279115311111972,0.706666666666667,5,0.417808219178082,8,"TNIK"
"BEX2",2.14130591089323e-16,1.31804982186386,0.637,0.524,5.67124870500072e-12,0.36280487804878,6,0.520220588235294,10,"BEX2"
"C19orf66",4.33541035040389e-15,1.31795665395094,0.398,0.256,1.14823343130447e-10,0.585365853658537,5,0.470919324577861,11,"C19orf66"
"LINC00260",0.494627823144385,1.31645733250569,0.111,0.105,1,0.649122807017544,4,0.513761467889908,9,"LINC00260"
"FCGR1A",8.56842347068982e-06,1.31631197445535,0.126,0.069,0.22693469562122,0.415384615384615,5,0.433566433566434,8,"FCGR1A"
"GPAM",3.71907230202659e-06,1.31419746151001,0.146,0.082,0.0984996299191742,0.466666666666667,5,0.514619883040936,8,"GPAM"
"NFATC2IP",0.124145901729505,1.31236819566038,0.592,0.658,1,0.468852459016393,5,0.618873445501097,10,"NFATC2IP"
"DRAM1",2.48816856508699e-17,1.31149579654712,0.631,0.543,6.5899144446329e-13,0.498461538461538,5,0.674645390070922,10,"DRAM1"
"ATXN1",3.69860248776008e-11,1.31116400917518,0.431,0.32,9.79574868883256e-07,0.355855855855856,5,0.637048192771084,10,"ATXN1"
"MAST3",3.87449381614707e-08,1.31007861276982,0.237,0.145,0.00102615968720655,0.524590163934426,4,0.445182724252492,10,"MAST3"
"PDE4A",0.000225859491137692,1.30884164674726,0.45,0.432,1,0.452586206896552,5,0.774804905239688,10,"PDE4A"
"CD320",1.32633409646188e-50,1.30864056230046,0.559,0.257,3.51279585447929e-46,0.416666666666667,5,0.325842696629214,10,"CD320"
"ZNF558",0.299260430255456,1.30781248692166,0.103,0.089,1,0.528301886792453,4,0.702702702702703,9,"ZNF558"
"CELF2",3.30595332566435e-67,1.30656130300292,0.468,0.129,8.75581738302202e-63,0.398340248962656,5,0.369402985074627,11,"CELF2"
"CAPN13",6.47582985272896e-48,1.3065358862781,0.287,0.065,1.71512353649526e-43,0.547297297297297,6,0.274074074074074,10,"CAPN13"
"FN1",1.72204976253166e-23,1.30613396076726,0.295,0.13,4.5608487960651e-19,0.723684210526316,5,0.407407407407407,10,"FN1"
"DUSP16",3.58462038483666e-16,1.30480982747231,0.456,0.295,9.49386708923991e-12,0.412765957446808,6,0.753670473083197,10,"DUSP16"
"NEB",5.42011375328508e-14,1.3025840148049,0.282,0.153,1.43551712755755e-09,0.586206896551724,4,0.511041009463722,9,"NEB"
"SEPT7P2",1.41399676622257e-09,1.30145717748789,0.363,0.258,3.74497043534048e-05,0.422459893048128,4,0.597765363128492,11,"SEPT7P2"
"ZNF415",2.66542524878439e-06,1.30051170626155,0.155,0.09,0.0705937877140546,0.375,5,0.774193548387097,7,"ZNF415"
"FOXJ3",4.5401349678158e-25,1.30038084030686,0.633,0.505,1.20245474622602e-20,0.429447852760736,5,0.556190476190476,10,"FOXJ3"
"ZMIZ2",3.98824446523356e-05,1.30035541040666,0.592,0.63,1,0.370491803278689,6,0.654198473282443,11,"ZMIZ2"
"ISPD",0.845438011962638,1.30022451513766,0.138,0.145,1,0.845070422535211,4,0.834437086092715,8,"ISPD"
"PCNX",2.62048575693402e-06,1.29877037695334,0.283,0.206,0.0694035652723976,0.452054794520548,5,0.473193473193473,10,"PCNX"
"LOC100190986",7.81456885398355e-28,1.29860255035176,0.61,0.428,2.06968856097754e-23,0.426751592356688,6,0.451068616422947,10,"LOC100190986"
"CHST14",0.826932515767837,1.29617007727786,0.177,0.192,1,0.373626373626374,6,0.660804020100503,8,"CHST14"
"INO80E",5.42938383894449e-06,1.29592925728415,0.384,0.325,0.143797230974445,0.398989898989899,5,0.538461538461538,10,"INO80E"
"QKI",1.51640451451553e-09,1.29576988075869,0.581,0.541,4.01619735669437e-05,0.501672240802676,5,0.576,10,"QKI"
"CLSTN3",1.89769580323889e-06,1.29499757488102,0.167,0.098,0.050260473348782,0.395348837209302,5,0.504901960784314,8,"CLSTN3"
"RAVER1",0.00831111343875718,1.29391310264355,0.373,0.354,1,0.364583333333333,6,0.679347826086957,10,"RAVER1"
"PTPN21",0.369718798926855,1.29320997949618,0.318,0.332,1,0.579268292682927,5,0.904208998548621,9,"PTPN21"
"RPL13AP20",0.422972866005595,1.29300731535956,0.491,0.494,1,0.391304347826087,6,0.488802336903603,11,"RPL13AP20"
"LOC642361",8.59743296850055e-12,1.29281954632545,0.293,0.182,2.27703012170737e-07,0.443708609271523,5,0.54089709762533,10,"LOC642361"
"AKAP7",2.10223376460221e-13,1.29254570915693,0.183,0.078,5.56776612554896e-09,0.553191489361702,5,0.561728395061728,9,"AKAP7"
"KHSRP",5.56008878355012e-35,1.29238885243903,0.466,0.231,1.47258951432325e-30,0.4125,5,0.359081419624217,9,"KHSRP"
"MAZ",2.26986267892017e-24,1.2917892341324,0.683,0.605,6.01173130512007e-20,0.409090909090909,6,0.496420047732697,11,"MAZ"
"RFX2",1.35393771753268e-17,1.29064693842236,0.377,0.215,3.5859040448853e-13,0.402061855670103,4,0.503355704697987,10,"RFX2"
"LOC101929340",0.0631374856155157,1.29053855666422,0.249,0.229,1,0.328125,5,0.913684210526316,6,"LOC101929340"
"SWT1",0.59465424164776,1.2904056049119,0.214,0.214,1,0.427272727272727,4,0.808988764044944,9,"SWT1"
"KLHL9",0.00034203788854012,1.28997666508664,0.188,0.132,1,0.412371134020619,5,0.563636363636364,9,"KLHL9"
"TRNP1",8.96309620301576e-21,1.28923460430975,0.19,0.063,2.37387602936872e-16,0.479591836734694,4,0.430769230769231,7,"TRNP1"
"ARHGEF26",2.24843734797699e-15,1.28847612777871,0.392,0.25,5.95498631611706e-11,0.46039603960396,5,0.485549132947977,10,"ARHGEF26"
"PCSK1N",1.29952628158107e-22,1.28838223295399,0.287,0.125,3.44179535676748e-18,0.662162162162162,6,0.285714285714286,9,"PCSK1N"
"CAMSAP3",0.00361554964899189,1.28777874561979,0.375,0.346,1,0.38860103626943,4,0.758333333333333,10,"CAMSAP3"
"NDUFB2-AS1",0.027416500093202,1.28769857453795,0.15,0.119,1,0.428571428571429,5,0.489878542510121,8,"NDUFB2-AS1"
"FOXQ1",1.10907959318691e-09,1.28753839368151,0.711,0.707,2.93739730255552e-05,0.35792349726776,6,0.600680272108844,8,"FOXQ1"
"NUMA1",1.95125661171383e-22,1.28739783896745,0.748,0.655,5.16790313612409e-18,0.4,6,0.602055800293686,10,"NUMA1"
"MIR22HG",1.4362709372066e-33,1.28714279268095,0.546,0.313,3.80396357719168e-29,0.491103202846975,5,0.369230769230769,10,"MIR22HG"
"EMC10",1.123797431896e-05,1.28708304946369,0.55,0.563,0.297637749837656,0.424028268551237,4,0.48759623609923,11,"EMC10"
"BBS9",1.4685921723038e-19,1.28694977955386,0.256,0.109,3.88956636834662e-15,0.507575757575758,4,0.438053097345133,9,"BBS9"
"EP300-AS1",5.21778931303681e-12,1.28647338235432,0.233,0.119,1.3819314995578e-07,0.475,5,0.673387096774194,10,"EP300-AS1"
"SLC29A2",3.72523583238205e-09,1.28576439257538,0.291,0.186,9.86628710206387e-05,0.446666666666667,4,0.60880829015544,10,"SLC29A2"
"SOCS1",2.05569029977213e-22,1.2856019898444,0.536,0.399,5.4444957589465e-18,0.438405797101449,5,0.481302774427021,11,"SOCS1"
"CC2D1A",0.00406049699688801,1.28501783399071,0.34,0.309,1,0.411428571428571,6,0.551401869158878,10,"CC2D1A"
"ZNF708",0.0283090363086835,1.28500882794309,0.297,0.276,1,0.568627450980392,5,0.844677137870855,9,"ZNF708"
"LCA5",1.71877978071694e-20,1.28470144890335,0.262,0.108,4.55218824922882e-16,0.474074074074074,5,0.428571428571429,10,"LCA5"
"ZNF417",0.00499851811257943,1.28423812001055,0.142,0.102,1,0.410958904109589,4,0.369668246445498,10,"ZNF417"
"ACTG1P20",0.637355058248669,1.28415138040195,0.153,0.151,1,0.443037974683544,4,0.389776357827476,9,"ACTG1P20"
"LOC100506730",1.66774632343868e-07,1.28412751295573,0.109,0.049,0.00441702613762734,0.482142857142857,4,0.686274509803922,7,"LOC100506730"
"AKAP8",2.82123230229146e-12,1.28402008434964,0.532,0.435,7.47203375261893e-08,0.441605839416058,6,0.514950166112957,11,"AKAP8"
"NCALD",2.2708541929469e-09,1.28267150694478,0.155,0.074,6.01435733001986e-05,0.4125,4,0.300653594771242,9,"NCALD"
"TTC6",0.000832092247002349,1.28240823208911,0.19,0.141,1,0.418367346938776,5,0.5,8,"TTC6"
"ABHD8",1.66994847517744e-07,1.28212547719597,0.235,0.154,0.00442285853650745,0.537190082644628,4,0.56875,8,"ABHD8"
"LGR6",7.07563426434594e-16,1.28101427492843,0.115,0.031,1.87398173491202e-11,0.491525423728814,5,0.46875,8,"LGR6"
"SNCAIP",4.85895479487413e-13,1.28068077920419,0.14,0.051,1.28689417742241e-08,0.333333333333333,5,0.342857142857143,6,"SNCAIP"
"ANKS3",0.013202241607618,1.27881815834288,0.318,0.293,1,0.475609756097561,5,0.663382594417077,10,"ANKS3"
"TNRC6A",8.40467307108867e-21,1.27765262683205,0.796,0.7,2.22597766287784e-16,0.407317073170732,6,0.518569463548831,11,"TNRC6A"
"CCDC85C",0.00622557431893028,1.27698906001815,0.32,0.297,1,0.36969696969697,5,0.609400324149109,10,"CCDC85C"
"ALDH2",1.908030737374e-62,1.2760992736235,0.876,0.721,5.05341940793503e-58,0.399113082039911,6,0.504005340453939,11,"ALDH2"
"SPAG9",3.91699401062184e-10,1.27512304865203,0.73,0.756,1.03741586371319e-05,0.454787234042553,5,0.513049013367282,10,"SPAG9"
"MIDN",3.41461214823029e-39,1.27474961997115,0.802,0.737,9.04360027458792e-35,0.37046004842615,6,0.462793733681462,11,"MIDN"
"NKTR",2.20957240773847e-15,1.27428632110981,0.656,0.561,5.85205252189533e-11,0.387573964497041,6,0.558798283261803,11,"NKTR"
"UBE2Q2P1",0.000736458787914739,1.27386288527286,0.169,0.117,1,0.367816091954023,4,0.450819672131148,8,"UBE2Q2P1"
"PGPEP1",4.82895592594694e-15,1.27353273345183,0.478,0.34,1.27894897698705e-10,0.434959349593496,5,0.711456859971711,11,"PGPEP1"
"ZNF865",0.000164782407100236,1.27319439912577,0.111,0.064,1,0.403508771929825,4,0.368421052631579,8,"ZNF865"
"KIAA1107",0.000821819549068806,1.27313463765678,0.101,0.061,1,0.576923076923077,4,0.650793650793651,9,"KIAA1107"
"EFNA1",2.78337026258755e-71,1.27278723564327,0.965,0.878,7.37175614046312e-67,0.372233400402414,6,0.525767543859649,11,"EFNA1"
"PLA2G6",1.24100127099058e-19,1.27264649240173,0.142,0.038,3.28679186621856e-15,0.616438356164384,4,0.531645569620253,9,"PLA2G6"
"MAP2K7",7.33035428557319e-14,1.27253820397378,0.274,0.153,1.94144433253406e-09,0.404255319148936,5,0.50788643533123,10,"MAP2K7"
"IKZF4",4.75372734351441e-13,1.27247775061453,0.15,0.056,1.25902468692979e-08,0.545454545454545,4,0.290598290598291,9,"IKZF4"
"MAPT",1.7547739198005e-32,1.27100008506261,0.134,0.018,4.64751872659163e-28,0.594202898550725,4,0.236842105263158,7,"MAPT"
"NCKAP5",4.46416044629669e-14,1.26958023510731,0.272,0.139,1.18233289420168e-09,0.75,5,0.899305555555556,7,"NCKAP5"
"DANT2",1.30913058001435e-06,1.26938365903934,0.194,0.119,0.03467232341168,0.37,5,0.392712550607287,8,"DANT2"
"C17orf107",8.51829949793523e-05,1.2689404285387,0.113,0.064,1,0.396551724137931,5,0.879699248120301,5,"C17orf107"
"SEPP1",1.01989367733776e-43,1.26879487714435,0.796,0.736,2.70118840442907e-39,0.375609756097561,5,0.566383257030739,11,"SEPP1"
"PIM2",9.17762304970419e-10,1.2686042903798,0.47,0.378,2.43069346471415e-05,0.355371900826446,5,0.514649681528662,10,"PIM2"
"SESN1",0.040876691039627,1.26747802991939,0.183,0.155,1,0.542553191489362,5,0.614906832298137,10,"SESN1"
"VEPH1",3.05689367262735e-23,1.26699160962354,0.548,0.361,8.09618289195353e-19,0.549645390070922,5,0.846666666666667,8,"VEPH1"
"NINL",1.11442882248687e-17,1.26457066226787,0.217,0.087,2.95156473635647e-13,0.321428571428571,6,0.283333333333333,10,"NINL"
"BCL6",6.55341874304089e-19,1.26411283565994,0.736,0.693,1.73567295409438e-14,0.395778364116095,6,0.539208882720333,11,"BCL6"
"EIF3J-AS1",0.000868051649473397,1.26390463598929,0.28,0.23,1,0.347222222222222,6,0.578616352201258,10,"EIF3J-AS1"
"CEACAM5",1.71000151775769e-33,1.26333037351476,0.383,0.16,4.52893901978123e-29,0.725888324873096,4,0.402402402402402,10,"CEACAM5"
"GCAT",3.45043690120226e-22,1.26289770833617,0.456,0.276,9.13848213283417e-18,0.408510638297872,5,0.601045296167247,9,"GCAT"
"CLIC2",4.30407997663617e-35,1.26256372708915,0.544,0.298,1.13993558181209e-30,0.553571428571429,6,0.403225806451613,10,"CLIC2"
"CREBBP",4.89635482121197e-31,1.26244077294339,0.796,0.713,1.29679957439799e-26,0.38780487804878,6,0.545209176788124,10,"CREBBP"
"CCT6P1",0.0445836217994224,1.26242247477011,0.272,0.244,1,0.492857142857143,4,0.62007874015748,9,"CCT6P1"
"LOC441242",1.31587953470039e-07,1.26041780675635,0.33,0.252,0.00348510694765397,0.464705882352941,4,0.502868068833652,10,"LOC441242"
"RHOBTB2",0.0070241476820891,1.25992755738037,0.369,0.359,1,0.431578947368421,5,0.715817694369973,10,"RHOBTB2"
"SPARC",2.58237859572193e-16,1.25906800997119,0.167,0.059,6.83942971076954e-12,0.744186046511628,4,0.349593495934959,9,"SPARC"
"ADCK3",2.23647960661498e-18,1.25870840289735,0.497,0.322,5.92331623811976e-14,0.421875,5,0.632835820895522,10,"ADCK3"
"LOC101928068",1.55280884483164e-08,1.257843151718,0.192,0.108,0.000411261422553661,0.383838383838384,5,0.808888888888889,9,"LOC101928068"
"ZCCHC24",1.47176852578481e-16,1.25718872263614,0.142,0.044,3.89797894054106e-12,0.36986301369863,4,0.538461538461538,8,"ZCCHC24"
