"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"CATIP",6.50890547779599e-16,1.91059164642227,0.23,0.072,1.72388361579427e-11,0.915254237288136,7,0.540540540540541,5
"PSMD7",6.5652920923075e-16,-0.463692986208792,0.714,0.843,1.73881761064764e-11,0.327421555252387,12,0.36405529953917,6
"KRT16P1",6.81102770819491e-16,1.00576965550068,0.186,0.035,1.80390068851542e-11,0.821989528795812,7,0.5,3
"RTKN2",6.91808331883036e-16,-1.54529482382197,0.086,0.227,1.83225436699222e-11,0.375,8,0.717948717948718,4
"EVL",6.95504203351833e-16,-0.661554338657262,0.181,0.365,1.84204288257733e-11,0.516129032258065,9,0.388297872340426,5
"ADH6",7.06534669944039e-16,1.27788742709534,0.155,0.019,1.87125707334679e-11,0.880503144654088,3,0.6,3
"FOXD1",7.241278466111e-16,2.14975192462351,0.117,0,1.9178526017495e-11,0.883333333333333,5,NA,0
"HAGLR",7.26956186742202e-16,-0.516399221964759,0.186,0.379,1.92534346058672e-11,0.56020942408377,7,0.451282051282051,4
"PCSK9",7.33666260893232e-16,1.62637103344442,0.145,0.014,1.94311509197572e-11,0.791946308724832,6,0.857142857142857,2
"KIAA0355",7.40405653981077e-16,-0.798411810961715,0.279,0.474,1.96096437456888e-11,0.358885017421603,10,0.418032786885246,6
"ZMYM4",7.94179631285284e-16,-0.548651344009218,0.425,0.649,2.10338475345907e-11,0.350917431192661,10,0.401197604790419,5
"LRIG3",8.08776087500484e-16,1.60472566696769,0.548,0.421,2.14204346774503e-11,0.641207815275311,8,0.534562211981567,5
"CNIH2",8.15979056616403e-16,1.43517660817679,0.132,0.008,2.16112053144854e-11,0.897058823529412,5,0.5,2
"GBP7",8.26823972626637e-16,-1.58962141283661,0.044,0.161,2.18984329150165e-11,0.644444444444444,5,0.457831325301205,4
"LINC01436",8.36179216625994e-16,-1.15429108420493,0.048,0.173,2.21462065523395e-11,0.816326530612245,6,0.617977528089888,4
"TAF4B",8.50197795798349e-16,-1.36902012028102,0.077,0.217,2.25174886217193e-11,0.417721518987342,7,0.571428571428571,4
"MGAT3",8.52073280053376e-16,-1.61172470462711,0.028,0.134,2.25671608222137e-11,0.448275862068966,4,1,1
"SYVN1",8.54396229881231e-16,-0.526167375789229,0.584,0.74,2.26286841484044e-11,0.421666666666667,11,0.375328083989501,6
"DUSP18",8.60219945858506e-16,1.0779614761213,0.422,0.235,2.27829252660625e-11,0.635103926096998,10,0.669421487603306,5
"ATG4C",8.67633451481119e-16,-1.15016789094671,0.09,0.239,2.29792719624774e-11,0.402173913043478,7,0.463414634146341,6
"SLC7A7",8.70763459644794e-16,2.22447352914437,0.157,0.021,2.30621702286924e-11,0.521739130434783,6,0.454545454545455,3
"SMS",8.84306944398851e-16,0.648312982446187,0.717,0.553,2.34208694224036e-11,0.342391304347826,10,0.336842105263158,6
"POGZ",8.9117703457086e-16,-0.577607544436304,0.449,0.641,2.36028237606092e-11,0.370932754880694,11,0.378787878787879,5
"DCDC2",8.94501051364431e-16,1.43755120166111,0.176,0.031,2.3690860345387e-11,0.674033149171271,6,0.5625,3
"CEP19",9.02501778405269e-16,1.94742149122088,0.209,0.054,2.39027596010635e-11,0.748837209302326,10,0.357142857142857,3
"KCNQ1OT1",9.29653320468963e-16,-0.415448994288745,0.665,0.816,2.46218681926205e-11,0.38506588579795,11,0.366666666666667,6
"CAPZB",9.34520103227381e-16,-0.558160537820384,0.796,0.87,2.47507649339772e-11,0.320293398533007,12,0.359375,6
"KCNK5",9.54138666061193e-16,-0.499009604195091,0.36,0.573,2.52703625706307e-11,0.5,8,0.372881355932203,5
"NPTN",9.70819087569374e-16,0.619680308230065,0.517,0.313,2.57121435342749e-11,0.344632768361582,11,0.403726708074534,5
"CCDC30",9.72196310435507e-16,1.35323079280798,0.237,0.074,2.57486192818844e-11,0.790123456790123,10,0.447368421052632,3
"PTDSS1",9.83684731824108e-16,-1.02665091048034,0.21,0.4,2.60528901223615e-11,0.319444444444444,10,0.37378640776699,5
"ZDHHC14",9.93416756225817e-16,-1.54462105938364,0.039,0.153,2.63106427886408e-11,0.475,8,0.848101265822785,4
"LPCAT1",9.95771627906223e-16,-0.493384810069974,0.527,0.746,2.63730115650963e-11,0.510166358595194,10,0.4296875,5
"FAM208A",1.00193321378875e-15,-0.660455764625048,0.353,0.55,2.6536201167195e-11,0.300275482093664,10,0.363957597173145,6
"TRIP11",1.00199196723954e-15,-0.439783110416726,0.658,0.808,2.65377572523393e-11,0.380177514792899,11,0.408653846153846,5
"CCDC67",1.01221299547186e-15,2.24316421606995,0.12,0.002,2.68084611850722e-11,0.845528455284553,9,1,1
"COL6A1",1.02280045201598e-15,-0.705177119707046,0.257,0.462,2.70888699716432e-11,0.477272727272727,8,0.38655462184874,6
"PRDX4",1.02988462987303e-15,0.591542450906163,0.794,0.645,2.72764944221871e-11,0.338650306748466,11,0.379518072289157,6
"RSPRY1",1.03301158658502e-15,-0.727878105855676,0.409,0.608,2.73593118707044e-11,0.311904761904762,11,0.383386581469649,6
"CXCL1",1.03312952039431e-15,1.85762733416018,0.371,0.183,2.73624353476433e-11,0.535433070866142,11,0.542553191489362,5
"ABCD1",1.03758644835024e-15,-0.755099165173943,0.073,0.216,2.74804770845561e-11,0.6,8,0.351351351351351,5
"MARCH9",1.05971542261733e-15,1.88561237744916,0.473,0.318,2.80665629680199e-11,0.716049382716049,10,0.518292682926829,5
"TPP1",1.06670256758979e-15,-0.409321272172462,0.574,0.759,2.82516175026155e-11,0.374576271186441,9,0.363171355498721,6
"SERPINB8",1.0782337911966e-15,1.50657365446821,0.186,0.039,2.8557021959842e-11,0.476439790575916,8,0.3,5
"WNT4",1.08122547382638e-15,-1.07098273492502,0.108,0.266,2.86362566742916e-11,0.576576576576577,9,0.335766423357664,5
"C1orf122",1.10512555776134e-15,-0.692514785081686,0.574,0.736,2.92692503973091e-11,0.347457627118644,11,0.395778364116095,5
"DEXI",1.11487564208246e-15,-0.690744004171332,0.222,0.423,2.9527481380554e-11,0.407894736842105,11,0.440366972477064,5
"MIR21",1.1156334878883e-15,0.561663913731385,0.416,0.214,2.95475529267217e-11,0.386416861826698,9,0.563636363636364,5
"CFP",1.13074257654815e-15,2.9865159723133,0.149,0.017,2.99477171398777e-11,0.954248366013072,6,0.888888888888889,2
"CYP27A1",1.19319264464672e-15,0.736334280292465,0.483,0.274,3.16017071934684e-11,0.407258064516129,9,0.50354609929078,5
"FOXP1",1.22079754630037e-15,0.511985541182499,0.873,0.831,3.23328230137654e-11,0.345596432552954,10,0.371495327102804,6
"PRRC2C",1.22657385496934e-15,-0.302582984662674,0.883,0.959,3.2485808548863e-11,0.360529217199559,11,0.370445344129555,6
"EGFL6",1.23786240383144e-15,-1.17854454768584,0.014,0.101,3.27847857654758e-11,0.714285714285714,5,0.576923076923077,3
"RIMKLB",1.25423588139112e-15,0.979427372118615,0.486,0.293,3.32184373186438e-11,0.376753507014028,10,0.370860927152318,5
"MIA2",1.25772758546728e-15,2.28733242792021,0.135,0.01,3.33109151011009e-11,0.568345323741007,6,0.8,2
"GBA",1.2758687836469e-15,-0.730742985180595,0.395,0.579,3.37913847348882e-11,0.334975369458128,8,0.412751677852349,6
"C15orf48",1.27843675443204e-15,0.713624729296067,0.598,0.398,3.38593974411326e-11,0.47557003257329,9,0.736585365853659,5
"VMP1",1.28849405941087e-15,0.542790807574312,0.919,0.864,3.41257651634968e-11,0.365466101694915,11,0.370786516853933,6
"FKBPL",1.311939348734e-15,-0.704677760235085,0.131,0.299,3.47467136512201e-11,0.348148148148148,8,0.467532467532468,5
"MIR205HG",1.34585951015656e-15,1.32897514402702,0.303,0.117,3.56450891264964e-11,0.659163987138264,7,0.45,6
"PLCB1",1.36162983319278e-15,-1.20709129235716,0.128,0.291,3.60627661321108e-11,0.419847328244275,7,0.766666666666667,4
"SAMD15",1.37423142993225e-15,1.57922321360978,0.169,0.029,3.63965194217557e-11,0.839080459770115,8,0.466666666666667,4
"ARID4B",1.39186462134142e-15,-0.336505616782246,0.703,0.856,3.68635344962275e-11,0.335180055401662,12,0.376417233560091,6
"NAT14",1.40188820061597e-15,1.16014552297563,0.345,0.163,3.71290089933139e-11,0.635593220338983,10,0.607142857142857,3
"RPS20",1.44667912347593e-15,-0.486509095350803,0.956,0.961,3.83152965852601e-11,0.347250509164969,12,0.367676767676768,6
"CCDC96",1.45017470489341e-15,1.58865331689866,0.21,0.054,3.8407877059102e-11,0.861111111111111,6,0.428571428571429,3
"DYNC2H1",1.45621255462415e-15,1.14152349773412,0.348,0.161,3.85677895092207e-11,0.686274509803922,11,0.662650602409639,5
"SORD",1.46544498499249e-15,1.19470618604206,0.438,0.239,3.8812310427526e-11,0.431111111111111,8,0.430894308943089,5
"CXADR",1.49678167080773e-15,1.38262544964146,0.776,0.683,3.96422625513426e-11,0.42534504391468,10,0.360795454545455,5
"METTL1",1.50714674048188e-15,1.92598552331892,0.426,0.274,3.99167814216626e-11,0.745995423340961,9,0.390070921985816,6
"ARHGAP44",1.53226936582967e-15,-1.01828832959666,0.132,0.291,4.05821541539989e-11,0.389705882352941,10,0.533333333333333,4
"SMPD2",1.54190459766685e-15,1.81186491633668,0.366,0.202,4.08373432692065e-11,0.651595744680851,9,0.480769230769231,6
"RPL29",1.56432824189383e-15,0.342309665044511,0.958,0.944,4.14312334865581e-11,0.355691056910569,11,0.382716049382716,6
"C7orf13",1.58410016881648e-15,-0.628358921086567,0.131,0.295,4.19548929711044e-11,0.511111111111111,9,0.348684210526316,4
"DPP7",1.66958995699651e-15,0.653422484651967,0.712,0.557,4.42190900110526e-11,0.326949384404925,10,0.428571428571429,6
"EPB41L4A",1.6789976683631e-15,0.466479345916585,0.426,0.217,4.44682532465968e-11,0.378995433789954,9,0.455357142857143,5
"PLIN3",1.68054798368324e-15,0.669478353683624,0.654,0.464,4.45093133478506e-11,0.361607142857143,10,0.414225941422594,6
"CWF19L2",1.69407284818725e-15,-0.569613078897695,0.299,0.482,4.48675193842394e-11,0.328990228013029,10,0.508064516129032,5
"LSM2",1.70587144660858e-15,-0.477910499213756,0.489,0.676,4.51800052634283e-11,0.380478087649402,11,0.419540229885057,6
"DHDH",1.72513706145411e-15,-1.10136011835067,0.099,0.247,4.56902550726121e-11,0.549019607843137,10,0.559055118110236,5
"ABCA12",1.73645404365682e-15,1.66886089358331,0.194,0.043,4.59899853462509e-11,0.628140703517588,7,0.772727272727273,3
"PLCE1",1.78778762890634e-15,-0.975448958867044,0.18,0.351,4.73495553515844e-11,0.356756756756757,9,0.403314917127072,5
"RNA45S5",1.86588059652193e-15,1.35188857685239,0.383,0.179,4.94178475988834e-11,0.488549618320611,10,0.423913043478261,4
"OSCP1",1.8708064951892e-15,1.80462129397394,0.396,0.241,4.95483100250859e-11,0.687960687960688,8,0.379032258064516,5
"IRAK2",1.87507193377768e-15,1.79348170756248,0.188,0.041,4.96612801661017e-11,0.55440414507772,9,0.619047619047619,3
"FAM46C",1.89033519228768e-15,-0.609606358754872,0.401,0.602,5.00655275677391e-11,0.463592233009709,10,0.454838709677419,5
"DLL1",1.92897189253666e-15,2.32367615935206,0.126,0.006,5.10888205738334e-11,0.449612403100775,7,0.666666666666667,2
"SIX4",1.93239665929885e-15,0.955943292719772,0.368,0.169,5.117952552153e-11,0.399470899470899,10,0.35632183908046,5
"BCO2",1.95548127491728e-15,1.84302179076076,0.196,0.047,5.17909215661842e-11,0.875621890547264,6,0.791666666666667,4
"GPRC5B",1.9557327763097e-15,-0.70515850709147,0.037,0.15,5.17975825805625e-11,0.394736842105263,6,0.558441558441558,4
"FBXO36",1.96325023553609e-15,1.65243321394092,0.316,0.146,5.19966824881734e-11,0.756923076923077,9,0.52,4
"WAPL",1.97057284906646e-15,-0.592520652946059,0.39,0.602,5.21906219075251e-11,0.296758104738155,9,0.364516129032258,5
"APOBEC3D",1.99021771825643e-15,1.38054883811778,0.244,0.078,5.27109162680215e-11,0.374501992031873,8,0.425,3
"NDUFS5",1.99474726971916e-15,-0.358939313082143,0.94,0.944,5.28308814385118e-11,0.346113989637306,12,0.378600823045267,6
"HHATL",2.04044868113824e-15,3.20148527921722,0.118,0.002,5.40412833199464e-11,0.702479338842975,4,1,1
"NR2F2",2.05818354199025e-15,0.66740228960828,0.704,0.528,5.45109911096117e-11,0.349930843706777,10,0.474264705882353,5
"CSF3R",2.10136562154513e-15,-0.501195750802175,0.021,0.118,5.56546684866227e-11,0.318181818181818,7,0.819672131147541,4
"H2AFY2",2.10177341610906e-15,1.40364874784944,0.183,0.039,5.56654689256484e-11,0.5,6,0.3,5
"LOC729966",2.11430175731478e-15,-1.36752529219425,0.148,0.311,5.5997282042482e-11,0.513157894736842,9,0.4875,4
"NPAS3",2.16331976026226e-15,1.32479049360192,0.13,0.008,5.72955238505459e-11,0.626865671641791,6,0.75,2
"MORN1",2.19686408962974e-15,1.66741543609378,0.287,0.118,5.81839454138436e-11,0.745762711864407,9,0.39344262295082,5
"PAM16",2.27841094980248e-15,-0.738948831679001,0.326,0.509,6.03437140055187e-11,0.328358208955224,10,0.389312977099237,6
"CMAS",2.29597166120597e-15,0.959193564097248,0.52,0.34,6.08088094470402e-11,0.423220973782772,10,0.382857142857143,5
"UCKL1-AS1",2.31937461705946e-15,1.66915943917723,0.317,0.144,6.14286367328198e-11,0.763803680981595,8,0.405405405405405,5
"BMP3",2.33482629985538e-15,0.7389495815774,0.401,0.196,6.18378745516697e-11,0.439320388349515,6,0.831683168316832,6
"RPL7A",2.4446596283524e-15,0.364602463569481,0.95,0.94,6.47468102569133e-11,0.35655737704918,12,0.371900826446281,6
"GPR132",2.46010941868236e-15,1.02052682026803,0.315,0.132,6.51559979538024e-11,0.771604938271605,9,0.397058823529412,4
"AKAP12",2.51727089834616e-15,2.65245723104422,0.206,0.056,6.66699197426981e-11,0.830188679245283,8,0.344827586206897,5
"ZNF503",2.53991192101922e-15,-0.963732290946171,0.268,0.458,6.72695672281941e-11,0.487272727272727,10,0.436440677966102,5
"ATP6V0C",2.55668611328033e-15,-0.600099958778844,0.755,0.847,6.77138317102295e-11,0.36,10,0.364678899082569,6
"C8orf34-AS1",2.63197159953293e-15,-0.705762319832606,0.11,0.272,6.97077678136295e-11,0.646017699115044,4,0.435714285714286,4
"ABAT",2.67232094016769e-15,-1.00458734963991,0.084,0.227,7.07764201003411e-11,0.604651162790698,10,0.495726495726496,5
"OPTN",2.76584092594523e-15,0.619110907951059,0.549,0.33,7.32532969236594e-11,0.381205673758865,10,0.388235294117647,6
"ROR1",2.82227932718393e-15,-0.494624451139547,0.154,0.334,7.47480679804665e-11,0.569620253164557,8,0.406976744186047,4
"PCDHB5",2.83518886823691e-15,2.5665044318795,0.147,0.017,7.50899771752546e-11,0.801324503311258,3,0.444444444444444,3
"CETN2",2.84982591370103e-15,1.9355848736014,0.7,0.645,7.54776393243718e-11,0.400556328233658,11,0.409638554216867,6
"NCALD",2.86498791176534e-15,0.691479028934499,0.355,0.155,7.58792048431051e-11,0.419178082191781,11,0.4125,4
"SVEP1",2.88674182803546e-15,2.09051076368523,0.15,0.019,7.64553573155191e-11,0.902597402597403,7,0.6,3
"ZBTB17",2.92532700068306e-15,-0.800753667480072,0.172,0.348,7.74772856130909e-11,0.401129943502825,9,0.46927374301676,5
"STT3B",2.9707560880683e-15,-0.483114425652056,0.369,0.565,7.86804749924889e-11,0.33509234828496,11,0.388316151202749,5
"SMARCC2",2.98407175302589e-15,-0.768879838616799,0.589,0.746,7.90331403788907e-11,0.299173553719008,11,0.388020833333333,6
"OXCT1",2.98742965147935e-15,1.62571164583053,0.26,0.091,7.91220743194305e-11,0.644194756554307,10,0.595744680851064,4
"SEMA4B",3.09051318090277e-15,1.02554161237172,0.587,0.412,8.18522415962099e-11,0.479270315091211,11,0.452830188679245,5
"PLA2R1",3.12686851100445e-15,2.64480639878647,0.15,0.019,8.28151125139529e-11,0.512987012987013,7,0.7,4
"LMO4",3.15394301164726e-15,-0.691775165173779,0.454,0.639,8.35321806634778e-11,0.414163090128755,9,0.452887537993921,5
"RFX3",3.17496197120354e-15,1.51293909231641,0.306,0.138,8.40888678073256e-11,0.815286624203822,8,0.492957746478873,4
"TAZ",3.1786821497881e-15,-0.815734133333677,0.206,0.386,8.41873967371378e-11,0.433962264150943,10,0.477386934673367,5
"RNMT",3.20172103864788e-15,-0.71323547583071,0.355,0.55,8.47975817085892e-11,0.315068493150685,11,0.416961130742049,5
"UNC13B",3.27352128078379e-15,-0.587701286720885,0.25,0.441,8.66992111215587e-11,0.32295719844358,10,0.374449339207048,5
"ARHGAP42",3.32541591637858e-15,0.713194507510382,0.375,0.169,8.80736405452867e-11,0.397402597402597,9,0.724137931034483,5
"TMEM151B",3.37098215279242e-15,1.82718240581507,0.132,0.01,8.92804623167071e-11,0.941176470588235,4,0.6,2
"SPG7",3.5179346582318e-15,-0.865428664095185,0.414,0.59,9.31724994232692e-11,0.284705882352941,9,0.480263157894737,6
"IER2",3.71853400835865e-15,-0.261566995204175,0.891,0.955,9.84853732113789e-11,0.343169398907104,11,0.371951219512195,6
"LOC101927267",3.77669646535147e-15,2.16241275381787,0.131,0.01,1.00025805884834e-10,0.911111111111111,5,0.4,3
"CHRNB1",3.80059016992702e-15,-0.870630003412329,0.196,0.371,1.00658630650517e-10,0.383084577114428,9,0.43455497382199,6
"FAM105A",3.86670815408947e-15,-0.939180335310459,0.056,0.181,1.0240976546106e-10,0.403508771929825,8,0.397849462365591,4
"HLA-J",3.91487567932758e-15,2.58546443882284,0.248,0.087,1.03685482366991e-10,0.447058823529412,10,0.688888888888889,5
"NOL3",4.03405680424567e-15,-0.495638503316548,0.393,0.59,1.06841994460447e-10,0.316831683168317,10,0.401315789473684,6
"RIF1",4.05537825624749e-15,-0.484825722443202,0.389,0.598,1.07406693116715e-10,0.405,9,0.409090909090909,5
"IGF2BP2-AS1",4.10600812990299e-15,1.61850497509537,0.124,0.006,1.08747625320481e-10,0.377952755905512,9,0.333333333333333,3
"LRP2",4.1328597890555e-15,-1.52153264774461,0.044,0.157,1.09458791513135e-10,0.333333333333333,8,0.777777777777778,6
"PUM1",4.18747936518271e-15,-0.429307596210808,0.663,0.821,1.10905390986864e-10,0.330396475770925,11,0.359338061465721,6
"ETV6",4.38468448301368e-15,0.729537004477304,0.705,0.557,1.16128368532617e-10,0.392265193370166,11,0.43205574912892,5
"RALGAPA2",4.3966510902622e-15,0.6025661643174,0.694,0.511,1.16445304125594e-10,0.346423562412342,11,0.429657794676806,5
"PCDHB11",4.58770711845213e-15,2.57325025572068,0.123,0.006,1.21505423032205e-10,0.912698412698413,5,0.666666666666667,2
"ZFYVE9",4.59999527708881e-15,-1.08403834048521,0.158,0.328,1.21830874913697e-10,0.376543209876543,8,0.384615384615385,5
"SLC6A20",4.8110141770519e-15,1.56809193114182,0.18,0.037,1.2741971047922e-10,0.335135135135135,6,0.473684210526316,3
"SPTY2D1",5.06522430765063e-15,-0.662112499134927,0.452,0.643,1.34152465788127e-10,0.318965517241379,10,0.371601208459215,6
"SULT2B1",5.20102012492423e-15,-1.04182420437793,0.088,0.231,1.37749018008618e-10,0.3,7,0.764705882352941,5
"DYDC1",5.24220392448345e-15,1.62853517946218,0.127,0.008,1.38839770939944e-10,0.9,6,1,1
"SOBP",5.26491960800517e-15,2.109298788375,0.138,0.014,1.39441395818017e-10,0.485915492957746,7,0.571428571428571,3
"KCNMB2-AS1",5.39692269776921e-15,-1.13063607767499,0.059,0.184,1.42937497650418e-10,0.491803278688525,7,0.589473684210526,4
"MT1G",5.5141696643221e-15,-1.42586279067473,0.026,0.124,1.46042783559571e-10,0.333333333333333,8,0.8125,4
"FKBP14",5.51918983102007e-15,-0.552919694746929,0.305,0.495,1.46175742674566e-10,0.447284345047923,9,0.454901960784314,4
"SHISA3",5.64141535395419e-15,2.54724093546824,0.123,0.006,1.49412885649477e-10,0.849206349206349,5,1,1
"ACSM3",5.66553521897354e-15,-1.07467310389023,0.098,0.247,1.50051700274514e-10,0.861386138613861,8,0.653543307086614,4
"ERN2",5.75708358822455e-15,0.365661926701788,0.315,0.128,1.52476358834127e-10,0.58641975308642,8,0.893939393939394,3
"NIPAL3",5.87438648664175e-15,-0.443099058304331,0.492,0.697,1.55583126098707e-10,0.340594059405941,10,0.376044568245125,6
"KRT80",5.87708148681147e-15,0.925011310807062,0.288,0.109,1.55654503178202e-10,0.317567567567568,9,0.410714285714286,5
"CLGN",5.89291398854758e-15,2.21482393326002,0.165,0.029,1.56073826986683e-10,0.520710059171598,7,0.533333333333333,4
"CNGB1",5.94839147746322e-15,-0.832609309954831,0.022,0.118,1.57543148280613e-10,0.434782608695652,6,0.524590163934426,4
"ARHGEF1",6.15010341136068e-15,-0.608974605023904,0.352,0.559,1.62885488849888e-10,0.379501385041551,10,0.395833333333333,5
"INPP1",6.29016077424796e-15,1.24021162394204,0.309,0.132,1.66594908105957e-10,0.444794952681388,10,0.5,5
"PCLO",6.31185708213781e-15,-0.668028828326438,0.234,0.427,1.6716953482042e-10,0.479166666666667,8,0.468181818181818,5
"DEK",6.43633572965646e-15,-0.287708989483381,0.74,0.862,1.70466351799951e-10,0.326315789473684,11,0.371621621621622,5
"CAND1",6.78186877007349e-15,1.05762997007873,0.618,0.462,1.79617794375396e-10,0.538582677165354,11,0.445378151260504,5
"NLRP2",6.79609466208568e-15,1.62178993179208,0.211,0.058,1.79994567125339e-10,0.488479262672811,5,0.9,3
"GJA1",6.90709242128172e-15,-1.10418285409593,0.102,0.25,1.82934342777646e-10,0.561904761904762,9,0.534883720930233,5
"ETV1",6.93345637169455e-15,0.903772798004293,0.421,0.231,1.8363259200433e-10,0.527777777777778,9,0.445378151260504,4
"INPPL1",7.04547538868385e-15,-0.578702290647757,0.251,0.445,1.86599415669292e-10,0.348837209302326,9,0.423580786026201,4
"RNF8",7.09044467627398e-15,-0.679191074241133,0.237,0.427,1.87790427251116e-10,0.45679012345679,10,0.472727272727273,6
"GJB5",7.15866919093319e-15,2.44937657431189,0.114,0.002,1.89597353521866e-10,0.760683760683761,5,1,1
"TSPAN12",7.19434017607954e-15,-0.830261593660047,0.237,0.417,1.90542099563467e-10,0.45679012345679,11,0.404651162790698,5
"CEP350",7.25135678829831e-15,-0.535819670427286,0.606,0.763,1.92052184538081e-10,0.358520900321543,11,0.368956743002545,5
"TSC2",7.26155655246859e-15,-0.310729909560415,0.331,0.528,1.92322325292131e-10,0.344117647058824,8,0.459558823529412,6
"NMT1",7.45811976138082e-15,-0.578457117358707,0.507,0.683,1.97528301880171e-10,0.337811900191939,11,0.417613636363636,6
"DNAJC19",7.64278563206343e-15,-0.62344141859653,0.545,0.713,2.024191774652e-10,0.292857142857143,10,0.4141689373297,6
"MAP1B",7.64528541396459e-15,1.37705794707594,0.362,0.19,2.02485384188852e-10,0.698924731182796,9,0.438775510204082,5
"LOC101927543",7.75163955366317e-15,-2.10969669741582,0.025,0.122,2.05302173578769e-10,0.576923076923077,6,0.492063492063492,3
"CCL20",7.89187232596539e-15,3.61068911161949,0.146,0.019,2.09016238553193e-10,0.633333333333333,6,0.8,2
"C16orf62",7.9283653174982e-15,-0.906545144744546,0.239,0.419,2.0998275543394e-10,0.289795918367347,9,0.50462962962963,5
"UBTD1",8.14524929759909e-15,-0.55448635492403,0.37,0.577,2.15726927646912e-10,0.378947368421053,9,0.441077441077441,5
"CD58",8.40408107227128e-15,0.921098734098892,0.419,0.229,2.22582087199105e-10,0.304651162790698,11,0.508474576271186,5
"SSU72",8.75469863777129e-15,-0.472529996408441,0.784,0.862,2.31868193421373e-10,0.336645962732919,11,0.38963963963964,6
"ADPRHL2",8.95411243986292e-15,-0.818843532987584,0.407,0.573,2.3714966796977e-10,0.397129186602871,10,0.413559322033898,6
"ATXN2L",8.98584209097808e-15,-0.736900281972908,0.526,0.683,2.37990027779554e-10,0.340740740740741,12,0.403409090909091,5
"KNOP1",9.25641346471739e-15,-0.618604270163182,0.287,0.491,2.4515611061304e-10,0.349152542372881,9,0.462450592885375,6
"WASF3",9.28622250688389e-15,-1.6565649716961,0.03,0.132,2.4594560309482e-10,0.290322580645161,7,0.485294117647059,5
"KIF1C",9.49893282261713e-15,-0.979962702934587,0.381,0.555,2.51579235807015e-10,0.355498721227621,11,0.370629370629371,5
"FAM227A",9.54191061488068e-15,1.52098598347018,0.318,0.15,2.52717502635115e-10,0.724770642201835,8,0.454545454545455,3
"NPM3",9.58058441933583e-15,0.786693646364227,0.352,0.171,2.53741778346109e-10,0.371191135734072,12,0.522727272727273,4
"USP27X",9.9077429381761e-15,-1.22560275497908,0.062,0.186,2.62406571717594e-10,0.453125,8,0.6875,4
"TERF2IP",9.97516323387673e-15,-0.501483946903927,0.623,0.779,2.64192198249225e-10,0.321875,12,0.381546134663342,6
"LOC653513",9.99526191031771e-15,1.26543721512273,0.193,0.047,2.64724511694765e-10,0.707070707070707,6,0.583333333333333,2
"CEP83",1.01450149913865e-14,1.12886553781688,0.374,0.194,2.68690722046872e-10,0.5390625,10,0.43,4
"ARL3",1.01817919230489e-14,1.27317895094132,0.613,0.503,2.69664759081951e-10,0.450793650793651,10,0.374517374517374,6
"CAMKK2",1.03096185049867e-14,-0.936026373523665,0.158,0.324,2.73050246104573e-10,0.382716049382716,10,0.437125748502994,5
"MYH10",1.03444158417026e-14,-0.84830292785712,0.31,0.495,2.73971853567493e-10,0.308176100628931,11,0.376470588235294,5
"SNURF",1.10085298370714e-14,0.6356907997993,0.495,0.289,2.91560912734835e-10,0.320866141732283,11,0.550335570469799,4
"CCDC173",1.14280241720858e-14,1.86401217818212,0.315,0.161,3.02671220197692e-10,0.845679012345679,8,0.506024096385542,3
"GBAS",1.15719735888628e-14,-0.639059957052425,0.662,0.79,3.06483720501032e-10,0.332352941176471,12,0.383292383292383,5
"CCNDBP1",1.16616434337212e-14,0.573841498392341,0.711,0.559,3.08858626342107e-10,0.36027397260274,11,0.40625,5
"SH2D4A",1.19526429791407e-14,0.647940165636295,0.531,0.324,3.16565749302543e-10,0.337614678899083,12,0.365269461077844,4
"TTC12",1.21089046178278e-14,1.39894549217562,0.273,0.107,3.20704338803169e-10,0.671428571428571,8,0.418181818181818,4
"MYB",1.23131340933541e-14,1.92039662332353,0.139,0.016,3.26113356462484e-10,0.727272727272727,8,0.5,3
"MYO1C",1.30688208068072e-14,-0.720835392678144,0.458,0.654,3.46127719068289e-10,0.38936170212766,10,0.421364985163205,6
"TBK1",1.31061850593392e-14,1.02480026665296,0.456,0.274,3.47117311296598e-10,0.643162393162393,9,0.560283687943262,6
"SSC4D",1.31419625138118e-14,-1.23571338240218,0.026,0.124,3.48064877178307e-10,0.407407407407407,6,0.59375,4
"TESC",1.34307559083285e-14,0.816369143895871,0.429,0.231,3.55713570232079e-10,0.507936507936508,8,0.73109243697479,5
"MPHOSPH9",1.36399839073082e-14,-0.791858034979569,0.109,0.26,3.61254973785057e-10,0.330357142857143,8,0.626865671641791,5
"DFNB31",1.36944069772365e-14,1.7594092150487,0.199,0.05,3.62696368792109e-10,0.656862745098039,9,0.692307692307692,3
"EMID1",1.38857609240584e-14,1.84867251909088,0.163,0.029,3.67764378073688e-10,0.826347305389222,5,0.533333333333333,3
"ANKRD34B",1.38928485407189e-14,2.4650977697433,0.107,0,3.67952093600941e-10,0.809090909090909,5,NA,0
"RPS13",1.43172955751499e-14,-0.598816804238467,0.965,0.95,3.79193573307846e-10,0.354187689202825,12,0.366053169734151,6
"ZBTB24",1.43750841168719e-14,-0.970172244704311,0.108,0.258,3.80724102835352e-10,0.414414414414414,9,0.533834586466165,4
