"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"KANSL1",1.44565924434555e-14,-0.631874508738483,0.43,0.627,3.82882850864918e-10,0.391402714932127,11,0.39938080495356,6
"TMEM150C",1.49221535097918e-14,1.75988611332793,0.175,0.037,3.95213235706835e-10,0.733333333333333,6,0.421052631578947,3
"CCDC103",1.49270952345012e-14,1.20742499747181,0.232,0.076,3.95344117285765e-10,0.777310924369748,8,0.487179487179487,4
"NANS",1.4989771755803e-14,0.70889336427681,0.715,0.614,3.97004104952442e-10,0.362397820163488,11,0.427215189873418,6
"TRIM44",1.52637688012341e-14,-0.648408840662015,0.566,0.744,4.04260916700685e-10,0.32013769363167,12,0.365535248041775,6
"IRX2",1.52910262723773e-14,-0.60830554765755,0.578,0.75,4.04982830823913e-10,0.511784511784512,10,0.461139896373057,5
"ATP5J",1.5654306145896e-14,0.75253376355308,0.949,0.874,4.14604298274055e-10,0.37025641025641,12,0.386666666666667,6
"HINT1",1.58118166990194e-14,0.310430385366999,0.923,0.876,4.18775965273529e-10,0.336497890295359,12,0.374722838137472,6
"NGRN",1.59928128623454e-14,0.532722564581152,0.806,0.715,4.23569648659218e-10,0.346618357487923,12,0.404891304347826,6
"ATAD3C",1.66368722400753e-14,-0.619171117347692,0.509,0.658,4.40627561278395e-10,0.476099426386233,11,0.410029498525074,5
"PDP2",1.67087115735785e-14,-0.961839705043688,0.141,0.301,4.42530226026227e-10,0.262068965517241,10,0.438709677419355,4
"TBCA",1.68849073803257e-14,0.401209452348443,0.857,0.736,4.47196771967926e-10,0.325,12,0.372031662269129,6
"ANKS3",1.77132493183071e-14,-1.09325826982257,0.155,0.318,4.69135408195363e-10,0.339622641509434,10,0.475609756097561,5
"SAP18",1.77280501487967e-14,0.397069358592518,0.886,0.829,4.6952740819088e-10,0.31978021978022,12,0.379391100702576,6
"ZNF124",1.77876782278253e-14,-0.53447003722868,0.166,0.338,4.71106657863952e-10,0.417647058823529,8,0.333333333333333,5
"OLIG1",1.78721748571713e-14,-1.86837001682034,0.03,0.13,4.73344551092181e-10,0.612903225806452,3,0.686567164179104,3
"FTSJ2",1.80140440425768e-14,-0.337953789742312,0.352,0.559,4.77101956467645e-10,0.464088397790055,10,0.399305555555556,6
"CHD1",1.84316062824514e-14,0.555792199764732,0.687,0.536,4.88161092390725e-10,0.403682719546742,11,0.373188405797101,6
"COG4",1.86185043214288e-14,-0.730517312747379,0.35,0.532,4.93111086953043e-10,0.328690807799443,11,0.430656934306569,5
"PTPRA",1.91648999315173e-14,-0.554302050401041,0.485,0.678,5.07582374686236e-10,0.377510040160643,10,0.444126074498567,5
"C16orf91",1.92530437641918e-14,-0.359047264581569,0.26,0.447,5.0991686409462e-10,0.333333333333333,11,0.365217391304348,6
"STK3",1.93608632651511e-14,-0.756502070499472,0.344,0.53,5.12772463577526e-10,0.328611898016997,10,0.347985347985348,6
"TGFB1I1",1.9976550011126e-14,-0.6947670013584,0.11,0.262,5.29078927044671e-10,0.47787610619469,7,0.62962962962963,4
"SPTSSA",2.03788432065743e-14,-0.30740290791056,0.583,0.779,5.39733662326121e-10,0.425709515859766,10,0.411471321695761,5
"GFPT2",2.04643796524978e-14,-1.20431747388203,0.058,0.181,5.41999095096405e-10,0.45,9,0.483870967741935,3
"SRSF11",2.04684551280924e-14,-0.315654332155781,0.851,0.951,5.42107034067527e-10,0.354691075514874,10,0.373469387755102,6
"SEZ6L2",2.06121086720279e-14,-0.970696043384231,0.311,0.468,5.45911698178659e-10,0.557993730407524,8,0.564315352697095,4
"RN7SL1",2.07099013744831e-14,1.01284671930244,0.46,0.252,5.48501737903186e-10,0.353813559322034,9,0.515384615384615,4
"PPM1N",2.07357906586015e-14,-1.37096548710956,0.064,0.19,5.4918741559306e-10,0.424242424242424,6,0.673469387755102,3
"HSDL2",2.1075224737816e-14,-0.572057408617816,0.376,0.577,5.58177327181057e-10,0.349740932642487,10,0.400673400673401,5
"SLC25A36",2.14131140261204e-14,-0.759734435153765,0.42,0.592,5.67126324981798e-10,0.438515081206497,10,0.39344262295082,5
"C4orf47",2.14284521874214e-14,1.69182548084461,0.304,0.148,5.67532556183857e-10,0.753205128205128,9,0.526315789473684,4
"MARK1",2.1458825918981e-14,1.04721045504268,0.13,0.012,5.68337004464212e-10,0.417910447761194,10,0.5,2
"CXCL12",2.15717288382239e-14,1.90709625293465,0.123,0.008,5.71327238280359e-10,0.714285714285714,7,0.5,3
"TATDN1",2.16188604981189e-14,-0.580836637051339,0.341,0.54,5.72575520292679e-10,0.368571428571429,11,0.330935251798561,6
"PGS1",2.20606420831052e-14,-0.669512534664928,0.273,0.466,5.8427610557104e-10,0.442857142857143,9,0.395833333333333,6
"TTC23L",2.2307449809937e-14,0.897090583065496,0.216,0.064,5.90812808216181e-10,0.563063063063063,9,0.696969696969697,3
"MUC5AC",2.23281699819232e-14,3.38557915197766,0.122,0.008,5.91361581971236e-10,0.632,6,1,1
"EEF1DP3",2.23853144886804e-14,1.28720445732947,0.227,0.072,5.92875054232701e-10,0.44206008583691,8,0.594594594594595,4
"LIN9",2.25665722148408e-14,-1.13848571417747,0.061,0.184,5.97675665110059e-10,0.412698412698413,8,0.589473684210526,3
"STC1",2.31662245460658e-14,2.28118556014242,0.153,0.025,6.13557457102553e-10,0.853503184713376,7,0.538461538461538,5
"PTRHD1",2.32875962155992e-14,0.544254157599793,0.618,0.427,6.16771985770144e-10,0.318110236220472,11,0.35,5
"GNA15",2.34293828655791e-14,0.980581326970185,0.297,0.122,6.20527205194863e-10,0.386885245901639,7,0.571428571428571,4
"LOC146880",2.40757482333662e-14,0.824929547489258,0.463,0.266,6.37646191960705e-10,0.431578947368421,9,0.518248175182482,6
"DENND1A",2.42827692194411e-14,1.8954427859945,0.166,0.031,6.43129142776898e-10,0.317647058823529,9,0.3125,5
"SYTL1",2.54833310070436e-14,0.473972868530353,0.591,0.383,6.7492602172155e-10,0.378912685337727,11,0.375634517766497,5
"UMODL1-AS1",2.55705903472979e-14,2.07194781964421,0.13,0.012,6.77237085348184e-10,0.932330827067669,5,0.666666666666667,2
"CFAP57",2.57468845644849e-14,1.61356900917808,0.246,0.091,6.81906237690382e-10,0.897233201581028,7,0.468085106382979,4
"MPP1",2.65332498739963e-14,-1.18745491013344,0.052,0.169,7.02733122912793e-10,0.60377358490566,7,0.459770114942529,5
"STEAP1",2.67444181361264e-14,0.855137645202244,0.34,0.161,7.08325914335308e-10,0.627507163323782,9,0.530120481927711,6
"CYC1",2.73226709729084e-14,-0.567961052608144,0.692,0.796,7.23640940717478e-10,0.30239099859353,12,0.392682926829268,6
"SMOC1",2.74177138422153e-14,3.12699420165695,0.109,0.002,7.26158151111071e-10,0.875,3,1,1
"WDR74",2.75723603270608e-14,-0.582916069117807,0.564,0.715,7.30253963262205e-10,0.367875647668394,11,0.429347826086957,6
"S100A6",2.76018271591748e-14,0.393297519705743,0.991,0.977,7.31034392310745e-10,0.365422396856582,12,0.371769383697813,6
"HSD17B4",2.79064716769181e-14,-0.508868837829274,0.446,0.633,7.39102902363177e-10,0.344978165938865,10,0.389570552147239,5
"PPM1H",2.80867757366923e-14,1.30922075522835,0.262,0.097,7.43878255386296e-10,0.576208178438662,10,0.46,4
"SIPA1",2.83982035203266e-14,-0.599962714538942,0.339,0.534,7.52126420235849e-10,0.53735632183908,10,0.396363636363636,6
"CDK7",2.8407771214711e-14,0.542920249750362,0.483,0.28,7.5237982062162e-10,0.346774193548387,10,0.361111111111111,5
"DARS2",2.8599794496311e-14,-0.829962460805988,0.274,0.462,7.57465557234796e-10,0.362989323843416,9,0.399159663865546,5
"FNBP1L",2.88363400669509e-14,-0.269793655840527,0.527,0.718,7.63730466673195e-10,0.426987060998152,11,0.437837837837838,6
"MANSC1",2.92353864629802e-14,1.14292506405638,0.331,0.159,7.7429921047203e-10,0.314705882352941,9,0.475609756097561,4
"ACADVL",2.95096210026349e-14,-0.519566463722933,0.626,0.794,7.81562312254786e-10,0.329704510108865,11,0.393643031784841,6
"ERCC1",2.99947038269879e-14,0.741345956762468,0.599,0.431,7.94409730857775e-10,0.39349593495935,12,0.373873873873874,4
"C11orf49",3.0871031989936e-14,1.0798995257945,0.519,0.371,8.17619282253456e-10,0.50281425891182,10,0.424083769633508,6
"ECHDC3",3.1196563585007e-14,-1.00944631699072,0.132,0.287,8.2624098654891e-10,0.632352941176471,6,0.587837837837838,5
"ARHGAP26",3.1479365312751e-14,0.769542753257896,0.466,0.274,8.33730990308211e-10,0.440501043841336,10,0.368794326241135,6
"HMGN5",3.25150937985695e-14,1.03491790537202,0.405,0.223,8.61162259255113e-10,0.579326923076923,9,0.391304347826087,5
"SOX15",3.2641205301922e-14,1.16431975581518,0.161,0.029,8.64502322421405e-10,0.715151515151515,7,0.466666666666667,4
"NPAS2",3.33820890352123e-14,1.17410652411882,0.26,0.097,8.84124628097598e-10,0.49438202247191,10,0.46,4
"CNIH4",3.34945064918749e-14,-0.57162199370678,0.751,0.821,8.87102004437306e-10,0.320363164721141,11,0.408983451536643,6
"RSRP1",3.3620796610548e-14,-0.827537434123131,0.713,0.816,8.90446798230365e-10,0.316939890710383,11,0.419047619047619,5
"MARCH6",3.45826741371115e-14,0.558853691797304,0.897,0.862,9.15922124521399e-10,0.370249728555917,11,0.364864864864865,6
"ZSCAN16",3.5736852194297e-14,-0.89092872556311,0.13,0.283,9.46490530365955e-10,0.552238805970149,9,0.465753424657534,5
"DDX19B",3.62653026693543e-14,-0.713116256499176,0.339,0.522,9.60486541197848e-10,0.313218390804598,8,0.45724907063197,5
"LTF",3.64472702568918e-14,1.10859866165747,0.034,0.14,9.6530595275378e-10,0.571428571428571,7,0.875,2
"STRA13",3.71768925573932e-14,-0.473848173832082,0.602,0.761,9.8462999938256e-10,0.393203883495146,11,0.344387755102041,6
"MLLT4",3.72883249312859e-14,-0.41775834075846,0.759,0.843,9.87581285805107e-10,0.333333333333333,12,0.377880184331797,6
"ST6GALNAC2",3.74606928737055e-14,1.34993414793424,0.372,0.202,9.92146450760089e-10,0.604712041884817,9,0.461538461538462,4
"BMS1P21",3.75161096054077e-14,-1.21669970840141,0.019,0.107,9.93614162899223e-10,0.65,2,0.636363636363636,3
"C20orf96",3.76474560927328e-14,1.55666872169716,0.327,0.171,9.97092874616028e-10,0.803571428571429,10,0.579545454545455,5
"STEAP4",3.8198785755317e-14,-0.712223947334042,0.544,0.765,1.01169484072957e-09,0.511627906976744,9,0.370558375634518,6
"ESPN",3.83782287254168e-14,-0.682453948837584,0.099,0.243,1.01644738779266e-09,0.656862745098039,8,0.488,5
"PRUNE",3.86161862487408e-14,-0.648917355371434,0.197,0.375,1.0227496927979e-09,0.336633663366337,9,0.398963730569948,5
"SNTB2",3.86849921054429e-14,-0.845145835993959,0.351,0.528,1.02457201591266e-09,0.336111111111111,10,0.466911764705882,5
"DNAJC12",3.91918115534649e-14,1.51370837145495,0.154,0.025,1.03799512899352e-09,0.651898734177215,7,0.615384615384615,3
"TCOF1",3.93526090882192e-14,-0.783527805846259,0.423,0.6,1.04225385170149e-09,0.359447004608295,10,0.398058252427184,5
"HORMAD1",3.98274706381904e-14,-1.67708219561353,0.026,0.12,1.05483055985247e-09,0.518518518518518,5,0.82258064516129,4
"RBKS",3.98984300695462e-14,1.05950189360862,0.309,0.138,1.05670992039193e-09,0.56782334384858,10,0.408450704225352,5
"NCDN",4.04091441679189e-14,-0.785495736448836,0.272,0.445,1.07023618328733e-09,0.301075268817204,11,0.471615720524017,5
"MMS19",4.0423565111905e-14,-0.79670240857238,0.267,0.447,1.0706181219888e-09,0.306569343065693,9,0.430434782608696,4
"CXXC5",4.09540634391621e-14,0.908257257460758,0.559,0.394,1.08466837018621e-09,0.468641114982578,11,0.374384236453202,5
"HRK",4.17092733435278e-14,1.66337976290889,0.117,0.006,1.10467010450333e-09,0.7,6,0.666666666666667,2
"CYB5A",4.19705357911573e-14,-0.32139496769758,0.775,0.903,1.1115896404288e-09,0.361809045226131,12,0.356989247311828,6
"PMF1",4.23305820295267e-14,-0.459266563902748,0.577,0.74,1.12112546505201e-09,0.365935919055649,11,0.391076115485564,6
"SLFN11",4.28095301967925e-14,0.954820694176662,0.224,0.074,1.13381040726205e-09,0.8,7,0.473684210526316,4
"SDC4",4.45299513227489e-14,-0.608144884634865,0.945,0.984,1.17937576078301e-09,0.347064881565396,12,0.364891518737673,6
"PPT1",4.4644737682386e-14,-0.797820817858561,0.548,0.705,1.18241587751799e-09,0.30550621669627,11,0.391184573002755,5
"XG",4.48607239344398e-14,1.57422671700744,0.103,0,1.18813627340364e-09,0.839622641509434,5,NA,0
"TMEM126B",4.50930062466339e-14,-0.509783607977028,0.391,0.594,1.1942882704421e-09,0.412935323383085,11,0.392156862745098,6
"ABCC6P1",4.63506281293957e-14,-0.963584680935224,0.14,0.291,1.22759638600705e-09,0.541666666666667,8,0.56,5
"FILIP1L",4.77666499320474e-14,1.43166388786633,0.238,0.082,1.26509972345027e-09,0.610655737704918,9,0.30952380952381,5
"CFI",4.87171206517266e-14,1.08563919549263,0.424,0.254,1.29027294046098e-09,0.427586206896552,10,0.412213740458015,5
"PTPN21",4.93952998450388e-14,-1.04564222904803,0.156,0.318,1.30823451639585e-09,0.475,8,0.579268292682927,5
"SLC16A7",4.96090088590762e-14,1.71798306340926,0.414,0.256,1.31389459963263e-09,0.757647058823529,8,0.734848484848485,4
"DDX27",5.00349143061532e-14,-0.49046196242826,0.636,0.788,1.32517470539847e-09,0.4104134762634,11,0.396551724137931,5
"TM7SF3",5.01148393836033e-14,-0.596440874409025,0.416,0.614,1.32729152107473e-09,0.423887587822014,10,0.465189873417722,6
"HEYL",5.03314399845697e-14,-1.39440151278517,0.017,0.101,1.33302818799133e-09,0.411764705882353,6,0.634615384615385,3
"LARS",5.04423556726058e-14,-0.434684265982627,0.585,0.753,1.33596578998897e-09,0.377703826955075,11,0.36340206185567,6
"SMIM6",5.15974677329012e-14,0.897848283459179,0.261,0.095,1.36655893290589e-09,0.522388059701492,8,0.693877551020408,4
"E2F1",5.18832376538584e-14,-0.905855608858848,0.056,0.177,1.37412754926244e-09,0.379310344827586,6,0.802197802197802,5
"CCNL2",5.27353160470451e-14,-0.478143960804178,0.556,0.722,1.39669484550599e-09,0.38353765323993,10,0.408602150537634,6
"SLC25A5",5.27378415597769e-14,-0.47042595366864,0.877,0.893,1.39676173371069e-09,0.32519422863485,12,0.371739130434783,6
"EIF5A",5.27992170989151e-14,-0.3615304843171,0.841,0.891,1.39838726486477e-09,0.30787037037037,12,0.387799564270152,6
"WIF1",5.32222667609714e-14,-1.39218054245275,0.031,0.13,1.40959173516433e-09,0.46875,6,0.656716417910448,4
"COX7A1",5.51771645424943e-14,1.66457084293783,0.123,0.01,1.46136720290796e-09,0.873015873015873,6,0.6,3
"SMC1B",5.52508991456528e-14,-1.35517665160152,0.027,0.122,1.46332006387261e-09,0.392857142857143,5,0.412698412698413,4
"STK26",5.56267279682722e-14,-1.16058442616907,0.106,0.247,1.47327389023969e-09,0.36697247706422,8,0.385826771653543,5
"EFR3B",5.57781186140996e-14,-0.773409407488946,0.039,0.146,1.47728347149443e-09,0.275,7,0.666666666666667,5
"PCDH7",5.59851328258282e-14,1.22392041632019,0.285,0.115,1.48276624289206e-09,0.426621160409556,9,0.322033898305085,6
"SLC44A2",5.69020275810825e-14,-0.577884098085136,0.47,0.66,1.50705020048497e-09,0.341614906832298,11,0.417647058823529,5
"TLE1",5.70655739461735e-14,0.73036682793316,0.397,0.21,1.51138172596441e-09,0.316176470588235,10,0.574074074074074,5
"ZMYM1",5.83020749950106e-14,-0.749894011014257,0.134,0.291,1.54413045624286e-09,0.333333333333333,9,0.4,4
"VKORC1",5.90748660873597e-14,-0.542653124011496,0.637,0.761,1.56459782832372e-09,0.385321100917431,11,0.362244897959184,5
"RPL11",5.95798862161899e-14,-0.32965466777127,0.975,0.969,1.57797328643579e-09,0.35964035964036,12,0.374749498997996,6
"NVL",5.97460671239772e-14,-0.82842364282981,0.255,0.433,1.58237458777854e-09,0.33206106870229,10,0.461883408071749,5
"SEC22A",6.01678483087364e-14,-0.951298684858211,0.187,0.35,1.59354546245688e-09,0.338541666666667,10,0.461111111111111,5
"SUSD1",6.0396105714352e-14,0.968510532560038,0.19,0.047,1.59959085984461e-09,0.435897435897436,8,0.625,4
"SEPT7P2",6.33533427480534e-14,-0.906011296237006,0.191,0.363,1.67791328268219e-09,0.38265306122449,9,0.422459893048128,4
"DTNB",6.424498284797e-14,-0.692499332170354,0.23,0.408,1.70152837072849e-09,0.48728813559322,9,0.357142857142857,4
"SLCO1B3",6.57552996937049e-14,1.27605279781379,0.17,0.035,1.74152911238777e-09,0.634285714285714,5,0.833333333333333,3
"HIST1H2AE",6.66891537509804e-14,2.23036339900968,0.182,0.043,1.76626223709472e-09,0.406417112299465,7,0.636363636363636,5
"DAP",6.75893243471026e-14,0.865746134737296,0.786,0.705,1.79010325533301e-09,0.40272614622057,11,0.363636363636364,6
"EFHD1",6.98433313371736e-14,-0.599485254608711,0.04,0.148,1.84980063046504e-09,0.390243902439024,9,0.526315789473684,3
"TMEM9",6.99227341248693e-14,-0.472198271037604,0.726,0.829,1.85190361329716e-09,0.320375335120643,11,0.372365339578454,6
"SLC39A10",6.99554428730312e-14,0.680509004587682,0.408,0.219,1.85276990449223e-09,0.341288782816229,10,0.353982300884956,5
"GNG5",7.01185917605423e-14,-0.378212718656882,0.893,0.891,1.85709090277796e-09,0.317339149400218,12,0.387799564270152,6
"OGDH",7.03846458181662e-14,-0.519683637256282,0.556,0.685,1.86413734449413e-09,0.357267950963222,12,0.39943342776204,5
"TMEM243",7.04298567931797e-14,-0.571892400609442,0.556,0.707,1.86533475716737e-09,0.327495621716287,10,0.335164835164835,6
"COQ4",7.06578843987448e-14,0.729888523100716,0.682,0.548,1.87137406830075e-09,0.401428571428571,12,0.390070921985816,6
"TSFM",7.38055554713401e-14,1.06193025448029,0.518,0.363,1.95474013665844e-09,0.518796992481203,10,0.385026737967914,5
"ZNF181",7.39732108466819e-14,-0.786139588147162,0.095,0.237,1.95918048927437e-09,0.448979591836735,9,0.573770491803279,5
"BCOR",7.44751270147932e-14,-0.844810310015457,0.277,0.449,1.9724737389868e-09,0.422535211267606,10,0.398268398268398,5
"OXR1",7.50075959669377e-14,-0.52981566182786,0.424,0.608,1.98657617918434e-09,0.294252873563218,9,0.36741214057508,6
"AK3",7.50337241484938e-14,0.743373827709531,0.474,0.282,1.98726818407286e-09,0.33264887063655,10,0.386206896551724,5
"MIPEP",7.60613869492619e-14,0.446936567578714,0.284,0.111,2.0144858333512e-09,0.571917808219178,8,0.649122807017544,4
"WDR34",7.613351531502e-14,0.931031811407925,0.672,0.598,2.0163961531183e-09,0.397101449275362,11,0.441558441558442,6
"PELO",7.63187239805721e-14,0.564826067502577,0.479,0.282,2.02130140462545e-09,0.396341463414634,10,0.455172413793103,5
"KLF4",7.6899412312132e-14,0.844683965880524,0.651,0.485,2.03668093508682e-09,0.342301943198804,9,0.432,6
"HIST1H3D",7.69697121917457e-14,1.64065229321421,0.208,0.062,2.03854282739838e-09,0.448598130841121,6,0.53125,4
"LCA5",7.89513322691613e-14,0.950388603352601,0.435,0.262,2.09102603514874e-09,0.534675615212528,9,0.474074074074074,5
"TCTE1",8.23466271348775e-14,1.78352485769559,0.11,0.004,2.18095041966723e-09,0.964601769911504,3,0.5,2
"GNS",8.2556049702198e-14,1.09398883375049,0.68,0.557,2.18649697636271e-09,0.482808022922636,10,0.449477351916376,6
"CALD1",8.26839609698387e-14,1.28743455895145,0.225,0.074,2.18988470628618e-09,0.722943722943723,8,0.447368421052632,5
"LAD1",8.52562972200387e-14,0.946352374440026,0.452,0.282,2.25801303187272e-09,0.424568965517241,10,0.379310344827586,6
"TINAG",8.568415585267e-14,2.27828455922201,0.109,0.004,2.26934486775796e-09,0.946428571428571,4,0.5,2
"SLC30A9",8.77495590665665e-14,-0.469239696635439,0.41,0.608,2.32404707187801e-09,0.323040380047506,9,0.440894568690096,5
"SYNCRIP",8.93278784964277e-14,-0.389076976410227,0.589,0.767,2.36584886197789e-09,0.378512396694215,11,0.372151898734177,6
"ULK4",9.22701314200401e-14,1.03826456271387,0.231,0.08,2.44377443065976e-09,0.776371308016878,8,0.51219512195122,4
"BOD1L1",9.28964769308596e-14,-0.507966949630709,0.495,0.709,2.46036319151382e-09,0.307086614173228,10,0.391780821917808,5
"WDR72",9.305988357688e-14,-1.46101658838774,0.038,0.14,2.46469101653367e-09,0.512820512820513,5,0.791666666666667,4
"RCN2",9.31573879270112e-14,0.588938462086507,0.709,0.559,2.46727341924689e-09,0.335164835164835,10,0.375,5
"LOC100131289",9.34638179222974e-14,-1.14295337983122,0.022,0.113,2.47538921767205e-09,0.608695652173913,6,0.551724137931034,3
"MGAT5",9.53104155358977e-14,1.02647860430555,0.254,0.091,2.52429635546825e-09,0.344827586206897,9,0.51063829787234,4
"DCAF11",9.68253293813339e-14,-0.767162455668482,0.485,0.649,2.56441884866463e-09,0.335341365461847,10,0.440119760479042,5
"ADRB2",9.68310876721239e-14,-0.51093749080401,0.47,0.623,2.5645713569962e-09,0.449275362318841,9,0.457943925233645,5
"RNF220",9.74286522405651e-14,-0.608613566232303,0.542,0.68,2.58039785459137e-09,0.319569120287253,11,0.374285714285714,6
"ATXN1L",9.74537142542053e-14,-0.848147570521066,0.235,0.412,2.58106162202263e-09,0.282157676348548,11,0.429245283018868,5
"ZNF771",9.8374146553432e-14,-1.35638546173915,0.084,0.217,2.60543927146765e-09,0.290697674418605,10,0.401785714285714,5
