"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pd.pt.occupancy","grouped_pd.n.nonzero.pts","gene","sig"
"UHMK1",4.49361266658946e-83,-0.791311187325571,0.448,0.771,1.19013331474622e-78,0.310869565217391,10,0.585518102372035,11,"UHMK1","p_val_adj<0.05"
"GPN1",5.20593145614295e-83,-0.722930384674462,0.334,0.725,1.37879094615946e-78,0.32069970845481,9,0.497677504976775,10,"GPN1","p_val_adj<0.05"
"GRK6",6.00274742536022e-83,-0.461132876559835,0.219,0.615,1.58982765560665e-78,0.311111111111111,10,0.655981235340109,10,"GRK6","p_val_adj<0.05"
"DCAF12",6.36321058328826e-83,-0.949029103507079,0.309,0.677,1.68529632298389e-78,0.375394321766562,10,0.64153627311522,10,"DCAF12","p_val_adj<0.05"
"FKBP4",6.5875766234812e-83,-0.841757265718317,0.566,0.874,1.744719668729e-78,0.306368330464716,10,0.522839845899835,10,"FKBP4","p_val_adj<0.05"
"SMAGP",6.81291943724071e-83,-0.814228296840623,0.401,0.769,1.8044017129532e-78,0.405339805825243,8,0.58223889931207,8,"SMAGP","p_val_adj<0.05"
"TIGD2",7.44136263303677e-83,-1.91858543703406,0.045,0.368,1.97084489335979e-78,0.369565217391304,8,0.850785340314136,8,"TIGD2","p_val_adj<0.05"
"PLEKHA2",8.39616268772402e-83,-0.825351191659553,0.21,0.587,2.22372368784371e-78,0.37037037037037,9,0.633305988515176,9,"PLEKHA2","p_val_adj<0.05"
"ATIC",1.03576457438928e-82,-0.696324558645849,0.472,0.808,2.74322247527e-78,0.321649484536082,10,0.553039332538737,11,"ATIC","p_val_adj<0.05"
"DHX15",1.14520650218735e-82,-0.814762047626973,0.476,0.77,3.03307942104321e-78,0.331288343558282,11,0.593125,10,"DHX15","p_val_adj<0.05"
"HADHA",1.37651617357193e-82,-0.6530457715724,0.692,0.897,3.64570308570525e-78,0.315049226441632,12,0.512875536480687,11,"HADHA","p_val_adj<0.05"
"TCF25",1.5306237458121e-82,-0.892661111632345,0.699,0.876,4.05385699078336e-78,0.348189415041783,12,0.526373626373626,10,"TCF25","p_val_adj<0.05"
"WSB2",1.59008377330155e-82,-0.676166432096819,0.401,0.773,4.21133687358916e-78,0.313106796116505,9,0.569738480697385,11,"WSB2","p_val_adj<0.05"
"ELN",1.66482843724369e-82,2.9702438703992,0.384,0.119,4.40929811603991e-78,0.6751269035533,11,0.728744939271255,8,"ELN","p_val_adj<0.05"
"URI1",1.754145927359e-82,-0.682371866484611,0.413,0.765,4.6458554886103e-78,0.304245283018868,10,0.592825676526117,11,"URI1","p_val_adj<0.05"
"CMPK2",1.88562798687082e-82,-1.08234485049855,0.194,0.563,4.99408572322737e-78,0.35678391959799,8,0.751069289991446,9,"CMPK2","p_val_adj<0.05"
"NR2F1",2.22874689816597e-82,2.64273753619209,0.297,0.053,5.90283615979257e-78,0.80327868852459,9,0.54954954954955,9,"NR2F1","p_val_adj<0.05"
"CLINT1",2.72649010202643e-82,-0.958448002850219,0.828,0.912,7.22110903521699e-78,0.315294117647059,11,0.506596306068602,11,"CLINT1","p_val_adj<0.05"
"PINK1",2.92429684786174e-82,-0.983018585247023,0.401,0.704,7.74500020156183e-78,0.344660194174757,8,0.650034176349966,11,"PINK1","p_val_adj<0.05"
"GORASP2",3.62302461907729e-82,-0.642462068087584,0.548,0.859,9.59558070362619e-78,0.346358792184725,10,0.535274356103024,11,"GORASP2","p_val_adj<0.05"
"ICA1L",3.79626089294173e-82,2.02714078181911,0.366,0.094,1.00543969749562e-77,0.61968085106383,8,0.433673469387755,10,"ICA1L","p_val_adj<0.05"
"CXorf40B",3.95469658711316e-82,-0.661237212529324,0.29,0.683,1.04740139109692e-77,0.385906040268456,10,0.606060606060606,10,"CXorf40B","p_val_adj<0.05"
"CAMTA1",4.58158683051629e-82,-0.641005238588874,0.668,0.936,1.21343327206224e-77,0.294460641399417,11,0.488683127572016,11,"CAMTA1","p_val_adj<0.05"
"BCKDK",5.29308696102724e-82,-0.670683693578001,0.404,0.786,1.40187408162806e-77,0.356626506024096,11,0.577464788732394,10,"BCKDK","p_val_adj<0.05"
"MAFK",5.57820877629932e-82,-0.458571973143325,0.159,0.564,1.47738859440287e-77,0.374233128834356,8,0.738277919863598,8,"MAFK","p_val_adj<0.05"
"EIF3H",8.58240783564177e-82,-0.57862365061845,0.687,0.943,2.27305071526972e-77,0.3328611898017,12,0.489285714285714,11,"EIF3H","p_val_adj<0.05"
"FAM173A",9.10488776408054e-82,-0.611686028310532,0.402,0.794,2.41142952431673e-77,0.416464891041162,9,0.578787878787879,10,"FAM173A","p_val_adj<0.05"
"ZFAND6",9.16424645439451e-82,-0.693177371426978,0.727,0.91,2.42715067344639e-77,0.314591700133869,11,0.505552617662612,11,"ZFAND6","p_val_adj<0.05"
"ANKRD27",1.33381175325675e-81,-0.864880691314314,0.148,0.522,3.53260042850051e-77,0.309210526315789,9,0.75830258302583,9,"ANKRD27","p_val_adj<0.05"
"GLTP",1.59935219333867e-81,-0.626914017670249,0.586,0.89,4.23588428405748e-77,0.325581395348837,11,0.514332071389941,11,"GLTP","p_val_adj<0.05"
"SIAH2",2.02176643941859e-81,-0.825275404189773,0.354,0.734,5.35464841480014e-77,0.326923076923077,10,0.509508196721311,10,"SIAH2","p_val_adj<0.05"
"BPNT1",2.08086949552984e-81,-1.05496791142515,0.284,0.63,5.51118285891077e-77,0.308219178082192,9,0.708938120702827,9,"BPNT1","p_val_adj<0.05"
"BLZF1",2.21658881190111e-81,-0.657904654239243,0.263,0.643,5.87063546832008e-77,0.351851851851852,9,0.643979057591623,9,"BLZF1","p_val_adj<0.05"
"CKMT1A",2.44980300141563e-81,-0.512012174501433,0.126,0.487,6.4883032492493e-77,0.418604651162791,7,0.715695952615992,10,"CKMT1A","p_val_adj<0.05"
"DNAJB6",3.45085049098866e-81,-0.582663847930649,0.775,0.957,9.13957752538347e-77,0.334170854271357,12,0.480885311871227,11,"DNAJB6","p_val_adj<0.05"
"METTL13",4.6966330730828e-81,-0.968157458381322,0.21,0.573,1.24390326940598e-76,0.342592592592593,8,0.748950461796809,10,"METTL13","p_val_adj<0.05"
"HUS1",5.20768820233747e-81,-0.917498448594535,0.242,0.612,1.37925622038908e-76,0.333333333333333,11,0.642800944138474,10,"HUS1","p_val_adj<0.05"
"HSD17B4",7.60947311563805e-81,-1.15242471024769,0.446,0.728,2.01536895467674e-76,0.344978165938865,10,0.627645502645503,11,"HSD17B4","p_val_adj<0.05"
"PARP14",9.49187897793403e-81,-0.561739703408564,0.753,0.946,2.51392414730583e-76,0.304010349288486,12,0.485249237029502,11,"PARP14","p_val_adj<0.05"
"VMO1",1.03011789749598e-80,-2.03956668620994,0.128,0.448,2.72826725151812e-76,0.816793893129771,7,0.974193548387097,7,"VMO1","p_val_adj<0.05"
"EPHA1",1.03476757951912e-80,-1.05955064372393,0.11,0.466,2.7405819343564e-76,0.371681415929204,10,0.706611570247934,7,"EPHA1","p_val_adj<0.05"
"C4orf47",1.27326182634025e-80,2.52972788869952,0.304,0.061,3.37223394706216e-76,0.753205128205128,9,0.535433070866142,8,"C4orf47","p_val_adj<0.05"
"C16orf91",1.51997876824367e-80,-0.354245569662791,0.26,0.677,4.02566376769337e-76,0.333333333333333,11,0.601279317697228,11,"C16orf91","p_val_adj<0.05"
"MAPKAP1",1.5793468751204e-80,-0.805806017945443,0.37,0.722,4.18290019875637e-76,0.3,11,0.603597601598934,11,"MAPKAP1","p_val_adj<0.05"
"MECR",1.61698820765983e-80,-0.78081440820055,0.253,0.646,4.28259326798706e-76,0.323076923076923,9,0.613263785394933,9,"MECR","p_val_adj<0.05"
"BTN3A1",1.87666957076063e-80,-0.962640225207329,0.235,0.599,4.97035935815954e-76,0.369294605809129,10,0.606425702811245,9,"BTN3A1","p_val_adj<0.05"
"CA12",2.14004373520844e-80,-1.74807660067691,0.126,0.465,5.66790583269955e-76,0.410852713178295,9,0.524844720496894,7,"CA12","p_val_adj<0.05"
"UBN1",2.15290401780938e-80,-0.623633122167925,0.418,0.776,5.70196629116814e-76,0.314685314685315,11,0.5787841191067,11,"UBN1","p_val_adj<0.05"
"ECT2L",2.22516950151388e-80,2.56261976707945,0.268,0.041,5.8933614247595e-76,0.869090909090909,7,0.494117647058824,8,"ECT2L","p_val_adj<0.05"
"DYNLT3",2.35270178073436e-80,-0.709192248101299,0.359,0.715,6.23113066627495e-76,0.357723577235772,11,0.629205921938089,11,"DYNLT3","p_val_adj<0.05"
"NDUFS2",2.40098863270256e-80,-0.637032575687597,0.638,0.874,6.35901839371272e-76,0.337404580152672,11,0.526692350027518,10,"NDUFS2","p_val_adj<0.05"
"NEK5",2.49352373791649e-80,2.65895139986678,0.213,0.016,6.60409761987183e-76,0.885844748858447,8,0.352941176470588,7,"NEK5","p_val_adj<0.05"
"JUN",2.51351145003493e-80,1.05769018942445,0.907,0.899,6.65703507541751e-76,0.359442060085837,11,0.490364025695931,11,"JUN","p_val_adj<0.05"
"STIP1",2.76084203072064e-80,-0.574546807777169,0.749,0.946,7.31209011836361e-76,0.332899869960988,11,0.487531806615776,11,"STIP1","p_val_adj<0.05"
"CCDC80",3.6047182774496e-80,2.56286137674969,0.361,0.095,9.54709635782526e-76,0.622641509433962,9,0.314720812182741,9,"CCDC80","p_val_adj<0.05"
"PTEN",3.66476534668523e-80,-0.694325882951236,0.367,0.744,9.70613102069582e-76,0.326259946949602,8,0.593527508090615,10,"PTEN","p_val_adj<0.05"
"LY96",3.67354777736975e-80,-0.712249923349199,0.148,0.526,9.72939128836377e-76,0.723684210526316,7,0.67032967032967,9,"LY96","p_val_adj<0.05"
"PACSIN3",4.54382273250208e-80,-0.39189196188754,0.249,0.683,1.20343145070317e-75,0.39453125,10,0.634954193093728,10,"PACSIN3","p_val_adj<0.05"
"HLA-E",4.91329781818997e-80,-0.808638234417108,0.898,0.988,1.30128692714761e-75,0.316702819956616,11,0.467867575462512,11,"HLA-E","p_val_adj<0.05"
"FOPNL",5.5086507545983e-80,-0.713049978873656,0.269,0.652,1.45896615235536e-75,0.340579710144928,9,0.562038404726736,11,"FOPNL","p_val_adj<0.05"
"THOC3",5.583269311471e-80,-0.684686070220354,0.406,0.805,1.47872887714309e-75,0.37410071942446,9,0.527794381350867,11,"THOC3","p_val_adj<0.05"
"HSPA4",7.91738506091263e-80,-0.660476679309804,0.644,0.89,2.09691943338271e-75,0.354009077155825,11,0.512972972972973,11,"HSPA4","p_val_adj<0.05"
"ADRB2",8.31714905177715e-80,1.57917958043755,0.47,0.161,2.20279692636318e-75,0.449275362318841,9,0.296407185628743,9,"ADRB2","p_val_adj<0.05"
"ZNF207",9.06140832967961e-80,-0.605919326959808,0.606,0.893,2.39991399611565e-75,0.339228295819936,11,0.506738544474393,11,"ZNF207","p_val_adj<0.05"
"GRHL1",9.21296045494633e-80,-0.537775051007571,0.2,0.558,2.44005257649254e-75,0.48780487804878,11,0.762068965517241,9,"GRHL1","p_val_adj<0.05"
"TBC1D14",9.87141337167118e-80,-0.834261338458775,0.089,0.433,2.61444383148711e-75,0.373626373626374,8,0.81,9,"TBC1D14","p_val_adj<0.05"
"EGR1",1.00025226375999e-79,0.91723496879537,0.828,0.536,2.64916812056833e-75,0.354117647058824,11,0.545372866127583,11,"EGR1","p_val_adj<0.05"
"MET",1.05249314211608e-79,-0.679756788402003,0.556,0.845,2.78752808689444e-75,0.42031523642732,10,0.543849658314351,10,"MET","p_val_adj<0.05"
"RNF170",1.066054998639e-79,-0.940067678018906,0.273,0.636,2.82344666389538e-75,0.407142857142857,9,0.682299546142209,10,"RNF170","p_val_adj<0.05"
"DNALI1",1.15165465088923e-79,2.78576795196582,0.466,0.201,3.05015734288013e-75,0.588726513569937,9,0.642685851318945,10,"DNALI1","p_val_adj<0.05"
"CFAP126",1.15733491854059e-79,3.70604450036465,0.308,0.069,3.06520153175476e-75,0.892405063291139,8,0.770833333333333,7,"CFAP126","p_val_adj<0.05"
"VPS26A",1.21573339503393e-79,-0.475033134674,0.421,0.812,3.21986989674735e-75,0.319444444444444,11,0.540876777251185,10,"VPS26A","p_val_adj<0.05"
"SAMD12",1.28111112595491e-79,-0.737807038112881,0.336,0.696,3.39302281709157e-75,0.304347826086957,10,0.64201796821009,11,"SAMD12","p_val_adj<0.05"
"FYB",1.54171003323234e-79,-2.52017961405273,0.03,0.333,4.08321902301585e-75,0.483870967741935,8,0.747109826589595,7,"FYB","p_val_adj<0.05"
"STK3",1.57683022834284e-79,-0.772680882531275,0.344,0.71,4.17623485976602e-75,0.328611898016997,10,0.609756097560976,10,"STK3","p_val_adj<0.05"
"NLRC5",1.59102395964064e-79,-1.32897322569886,0.096,0.451,4.21382695710824e-75,0.323232323232323,11,0.471718249733191,10,"NLRC5","p_val_adj<0.05"
"MAT2B",1.6812879047654e-79,-1.00749616275468,0.569,0.793,4.45289101577115e-75,0.337328767123288,11,0.581056466302368,11,"MAT2B","p_val_adj<0.05"
"CDV3",1.74396533404091e-79,-0.543430222809845,0.711,0.951,4.61889218720736e-75,0.338356164383562,11,0.481537683358624,11,"CDV3","p_val_adj<0.05"
"C12orf75",1.83587007095619e-79,2.56806561881752,0.334,0.084,4.86230188292747e-75,0.822157434402332,7,0.337142857142857,10,"C12orf75","p_val_adj<0.05"
"GOLGA7",2.1244667251217e-79,-0.617818438630999,0.373,0.761,5.62665012148481e-75,0.297650130548303,9,0.567994939911448,11,"GOLGA7","p_val_adj<0.05"
"SYT17",2.21175173669278e-79,-0.95966879851458,0.211,0.563,5.85782447463083e-75,0.290322580645161,8,0.786142001710864,10,"SYT17","p_val_adj<0.05"
"GALNT6",2.31436365908148e-79,1.80561017930609,0.588,0.282,6.12959215107729e-75,0.470198675496689,11,0.498293515358362,9,"GALNT6","p_val_adj<0.05"
"LOC100505666",2.35712558739016e-79,-1.36967227492,0.049,0.377,6.24284711820285e-75,0.3,9,0.933673469387755,9,"LOC100505666","p_val_adj<0.05"
"ANXA5",2.3915914280312e-79,0.794683053175347,0.904,0.794,6.33412989714064e-75,0.321120689655172,11,0.372953305033354,11,"ANXA5","p_val_adj<0.05"
"GADD45B",3.13364363400889e-79,1.23789099977918,0.78,0.635,8.29945516467254e-75,0.34207240948814,11,0.429112964366945,10,"GADD45B","p_val_adj<0.05"
"STT3B",3.22697582596746e-79,-0.811175404545808,0.369,0.693,8.54664547507483e-75,0.33509234828496,11,0.653472222222222,11,"STT3B","p_val_adj<0.05"
"PALLD",3.44107896386948e-79,-0.556981137732633,0.446,0.797,9.11369763580833e-75,0.310043668122271,10,0.56004828002414,10,"PALLD","p_val_adj<0.05"
"IRAK1",3.57859342232278e-79,-0.580301795829543,0.472,0.797,9.4779046790219e-75,0.408247422680412,10,0.57548309178744,11,"IRAK1","p_val_adj<0.05"
"MRPS15",4.50800066501268e-79,-0.500787853708997,0.616,0.923,1.19394397612861e-74,0.363349131121643,12,0.498174230568597,11,"MRPS15","p_val_adj<0.05"
"TRIM38",5.00469076510117e-79,-0.651530205013414,0.427,0.747,1.32549234913705e-74,0.353075170842825,10,0.603992273019961,9,"TRIM38","p_val_adj<0.05"
"FLAD1",5.28370428746545e-79,-0.628878007401208,0.401,0.764,1.39938908053522e-74,0.337378640776699,10,0.575299306868305,10,"FLAD1","p_val_adj<0.05"
"UBL4A",5.70856427749979e-79,-0.709503270681574,0.25,0.625,1.51191324889582e-74,0.463035019455253,8,0.701848998459168,11,"UBL4A","p_val_adj<0.05"
"ZCCHC6",5.80988424709223e-79,-0.751645393285984,0.392,0.745,1.53874784284238e-74,0.330024813895782,9,0.539703034215623,10,"ZCCHC6","p_val_adj<0.05"
"IL32",5.98759672113191e-79,-1.18656582834209,0.462,0.738,1.58581499159179e-74,0.580168776371308,9,0.624918460534899,9,"IL32","p_val_adj<0.05"
"LINC01503",6.18259331495743e-79,-0.440368744688834,0.157,0.555,1.63745983946648e-74,0.416149068322981,8,0.660017346053773,9,"LINC01503","p_val_adj<0.05"
"VCAN",6.95228562220839e-79,2.22418388771857,0.319,0.067,1.84131284704189e-74,0.692073170731707,9,0.557142857142857,8,"VCAN","p_val_adj<0.05"
"ABCD1",7.21061457536871e-79,-0.66845076849656,0.073,0.417,1.9097312702864e-74,0.6,8,0.813148788927336,7,"ABCD1","p_val_adj<0.05"
"NDUFS1",8.25776089198443e-79,-0.968981960087691,0.387,0.71,2.18706797224208e-74,0.302267002518892,10,0.626440677966102,10,"NDUFS1","p_val_adj<0.05"
"REEP4",9.36024366715903e-79,-0.959424696358178,0.226,0.619,2.47906053524707e-74,0.297413793103448,9,0.539657853810264,9,"REEP4","p_val_adj<0.05"
"RPL13AP5",9.39254123885507e-79,0.672010542279361,0.97,0.975,2.48761454711077e-74,0.363453815261044,12,0.46669955599408,11,"RPL13AP5","p_val_adj<0.05"
"TNIK",9.58519955402965e-79,2.25531739140028,0.32,0.07,2.53864010188475e-74,0.537993920972644,9,0.417808219178082,8,"TNIK","p_val_adj<0.05"
"HPSE",1.13339520317712e-78,-1.20567038997803,0.087,0.425,3.0017971956146e-74,0.449438202247191,8,0.850509626274066,7,"HPSE","p_val_adj<0.05"
"CNBP",1.13909109257659e-78,-0.502530578957612,0.864,0.982,3.0168827586891e-74,0.322435174746336,12,0.469867711905928,11,"CNBP","p_val_adj<0.05"
"LRRC46",1.15891987422835e-78,3.26370687013021,0.305,0.068,3.06939928689378e-74,0.900958466453674,8,0.546099290780142,9,"LRRC46","p_val_adj<0.05"
"LDLRAD1",1.32967580177344e-78,3.55952491753237,0.289,0.059,3.52164636099694e-74,0.942760942760943,7,0.598360655737705,7,"LDLRAD1","p_val_adj<0.05"
"FCGRT",1.46803578164812e-78,1.09290778483716,0.832,0.7,3.88809276769505e-74,0.332552693208431,11,0.379642365887208,11,"FCGRT","p_val_adj<0.05"
"API5",1.78406766634782e-78,-0.870603898692253,0.266,0.636,4.72510321432221e-74,0.289377289377289,11,0.649016641452345,11,"API5","p_val_adj<0.05"
"GATA2-AS1",1.79744778823549e-78,-0.750349810143457,0.108,0.467,4.76054046714169e-74,0.657657657657658,8,0.868041237113402,9,"GATA2-AS1","p_val_adj<0.05"
"VWA5A",1.80084119027056e-78,-2.11364023292149,0.347,0.589,4.76952789243157e-74,0.514044943820225,9,0.780866721177432,10,"VWA5A","p_val_adj<0.05"
"APOL3",1.87549568928145e-78,-1.34467384602272,0.086,0.417,4.96725033306193e-74,0.477272727272727,8,0.598615916955017,9,"APOL3","p_val_adj<0.05"
"AGR2",2.05816939147913e-78,1.16880113590621,0.915,0.737,5.45106163333247e-74,0.381914893617021,11,0.624428478118877,11,"AGR2","p_val_adj<0.05"
"CCT3",2.36551781583611e-78,-0.49049199922243,0.838,0.956,6.26507393524195e-74,0.321718931475029,12,0.482637141419225,11,"CCT3","p_val_adj<0.05"
"TM2D2",2.45248158092523e-78,-0.669223179664324,0.367,0.758,6.49539746708046e-74,0.350132625994695,9,0.542222222222222,11,"TM2D2","p_val_adj<0.05"
"RAB14",2.66399894233298e-78,-0.664538176565666,0.495,0.83,7.0556011987689e-74,0.320866141732283,11,0.542343387470998,11,"RAB14","p_val_adj<0.05"
"SURF4",2.88560484401981e-78,-0.668669111144172,0.636,0.893,7.64252442938647e-74,0.358346094946401,10,0.513469827586207,11,"SURF4","p_val_adj<0.05"
"HMCES",2.99315625099676e-78,-0.779446525509787,0.404,0.806,7.92737433076491e-74,0.378313253012048,10,0.487164179104478,11,"HMCES","p_val_adj<0.05"
"COX17",3.07000424608188e-78,-0.463089662256355,0.752,0.948,8.13090624574787e-74,0.357512953367876,12,0.486294416243655,10,"COX17","p_val_adj<0.05"
"RFX2",3.09165378645963e-78,2.17861777790079,0.498,0.215,8.18824505343832e-74,0.538160469667319,11,0.503355704697987,10,"RFX2","p_val_adj<0.05"
"NAIP",3.41876962218522e-78,-0.391423878592012,0.067,0.394,9.05461134435756e-74,0.391304347826087,9,0.914529914529915,8,"NAIP","p_val_adj<0.05"
"STAT1",3.58845784735934e-78,-0.662686567700434,0.619,0.907,9.5040306087312e-74,0.29559748427673,11,0.488594164456233,11,"STAT1","p_val_adj<0.05"
"RNF14",4.12060674804033e-78,-0.995566556020085,0.242,0.59,1.09134269721848e-73,0.393574297188755,9,0.723265306122449,10,"RNF14","p_val_adj<0.05"
"SAT2",4.27596731152578e-78,1.33955008092577,0.548,0.252,1.1324899424576e-73,0.330373001776199,10,0.369024856596558,10,"SAT2","p_val_adj<0.05"
"STARD4",5.032135895015e-78,-0.990663446342037,0.096,0.44,1.33276119179472e-73,0.434343434343434,7,0.793216630196937,8,"STARD4","p_val_adj<0.05"
"RPL18A",5.12824637998474e-78,0.521772513506773,0.981,0.998,1.35821605373896e-73,0.362462760675273,12,0.465508924264351,11,"RPL18A","p_val_adj<0.05"
"PPP1R12A",5.22973421386772e-78,-0.711170140402588,0.52,0.873,1.38509510654287e-73,0.322097378277154,11,0.49393605292172,10,"PPP1R12A","p_val_adj<0.05"
"RNF26",5.2934954042637e-78,-0.70475112871366,0.293,0.655,1.40198225781924e-73,0.32890365448505,10,0.646108663729809,10,"RNF26","p_val_adj<0.05"
"BLNK",5.36249313321789e-78,-1.04435318640515,0.148,0.505,1.42025630633276e-73,0.453947368421053,8,0.755958055290753,10,"BLNK","p_val_adj<0.05"
"PSMD11",5.44335136332511e-78,-0.553469786365341,0.784,0.964,1.44167160857665e-73,0.336645962732919,12,0.478043912175649,11,"PSMD11","p_val_adj<0.05"
"INPP4B",6.85448070136948e-78,-0.652701504280421,0.329,0.71,1.81540921375771e-73,0.443786982248521,8,0.55728813559322,9,"INPP4B","p_val_adj<0.05"
"TMC6",7.29796500474736e-78,-0.693009775199445,0.462,0.769,1.93286603150734e-73,0.462025316455696,10,0.596996245306633,11,"TMC6","p_val_adj<0.05"
"PNPLA8",8.03699135673774e-78,-0.730671060963361,0.42,0.742,2.12859716083199e-73,0.329466357308585,10,0.600259571706684,10,"PNPLA8","p_val_adj<0.05"
"ILF2",1.02351776353829e-77,-0.557526997406841,0.764,0.924,2.71078679673116e-73,0.333757961783439,12,0.5,11,"ILF2","p_val_adj<0.05"
"USP31",1.09744827064585e-77,-0.943077593167325,0.221,0.59,2.90659174480553e-73,0.502202643171806,9,0.501222493887531,10,"USP31","p_val_adj<0.05"
"COPG1",1.1200312600635e-77,-1.09429315841894,0.503,0.76,2.96640279227818e-73,0.294003868471954,11,0.604179860671311,11,"COPG1","p_val_adj<0.05"
"UQCRH",1.15598062726574e-77,-0.556427721769526,0.805,0.971,3.06161469131332e-73,0.325272067714631,12,0.475458601883986,11,"UQCRH","p_val_adj<0.05"
"FBXO15",1.23654868229324e-77,2.92009652686085,0.267,0.044,3.27499918505365e-73,0.872262773722628,9,0.793478260869565,7,"FBXO15","p_val_adj<0.05"
"GCA",1.5109100950281e-77,-0.609353918659553,0.246,0.639,4.00164538668193e-73,0.391304347826087,10,0.644310474755087,9,"GCA","p_val_adj<0.05"
"TWF2",1.66875978318558e-77,-0.696305405828994,0.295,0.694,4.41971028576702e-73,0.33993399339934,10,0.638946638946639,11,"TWF2","p_val_adj<0.05"
"NIPA2",1.83654196033451e-77,-0.826023749307793,0.455,0.764,4.86408138194595e-73,0.353319057815846,10,0.592312539382483,10,"NIPA2","p_val_adj<0.05"
"TUBB4B",1.85987526010819e-77,1.37982166864318,0.894,0.923,4.92587962639653e-73,0.324618736383442,12,0.467153284671533,11,"TUBB4B","p_val_adj<0.05"
"FAM227A",1.95463052986395e-77,2.56153907313038,0.318,0.073,5.17683895834468e-73,0.724770642201835,8,0.463576158940397,10,"FAM227A","p_val_adj<0.05"
"FOXP2",2.14737315556817e-77,2.08575723544971,0.355,0.09,5.68731780252231e-73,0.405479452054795,8,0.645161290322581,9,"FOXP2","p_val_adj<0.05"
"HNRNPH2",2.40604412186574e-77,-0.735155097851596,0.277,0.626,6.37240785676141e-73,0.359154929577465,8,0.713076923076923,9,"HNRNPH2","p_val_adj<0.05"
"HMGN2P46",2.44951666941446e-77,-1.38754761457977,0.187,0.509,6.48754489894419e-73,0.479166666666667,10,0.856196783349101,10,"HMGN2P46","p_val_adj<0.05"
"TMEM87B",2.59848577922233e-77,-0.827838409800889,0.305,0.663,6.88208958627035e-73,0.354632587859425,9,0.679738562091503,10,"TMEM87B","p_val_adj<0.05"
"PAFAH1B3",2.70969011109628e-77,-0.573785824989172,0.461,0.81,7.1766142592385e-73,0.427061310782241,10,0.562945368171021,10,"PAFAH1B3","p_val_adj<0.05"
"HLA-DQB1",3.39397436216316e-77,1.07775369725337,0.823,0.617,8.98894109818913e-73,0.339644970414201,11,0.42244738893219,11,"HLA-DQB1","p_val_adj<0.05"
"PLEKHF2",3.56460596648476e-77,-1.02342725895733,0.222,0.592,9.44085890223488e-73,0.328947368421053,9,0.507317073170732,10,"PLEKHF2","p_val_adj<0.05"
"POLR3K",3.77527960674756e-77,-0.694682310886687,0.384,0.763,9.99882803847092e-73,0.439086294416244,10,0.591167192429022,10,"POLR3K","p_val_adj<0.05"
"TXNDC11",3.89164822227256e-77,-0.982010091002643,0.35,0.666,1.03070303166889e-72,0.33983286908078,11,0.670281995661605,11,"TXNDC11","p_val_adj<0.05"
"HMGN4",4.15954267290676e-77,-0.524936261275129,0.361,0.733,1.10165487691935e-72,0.355795148247978,9,0.597112860892388,10,"HMGN4","p_val_adj<0.05"
"TP53BP2",5.28733169091736e-77,-0.461383429827384,0.336,0.722,1.40034979833946e-72,0.31304347826087,10,0.55,10,"TP53BP2","p_val_adj<0.05"
"TMEM120A",5.31847594812723e-77,-0.781826976746347,0.382,0.703,1.4085983548615e-72,0.443877551020408,9,0.656399726214921,10,"TMEM120A","p_val_adj<0.05"
"RNPEP",6.81826786681812e-77,-0.773653825339817,0.598,0.84,1.80581824452678e-72,0.399022801302932,10,0.547537227949599,11,"RNPEP","p_val_adj<0.05"
"CDK6",9.66557587758111e-77,-1.11206537098507,0.093,0.435,2.55992777117736e-72,0.336842105263158,10,0.595791805094131,8,"CDK6","p_val_adj<0.05"
"SNN",1.1503367885704e-76,-0.662883723665747,0.15,0.506,3.04666698452871e-72,0.292207792207792,8,0.645099904852521,9,"SNN","p_val_adj<0.05"
"LKAAEAR1",1.31173837646e-76,2.58638950628178,0.235,0.029,3.47413909005431e-72,0.950207468879668,7,0.683333333333333,7,"LKAAEAR1","p_val_adj<0.05"
"CCDC90B",1.32179640071722e-76,-0.345683860253764,0.453,0.769,3.50077776729956e-72,0.445161290322581,9,0.592986850344396,11,"CCDC90B","p_val_adj<0.05"
"USP39",1.37686657318906e-76,-0.671395222343745,0.377,0.738,3.64663111909122e-72,0.317829457364341,10,0.542726679712981,10,"USP39","p_val_adj<0.05"
"CDC42SE2",1.85560273434206e-76,-0.504127145867637,0.655,0.925,4.91456384190496e-72,0.326894502228826,11,0.494019760790432,11,"CDC42SE2","p_val_adj<0.05"
"LOC100419583",2.38408258646032e-76,-0.82245401834942,0.266,0.625,6.31424273024017e-72,0.36996336996337,9,0.63482280431433,10,"LOC100419583","p_val_adj<0.05"
"CCNG2",2.91910580188967e-76,-0.711867046623689,0.225,0.583,7.7312517163048e-72,0.354978354978355,8,0.751650165016502,10,"CCNG2","p_val_adj<0.05"
"FHAD1",3.1052852970466e-76,2.78274569381107,0.324,0.081,8.22434810922791e-72,0.807807807807808,9,0.402366863905325,10,"FHAD1","p_val_adj<0.05"
"SLK",3.17881566653073e-76,-0.614171267951026,0.562,0.874,8.41909329280665e-72,0.317157712305026,11,0.52063841496973,10,"SLK","p_val_adj<0.05"
"FAM65B",3.84968927714777e-76,2.49256352639872,0.279,0.051,1.01959020505259e-71,0.770034843205575,8,0.235849056603774,9,"FAM65B","p_val_adj<0.05"
