"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pd.pt.occupancy","grouped_pd.n.nonzero.pts","gene","sig"
"VSIG2",0.00101666645066834,1.03157472554665,0.352,0.343,1,0.408839779005525,8,0.796348314606742,7,"VSIG2","NS"
"NDE1",0.00102184927036602,0.402464702533547,0.339,0.42,1,0.339080459770115,10,0.469036697247706,10,"NDE1","NS"
"EIF4A2",0.00103774234991186,0.404488599165507,0.828,0.9,1,0.316470588235294,11,0.488235294117647,11,"EIF4A2","NS"
"LATS1",0.00104727662890192,1.13483652352063,0.261,0.341,1,0.425373134328358,11,0.648305084745763,10,"LATS1","NS"
"MARCKSL1",0.00106148542857475,0.506405540839175,0.66,0.78,1,0.438053097345133,11,0.591358024691358,10,"MARCKSL1","NS"
"MBD6",0.00106762999808663,1.01392088610758,0.234,0.197,1,0.308333333333333,10,0.537897310513447,10,"MBD6","NS"
"TRIM33",0.00106910183398346,0.38818499025319,0.364,0.455,1,0.374331550802139,10,0.571881606765328,11,"TRIM33","NS"
"STRBP",0.00108778797936923,0.33296572793659,0.538,0.638,1,0.430379746835443,11,0.573584905660377,10,"STRBP","NS"
"MIRLET7BHG",0.00109182945895359,1.70030406767785,0.239,0.205,1,0.510204081632653,9,0.651764705882353,9,"MIRLET7BHG","NS"
"CCHCR1",0.0010961476128015,0.481092505262422,0.247,0.318,1,0.362204724409449,11,0.500756429652042,10,"CCHCR1","NS"
"UBR4",0.00111865653808759,0.419019948337136,0.537,0.658,1,0.317604355716878,11,0.542794440380395,11,"UBR4","NS"
"CAPN7",0.00112873348087115,0.279866165779442,0.336,0.426,1,0.344927536231884,9,0.657627118644068,10,"CAPN7","NS"
"HSPA1L",0.00112931742366335,0.936765575872433,0.119,0.084,1,0.442622950819672,8,0.64367816091954,7,"HSPA1L","NS"
"EXOC7",0.00113760582601353,0.354907348519648,0.523,0.626,1,0.329608938547486,11,0.558461538461538,11,"EXOC7","NS"
"GPATCH8",0.00114043975088349,0.455003488296926,0.531,0.669,1,0.387155963302752,12,0.534532374100719,10,"GPATCH8","NS"
"MBD2",0.0011412751185684,0.406355199108427,0.443,0.57,1,0.340659340659341,8,0.508860759493671,10,"MBD2","NS"
"CDK10",0.00114369783811991,0.567344692036541,0.403,0.526,1,0.289855072463768,10,0.525594149908592,10,"CDK10","NS"
"NDUFV2-AS1",0.00114475903967336,1.23070238940781,0.154,0.123,1,0.348101265822785,7,0.737254901960784,8,"NDUFV2-AS1","NS"
"DENND1C",0.00114501792459603,0.943534877674684,0.176,0.252,1,0.314917127071823,9,0.75717017208413,8,"DENND1C","NS"
"DUSP19",0.00117754284089914,1.16361429909313,0.117,0.083,1,0.7,7,0.664739884393064,8,"DUSP19","NS"
"ZNF248",0.00118277651055109,0.663546560479214,0.122,0.173,1,0.384,9,0.724233983286908,9,"ZNF248","NS"
"CCDC112",0.00119208035470925,0.578694531912819,0.261,0.346,1,0.369402985074627,10,0.66016713091922,10,"CCDC112","NS"
"TTC5",0.00119236447213191,0.748559029065002,0.298,0.264,1,0.57516339869281,10,0.523722627737226,10,"TTC5","NS"
"STX5",0.00119810397998314,0.70721837244344,0.32,0.411,1,0.331306990881459,10,0.647953216374269,11,"STX5","NS"
"LINC00673",0.00123504753269404,0.297434881866812,0.486,0.6,1,0.414829659318637,10,0.482758620689655,10,"LINC00673","NS"
"WBSCR27",0.00123545272256434,1.15602688108423,0.398,0.426,1,0.54278728606357,9,0.624153498871332,8,"WBSCR27","NS"
"SPATA24",0.00123734559115968,1.20894678086786,0.228,0.205,1,0.658119658119658,9,0.743529411764706,10,"SPATA24","NS"
"ACIN1",0.00124048777280645,0.737206605438387,0.679,0.769,1,0.368723098995696,11,0.5184721352536,10,"ACIN1","NS"
"EPG5",0.00124345437848981,1.18507754456522,0.204,0.162,1,0.334928229665072,8,0.486646884272997,10,"EPG5","NS"
"SFTA2",0.00125742255760954,0.748250088807398,0.583,0.64,1,0.474123539232053,11,0.704511278195489,9,"SFTA2","NS"
"KMT2B",0.00126156403530761,0.778964966950499,0.286,0.38,1,0.418367346938776,10,0.564556962025316,11,"KMT2B","NS"
"UPF2",0.00126912847117407,0.359614597316191,0.524,0.652,1,0.358736059479554,11,0.504431314623338,10,"UPF2","NS"
"PLBD1-AS1",0.00127171127025751,0.564257300888625,0.131,0.186,1,0.57037037037037,9,0.852713178294574,7,"PLBD1-AS1","NS"
"ERBB2",0.00127263659201799,0.910583511516124,0.644,0.713,1,0.399394856278366,10,0.62255232950709,11,"ERBB2","NS"
"PTBP2",0.00127693160633393,1.03690504935413,0.265,0.231,1,0.397058823529412,9,0.528066528066528,9,"PTBP2","NS"
"MICU2",0.00130820419944331,0.310888699626664,0.426,0.533,1,0.315789473684211,10,0.634146341463415,11,"MICU2","NS"
"RP9P",0.00131312949026824,0.98302807608787,0.262,0.227,1,0.405204460966543,9,0.415254237288136,10,"RP9P","NS"
"SUDS3",0.0013299483918628,0.298707783598917,0.547,0.728,1,0.430604982206406,11,0.4738929279577,10,"SUDS3","NS"
"ZBTB3",0.00133839751510341,0.3601548299589,0.099,0.141,1,0.362745098039216,8,0.653061224489796,10,"ZBTB3","NS"
"MVD",0.00134580590070231,0.431765506975462,0.299,0.374,1,0.296416938110749,10,0.586118251928021,11,"MVD","NS"
"NME6",0.00135033829468294,0.583800842494958,0.395,0.525,1,0.46551724137931,9,0.599082568807339,11,"NME6","NS"
"ARRDC2",0.00135638261946238,0.394099746765821,0.352,0.448,1,0.502762430939227,9,0.545649838882922,10,"ARRDC2","NS"
"EIF2AK4",0.00136440173198652,0.637563333201361,0.601,0.679,1,0.376012965964344,10,0.530829199149539,11,"EIF2AK4","NS"
"ARIH1",0.00136531346076033,0.83119567402527,0.589,0.627,1,0.345454545454545,10,0.552570990023024,10,"ARIH1","NS"
"RAB27A",0.00137685605669163,0.813526233166481,0.562,0.589,1,0.363951473136915,12,0.54656862745098,10,"RAB27A","NS"
"TNK1",0.00137775909075179,0.444621816277298,0.179,0.236,1,0.347826086956522,8,0.612244897959184,10,"TNK1","NS"
"GNAI3",0.00140727403687432,0.301984485619312,0.575,0.729,1,0.326565143824027,11,0.527392739273927,10,"GNAI3","NS"
"SPIRE1",0.0014169973265235,0.619689742779101,0.291,0.255,1,0.438127090301003,8,0.604914933837429,11,"SPIRE1","NS"
"LRRC8E",0.00142164382016766,0.683368712742681,0.159,0.119,1,0.337423312883436,9,0.576612903225806,8,"LRRC8E","NS"
"TCEAL1",0.00142423833106523,0.492628530961019,0.418,0.542,1,0.375291375291375,10,0.645075421472937,11,"TCEAL1","NS"
"TTF1",0.0014602534230731,0.415032201800447,0.316,0.411,1,0.418461538461538,10,0.550877192982456,11,"TTF1","NS"
"NCOR2",0.00146050267613068,0.892617524580806,0.526,0.551,1,0.37962962962963,11,0.475567190226876,10,"NCOR2","NS"
"DYNC1H1",0.00146810346456251,0.657578380017552,0.789,0.819,1,0.37037037037037,12,0.542621987066431,11,"DYNC1H1","NS"
"FLVCR1",0.00148001029507069,0.940837641328043,0.238,0.199,1,0.295081967213115,10,0.476997578692494,10,"FLVCR1","NS"
"FZR1",0.00149043433101144,0.340670964784437,0.224,0.296,1,0.317391304347826,8,0.442276422764228,10,"FZR1","NS"
"TAF4",0.00152355069792126,0.599493126870084,0.09,0.133,1,0.369565217391304,10,0.66304347826087,8,"TAF4","NS"
"ALDH3A1",0.001531581053789,-2.32650459477938,0.371,0.346,1,0.522309711286089,8,0.824512534818941,8,"ALDH3A1","NS"
"IFNLR1",0.0015479721499426,1.36845332769102,0.128,0.092,1,0.351145038167939,8,0.424083769633508,8,"IFNLR1","NS"
"LOC101927043",0.00155006179958164,0.40436294163332,0.132,0.183,1,0.485294117647059,9,0.842105263157895,7,"LOC101927043","NS"
"CEP170B",0.00156995622778894,0.745270688925356,0.313,0.287,1,0.367601246105919,10,0.543624161073825,10,"CEP170B","NS"
"ANP32E",0.00157495392771951,0.37805015444765,0.749,0.781,1,0.335500650195059,11,0.527743526510481,11,"ANP32E","NS"
"LOC100133315",0.00157863384114318,0.472699195256493,0.08,0.119,1,0.426829268292683,7,0.676113360323887,8,"LOC100133315","NS"
"TCF3",0.00157967818706466,0.565152913900502,0.245,0.321,1,0.416666666666667,9,0.576576576576577,10,"TCF3","NS"
"HERC1",0.001590562246608,0.696597636234808,0.344,0.434,1,0.504249291784703,10,0.601553829078801,10,"HERC1","NS"
"HAUS5",0.00159920783238905,0.695759568033022,0.265,0.223,1,0.345588235294118,11,0.52267818574514,10,"HAUS5","NS"
"IFITM10",0.00160114001322895,0.755257057521574,0.17,0.237,1,0.542857142857143,10,0.610547667342799,9,"IFITM10","NS"
"CLUHP3",0.00160402030103518,0.793559039650211,0.145,0.109,1,0.422818791946309,9,0.480176211453745,9,"CLUHP3","NS"
"LOC389831",0.00161023045361249,0.411344272639334,0.231,0.307,1,0.50210970464135,8,0.84458398744113,8,"LOC389831","NS"
"CEPT1",0.00161561159001868,0.443069494219899,0.314,0.373,1,0.425465838509317,10,0.667525773195876,11,"CEPT1","NS"
"DIS3L2",0.00162913723054332,0.403792364121969,0.274,0.343,1,0.402135231316726,9,0.492286115007013,10,"DIS3L2","NS"
"KIAA2026",0.00163792676942743,0.454989282630052,0.33,0.416,1,0.324483775811209,11,0.590751445086705,10,"KIAA2026","NS"
"TUG1",0.00163996906310247,0.385724070500453,0.569,0.649,1,0.429794520547945,11,0.672106824925816,10,"TUG1","NS"
"CEP164",0.0016428048815119,1.27343349433719,0.355,0.351,1,0.449315068493151,9,0.570644718792867,10,"CEP164","NS"
"VPS53",0.00166125177414608,0.649108263335261,0.501,0.505,1,0.318446601941748,12,0.550047664442326,10,"VPS53","NS"
"RRP1B",0.00166452059764684,0.364901985712369,0.368,0.466,1,0.478835978835979,10,0.499484004127967,10,"RRP1B","NS"
"DOT1L",0.0016698377999974,0.643289112955573,0.173,0.135,1,0.466292134831461,10,0.373665480427046,10,"DOT1L","NS"
"LOC100132215",0.00167969190060471,0.699192336231278,0.141,0.106,1,0.503448275862069,9,0.454545454545455,10,"LOC100132215","NS"
"MOB1B",0.00168960432650937,0.331532618803693,0.137,0.187,1,0.368794326241135,7,0.619537275064267,9,"MOB1B","NS"
"NFIL3",0.00170800831376271,0.404789698186544,0.324,0.417,1,0.405405405405405,9,0.6239907727797,10,"NFIL3","NS"
"EPN1",0.00172117952240974,0.340107489109361,0.311,0.4,1,0.347962382445141,10,0.519230769230769,9,"EPN1","NS"
"AKAP8",0.001728787114769,0.781207872539395,0.448,0.435,1,0.369565217391304,11,0.514950166112957,11,"AKAP8","NS"
"ZBTB7C",0.00174826476916712,1.07565100497943,0.234,0.192,1,0.4,9,0.756281407035176,10,"ZBTB7C","NS"
"C10orf32",0.00175957955790486,0.795658830091549,0.553,0.632,1,0.408450704225352,10,0.589041095890411,11,"C10orf32","NS"
"TET3",0.00176636141644468,0.416300930946571,0.216,0.279,1,0.337837837837838,8,0.639032815198618,10,"TET3","NS"
"ZNF444",0.00177004951399269,1.11517643644713,0.347,0.324,1,0.359550561797753,9,0.528189910979229,10,"ZNF444","NS"
"CCT6B",0.00178256083895432,0.494540189393605,0.129,0.177,1,0.507575757575758,9,0.746594005449591,10,"CCT6B","NS"
"MOB3A",0.00178735288470818,0.556543414327125,0.292,0.361,1,0.41,11,0.529960053262317,11,"MOB3A","NS"
"BBS1",0.00179180512836283,0.791757906213153,0.28,0.371,1,0.458333333333333,10,0.686121919584955,11,"BBS1","NS"
"PAXIP1-AS1",0.00181345305733167,0.751892461797651,0.303,0.407,1,0.408360128617363,9,0.74792899408284,10,"PAXIP1-AS1","NS"
"CARD8",0.00182053035405363,0.576309916510915,0.169,0.131,1,0.333333333333333,10,0.472527472527473,10,"CARD8","NS"
"CTDSPL2",0.00187850860241328,0.328381575178159,0.283,0.363,1,0.40893470790378,10,0.557615894039735,9,"CTDSPL2","NS"
"PNKD",0.0019089933281337,0.333392657450996,0.806,0.854,1,0.314009661835749,10,0.541408450704225,11,"PNKD","NS"
"IKZF2",0.00192137994995043,0.471467921134113,0.275,0.357,1,0.361702127659574,8,0.650472334682861,9,"IKZF2","NS"
"DHRS11",0.00192550566737902,0.74998288413113,0.208,0.17,1,0.355140186915888,8,0.451977401129944,9,"DHRS11","NS"
"PIGZ",0.00195120773798299,0.503788494716531,0.119,0.165,1,0.336065573770492,8,0.634502923976608,10,"PIGZ","NS"
"ABHD16B",0.00195187227084003,0.267947317608247,0.076,0.115,1,0.294871794871795,7,0.705882352941177,7,"ABHD16B","NS"
"TAF1D",0.00195211059943013,0.42816039884982,0.569,0.705,1,0.36986301369863,10,0.452868852459016,10,"TAF1D","NS"
"SBF1",0.00197164801809525,0.877848372468932,0.315,0.42,1,0.444444444444444,8,0.782110091743119,9,"SBF1","NS"
"ZNF189",0.00197513728854734,0.553083797778786,0.132,0.181,1,0.470588235294118,8,0.691489361702128,9,"ZNF189","NS"
"MTERF2",0.00198907040953281,0.26419955051744,0.232,0.292,1,0.361344537815126,10,0.609555189456343,10,"MTERF2","NS"
"SDC3",0.00199770710483321,1.12646788228624,0.172,0.237,1,0.514124293785311,10,0.709349593495935,9,"SDC3","NS"
"ERP27",0.00201709905943858,1.4413510696552,0.377,0.394,1,0.695090439276486,7,0.850855745721271,10,"ERP27","NS"
"SOCS3",0.00202636150751797,0.476105988471428,0.622,0.778,1,0.363067292644757,12,0.521658415841584,11,"SOCS3","NS"
"MON1A",0.00203827140746929,0.681935929348631,0.143,0.107,1,0.346938775510204,9,0.340807174887892,10,"MON1A","NS"
"PMS2P5",0.0020514430075126,0.653141081501904,0.23,0.304,1,0.296610169491525,10,0.545166402535658,9,"PMS2P5","NS"
"SNORD12C",0.00205257105372487,1.52455669247653,0.252,0.231,1,0.38996138996139,9,0.486486486486487,8,"SNORD12C","NS"
"PITPNM3",0.00205658472479807,0.65492455403494,0.174,0.234,1,0.374301675977654,10,0.714579055441478,7,"PITPNM3","NS"
"CTC-338M12.4",0.00206469223127397,0.679017657737062,0.206,0.278,1,0.35377358490566,9,0.466204506065858,9,"CTC-338M12.4","NS"
"PIAS4",0.00207904214146585,0.958554470816097,0.288,0.256,1,0.317567567567568,11,0.464285714285714,10,"PIAS4","NS"
"TRAK1",0.00208508647432649,0.451521985783316,0.484,0.617,1,0.482897384305835,10,0.6801872074883,11,"TRAK1","NS"
"POMT1",0.002088504038234,0.710528013007802,0.266,0.221,1,0.32967032967033,10,0.594771241830065,9,"POMT1","NS"
"SPACA6P",0.00210511909506837,0.378405261995524,0.084,0.123,1,0.383720930232558,8,0.654901960784314,10,"SPACA6P","NS"
"HEATR5A",0.00211249533331764,0.418261861342103,0.463,0.57,1,0.376842105263158,10,0.717299578059072,11,"HEATR5A","NS"
"ZKSCAN1",0.00211919465988072,0.381859677958968,0.671,0.779,1,0.404934687953556,11,0.589252625077208,11,"ZKSCAN1","NS"
"TCF7L2",0.00212705061595173,0.490425944647729,0.511,0.666,1,0.333333333333333,12,0.534682080924855,10,"TCF7L2","NS"
"LINC00672",0.00212725465780263,1.14147101972268,0.133,0.101,1,0.430656934306569,7,0.650717703349282,7,"LINC00672","NS"
"GUSBP1",0.00212904773855985,0.907166450914235,0.33,0.308,1,0.693215339233038,9,0.52418096723869,10,"GUSBP1","NS"
"ZNF611",0.00213056501196444,0.587429653310318,0.221,0.286,1,0.361233480176211,9,0.621212121212121,10,"ZNF611","NS"
"MKKS",0.00213282942211702,0.404819684938949,0.469,0.598,1,0.338174273858921,12,0.585346215780998,10,"MKKS","NS"
"THAP9",0.0021410685980231,0.419856448401906,0.073,0.11,1,0.306666666666667,8,0.624454148471616,7,"THAP9","NS"
"TAF5",0.00215706255529694,0.336230157111875,0.079,0.117,1,0.358024691358025,9,0.489711934156379,9,"TAF5","NS"
"ANKEF1",0.00216229518673912,0.448411581766104,0.226,0.301,1,0.448275862068966,7,0.6768,10,"ANKEF1","NS"
"IFI16",0.00218871050738242,-0.356786223297848,0.609,0.619,1,0.3744,11,0.42968142968143,9,"IFI16","NS"
"ZSWIM8",0.00222971252346578,0.633792857202818,0.238,0.314,1,0.340163934426229,9,0.605828220858896,11,"ZSWIM8","NS"
"SAPCD1-AS1",0.00223424453746217,0.932885807318837,0.11,0.079,1,0.743362831858407,9,0.842424242424242,8,"SAPCD1-AS1","NS"
"SMU1",0.00225285161601642,0.399460987760851,0.711,0.842,1,0.334246575342466,12,0.512864493996569,10,"SMU1","NS"
"C19orf24",0.0022598815538211,0.652462981159369,0.63,0.763,1,0.335394126738794,9,0.563682219419924,11,"C19orf24","NS"
"GRAMD2",0.00231308057134559,0.697792671626988,0.325,0.291,1,0.5,11,0.728925619834711,8,"GRAMD2","NS"
"UBN2",0.00232927498791149,0.652670600556088,0.387,0.484,1,0.370277078085642,9,0.608349900596421,11,"UBN2","NS"
"FILIP1L",0.00239608310840021,0.698482068154954,0.238,0.32,1,0.610655737704918,9,0.819548872180451,10,"FILIP1L","NS"
"SETD1A",0.00240650917537528,0.494108953287167,0.2,0.266,1,0.351219512195122,9,0.614828209764919,10,"SETD1A","NS"
"PNKP",0.00241616978231887,0.466025854411774,0.447,0.583,1,0.420479302832244,9,0.520231213872832,10,"PNKP","NS"
"GOSR1",0.00242195242357152,0.26261427296757,0.627,0.796,1,0.372670807453416,11,0.542321644498186,10,"GOSR1","NS"
"TRIM2",0.00246231998458361,0.297136349174488,0.611,0.749,1,0.371019108280255,11,0.560051380860629,10,"TRIM2","NS"
"TUT1",0.00246425905055966,0.693820588962702,0.389,0.484,1,0.4275,12,0.642147117296223,11,"TUT1","NS"
"PSD3",0.00247848880523496,0.791980903148072,0.451,0.438,1,0.360691144708423,9,0.558241758241758,10,"PSD3","NS"
"ZFAT",0.00250491849711951,0.995088057231638,0.066,0.102,1,0.294117647058824,8,0.545023696682464,10,"ZFAT","NS"
"RYR1",0.00251424506505342,0.671523969738975,0.168,0.134,1,0.734104046242775,8,0.634408602150538,7,"RYR1","NS"
"APOO",0.00252606090764923,0.638035974946988,0.452,0.625,1,0.551724137931034,11,0.587827426810478,10,"APOO","NS"
"MTF1",0.00252896091016249,0.341796469819771,0.394,0.491,1,0.441975308641975,10,0.545543584720862,10,"MTF1","NS"
"C1RL",0.00257910223317812,0.908029840522257,0.359,0.473,1,0.501355013550135,9,0.665987780040733,11,"C1RL","NS"
"KIF13A",0.00258436776916481,0.43576277756162,0.48,0.595,1,0.432048681541582,10,0.502021018593371,10,"KIF13A","NS"
"PDK2",0.0025865780338297,0.492927346621125,0.388,0.505,1,0.326633165829146,12,0.606666666666667,10,"PDK2","NS"
"UBE2S",0.0025971179274173,-0.406602440036144,0.682,0.654,1,0.325714285714286,9,0.448123620309051,10,"UBE2S","NS"
"GCHFR",0.0026063931756813,0.548735738775846,0.623,0.692,1,0.3640625,12,0.638830897703549,10,"GCHFR","NS"
"SEPSECS-AS1",0.00262183286243871,0.755409697296774,0.081,0.121,1,0.578313253012048,8,0.828685258964143,8,"SEPSECS-AS1","NS"
"RBAK",0.00263596761013779,1.30070066878639,0.193,0.256,1,0.560606060606061,8,0.691729323308271,9,"RBAK","NS"
"RPTOR",0.00264128843221514,0.488257457916172,0.116,0.162,1,0.352941176470588,7,0.517857142857143,10,"RPTOR","NS"
"CCT6P1",0.0026689272092331,0.90535679635092,0.184,0.244,1,0.396825396825397,9,0.62007874015748,9,"CCT6P1","NS"
"TGM2",0.0026695267777841,0.873087098097023,0.692,0.752,1,0.471167369901547,10,0.580665813060179,10,"TGM2","NS"
"LINC00526",0.00270146711874911,0.310499201090756,0.086,0.126,1,0.420454545454545,7,0.687022900763359,11,"LINC00526","NS"
"ABCA11P",0.00271364987774432,0.873636871163578,0.149,0.205,1,0.30718954248366,10,0.586854460093897,9,"ABCA11P","NS"
"ZNF592",0.00277256290166784,0.250683110518844,0.238,0.302,1,0.39344262295082,10,0.603503184713376,10,"ZNF592","NS"
"ATAD3C",0.00278163604959463,0.631477543497247,0.509,0.577,1,0.476099426386233,11,0.588824020016681,11,"ATAD3C","NS"
"MRPL4",0.00279308071987183,0.673689319678565,0.585,0.673,1,0.306156405990017,12,0.478540772532189,10,"MRPL4","NS"
"SEC24A",0.00280948979791301,0.637681751698826,0.38,0.493,1,0.412820512820513,10,0.66796875,11,"SEC24A","NS"
"CYSTM1",0.00282431227083505,0.72585884087615,0.799,0.888,1,0.355663824604141,12,0.522493224932249,11,"CYSTM1","NS"
"TMEM80",0.00282691903438951,0.845616578630931,0.376,0.353,1,0.347150259067358,10,0.555858310626703,10,"TMEM80","NS"
"ZNF414",0.0028416843238262,0.723374847879791,0.17,0.139,1,0.428571428571429,8,0.519031141868512,9,"ZNF414","NS"
"PGLS",0.00285005892465709,0.471819833975379,0.665,0.79,1,0.32796486090776,11,0.5115712545676,10,"PGLS","NS"
"MAST2",0.00285284381744466,0.739949291996475,0.256,0.338,1,0.425855513307985,10,0.61965811965812,10,"MAST2","NS"
"ILF3",0.0028597679272581,0.567527811255358,0.732,0.799,1,0.345744680851064,11,0.508729680915111,11,"ILF3","NS"
"DVL1",0.00289197274454718,0.534564594724444,0.287,0.373,1,0.308474576271186,9,0.532903225806452,10,"DVL1","NS"
"LOC100505549",0.00289586358931135,0.740149364893365,0.111,0.08,1,0.429824561403509,7,0.385542168674699,9,"LOC100505549","NS"
"KDM4A",0.00289612768763331,0.509839480983667,0.281,0.357,1,0.387543252595156,8,0.566801619433198,11,"KDM4A","NS"
"CCDC102A",0.00292216095630563,0.83296300627089,0.164,0.132,1,0.44047619047619,10,0.660583941605839,9,"CCDC102A","NS"
"DHX40",0.00293197564932447,0.611673875682811,0.482,0.467,1,0.353535353535354,12,0.591143151390319,11,"DHX40","NS"
"RPA2",0.00295410258944618,0.324369665342423,0.488,0.624,1,0.335329341317365,12,0.546646106399383,10,"RPA2","NS"
"SCAPER",0.00297210824735209,0.327718134759419,0.313,0.379,1,0.442367601246106,9,0.543837357052097,10,"SCAPER","NS"
"FASN",0.00297912628232544,0.656590012789107,0.3,0.389,1,0.386363636363636,11,0.381188118811881,10,"FASN","NS"
"IQCK",0.00298596456171207,1.06353539270674,0.408,0.436,1,0.630071599045346,10,0.739514348785872,10,"IQCK","NS"
"NFIC",0.00298997044524187,0.582886407982832,0.675,0.684,1,0.301587301587302,12,0.535538353272343,11,"NFIC","NS"
"ZNF496",0.00299389095366721,0.804111424101243,0.125,0.17,1,0.3828125,9,0.796610169491525,8,"ZNF496","NS"
"SLF1",0.00300485508220607,0.786519830292451,0.258,0.223,1,0.392452830188679,9,0.375,11,"SLF1","NS"
"CEP152",0.00301056956354983,0.505272889589396,0.079,0.113,1,0.444444444444444,7,0.485106382978723,8,"CEP152","NS"
"PSTK",0.00305870077825026,0.302685252667419,0.072,0.109,1,0.418918918918919,8,0.393805309734513,9,"PSTK","NS"
"ZNF678",0.00306961549059588,0.545030309284686,0.15,0.201,1,0.409090909090909,10,0.741007194244604,9,"ZNF678","NS"
"PSCA",0.0031217571965816,1.98540049164401,0.303,0.486,1,0.903536977491961,7,0.89009900990099,8,"PSCA","NS"
"ZNF484",0.00312430963502524,1.34935414411453,0.071,0.105,1,0.452054794520548,7,0.575342465753425,7,"ZNF484","NS"
"ZNF791",0.00312580238861167,0.860021395866078,0.261,0.214,1,0.41044776119403,10,0.572072072072072,9,"ZNF791","NS"
"SETD5",0.00314668941349841,0.403642023537098,0.586,0.714,1,0.307308970099668,11,0.520566419420094,11,"SETD5","NS"
"ABTB1",0.00316265318212893,0.724478292403273,0.247,0.328,1,0.307086614173228,9,0.728340675477239,10,"ABTB1","NS"
"FAM207A",0.00318034873451457,0.780356070762326,0.429,0.433,1,0.369614512471655,8,0.390433815350389,10,"FAM207A","NS"
"ZNF525",0.00318757545284677,0.494847173781793,0.077,0.112,1,0.493670886075949,8,0.586206896551724,9,"ZNF525","NS"
"ADCK1",0.00318982258917646,0.321863769681871,0.073,0.108,1,0.346666666666667,8,0.448888888888889,7,"ADCK1","NS"
"HERC3",0.0032018559001126,0.387947982369888,0.241,0.308,1,0.366935483870968,10,0.466458658346334,10,"HERC3","NS"
"RSG1",0.00321352190854752,0.848813417850332,0.102,0.147,1,0.533333333333333,9,0.813725490196078,8,"RSG1","NS"
"SLC22A18AS",0.00323958433106088,0.520890637539559,0.12,0.167,1,0.40650406504065,9,0.334293948126801,8,"SLC22A18AS","NS"
"RPRD2",0.00324967933278365,0.650711532283076,0.429,0.556,1,0.335600907029478,10,0.645887445887446,10,"RPRD2","NS"
"TPP1",0.00327739945895567,0.34408486272987,0.574,0.703,1,0.374576271186441,9,0.51027397260274,11,"TPP1","NS"
"KIAA0319L",0.00329534526187264,0.606152213672114,0.703,0.704,1,0.354570637119114,11,0.632010943912449,11,"KIAA0319L","NS"
"H2AFX",0.00332366990159708,0.501394002226015,0.524,0.531,1,0.349442379182156,10,0.442028985507246,10,"H2AFX","NS"
"PMAIP1",0.00333488049380244,0.414739035521859,0.652,0.739,1,0.361194029850746,11,0.44921875,10,"PMAIP1","NS"
"ENGASE",0.0033372754979064,0.924258569493839,0.178,0.231,1,0.33879781420765,10,0.4875,10,"ENGASE","NS"
"SCML1",0.00336634668242202,0.582869433048109,0.279,0.238,1,0.362369337979094,9,0.404858299595142,9,"SCML1","NS"
"PTPN23",0.00336768558497563,0.601908958163478,0.214,0.283,1,0.277272727272727,8,0.619694397283531,10,"PTPN23","NS"
"WDR74",0.00341569035453795,0.41938156601252,0.564,0.666,1,0.367875647668394,11,0.497109826589595,10,"WDR74","NS"
"ZNF286A",0.00344686267762662,0.747393751649775,0.222,0.185,1,0.337719298245614,9,0.317708333333333,10,"ZNF286A","NS"
"LINC00869",0.00345564369958973,0.750630051711252,0.511,0.503,1,0.371428571428571,11,0.654875717017208,10,"LINC00869","NS"
"NUP188",0.00346956764254313,0.409526464765622,0.272,0.34,1,0.379928315412186,10,0.45042492917847,10,"NUP188","NS"
"CCDC106",0.00349637787190674,0.549314359419791,0.133,0.104,1,0.313868613138686,7,0.410138248847926,9,"CCDC106","NS"
"RORA-AS1",0.00353846048250032,0.684089055073553,0.122,0.091,1,0.472,7,0.489473684210526,7,"RORA-AS1","NS"
"HLA-DQA1",0.0035497292598761,0.388763490559017,0.359,0.471,1,0.495934959349593,8,0.560327198364008,9,"HLA-DQA1","NS"
"ALG14",0.00357230851378098,0.470111390442131,0.282,0.371,1,0.396551724137931,8,0.592736705577173,10,"ALG14","NS"
"MYO15B",0.00359844541413684,1.18552634162479,0.13,0.1,1,0.481203007518797,8,0.666666666666667,9,"MYO15B","NS"
"RFTN1",0.00360038887229837,0.408115112468021,0.262,0.328,1,0.535315985130111,8,0.839941262848752,9,"RFTN1","NS"
"PRKCDBP",0.0036600623372451,-0.394278498513928,0.279,0.22,1,0.501742160278746,8,0.356673960612691,9,"PRKCDBP","NS"
"ZNF586",0.0036673367486684,0.650722253814875,0.134,0.182,1,0.463768115942029,10,0.447089947089947,9,"ZNF586","NS"
"CSNK1G3",0.00367617962689997,0.317583647284486,0.413,0.497,1,0.379716981132075,10,0.481122942884802,10,"CSNK1G3","NS"
"TRMT6",0.00372277974669845,0.693272362878922,0.339,0.32,1,0.382183908045977,10,0.47218045112782,10,"TRMT6","NS"
"TNS3",0.00373180733747884,0.277064613706985,0.2,0.255,1,0.385365853658537,10,0.540642722117202,10,"TNS3","NS"
"MBD3",0.00376311031024063,1.0758465559569,0.323,0.29,1,0.448795180722892,9,0.475953565505804,10,"MBD3","NS"
"NAV2",0.00377656669501107,0.556456144916644,0.583,0.562,1,0.320534223706177,10,0.68236301369863,10,"NAV2","NS"
"LOC100270746",0.00377715239880128,0.690970486101307,0.119,0.089,1,0.385245901639344,7,0.451086956521739,10,"LOC100270746","NS"
