"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"LILRB3",1.1635126492303e-33,2.3992224934497,0.204,0.048,3.08156325148645e-29,0.40952380952381,4,0.31,8
"USP14",1.21766110443004e-33,-0.599035835579482,0.52,0.755,3.22497543508297e-29,0.421641791044776,5,0.60038240917782,11
"LINC01116",1.33498701680794e-33,-1.99322381652607,0.004,0.241,3.53571311401582e-29,0.5,2,0.512,8
"ZDHHC6",1.39302039552053e-33,-0.650768774242438,0.285,0.587,3.68941451753613e-29,0.387755102040816,6,0.613114754098361,10
"MIR22HG",1.4362709372066e-33,1.28714279268095,0.546,0.313,3.80396357719168e-29,0.491103202846975,5,0.369230769230769,10
"FKBP5",1.43745944910335e-33,-1.22550387488721,0.177,0.474,3.80711135095022e-29,0.593406593406593,5,0.403651115618661,10
"C9orf78",1.4975876051224e-33,-0.499256067082303,0.561,0.859,3.96636077216668e-29,0.42560553633218,5,0.522396416573348,10
"RSRP1",1.59330703130271e-33,1.34519718363091,0.816,0.797,4.21987367240522e-29,0.419047619047619,5,0.502415458937198,10
"TMCC3",1.60993409719318e-33,-2.09956285059343,0.037,0.289,4.26391045641613e-29,0.526315789473684,3,0.465,8
"PER1",1.61194363210862e-33,1.44382888615624,0.517,0.267,4.26923270963967e-29,0.342105263157895,5,0.53971119133574,9
"LINC00982",1.63884980229811e-33,1.43779618381117,0.122,0.013,4.34049370138655e-29,0.571428571428571,3,0.357142857142857,8
"APOL3",1.64243225444711e-33,-1.17609268567185,0.132,0.417,4.34998182590317e-29,0.529411764705882,4,0.598615916955017,9
"CNOT11",1.67301181901894e-33,-0.612648149022734,0.489,0.757,4.43097180267167e-29,0.388888888888889,6,0.590851334180432,11
"CEACAM5",1.71000151775769e-33,1.26333037351476,0.383,0.16,4.52893901978123e-29,0.725888324873096,4,0.402402402402402,10
"PLIN3",1.8275009122962e-33,-0.502305337993602,0.464,0.803,4.84013616621648e-29,0.414225941422594,6,0.550629119233074,10
"NHSL1",1.90738414318964e-33,1.83601010041779,0.606,0.462,5.05170690323777e-29,0.458333333333333,6,0.448491155046826,10
"NMD3",1.91348566316927e-33,-0.649102465837912,0.221,0.53,5.06786677890382e-29,0.464912280701754,4,0.617059891107078,10
"OTUD1",1.91647113754356e-33,-1.02885246940852,0.099,0.385,5.07577380778413e-29,0.352941176470588,4,0.735,8
"HDAC8",1.92750948389822e-33,-0.728827323051783,0.373,0.665,5.10500886810444e-29,0.369791666666667,6,0.657494569152788,11
"LBH",1.94271404918759e-33,1.19156918591653,0.425,0.185,5.14527815927334e-29,0.520547945205479,5,0.493506493506494,10
"GALK1",1.97342532332131e-33,-0.276930528267056,0.287,0.642,5.22661696881648e-29,0.472972972972973,5,0.630434782608696,11
"FCGRT",2.01961659724575e-33,0.963089523977862,0.816,0.7,5.34895455780537e-29,0.388095238095238,6,0.379642365887208,11
"RNF183",2.16187468898501e-33,-2.25516249711434,0,0.232,5.7257251137768e-29,NA,0,0.908902691511387,5
"STT3A",2.36482181768165e-33,-0.694646919991158,0.635,0.824,6.26323058412985e-29,0.443425076452599,6,0.558411214953271,11
"C11orf24",2.38307910106013e-33,-0.613617251751824,0.359,0.664,6.31158499915775e-29,0.345945945945946,4,0.662799129804206,10
"NAALADL2",2.41725729985574e-33,-0.805379383769,0.153,0.457,6.40210595866793e-29,0.582278481012658,4,0.842105263157895,9
"DERL3",2.50875868413828e-33,-0.999886662301295,0.064,0.342,6.64444737494024e-29,0.515151515151515,4,0.845070422535211,9
"SPP1",2.53921693544744e-33,-4.62988062730522,0.06,0.308,6.72511605353255e-29,0.838709677419355,3,0.886115444617785,6
"ADH7",2.56953065336789e-33,-3.42948535661291,0.002,0.235,6.80540193544485e-29,1,1,0.983640081799591,3
"EZR",2.60343150229092e-33,-0.407180764093583,0.953,0.984,6.8951883338175e-29,0.376782077393075,6,0.47041564792176,11
"PDE6G",2.6291786367971e-33,-1.99852139081596,0.008,0.246,6.96337961955713e-29,0.5,3,0.976516634050881,6
"TMEM163",2.8225233870388e-33,1.56826396926655,0.245,0.067,7.47545319057225e-29,0.373015873015873,4,0.407142857142857,8
"HADH",2.93026999678997e-33,-0.587140663708653,0.46,0.749,7.76082008649824e-29,0.358649789029536,5,0.582530507385999,10
"BTG1",3.24054774764488e-33,0.620366229969899,0.901,0.92,8.58259070963748e-29,0.383620689655172,6,0.494505494505495,10
"TMEM8B",3.29750584847359e-33,-0.836650915195179,0.169,0.464,8.7334442396823e-29,0.482758620689655,3,0.806016597510373,11
"VDAC3",3.35492643376804e-33,-0.475671204509152,0.662,0.9,8.88552265983466e-29,0.375366568914956,6,0.49572192513369,11
"ATP6V0C",3.57609044452222e-33,1.14053557322353,0.847,0.9,9.4712755423171e-29,0.364678899082569,6,0.487700534759358,11
"AGPAT5",3.77469874900323e-33,-0.990636324725867,0.109,0.4,9.99728963673505e-29,0.482142857142857,3,0.527644230769231,10
"PROS1",3.90337955501804e-33,1.10960935863988,0.28,0.087,1.03381007514653e-28,0.673611111111111,5,0.433333333333333,9
"CXCL16",3.96693591947859e-33,-0.703199531366423,0.79,0.881,1.0506429782739e-28,0.390663390663391,6,0.523211359912616,10
"ALYREF",3.99512506363699e-33,-0.487527385580148,0.33,0.71,1.05810887310426e-28,0.370588235294118,5,0.52135593220339,11
"IL27RA",4.09757189990013e-33,-0.711695410917123,0.229,0.535,1.08524191768855e-28,0.355932203389831,5,0.725719424460432,9
"PTMA",4.22243261078886e-33,0.359377308611711,0.998,0.999,1.11831127696743e-28,0.363813229571984,6,0.465060240963855,11
"RC3H2",4.26231262256745e-33,-0.889464367397018,0.105,0.391,1.12887349808699e-28,0.481481481481481,4,0.653136531365314,10
"CYFIP1",4.43840187778538e-33,-0.310305410775358,0.431,0.727,1.17551073733146e-28,0.441441441441441,5,0.621442753143614,11
"CECR2",4.46444914228429e-33,1.45600836411517,0.398,0.175,1.18240935533399e-28,0.44390243902439,5,0.53168044077135,8
"MGAT3",4.49142164613194e-33,1.88911176034805,0.134,0.018,1.18955302297804e-28,1,1,0.540540540540541,3
"DDX17",4.66530063371188e-33,0.785835658667845,0.946,0.903,1.23560487283859e-28,0.363449691991786,6,0.51092168353756,11
"DHRS13",4.96486690640622e-33,-0.341574877584104,0.155,0.473,1.31494500016169e-28,0.6,4,0.69857433808554,10
"PAPD4",4.97220953829079e-33,-0.477111079474397,0.21,0.529,1.31688969621632e-28,0.564814814814815,5,0.683348498635123,10
"PDXDC2P",5.10051231103992e-33,1.59391745328813,0.581,0.369,1.35087068557892e-28,0.421404682274247,6,0.550913838120104,11
"SIGMAR1",5.29438321598753e-33,-0.549409302819928,0.443,0.777,1.4022173947543e-28,0.37280701754386,6,0.514551083591331,10
"OSMR",5.6250627464299e-33,-0.732274651717135,0.697,0.841,1.48979786839196e-28,0.353760445682451,6,0.545506582713223,10
"RBM15B",5.73762693047591e-33,-0.587394015613511,0.336,0.632,1.51961049253655e-28,0.346820809248555,5,0.697108066971081,10
"RERE",5.77883050756174e-33,1.1175717722802,0.767,0.616,1.53052325992773e-28,0.387341772151899,4,0.53671875,10
"BST2",5.80398205915752e-33,0.405766438456978,0.905,0.514,1.53718464836787e-28,0.371244635193133,6,0.565949485500468,11
"SLC25A10",5.90258681925402e-33,-0.379557795315421,0.212,0.545,1.56330011907943e-28,0.522935779816514,5,0.56095406360424,9
"MTA3",5.93540017304504e-33,-0.271080894261393,0.34,0.68,1.57199073583098e-28,0.52,4,0.629157820240623,10
"TMEM177",6.01105400177731e-33,-1.01282806802516,0.146,0.429,1.59202765237072e-28,0.4,5,0.665919282511211,10
"OGFOD3",6.09490417216486e-33,-0.496407156670886,0.332,0.672,1.61423536999786e-28,0.473684210526316,5,0.60486757337151,11
"PITRM1",6.26363475101097e-33,-0.491457024212454,0.375,0.671,1.65892366380526e-28,0.487046632124352,4,0.609318996415771,10
"BMS1P21",6.34072561649184e-33,1.35283285221235,0.107,0.009,1.67934117952786e-28,0.636363636363636,3,0.526315789473684,7
"FADS3",6.37291821391112e-33,1.43851768165196,0.425,0.191,1.68786738895436e-28,0.520547945205479,6,0.435768261964736,10
"ERGIC1",6.40651719760479e-33,-1.11748485461753,0.722,0.795,1.69676607978563e-28,0.376344086021505,6,0.581972171808832,11
"BTBD16",6.41203911917439e-33,-0.839970977614421,0.014,0.253,1.69822856071334e-28,0.428571428571429,3,0.908745247148289,6
"FAM220A",6.59254664888565e-33,-1.02712711753028,0.351,0.611,1.74603597995737e-28,0.414364640883978,6,0.743104806934594,10
"VTI1B",6.68235941486464e-33,-0.417913576686291,0.617,0.863,1.7698228910269e-28,0.371069182389937,5,0.530395984383714,11
"SCN1B",6.94319419903848e-33,-1.74524498177998,0.023,0.266,1.83890498361534e-28,0.583333333333333,3,0.938405797101449,7
"DNMBP-AS1",6.99945990530247e-33,-0.503218995599746,0.031,0.287,1.85380695591936e-28,0.4375,4,0.921140939597315,6
"HSP90AB1",7.0237883369477e-33,0.445847155441273,0.992,0.996,1.8602503410406e-28,0.365949119373777,6,0.465925567907202,11
"ZNHIT3",7.23489526110346e-33,-0.424015447639615,0.402,0.714,1.91616200990325e-28,0.42512077294686,6,0.578840970350404,10
"NRP1",7.39654957544754e-33,-0.735876929860189,0.25,0.534,1.95897615505728e-28,0.434108527131783,6,0.534234234234234,10
"WIPF3",7.70191934808436e-33,-1.18743107444824,0.068,0.333,2.03985333934014e-28,0.571428571428571,3,0.883116883116883,7
"LINC01132",7.73395660235439e-33,1.94061084388668,0.113,0.011,2.04833840613356e-28,0.396551724137931,4,0.434782608695652,6
"HAUS4",7.75669485671373e-33,-0.836951184022672,0.518,0.732,2.05436063280063e-28,0.370786516853933,5,0.624589086127548,10
"OPA1",7.82498100362959e-33,-0.519761881405141,0.249,0.56,2.0724462188113e-28,0.34375,4,0.597938144329897,11
"SYAP1",7.86549786279232e-33,-0.491300223459716,0.783,0.91,2.08317710896055e-28,0.399503722084367,6,0.50845665961945,10
"HERC4",8.01689035318874e-33,-0.325272265632184,0.249,0.564,2.12327341004204e-28,0.515625,5,0.542662116040956,10
"CLSTN1",8.26542218240351e-33,-0.333609853924179,0.596,0.873,2.18909706500957e-28,0.387622149837134,6,0.514884233737597,11
"FAM213B",8.3688700191589e-33,-0.301907311429855,0.239,0.556,2.21649522457424e-28,0.51219512195122,5,0.747186147186147,9
"PPARD",8.88240795616023e-33,0.27959677442102,0.235,0.562,2.35250574718904e-28,0.355371900826446,6,0.662671232876712,9
"RNF170",9.75250225927049e-33,-0.427864929119234,0.359,0.636,2.58295022336779e-28,0.372972972972973,6,0.682299546142209,10
"CD47",1.01853854435174e-32,-0.508384138626464,0.948,0.976,2.69759933471559e-28,0.379098360655738,6,0.47534516765286,11
"OAF",1.05414575609252e-32,-1.3310922344812,0.074,0.344,2.79190503501103e-28,0.631578947368421,3,0.524475524475524,9
"CTGF",1.05512885722123e-32,1.13573783875211,0.322,0.113,2.79450877835042e-28,0.506024096385542,5,0.353191489361702,8
"IRF4",1.05537760064498e-32,1.21093254048198,0.14,0.02,2.79516757530823e-28,0.625,4,0.80952380952381,3
"IDUA",1.07511417996006e-32,-0.37398775425097,0.163,0.48,2.84743990562423e-28,0.452380952380952,3,0.75751503006012,8
"EGLN1",1.10404629763581e-32,-0.669248893079091,0.447,0.692,2.92406661928845e-28,0.321739130434783,6,0.663883089770355,11
"ACAT1",1.10649772293334e-32,1.3427171534448,0.66,0.47,2.93055921918895e-28,0.444117647058824,5,0.361680327868852,10
"IGFBP2",1.1250129569135e-32,1.54213978982299,0.713,0.63,2.9795968163854e-28,0.44141689373297,5,0.411764705882353,10
"ZSWIM5",1.13655719731089e-32,2.21626546949481,0.163,0.03,3.01017173707789e-28,0.55952380952381,5,0.451612903225806,9
"LSM6",1.15195173923646e-32,-0.320405486700466,0.373,0.776,3.05094418136778e-28,0.385416666666667,6,0.516749379652605,10
"LAMP2",1.19488985971624e-32,-0.687886366629329,0.79,0.87,3.16466579345847e-28,0.361179361179361,6,0.527946873270614,11
"CHMP1B",1.22254821384074e-32,-0.451122326285422,0.724,0.917,3.23791894435721e-28,0.410187667560322,6,0.501573976915005,11
"PPP2R1B",1.22975914201771e-32,-0.840772259799077,0.301,0.579,3.2570170876339e-28,0.412903225806452,5,0.716541978387365,11
"HIF1AN",1.24152429215616e-32,-0.381774099346131,0.254,0.565,3.28817708777559e-28,0.404580152671756,5,0.657021276595745,10
"PPIF",1.40170888652065e-32,-1.16897233713005,0.291,0.59,3.71242598594995e-28,0.44,6,0.437194127243067,11
"PTGR1",1.43106446136517e-32,-1.62400144653104,0.499,0.741,3.79017422592566e-28,0.342412451361868,6,0.388961038961039,11
"SECTM1",1.46360000979185e-32,-0.346454133254747,0.46,0.733,3.87634462593372e-28,0.49789029535865,6,0.624671916010499,7
"TDRD7",1.62905973577654e-32,-1.00679285694736,0.089,0.367,4.31456471020416e-28,0.456521739130435,4,0.706036745406824,9
"HAGLR",1.69532565725055e-32,1.24557211557363,0.379,0.153,4.49007000322809e-28,0.451282051282051,4,0.405660377358491,7
"PEX26",1.73092888870599e-32,-0.599524359572871,0.132,0.422,4.58436516173781e-28,0.338235294117647,5,0.746864310148233,9
"MAPT",1.7547739198005e-32,1.27100008506261,0.134,0.018,4.64751872659163e-28,0.594202898550725,4,0.236842105263158,7
"CDKN1C",1.76708578062087e-32,0.888141408248647,0.538,0.301,4.68012668997437e-28,0.418772563176895,6,0.431309904153355,10
"CCM2",1.76981490015953e-32,-0.535362086294513,0.48,0.753,4.68735476307251e-28,0.404858299595142,6,0.605498721227621,11
"RNF34",1.79308673501799e-32,-0.402609088604205,0.346,0.672,4.74899021769514e-28,0.432584269662921,5,0.534001431639227,11
"MAP3K8",1.85819407345319e-32,-0.734597186407411,0.254,0.584,4.92142700354076e-28,0.480916030534351,4,0.481450948062655,8
"PCBD2",1.87722076539957e-32,-0.398047261636508,0.328,0.659,4.97181919716075e-28,0.337278106508876,6,0.585401459854015,10
"MRPS27",2.03058824910506e-32,-0.722309035216527,0.245,0.543,5.37801297775475e-28,0.436507936507937,4,0.62356067316209,10
"MRPL22",2.12239856059574e-32,-0.456809435298756,0.627,0.887,5.62117258773781e-28,0.396284829721362,6,0.510845986984816,11
"GBP5",2.2071937947208e-32,-2.49652544507696,0.01,0.242,5.84575276531805e-28,0.8,2,0.910536779324056,7
"RPL15",2.4577145680392e-32,-0.374672204304205,0.971,0.997,6.50925703345181e-28,0.374,6,0.465733590733591,11
"TARS",2.47274141128045e-32,-0.524971747194019,0.478,0.758,6.54905562777626e-28,0.426829268292683,6,0.52952380952381,11
"FAM204A",2.58511898173842e-32,-0.428994315274954,0.482,0.808,6.84668762313421e-28,0.391129032258065,6,0.514285714285714,11
"TM9SF3",2.65944085861548e-32,-0.470813159985354,0.658,0.834,7.0435291140431e-28,0.40117994100295,6,0.552221581073283,11
"EPOR",2.67035275275801e-32,1.58367687722859,0.171,0.033,7.07242926567959e-28,0.511363636363636,4,0.308823529411765,8
"HPS5",2.67806571302616e-32,-0.784983527636167,0.381,0.644,7.09285704094979e-28,0.387755102040816,5,0.679372197309417,10
"PRKAA1",2.71587399777736e-32,-0.55877091806066,0.243,0.555,7.19299228311335e-28,0.44,4,0.694974003466205,10
"SLC18B1",2.84334508840995e-32,-1.3730855493276,0.097,0.367,7.53059946665376e-28,0.46,4,0.790301441677588,10
"CYB5R4",2.9648876657904e-32,-1.39536616490866,0.105,0.375,7.85250498284588e-28,0.425925925925926,4,0.783055198973042,10
"SAT2",3.08128432840887e-32,1.36643545734644,0.482,0.252,8.16078154379088e-28,0.403225806451613,5,0.369024856596558,10
"AP3B1",3.08138937017485e-32,-0.476318452297251,0.346,0.66,8.16105974690808e-28,0.438202247191011,5,0.659620991253644,11
"GCA",3.090689658261e-32,-0.595044098281514,0.311,0.639,8.18569155990425e-28,0.4625,5,0.644310474755087,9
"TUFT1",3.14706987789443e-32,-0.511559199480335,0.515,0.762,8.33501457160341e-28,0.456603773584906,6,0.592545799115603,10
"SNHG12",3.17178557412368e-32,1.37659389276485,0.685,0.494,8.40047409306656e-28,0.436260623229462,6,0.366114897760467,9
"MRPS30",3.19825198091718e-32,-0.542021507794871,0.322,0.661,8.47057037145914e-28,0.439759036144578,5,0.518572469045885,10
"TRIP13",3.20866235530459e-32,-1.13991488963094,0.033,0.28,8.49814224802422e-28,0.647058823529412,3,0.573883161512027,10
"ORC5",3.2106500756746e-32,-0.710967472857273,0.216,0.508,8.50340672542417e-28,0.495495495495495,4,0.688151658767773,10
"SSNA1",3.21773823192037e-32,-0.276499715036061,0.532,0.883,8.52217970724109e-28,0.448905109489051,5,0.520174482006543,11
"AIMP1",3.25280438038918e-32,-0.37020159620159,0.617,0.879,8.61505240146075e-28,0.352201257861635,6,0.519715224534502,10
"C17orf75",3.2606621273013e-32,-0.706979959505867,0.219,0.519,8.6358636441575e-28,0.407079646017699,4,0.62987012987013,9
"UTP15",3.30314777611085e-32,-1.17165752900444,0.078,0.348,8.74838688502959e-28,0.35,4,0.636237897648686,11
"MTPAP",3.36239421201301e-32,-0.587072193806294,0.283,0.598,8.90530107051645e-28,0.465753424657534,4,0.55877616747182,11
"FAM120AOS",3.50067025741198e-32,-0.465959507963481,0.536,0.813,9.27152517675563e-28,0.449275362318841,6,0.546745562130178,11
"VNN1",3.84489191359495e-32,-2.0350853277749,0,0.225,1.01831962331562e-27,NA,0,0.927194860813705,7
"HEXA",4.03998842186332e-32,-0.54592889164695,0.662,0.839,1.0699909335305e-27,0.387096774193548,6,0.546184738955823,10
"MAPK8",4.06001640266551e-32,-0.738123761602397,0.175,0.462,1.07529534424596e-27,0.355555555555556,5,0.718002081165453,9
"UGP2",4.10482961113392e-32,-0.767569282276833,0.612,0.785,1.08716412250882e-27,0.412698412698413,5,0.584558823529412,11
"ADCY7",4.17926711178962e-32,2.12955769129693,0.32,0.118,1.10687889455748e-27,0.4,5,0.51219512195122,8
"MIR17HG",4.23294988458089e-32,1.69143501343829,0.32,0.117,1.12109677693125e-27,0.496969696969697,5,0.352459016393443,9
"PTRF",4.29503349309175e-32,0.87921327464746,0.505,0.244,1.13753962064535e-27,0.426923076923077,5,0.507905138339921,11
"APOL6",4.4159491621719e-32,-0.316403416236392,0.526,0.787,1.16956413560123e-27,0.457564575645756,6,0.579462102689487,11
"SHISA2",4.56195788978304e-32,0.839888982367968,0.26,0.075,1.20823454710904e-27,0.432835820895522,5,0.403846153846154,10
"PLEKHA1",4.6642960752627e-32,-0.647863533669747,0.581,0.781,1.23533881553333e-27,0.391304347826087,5,0.586313193588163,10
"DCPS",4.69412790391814e-32,-0.761587929018463,0.227,0.548,1.24323977535272e-27,0.418803418803419,5,0.56414762741652,10
"HLA-DMB",4.77082566392558e-32,1.11879003079066,0.724,0.556,1.26355317709069e-27,0.375335120643432,6,0.456747404844291,10
"FAM65C",4.84522391443869e-32,2.52404801917432,0.231,0.066,1.28325755373909e-27,0.53781512605042,3,0.335766423357664,7
"MFSD3",5.20820735368371e-32,-0.359815133442263,0.225,0.536,1.37939371762313e-27,0.517241379310345,5,0.708258527827648,11
"TMX1",5.25675626162123e-32,-0.476879323595009,0.497,0.778,1.39225189589038e-27,0.38671875,5,0.564975247524752,10
"FAM151B",5.37400652924194e-32,-0.685495656214743,0.087,0.372,1.42330562926973e-27,0.466666666666667,4,0.830310880829015,9
"ZFP36",5.70224150518081e-32,0.454832434258967,0.909,0.917,1.51023866264714e-27,0.371794871794872,6,0.500262467191601,10
"STAP2",5.77041793212233e-32,-0.444170841008174,0.324,0.667,1.5282951893226e-27,0.389221556886228,5,0.545454545454545,10
"BDKRB1",5.7740137532545e-32,-3.20969153288614,0.002,0.228,1.52924754254945e-27,1,1,0.750528541226216,5
"RCCD1",6.23488714185029e-32,-0.585211820965856,0.126,0.418,1.65130985951905e-27,0.4,3,0.611751152073733,9
"MB21D2",6.41455501420441e-32,-2.16261386221785,0.016,0.248,1.69889489551204e-27,0.5,3,0.972815533980583,5
"MMAA",6.5014289044233e-32,-0.837002461574513,0.078,0.349,1.72190344533651e-27,0.45,4,0.724137931034483,7
"ATP6V0A4",6.57624184894056e-32,-1.40507947861446,0.089,0.357,1.74171765369191e-27,0.804347826086957,3,0.966307277628032,6
"DDHD1",6.58659520950212e-32,1.59145268501092,0.27,0.087,1.74445974123664e-27,0.510791366906475,4,0.411111111111111,10
"NME4",6.59636497964204e-32,-0.326895418869069,0.52,0.842,1.74704726485819e-27,0.350746268656716,6,0.547169811320755,11
"CDR1",6.85821482187693e-32,2.15711627716018,0.134,0.019,1.8163981955741e-27,0.710144927536232,4,0.425,4
"CCDC8",6.86779996129115e-32,1.62284530997516,0.124,0.015,1.81893681974796e-27,0.90625,3,0.84375,3
"ITM2B",7.04829427645574e-32,-0.282159984619274,0.92,0.977,1.8667407391193e-27,0.364978902953586,6,0.473658296405711,11
"BUD31",7.07782134800024e-32,-0.298437721504018,0.744,0.931,1.87456098401786e-27,0.404699738903394,6,0.495607235142119,11
"NFAT5",7.26199060610938e-32,1.36235863449083,0.771,0.655,1.92333821202807e-27,0.3727959697733,6,0.476855253490081,10
"CLP1",7.29779368801043e-32,-0.97944111469101,0.14,0.425,1.93282065826956e-27,0.458333333333333,3,0.632352941176471,10
"GMDS",7.61274540572146e-32,-0.755134276187073,0.377,0.695,2.01623562070533e-27,0.335051546391753,6,0.511418685121107,10
"PCP2",7.83502963667112e-32,1.12511731049834,0.15,0.025,2.07510759927235e-27,0.558441558441558,4,0.884615384615385,5
"KCND2",8.29978439365198e-32,-1.94239189942548,0.008,0.236,2.19819789665873e-27,0.5,2,0.989795918367347,4
"SLC25A40",8.31126090549976e-32,-0.759869732471547,0.132,0.409,2.20123745082161e-27,0.397058823529412,4,0.841176470588235,9
"CST3",8.51990693411677e-32,0.820647975738673,0.936,0.977,2.25649735150083e-27,0.37551867219917,6,0.474643032988676,11
"PACRGL",8.56477265082465e-32,-0.969870609497038,0.146,0.428,2.26838003657091e-27,0.506666666666667,4,0.776404494382023,9
"CENPW",8.61455956745208e-32,-1.65150215291551,0.07,0.333,2.28156610143968e-27,0.638888888888889,4,0.603174603174603,10
"KMO",8.95392547341794e-32,-1.83338257217576,0.019,0.253,2.37144716163474e-27,0.8,2,0.895238095238095,7
"SLCO2A1",9.331503393458e-32,1.49619425967326,0.124,0.015,2.47144867375735e-27,0.578125,5,0.375,8
"SPR",9.34255519942213e-32,-0.423920013007312,0.551,0.864,2.47437574456695e-27,0.503521126760563,5,0.530362116991643,11
"RBM18",9.44357374454089e-32,-0.544248133066572,0.26,0.58,2.50113050624165e-27,0.402985074626866,5,0.597844112769486,10
"BSPRY",9.46939465392718e-32,-0.459781644934849,0.33,0.653,2.50796917409261e-27,0.458823529411765,6,0.629793510324484,10
"SNX4",9.74830712111408e-32,-0.561809364929,0.369,0.637,2.58183914102706e-27,0.410526315789474,5,0.691609977324263,10
"FEZ1",1.06174871047334e-31,-2.22836036412941,0.014,0.245,2.81204145968863e-27,0.714285714285714,3,0.787819253438114,6
"MVP",1.09257237629007e-31,-0.659971852206634,0.847,0.914,2.89367793860424e-27,0.376146788990826,6,0.505263157894737,11
"NDUFS2",1.11739552139919e-31,-0.4351217197321,0.75,0.874,2.95942203842577e-27,0.370466321243523,6,0.526692350027518,10
"GOLGA7",1.1468661340783e-31,-0.481246780121073,0.456,0.761,3.03747495610637e-27,0.378723404255319,6,0.567994939911448,11
"ARHGEF34P",1.15472429934024e-31,-0.289424713824282,0.196,0.515,3.05828730680263e-27,0.396039603960396,5,0.621495327102804,10
"RPLP2",1.28247937639567e-31,0.491841554043035,0.979,0.999,3.39664662838393e-27,0.367063492063492,6,0.464354527938343,11
"SFPQ",1.30564109585917e-31,0.818183065804485,0.889,0.916,3.45799044238301e-27,0.399563318777293,6,0.491596638655462,11
"MED4",1.32359028865598e-31,-0.284138461771398,0.384,0.718,3.50552887950535e-27,0.52020202020202,5,0.581099195710456,11
"SLC25A13",1.38984412547521e-31,-0.66797978912165,0.353,0.611,3.6810021663211e-27,0.318681318681319,6,0.711583924349882,11
"SLC35D2",1.4132333789544e-31,-0.374708184692864,0.243,0.572,3.74294860416073e-27,0.384,4,0.624053826745164,10
"SCEL",1.42582444496094e-31,-0.723823009713262,0.247,0.538,3.77629604247905e-27,0.834645669291339,4,0.812891674127126,8
"TSFM",1.462832855227e-31,-0.740179418780547,0.363,0.675,3.87431281706871e-27,0.385026737967914,5,0.543834640057021,10
"RIN1",1.48674184582459e-31,-1.46088840080161,0.021,0.26,3.93763577866642e-27,0.727272727272727,4,0.593345656192237,8
"EML2",1.53672212878337e-31,-0.47357140509965,0.351,0.662,4.07000855808275e-27,0.469613259668508,4,0.558139534883721,9
"UBE2D2",1.54464563139923e-31,-0.280217705682186,0.676,0.915,4.09099395476085e-27,0.364942528735632,5,0.503154574132492,10
"FOXN2",1.55829586397697e-31,-0.470260280985322,0.171,0.47,4.12714659574302e-27,0.386363636363636,5,0.591606960081883,10
"RNF26",1.61964806209586e-31,-0.48036802889546,0.359,0.655,4.28963789246089e-27,0.497297297297297,5,0.646108663729809,10
"KDM6B",1.67476839915267e-31,1.16416473091618,0.627,0.41,4.43562410515584e-27,0.371517027863777,6,0.485915492957746,10
"ACTR2",1.75220136259011e-31,-0.422225784663823,0.736,0.916,4.6407053088199e-27,0.385224274406332,5,0.501050420168067,11
"OLIG1",1.80331194671909e-31,2.33390061472819,0.13,0.018,4.77607169088552e-27,0.686567164179104,3,0.842105263157895,3
"CTNNA1",1.8233451684217e-31,-0.631625005784686,0.901,0.935,4.82912967856488e-27,0.368534482758621,6,0.494595985589295,11
"CHMP3",2.00843895813926e-31,-0.2693813240619,0.509,0.846,5.31935058063183e-27,0.427480916030534,6,0.526465566306204,11
"EXD3",2.02269690055414e-31,-0.41828908282165,0.107,0.397,5.35711274111764e-27,0.381818181818182,4,0.712378640776699,10
"POLR2L",2.13925614140009e-31,0.586415027199457,0.942,0.994,5.66581989049813e-27,0.375257731958763,6,0.465634075508228,11
"RECQL",2.19851932031064e-31,-0.794999055435323,0.155,0.442,5.82277841984274e-27,0.55,4,0.725788900979325,9
"SOCS6",2.22686416335029e-31,-0.683269360759991,0.148,0.434,5.89784973663324e-27,0.473684210526316,4,0.569367369589345,8
"CHODL",2.3404798276594e-31,-1.75923474509241,0.016,0.248,6.19876082355591e-27,0.625,2,0.839147286821705,7
"R3HCC1",2.39639892500487e-31,-0.414243209976696,0.208,0.53,6.3468625528754e-27,0.411214953271028,4,0.579854809437387,10
"DNAJB6",2.39758178711976e-31,-0.422205012555983,0.821,0.957,6.34999536318669e-27,0.397163120567376,6,0.480885311871227,11
"TJP3",2.43551135018893e-31,-0.984487809630834,0.377,0.6,6.45045181097539e-27,0.381443298969072,6,0.761828388131516,10
"CPOX",2.46207040728253e-31,-0.923287472752409,0.097,0.367,6.52079347368779e-27,0.46,4,0.83989501312336,9
"FGD6",2.46426883504115e-31,-0.309641205400305,0.355,0.663,6.52661600960649e-27,0.448087431693989,6,0.638344226579521,9
"SLAIN1",2.49190732423516e-31,1.49023606205692,0.181,0.038,6.59981654823682e-27,0.419354838709677,5,0.531645569620253,5
"ATP6V1B1",2.56593262296722e-31,-1.30015940682184,0.089,0.351,6.79587255192869e-27,0.695652173913043,3,0.96986301369863,7
"ATG10",2.57620844283315e-31,-0.30025296951191,0.208,0.536,6.8230880608436e-27,0.355140186915888,6,0.685534591194969,8
"C9orf116",2.61501285838575e-31,-0.501465594688731,0.056,0.315,6.92586155543467e-27,0.551724137931034,5,0.828746177370031,10
