"","x"
"487","KCTD10"
"488","MAL2"
"489","DNAJC13"
"490","API5"
"491","SLK"
"492","MRPS18A"
"493","PUS7L"
"494","TMEM189"
"495","EIF2AK1"
"496","ANGEL2"
"497","CLN5"
"498","DUSP3"
"499","HNRNPR"
"500","DBNL"
"501","WWP1"
"502","CAT"
"503","PPP4C"
"504","ZNF562"
"505","PRDX6"
"506","CD40"
"507","HLA-F"
"508","TARS2"
"509","PDCD4"
"510","DDX28"
"511","BRAP"
"512","GGPS1"
"513","PXMP4"
"514","EXO5"
"515","POLR3E"
"516","CSRP1"
"517","ARHGAP1"
"518","DDB2"
"519","FNBP4"
"520","GLTP"
"521","NLRC5"
"522","PCGF5"
"523","SERGEF"
"524","USP1"
"525","NUBP1"
"526","QSER1"
"527","ARHGEF16"
"528","DNMT3A"
"529","KLHL12"
"530","SIAE"
"531","ECH1"
"532","FBXL5"
"533","MAP1LC3B"
"534","NOB1"
"535","GRTP1"
"536","ADAM15"
"537","OGFOD1"
"538","ANKRD27"
"539","IFIH1"
"540","DGAT1"
"541","F11R"
"542","TAP2"
"543","PIGA"
"544","ITPRIP"
"545","ABCG1"
"546","ILF2"
"547","STAT1"
"548","TTC17"
"549","CAPRIN1"
"550","PIKFYVE"
"551","SNX27"
"552","NSMCE4A"
"553","NSUN5P2"
"554","GALNT12"
"555","PI4KB"
"556","ZNF518A"
"557","INTS5"
"558","CDR2L"
"559","EXOSC5"
"560","UEVLD"
"561","SHTN1"
"562","HLA-L"
"563","DPF2"
"564","L3HYPDH"
"565","LCMT1"
"566","SNRPE"
"567","RBPJ"
"568","CALR"
"569","NOMO1"
"570","ARV1"
"571","ZNFX1"
"572","SEC31A"
"573","ZNF528"
"574","VPS72"
"575","CKAP4"
"576","CKS2"
"577","STUB1"
"578","LRRC41"
"579","ALKBH2"
"580","TRANK1"
"581","RIOK3"
"582","RRP36"
"583","HSPBAP1"
"584","NAGPA"
"585","XRN1"
"586","TMEM126A"
"587","CSE1L"
"588","LIN7C"
"589","AKT1"
"590","PDLIM7"
"591","ATF6"
"592","CCDC167"
"593","GATM"
"594","VPS52"
"595","PI4KAP2"
"596","TSPAN14"
"597","ZNF117"
"598","PLEKHF1"
"599","BOLA1"
"600","IMPDH1"
"601","ZNF330"
"602","HENMT1"
"603","MAF1"
"604","PEPD"
"605","OBSCN"
"606","JMJD4"
"607","BANP"
"608","NDRG3"
"609","MED21"
"610","GTPBP4"
"611","SURF6"
"612","VPS35"
"613","SSR1"
"614","THOC1"
"615","TOP1MT"
"616","RBM23"
"617","COG5"
"618","GTF2H1"
"619","MRS2P2"
"620","CIRH1A"
"621","IFNGR2"
"622","TAX1BP3"
"623","TBL2"
"624","BAG4"
"625","C4orf32"
"626","ZMPSTE24"
"627","DDX56"
"628","CCDC59"
"629","SMARCA5"
"630","YES1"
"631","ZSCAN32"
"632","EMC8"
"633","SNX4"
"634","ATAD2B"
"635","COX5B"
"636","TRABD"
"637","VAMP4"
"638","ATP5G1"
"639","LEMD1"
"640","SPRYD4"
"641","PREB"
"642","EIF4G1"
"643","ASAP2"
"644","RHBDF1"
"645","SNX6"
"646","DTX3L"
"647","NAE1"
"648","TGS1"
"649","LYNX1"
