"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"ITGB1",2.96327153265827e-165,0.857572893801197,0.639,0.933,7.84822465424543e-161,0.335365853658537,10,0.496388028895769,11,"ITGB1","p_val_adj<0.05"
"TP53I11",4.16829501918267e-117,0.856546468340615,0.426,0.752,1.10397293583053e-112,0.305936073059361,10,0.613956466069142,11,"TP53I11","p_val_adj<0.05"
"SGSM3",8.79919238389397e-52,0.854291835575794,0.493,0.633,2.33046610287432e-47,0.399209486166008,10,0.723954372623574,10,"SGSM3","p_val_adj<0.05"
"HEXB",9.99823468368362e-87,0.851598506168337,0.659,0.848,2.64803245597361e-82,0.367799113737075,9,0.54483541430193,10,"HEXB","p_val_adj<0.05"
"PAM",1.26515058896291e-99,0.850927587942879,0.368,0.686,3.35075133486827e-95,0.380952380952381,8,0.670175438596491,11,"PAM","p_val_adj<0.05"
"SERPINE1",8.55523963843128e-137,0.850484897278475,0.184,0.67,2.26585521823852e-132,0.793650793650794,8,0.612787356321839,8,"SERPINE1","p_val_adj<0.05"
"DLD",4.00068112860349e-132,0.848252479023712,0.393,0.756,1.05958039691064e-127,0.329207920792079,9,0.609554140127389,11,"DLD","p_val_adj<0.05"
"TK1",9.22217718548184e-184,0.847348670466679,0.177,0.731,2.44249362757486e-179,0.478021978021978,10,0.624505928853755,10,"TK1","p_val_adj<0.05"
"SLC2A1",1.56153254876097e-135,0.845576440654119,0.659,0.894,4.13571895539344e-131,0.366322008862629,10,0.515347334410339,11,"SLC2A1","p_val_adj<0.05"
"PPIA",5.01327157857866e-231,0.842726258435268,0.969,0.997,1.32776497758656e-226,0.350753768844221,12,0.465250965250965,11,"PPIA","p_val_adj<0.05"
"CFB",2.60708839929331e-92,0.841145602625786,0.553,0.808,6.90487362552833e-88,0.410211267605634,8,0.566408576533651,10,"CFB","p_val_adj<0.05"
"SYPL1",4.6879817675701e-109,0.838044048903094,0.7,0.884,1.24161197114094e-104,0.319888734353268,11,0.523420479302832,11,"SYPL1","p_val_adj<0.05"
"CD24",3.84589611680973e-23,0.836819293356089,0.747,0.837,1.01858558653706e-18,0.430247718383312,12,0.554916618746406,11,"CD24","p_val_adj<0.05"
"BLVRB",4.29776931341398e-190,0.835631964227258,0.805,0.964,1.13826420265769e-185,0.348246674727932,12,0.480279580629056,11,"BLVRB","p_val_adj<0.05"
"KYNU",1.09262766743932e-244,0.833973674842203,0.136,0.815,2.89382437721303e-240,0.592857142857143,7,0.562906083874778,9,"KYNU","p_val_adj<0.05"
"STEAP4",2.18683593464583e-25,0.826355830399289,0.544,0.566,5.79183497290948e-21,0.511627906976744,9,0.815632965165675,11,"STEAP4","p_val_adj<0.05"
"ARPC1A",1.9286093866196e-142,0.823807303172252,0.769,0.937,5.107921960462e-138,0.335443037974684,12,0.493839835728953,11,"ARPC1A","p_val_adj<0.05"
"SH3KBP1",3.40977626517849e-71,0.818349413265293,0.43,0.644,9.03079243832523e-67,0.425339366515837,11,0.714499252615845,10,"SH3KBP1","p_val_adj<0.05"
"PSMB8",1.17386912444521e-189,0.813989834089003,0.713,0.958,3.10899237609313e-185,0.363387978142077,12,0.481667503766951,11,"PSMB8","p_val_adj<0.05"
"UBE2L6",6.09123062848041e-110,0.805801412492792,0.641,0.949,1.61326243195304e-105,0.361702127659574,12,0.480223123732252,11,"UBE2L6","p_val_adj<0.05"
"KRT16",9.8168627724977e-107,0.805555397305364,0.069,0.478,2.59999610529602e-102,0.323943661971831,8,0.678751258811682,8,"KRT16","p_val_adj<0.05"
"VMO1",1.03011789749598e-80,0.802186881671417,0.128,0.448,2.72826725151812e-76,0.816793893129771,7,0.974193548387097,7,"VMO1","p_val_adj<0.05"
"MVP",1.29943372141061e-83,0.787884294132427,0.798,0.914,3.441550211156e-79,0.317073170731707,11,0.505263157894737,11,"MVP","p_val_adj<0.05"
"HLA-C",2.99727213209399e-136,0.781824371619603,0.953,0.997,7.93827524185093e-132,0.342185903983657,11,0.465958474167069,11,"HLA-C","p_val_adj<0.05"
"GPI",3.86579690725303e-146,0.781297389406638,0.804,0.97,1.02385631088597e-141,0.353510895883777,11,0.477678571428571,11,"GPI","p_val_adj<0.05"
"CTTN",2.17123138685181e-119,0.781266272114366,0.914,0.987,5.75050632807702e-115,0.337593184238552,12,0.469527059970746,11,"CTTN","p_val_adj<0.05"
"FOSL1",2.59943517814016e-16,0.777535484712038,0.34,0.443,6.88460406930421e-12,0.558739255014327,8,0.660152008686211,8,"FOSL1","p_val_adj<0.05"
"C6orf62",1.74243917128157e-93,0.776257494523593,0.805,0.944,4.61485014513924e-89,0.332527206771463,12,0.489296636085627,11,"C6orf62","p_val_adj<0.05"
"HN1",3.54154153382074e-172,0.772303703071966,0.758,0.97,9.37977275232422e-168,0.302056555269923,12,0.474441687344913,11,"HN1","p_val_adj<0.05"
"TXNRD1",6.59899118562153e-141,0.768516251235869,0.673,0.944,1.74774281551186e-136,0.316931982633864,11,0.486996430392657,11,"TXNRD1","p_val_adj<0.05"
"STK24",1.64689418418437e-95,0.764032702317349,0.572,0.828,4.36179924681229e-91,0.304940374787053,11,0.557558139534884,11,"STK24","p_val_adj<0.05"
"TAPBP",8.28806675283006e-113,0.760295573666653,0.889,0.973,2.19509447948704e-108,0.359255202628697,11,0.475766567754698,11,"TAPBP","p_val_adj<0.05"
"GJB3",2.35601422846905e-166,0.756923729450906,0.11,0.667,6.23990368410028e-162,0.530973451327434,8,0.525974025974026,8,"GJB3","p_val_adj<0.05"
"NENF",6.42486089921246e-199,0.75661823155971,0.764,0.955,1.70162440915642e-194,0.351592356687898,11,0.485887096774194,11,"NENF","p_val_adj<0.05"
"S100A16",2.05744255380821e-152,0.756287998377401,0.583,0.956,5.44913660376105e-148,0.479131886477462,10,0.480866062437059,10,"S100A16","p_val_adj<0.05"
"ETFB",2.03353459854011e-42,0.755726622772039,0.637,0.904,5.38581638423348e-38,0.319571865443425,11,0.439829605963791,11,"ETFB","p_val_adj<0.05"
"HLA-E",4.91329781818997e-80,0.75160576556331,0.898,0.988,1.30128692714761e-75,0.316702819956616,11,0.467867575462512,11,"HLA-E","p_val_adj<0.05"
"QPRT",8.63902345757853e-157,0.749116801668385,0.045,0.549,2.28804536273967e-152,0.239130434782609,10,0.828070175438597,10,"QPRT","p_val_adj<0.05"
"OCLN",2.91344472712005e-108,0.746267161148867,0.647,0.872,7.71625835977745e-104,0.397590361445783,10,0.530060672917816,11,"OCLN","p_val_adj<0.05"
"CACUL1",3.3729267571744e-112,0.743447315409384,0.586,0.876,8.93319651637639e-108,0.338870431893688,11,0.523887973640857,11,"CACUL1","p_val_adj<0.05"
"TXN",3.19882457662072e-156,0.741776588406681,0.904,0.994,8.47208689117996e-152,0.31573275862069,12,0.466602129719264,11,"TXN","p_val_adj<0.05"
"IL32",5.98759672113191e-79,0.739806501738776,0.462,0.738,1.58581499159179e-74,0.580168776371308,9,0.624918460534899,9,"IL32","p_val_adj<0.05"
"MYD88",1.21654360919067e-105,0.731416698327736,0.359,0.696,3.22201574894148e-101,0.37940379403794,11,0.660442600276625,10,"MYD88","p_val_adj<0.05"
"TRIM31",1.27379786453874e-133,0.725327590486291,0.187,0.627,3.37365364423087e-129,0.708333333333333,7,0.731182795698925,8,"TRIM31","p_val_adj<0.05"
"ADM",1.68515400109691e-40,0.725258031973718,0.332,0.613,4.46313037190517e-36,0.390029325513196,9,0.467399842890809,11,"ADM","p_val_adj<0.05"
"CLDN1",2.40905026811251e-71,0.724441270193468,0.576,0.869,6.38036963509597e-67,0.369932432432432,11,0.511074197120709,9,"CLDN1","p_val_adj<0.05"
"ANXA6",5.65819718614003e-112,0.722603457791773,0.098,0.491,1.49857352474919e-107,0.326732673267327,8,0.911851126346719,10,"ANXA6","p_val_adj<0.05"
"ADGRF1",3.47047394411753e-89,0.72173346192767,0.547,0.754,9.19155024099527e-85,0.362989323843416,9,0.608806636885769,10,"ADGRF1","p_val_adj<0.05"
"RND3",1.24225387411452e-106,0.717786823742535,0.564,0.889,3.2901093855923e-102,0.340241796200345,9,0.50487012987013,10,"RND3","p_val_adj<0.05"
"CPM",5.06455221331682e-114,0.716799339000149,0.302,0.693,1.34134665369696e-109,0.567741935483871,10,0.665972222222222,9,"CPM","p_val_adj<0.05"
"RCN1",3.68064276053236e-121,0.709876297942949,0.613,0.89,9.74818235126994e-117,0.4,10,0.518378378378378,11,"RCN1","p_val_adj<0.05"
"HLA-A",7.96657231345206e-110,0.709515972859716,0.979,0.993,2.10994667721778e-105,0.355223880597015,11,0.467538759689922,11,"HLA-A","p_val_adj<0.05"
"HADHB",2.63044170377705e-144,0.706383504705235,0.623,0.91,6.96672485245352e-140,0.3109375,10,0.50502379693284,11,"HADHB","p_val_adj<0.05"
"YWHAZ",1.86401466311166e-169,0.690989556041304,0.915,0.992,4.93684283525123e-165,0.325531914893617,12,0.466052376333657,11,"YWHAZ","p_val_adj<0.05"
"VDAC2",3.00771221544042e-176,0.688368149731442,0.742,0.967,7.96592580259396e-172,0.328083989501312,11,0.477351916376307,11,"VDAC2","p_val_adj<0.05"
"PDIA4",4.54288818765543e-73,0.687798107917606,0.833,0.936,1.20318393650054e-68,0.366081871345029,10,0.494601542416452,11,"PDIA4","p_val_adj<0.05"
"TSPO",1.17621573341036e-117,0.687283151488668,0.853,0.962,3.11520736993734e-113,0.332191780821918,12,0.481740870435218,11,"TSPO","p_val_adj<0.05"
"SLC25A5",3.22328884314677e-155,0.685838625683988,0.877,0.976,8.53688050107421e-151,0.32519422863485,12,0.473865877712032,11,"SLC25A5","p_val_adj<0.05"
"HLA-B",1.12374593020456e-32,0.685713599918185,0.967,0.995,2.97624109614677e-28,0.346424974823766,11,0.46615087040619,11,"HLA-B","p_val_adj<0.05"
"F11R",6.13427107714588e-130,0.683384048544752,0.838,0.96,1.62466169478209e-125,0.318234610917538,11,0.482205513784461,11,"F11R","p_val_adj<0.05"
"MDH2",8.51477226246873e-160,0.6824226916096,0.818,0.962,2.25513743371484e-155,0.313095238095238,12,0.481,11,"MDH2","p_val_adj<0.05"
"NGFRAP1",1.20088891500884e-180,0.681804579179872,0.475,0.945,3.18055429140092e-176,0.44672131147541,12,0.483443708609272,10,"NGFRAP1","p_val_adj<0.05"
"METTL9",7.76169565521544e-158,0.680679246526523,0.584,0.909,2.05568509428381e-153,0.341666666666667,10,0.507676019057703,10,"METTL9","p_val_adj<0.05"
"UQCRFS1",2.59197855034759e-192,0.677441234072014,0.71,0.958,6.86485519059559e-188,0.334705075445816,11,0.481667503766951,11,"UQCRFS1","p_val_adj<0.05"
"SLC44A1",2.20013616078276e-101,0.676488811710107,0.465,0.769,5.82706062183315e-97,0.374476987447699,9,0.599499374217772,11,"SLC44A1","p_val_adj<0.05"
"MAL2",1.20291154852604e-132,0.675883826601621,0.712,0.948,3.18591123627121e-128,0.336525307797538,11,0.487817258883249,11,"MAL2","p_val_adj<0.05"
"TMEM33",2.88792738387927e-95,0.673255939884884,0.568,0.814,7.64867567620424e-91,0.305317324185249,11,0.566528681253696,11,"TMEM33","p_val_adj<0.05"
"SQRDL",5.2679093616913e-138,0.668976641291976,0.609,0.922,1.39520579444394e-133,0.32,11,0.499738903394256,11,"SQRDL","p_val_adj<0.05"
"CTSL",1.1656410172473e-110,0.668382304753365,0.558,0.873,3.08720023417948e-106,0.392670157068063,10,0.526721763085399,11,"CTSL","p_val_adj<0.05"
"SLC50A1",6.80569500527036e-105,0.666561698099872,0.572,0.824,1.80248832214585e-100,0.310051107325383,10,0.561004086398132,11,"SLC50A1","p_val_adj<0.05"
"S100A9",2.71341510369611e-47,0.665209554316494,0.557,0.923,7.18647990213915e-43,0.624125874125874,10,0.478895257946847,9,"S100A9","p_val_adj<0.05"
"IL1RN",2.75728477983197e-44,0.663850883819795,0.079,0.294,7.30266873938498e-40,0.740740740740741,8,0.765957446808511,8,"IL1RN","p_val_adj<0.05"
"PDZK1IP1",1.13035152194414e-99,0.65941302953498,0.42,0.768,2.99373600586904e-95,0.470997679814385,9,0.586206896551724,10,"PDZK1IP1","p_val_adj<0.05"
"CAPZA2",3.23751472368322e-139,0.655838203807495,0.628,0.905,8.57455774567501e-135,0.333333333333333,11,0.507446808510638,11,"CAPZA2","p_val_adj<0.05"
"ST3GAL4",2.47947384764864e-123,0.655523451485892,0.218,0.647,6.56688648549741e-119,0.513392857142857,9,0.711309523809524,9,"ST3GAL4","p_val_adj<0.05"
"PGAM1",1.10169121548243e-164,0.653887140124563,0.598,0.955,2.91782918420521e-160,0.304560260586319,11,0.482358870967742,11,"PGAM1","p_val_adj<0.05"
"CASP1",1.05133117331103e-169,0.653585492903083,0.288,0.79,2.78445061251426e-165,0.388513513513513,10,0.569165143205363,8,"CASP1","p_val_adj<0.05"
"PLAU",2.01867691822647e-92,0.651648284098041,0.388,0.83,5.34646581792281e-88,0.444723618090452,9,0.473623188405797,9,"PLAU","p_val_adj<0.05"
"PLEKHA1",5.25335582628034e-160,0.650401865653743,0.318,0.781,1.39135129059035e-155,0.296636085626911,12,0.586313193588163,10,"PLEKHA1","p_val_adj<0.05"
