"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","gene","sig"
"C3",8.6927868133337e-58,1.33163754250438,0.4,0.709,2.30228458751143e-53,0.469586374695864,11,0.468493150684932,5,"C3","p_val_adj<0.05"
"EMP2",1.13685350098913e-104,1.31717843739925,0.835,0.984,3.0109564973697e-100,0.322843822843823,11,0.364891518737673,6,"EMP2","p_val_adj<0.05"
"MUC1",3.21334832658578e-125,1.28752560038181,0.813,0.984,8.51055304296244e-121,0.361676646706587,11,0.362919132149901,6,"MUC1","p_val_adj<0.05"
"SELENBP1",1.35392724398208e-92,1.23901857648615,0.705,0.932,3.58587630568653e-88,0.374309392265193,12,0.38125,5,"SELENBP1","p_val_adj<0.05"
"HSD17B6",7.25664812831847e-88,1.2344923819615,0.093,0.538,1.92192325678515e-83,0.75,9,0.447653429602888,5,"HSD17B6","p_val_adj<0.05"
"ATP13A4",1.06898431107057e-121,1.23097013395553,0.395,0.92,2.8312049478704e-117,0.477832512315271,9,0.377637130801688,5,"ATP13A4","p_val_adj<0.05"
"HLA-DMA",5.90860898542351e-87,1.20892996039111,0.601,0.92,1.56489508978942e-82,0.371150729335494,11,0.364978902953586,6,"HLA-DMA","p_val_adj<0.05"
"FOLR1",1.00700195417303e-92,1.08249707201547,0.384,0.891,2.66704467562727e-88,0.578680203045685,10,0.379084967320261,5,"FOLR1","p_val_adj<0.05"
"CD55",8.33847654659395e-20,1.03407448374713,0.914,0.951,2.20844551336541e-15,0.351437699680511,11,0.379591836734694,6,"CD55","p_val_adj<0.05"
"SCGB3A2",6.40321720735369e-33,1.03179402345678,0.244,0.571,1.69589207736763e-28,0.908366533864542,9,0.537414965986395,5,"SCGB3A2","p_val_adj<0.05"
"FLRT3",4.16612742475605e-165,1.02422277803048,0.057,0.713,1.10339884844664e-160,0.288135593220339,7,0.400544959128065,5,"FLRT3","p_val_adj<0.05"
"HLA-DMB",5.1546782148166e-78,1.00952204001644,0.27,0.724,1.36521652519418e-73,0.534296028880866,10,0.375335120643432,6,"HLA-DMB","p_val_adj<0.05"
"LMO7",3.3900758603837e-59,0.989127083357081,0.731,0.926,8.97861591622622e-55,0.303595206391478,11,0.389937106918239,6,"LMO7","p_val_adj<0.05"
"GAS6",3.81573838159631e-85,0.987680093392493,0.225,0.693,1.01059831036578e-80,0.367965367965368,11,0.456582633053221,5,"GAS6","p_val_adj<0.05"
"CTSE",2.92919625092521e-70,0.9846716102544,0.16,0.604,7.75797627057542e-66,0.865853658536585,7,0.446945337620579,5,"CTSE","p_val_adj<0.05"
"DLC1",3.67200350218461e-72,0.975966504660553,0.256,0.703,9.72530127553595e-68,0.634980988593156,8,0.414364640883978,5,"DLC1","p_val_adj<0.05"
"CLIC3",1.14084251988845e-113,0.965542708903186,0.12,0.652,3.02152141392457e-109,0.390243902439024,11,0.43452380952381,5,"CLIC3","p_val_adj<0.05"
"MRPL14",1.69737210294222e-68,0.954026746780008,0.737,0.905,4.49549001464247e-64,0.30779392338177,12,0.388412017167382,6,"MRPL14","p_val_adj<0.05"
"SRRM2",4.46577184474457e-74,0.949679138899003,0.833,0.977,1.1827596730806e-69,0.313450292397661,11,0.36182902584493,6,"SRRM2","p_val_adj<0.05"
"MALAT1",7.02321924496928e-73,0.937600785032608,0.981,0.996,1.86009961703011e-68,0.364448857994042,11,0.364522417153996,6,"MALAT1","p_val_adj<0.05"
"AQP1",1.11522446714954e-100,0.926505738482367,0.151,0.66,2.95367200124557e-96,0.509677419354839,8,0.491176470588235,4,"AQP1","p_val_adj<0.05"
"RNASE1",6.51907987730515e-25,0.911804538941892,0.642,0.903,1.72657830550427e-20,0.540212443095599,12,0.365591397849462,5,"RNASE1","p_val_adj<0.05"
"GSTM3",1.27798658882932e-55,0.910903418175744,0.192,0.555,3.38474748051444e-51,0.487309644670051,9,0.552447552447552,6,"GSTM3","p_val_adj<0.05"
"HLA-DPA1",2.12119022477909e-63,0.906777010093539,0.504,0.878,5.61797231032742e-59,0.513513513513513,11,0.378318584070796,5,"HLA-DPA1","p_val_adj<0.05"
"TP53I11",1.64202732147349e-72,0.872947602931553,0.426,0.81,4.34890936092253e-68,0.305936073059361,10,0.41726618705036,6,"TP53I11","p_val_adj<0.05"
"SFTPB",7.3456514592339e-76,0.864865371171887,0.449,0.936,1.9454957889781e-71,0.507592190889371,9,0.37344398340249,5,"SFTPB","p_val_adj<0.05"
"CLIC5",7.84793334416772e-60,0.863386532714406,0.142,0.499,2.07852514620282e-55,0.452054794520548,8,0.610894941634241,5,"CLIC5","p_val_adj<0.05"
"SLC22A31",3.42746851124097e-79,0.859242360102499,0.255,0.744,9.07765035202171e-75,0.690839694656489,9,0.446475195822454,5,"SLC22A31","p_val_adj<0.05"
"TMEM125",1.33178486974058e-56,0.852913271950431,0.625,0.878,3.52723222750794e-52,0.334890965732087,11,0.378318584070796,5,"TMEM125","p_val_adj<0.05"
"MYLIP",3.85161940989048e-49,0.850516736267484,0.701,0.872,1.02010140070949e-44,0.363888888888889,11,0.396436525612472,5,"MYLIP","p_val_adj<0.05"
"TNS1",3.24450013241398e-113,0.846578136028717,0.287,0.841,8.59305860069842e-109,0.43728813559322,10,0.413394919168591,5,"TNS1","p_val_adj<0.05"
"JUN",7.71673381980396e-66,0.837397865522089,0.907,0.988,2.04377695217508e-61,0.359442060085837,11,0.367387033398821,6,"JUN","p_val_adj<0.05"
"PDE4C",3.04624493270145e-66,0.831034623257242,0.15,0.553,8.06797970425979e-62,0.337662337662338,9,0.540350877192982,5,"PDE4C","p_val_adj<0.05"
"TBC1D24",1.3485901673997e-92,0.82742873183496,0.233,0.734,3.5717410583581e-88,0.301255230125523,11,0.399470899470899,6,"TBC1D24","p_val_adj<0.05"
"AK1",2.29986235076067e-54,0.825459326246665,0.677,0.907,6.09118543598964e-50,0.326618705035971,12,0.381156316916488,6,"AK1","p_val_adj<0.05"
"LIMCH1",1.10298594894043e-62,0.817109825705505,0.59,0.862,2.92125828576874e-58,0.336633663366337,10,0.396396396396396,6,"LIMCH1","p_val_adj<0.05"
"TXNIP",1.7582691407748e-25,0.815944192780484,0.629,0.783,4.65677581934207e-21,0.362229102167183,12,0.411910669975186,5,"TXNIP","p_val_adj<0.05"
"S100A14",2.72069787029902e-43,0.811162675521565,0.504,0.794,7.20576830948696e-39,0.442084942084942,12,0.398533007334963,5,"S100A14","p_val_adj<0.05"
"SCNN1B",4.67156020932174e-88,0.797337907676367,0.247,0.746,1.23726272143886e-83,0.602362204724409,8,0.427083333333333,6,"SCNN1B","p_val_adj<0.05"
"SLC34A2",8.30117271231297e-42,0.795793073234209,0.889,0.95,2.19856559285609e-37,0.353778751369113,11,0.378323108384458,6,"SLC34A2","p_val_adj<0.05"
"BEX2",4.23082093628484e-68,0.795169085606708,0.194,0.637,1.12053292497504e-63,0.623115577889447,10,0.36280487804878,6,"BEX2","p_val_adj<0.05"
"CD74",6.52434558752915e-59,0.793992922261194,0.954,0.996,1.72797292885709e-54,0.360204081632653,11,0.364522417153996,6,"CD74","p_val_adj<0.05"
"NDNF",8.15500526843241e-39,0.789581994366309,0.226,0.501,2.15985314534432e-34,0.487068965517241,9,0.651162790697674,5,"NDNF","p_val_adj<0.05"
"CYP4B1",1.32939592298823e-47,0.788474227948418,0.377,0.8,3.52090510203433e-43,0.695090439276486,11,0.434466019417476,5,"CYP4B1","p_val_adj<0.05"
"HLA-DRA",5.21324708151943e-34,0.785883499723499,0.841,0.965,1.38072848954042e-29,0.332175925925926,11,0.364185110663984,6,"HLA-DRA","p_val_adj<0.05"
"SFTA3",3.34403393220631e-59,0.78056025315234,0.518,0.862,8.85667386944842e-55,0.430451127819549,10,0.396396396396396,5,"SFTA3","p_val_adj<0.05"
"CYP2B7P",2.22917127416972e-81,0.777318601413681,0.322,0.779,5.9039601196385e-77,0.444108761329305,9,0.41645885286783,5,"CYP2B7P","p_val_adj<0.05"
"PLXNA2",4.84903108330344e-73,0.772662902938483,0.276,0.717,1.28426588241292e-68,0.307420494699647,9,0.436314363143631,5,"PLXNA2","p_val_adj<0.05"
"PLEKHG2",1.87686318868592e-43,0.77159115005374,0.218,0.536,4.97087215523466e-39,0.370535714285714,8,0.452898550724638,5,"PLEKHG2","p_val_adj<0.05"
"PARD6B",1.42403795236603e-26,0.760831109860052,0.801,0.936,3.77156451684142e-22,0.318347509113001,11,0.369294605809129,6,"PARD6B","p_val_adj<0.05"
"SCPEP1",1.91100555645998e-34,0.749165948656409,0.512,0.792,5.06129821628425e-30,0.458174904942966,11,0.382352941176471,5,"SCPEP1","p_val_adj<0.05"
"ABCA1",2.53380544958271e-83,0.744794450407068,0.214,0.67,6.71078373321981e-79,0.327272727272727,8,0.478260869565217,6,"ABCA1","p_val_adj<0.05"
"PDGFA",1.38839754016213e-97,0.741119747732358,0.357,0.833,3.6771708851194e-93,0.359673024523161,9,0.403263403263403,6,"PDGFA","p_val_adj<0.05"
"PARP14",2.66350862908187e-29,0.736931182444564,0.753,0.899,7.05430260412334e-25,0.304010349288486,12,0.397408207343413,6,"PARP14","p_val_adj<0.05"
"KRT7",2.70243967111275e-48,0.718155234567032,0.721,0.955,7.15741146894211e-44,0.447297297297297,12,0.371951219512195,6,"KRT7","p_val_adj<0.05"
"SFTA2",5.00708994760486e-69,0.716294109755594,0.583,0.922,1.32612777262315e-64,0.474123539232053,11,0.378947368421053,5,"SFTA2","p_val_adj<0.05"
"PPP1R10",9.20904306694579e-37,0.714862773366212,0.722,0.88,2.43901505628059e-32,0.326585695006748,11,0.39514348785872,6,"PPP1R10","p_val_adj<0.05"
"FAM46B",1.36765628943969e-70,0.714423447561997,0.154,0.573,3.62223768258101e-66,0.354430379746835,9,0.525423728813559,5,"FAM46B","p_val_adj<0.05"
"GSPT1",2.01198210147849e-58,0.706466308971684,0.72,0.95,5.32873459576578e-54,0.292286874154263,12,0.359918200408998,6,"GSPT1","p_val_adj<0.05"
"LAPTM4B",4.66388948221343e-19,0.701587837758698,0.601,0.792,1.23523112936423e-14,0.405186385737439,11,0.360294117647059,6,"LAPTM4B","p_val_adj<0.05"
"ASS1",3.68581334900257e-56,0.694902132028815,0.396,0.765,9.76187665483331e-52,0.390663390663391,10,0.434010152284264,6,"ASS1","p_val_adj<0.05"
"LRRN4",6.19430608100862e-73,0.69153554534637,0.087,0.482,1.64056196555513e-68,0.584269662921348,7,0.576612903225806,5,"LRRN4","p_val_adj<0.05"
"NGFRAP1",6.65780622802034e-72,0.68939195175913,0.475,0.858,1.76331997949119e-67,0.44672131147541,12,0.368778280542986,5,"NGFRAP1","p_val_adj<0.05"
"ICAM1",2.45701772894596e-43,0.687577698311544,0.603,0.907,6.50741145511339e-39,0.402261712439418,11,0.39186295503212,6,"ICAM1","p_val_adj<0.05"
"HSPB1",2.85923005655244e-38,0.679318459419828,0.931,0.988,7.57267080477913e-34,0.359832635983264,12,0.367387033398821,6,"HSPB1","p_val_adj<0.05"
"CRABP2",8.28304960596603e-85,0.677612058529663,0.115,0.563,2.1937656881401e-80,0.338983050847458,10,0.372413793103448,6,"CRABP2","p_val_adj<0.05"
"TMPRSS2",2.62173172412613e-48,0.6748512365101,0.52,0.808,6.94365647134805e-44,0.372659176029963,10,0.396634615384615,5,"TMPRSS2","p_val_adj<0.05"
"C4BPA",1.75436527159665e-52,0.673198529039053,0.365,0.777,4.64643642182373e-48,0.608,7,0.4425,5,"C4BPA","p_val_adj<0.05"
"DHCR24",2.92531308666747e-44,0.672340647773865,0.632,0.856,7.7476917100388e-40,0.334360554699538,11,0.390022675736961,6,"DHCR24","p_val_adj<0.05"
"CEBPD",1.2626771628779e-06,0.665906580584173,0.872,0.887,0.0334420046588213,0.360491071428571,11,0.389496717724289,5,"CEBPD","p_val_adj<0.05"
"HLA-E",4.78975901376254e-32,0.66406192257717,0.898,0.984,1.26856767479501e-27,0.316702819956616,11,0.366863905325444,6,"HLA-E","p_val_adj<0.05"
"ABCA3",6.88803504666257e-62,0.663268984312207,0.156,0.544,1.82429608210858e-57,0.4125,9,0.353571428571429,5,"ABCA3","p_val_adj<0.05"
"GADD45B",1.21278251868622e-07,0.657664056724856,0.78,0.812,0.00321205450074046,0.34207240948814,11,0.425837320574163,5,"GADD45B","p_val_adj<0.05"
"GLCCI1",4.19039124836348e-50,0.64902043138598,0.474,0.769,1.10982512212907e-45,0.369609856262834,11,0.436868686868687,5,"GLCCI1","p_val_adj<0.05"
"CLIC6",9.38574826799663e-68,0.644256192814289,0.365,0.796,2.48581542877891e-63,0.554666666666667,10,0.392682926829268,5,"CLIC6","p_val_adj<0.05"
"FOXQ1",2.39002422893536e-52,0.642138477563862,0.317,0.711,6.32997917033529e-48,0.426380368098159,9,0.35792349726776,6,"FOXQ1","p_val_adj<0.05"
"RRBP1",1.47953629040141e-35,0.640546522038517,0.853,0.924,3.91855186512814e-31,0.320776255707763,11,0.376050420168067,5,"RRBP1","p_val_adj<0.05"
"RBBP6",1.05287152908878e-41,0.639276871020811,0.711,0.913,2.78853024479163e-37,0.302739726027397,12,0.370212765957447,6,"RBBP6","p_val_adj<0.05"
"HLA-DRB1",3.84195296460717e-39,0.638135073051906,0.819,0.969,1.01754124267621e-34,0.343638525564804,11,0.370741482965932,6,"HLA-DRB1","p_val_adj<0.05"
"GATA6",1.88295738976217e-92,0.63753027592089,0.167,0.652,4.98701264678511e-88,0.517441860465116,10,0.505952380952381,5,"GATA6","p_val_adj<0.05"
"CAPN2",6.69422502842523e-48,0.635283383095094,0.865,0.961,1.77296549877842e-43,0.335585585585586,12,0.373737373737374,6,"CAPN2","p_val_adj<0.05"
"MAGI3",9.63307687476097e-42,0.632999114296511,0.479,0.746,2.55132041028044e-37,0.410569105691057,9,0.447916666666667,5,"MAGI3","p_val_adj<0.05"
"RSRP1",3.3620796610548e-14,0.631765534646975,0.713,0.816,8.90446798230365e-10,0.316939890710383,11,0.419047619047619,5,"RSRP1","p_val_adj<0.05"
"TFCP2L1",2.26659515520639e-84,0.629174335868574,0.171,0.635,6.00307726856411e-80,0.414772727272727,9,0.437308868501529,5,"TFCP2L1","p_val_adj<0.05"
"NECAB3",1.30728659112223e-53,0.626121468665222,0.275,0.629,3.46234853658723e-49,0.382978723404255,8,0.509259259259259,5,"NECAB3","p_val_adj<0.05"
"TUBA4A",4.54222219159472e-11,0.620341204506583,0.631,0.687,1.20300754744386e-06,0.308641975308642,11,0.497175141242938,5,"TUBA4A","p_val_adj<0.05"
"NUBP2",8.82528568166143e-40,0.616516583286458,0.499,0.784,2.33737691278803e-35,0.30078125,10,0.373762376237624,6,"NUBP2","p_val_adj<0.05"
"ALDH2",4.55087163775263e-33,0.614540457744172,0.695,0.876,1.20529835325878e-28,0.322128851540616,10,0.399113082039911,6,"ALDH2","p_val_adj<0.05"
"TP53BP2",5.51988005023454e-42,0.614397116967744,0.336,0.633,1.46194023130462e-37,0.31304347826087,10,0.524539877300613,5,"TP53BP2","p_val_adj<0.05"
"QPRT",3.6602631262447e-105,0.612013430832326,0.045,0.518,9.6942068898591e-101,0.239130434782609,10,0.404494382022472,6,"QPRT","p_val_adj<0.05"
"ATF3",3.78333100717638e-23,0.610311968128268,0.774,0.903,1.00201521725066e-18,0.322012578616352,11,0.391397849462366,6,"ATF3","p_val_adj<0.05"
"GLS",1.07448657560244e-59,0.603500235161926,0.529,0.88,2.84577769548305e-55,0.392265193370166,11,0.384105960264901,5,"GLS","p_val_adj<0.05"
"IRF1",1.15834334961514e-12,0.601391142608173,0.804,0.858,3.06787236145571e-08,0.330508474576271,11,0.395927601809955,6,"IRF1","p_val_adj<0.05"
"YPEL3",2.44205842877154e-50,0.60000067925862,0.587,0.862,6.46779174860141e-46,0.354892205638474,11,0.380630630630631,6,"YPEL3","p_val_adj<0.05"
"DCXR",4.4325272969001e-32,0.599939524399066,0.542,0.784,1.17395485458399e-27,0.438061041292639,10,0.366336633663366,6,"DCXR","p_val_adj<0.05"
"C1orf198",1.0543733737148e-56,0.599835688288426,0.395,0.773,2.79250788028365e-52,0.312807881773399,9,0.407035175879397,5,"C1orf198","p_val_adj<0.05"
"ISG15",9.64490156861823e-05,0.599587547630678,0.843,0.682,1,0.353348729792148,11,0.501424501424501,6,"ISG15","NS"
"CEBPA",1.32786233972214e-90,0.598746733561467,0.147,0.631,3.51684340675409e-86,0.662251655629139,10,0.44,5,"CEBPA","p_val_adj<0.05"
"HBEGF",1.49807793879632e-12,0.596931587160775,0.473,0.621,3.96765942090206e-08,0.411522633744856,9,0.509375,5,"HBEGF","p_val_adj<0.05"
"CLN3",7.98597795926791e-41,0.59553740730446,0.435,0.75,2.11508626251211e-36,0.344519015659955,10,0.432642487046632,5,"CLN3","p_val_adj<0.05"
"ESAM",3.2918266688529e-79,0.594590361655681,0.06,0.452,8.71840293245691e-75,0.32258064516129,9,0.360515021459227,5,"ESAM","p_val_adj<0.05"
"RPS27",2.15907336955232e-33,0.593875917086901,0.996,0.983,5.71830581925932e-29,0.364613880742913,12,0.367588932806324,6,"RPS27","p_val_adj<0.05"
"KCNJ15",4.09276240550548e-23,0.58870303280248,0.273,0.497,1.08396812309813e-18,0.496428571428571,10,0.62109375,5,"KCNJ15","p_val_adj<0.05"
"HLA-B",6.65243246698594e-22,0.584858802492409,0.967,0.994,1.76189673888123e-17,0.346424974823766,11,0.365234375,6,"HLA-B","p_val_adj<0.05"
"ANKRD29",3.19704379543962e-97,0.58483678136293,0.077,0.536,8.46737049222184e-93,0.683544303797468,8,0.594202898550725,5,"ANKRD29","p_val_adj<0.05"
"LSR",1.53596972373563e-24,0.58297236794059,0.814,0.913,4.06801581331381e-20,0.350478468899522,11,0.38936170212766,6,"LSR","p_val_adj<0.05"
"SPSB3",1.91624978315174e-45,0.577899006888426,0.418,0.74,5.07518755067739e-41,0.305361305361305,10,0.396325459317585,6,"SPSB3","p_val_adj<0.05"
"CXCL17",3.571458797398e-31,0.577708164144853,0.669,0.907,9.4590086249086e-27,0.365356622998544,11,0.366167023554604,6,"CXCL17","p_val_adj<0.05"
"HLA-DQA2",8.84419264439554e-18,0.577357507526523,0.18,0.33,2.34238442186816e-13,0.497297297297297,8,0.882352941176471,4,"HLA-DQA2","p_val_adj<0.05"
"SOD3",3.35394667728307e-24,0.576272729242633,0.251,0.46,8.8829277747842e-20,0.666666666666667,11,0.573839662447257,5,"SOD3","p_val_adj<0.05"
"NKX2-1",9.07730240730263e-59,0.572245850875173,0.592,0.907,2.4041235425741e-54,0.476973684210526,10,0.370449678800857,5,"NKX2-1","p_val_adj<0.05"
"MRPL55",2.09330959004312e-28,0.570893261308469,0.688,0.814,5.54413044922922e-24,0.338048090523338,11,0.41527446300716,5,"MRPL55","p_val_adj<0.05"
"MDK",5.4419682123605e-18,0.569716845187073,0.745,0.868,1.44130528104368e-13,0.416993464052288,11,0.389261744966443,6,"MDK","p_val_adj<0.05"
"TMEM37",8.58950682233455e-48,0.56680053976849,0.187,0.536,2.27493088189531e-43,0.5625,7,0.423913043478261,5,"TMEM37","p_val_adj<0.05"
"NUPR1",1.86619221145919e-23,0.566124898630958,0.566,0.788,4.94261007204966e-19,0.478485370051635,11,0.379310344827586,5,"NUPR1","p_val_adj<0.05"
"HP1BP3",1.27436055694843e-52,0.565886974153408,0.646,0.918,3.37514393507791e-48,0.384615384615385,12,0.369978858350951,6,"HP1BP3","p_val_adj<0.05"
"PRR15L",2.00835053475578e-52,0.565285356668811,0.285,0.678,5.31911639130068e-48,0.313993174061433,9,0.429799426934097,5,"PRR15L","p_val_adj<0.05"
"GSTA4",2.47632837105413e-57,0.564738937103131,0.208,0.6,6.55855569073688e-53,0.490654205607477,8,0.381877022653722,5,"GSTA4","p_val_adj<0.05"
"ICAM4",1.51350477296442e-56,0.564593212337354,0.304,0.685,4.00851739119628e-52,0.538461538461538,10,0.424929178470255,5,"ICAM4","p_val_adj<0.05"
"VEPH1",1.87071165506929e-83,0.563574545002224,0.101,0.548,4.95457981845101e-79,0.528846153846154,9,0.549645390070922,5,"VEPH1","p_val_adj<0.05"
"SRSF7",1.3696255940389e-27,0.559048278898343,0.728,0.88,3.62745338581203e-23,0.342245989304813,11,0.377483443708609,5,"SRSF7","p_val_adj<0.05"
"PSMB2",1.59648520400041e-38,0.556131009360308,0.731,0.874,4.22829106279509e-34,0.322237017310253,12,0.371111111111111,6,"PSMB2","p_val_adj<0.05"
"CYBRD1",2.79026974923624e-58,0.55563405897171,0.285,0.683,7.39002943085217e-54,0.587030716723549,9,0.471590909090909,5,"CYBRD1","p_val_adj<0.05"
"PRSS8",1.95900332997079e-39,0.549953604555746,0.529,0.868,5.18842031942764e-35,0.421731123388582,10,0.360178970917226,6,"PRSS8","p_val_adj<0.05"
"KIAA1683",3.36284732140732e-21,0.546249333542914,0.363,0.596,8.90650113074728e-17,0.404825737265416,10,0.397394136807818,5,"KIAA1683","p_val_adj<0.05"
"APRT",1.47716936568544e-31,0.545715591482695,0.761,0.878,3.91228306501788e-27,0.294117647058824,11,0.384955752212389,6,"APRT","p_val_adj<0.05"
"FBLN5",1.429635580946e-27,0.545585698302298,0.257,0.518,3.78638983613547e-23,0.507575757575758,7,0.561797752808989,5,"FBLN5","p_val_adj<0.05"
"NTHL1",1.05724751478199e-28,0.545123741503364,0.375,0.608,2.80012004290011e-24,0.379220779220779,10,0.456869009584665,5,"NTHL1","p_val_adj<0.05"
"NOD1",3.93440723076796e-31,0.540485795602424,0.299,0.577,1.04202775506889e-26,0.583061889250814,9,0.535353535353535,5,"NOD1","p_val_adj<0.05"
"HNRNPU",7.55627691255339e-32,0.538164536254367,0.857,0.938,2.00127994028976e-27,0.328409090909091,11,0.374741200828157,6,"HNRNPU","p_val_adj<0.05"
"CA2",8.97576991669312e-43,0.537084073572786,0.112,0.406,2.37723266243617e-38,0.373913043478261,9,0.555023923444976,4,"CA2","p_val_adj<0.05"
"ELOVL1",2.35302672090784e-31,0.537031433096204,0.559,0.765,6.2319912703244e-27,0.315331010452962,10,0.373096446700508,6,"ELOVL1","p_val_adj<0.05"
"ITPR2",9.82504848045193e-45,0.532424066998636,0.248,0.583,2.60216409004769e-40,0.411764705882353,10,0.53,5,"ITPR2","p_val_adj<0.05"
"BAZ1B",1.08215136132647e-33,0.532249618464126,0.7,0.885,2.86607788047314e-29,0.381084840055633,11,0.392543859649123,6,"BAZ1B","p_val_adj<0.05"
"TACC1",3.82309758931782e-54,0.530668548464209,0.327,0.718,1.01254739653082e-49,0.431547619047619,10,0.375675675675676,5,"TACC1","p_val_adj<0.05"
"MIA3",5.51382509687628e-51,0.529448980413319,0.48,0.817,1.46033657690768e-46,0.387423935091278,10,0.410926365795724,5,"MIA3","p_val_adj<0.05"
"VKORC1L1",4.37824175134459e-48,0.52898868125189,0.498,0.796,1.15957732784362e-43,0.360078277886497,11,0.407317073170732,6,"VKORC1L1","p_val_adj<0.05"
"BFAR",2.19051253394131e-40,0.528146956561564,0.371,0.701,5.80157244614355e-36,0.372703412073491,10,0.43213296398892,5,"BFAR","p_val_adj<0.05"
"STEAP4",3.8198785755317e-14,0.527929205729695,0.544,0.765,1.01169484072957e-09,0.511627906976744,9,0.370558375634518,6,"STEAP4","p_val_adj<0.05"
"MIR614",5.49272296104688e-38,0.527882671892656,0.55,0.854,1.45474767623327e-33,0.433628318584071,10,0.381818181818182,6,"MIR614","p_val_adj<0.05"
"HLA-C",2.40727710239053e-13,0.524567987135465,0.953,0.977,6.37567340568133e-09,0.342185903983657,11,0.369781312127237,6,"HLA-C","p_val_adj<0.05"
"LRRC36",5.22146211191789e-27,0.52173065889668,0.144,0.367,1.38290424034145e-22,0.641891891891892,8,0.555555555555556,4,"LRRC36","p_val_adj<0.05"
"ARF1",1.06655541985602e-36,0.519595594056368,0.91,0.965,2.82477202948868e-32,0.335828877005348,12,0.372233400402414,6,"ARF1","p_val_adj<0.05"
"SDC4",4.45299513227489e-14,0.519100950928084,0.945,0.984,1.17937576078301e-09,0.347064881565396,12,0.364891518737673,6,"SDC4","p_val_adj<0.05"
"TOR1AIP2",2.54669087262485e-26,0.517311998069149,0.821,0.922,6.7449107761469e-22,0.340450771055753,12,0.366315789473684,6,"TOR1AIP2","p_val_adj<0.05"
"EIF3H",3.89420612796988e-20,0.510756093227418,0.687,0.854,1.03138049299282e-15,0.3328611898017,12,0.354545454545455,6,"EIF3H","p_val_adj<0.05"
"PDXDC1",4.33024706365798e-43,0.509155165538772,0.564,0.835,1.14686593480982e-38,0.307426597582038,11,0.4,5,"PDXDC1","p_val_adj<0.05"
"ADK",8.59455271761358e-34,0.507990633945355,0.5,0.769,2.27626728725996e-29,0.389105058365759,11,0.368686868686869,6,"ADK","p_val_adj<0.05"
"NINJ2",2.38197994131012e-20,0.507163139466118,0.244,0.437,6.30867387455985e-16,0.442231075697211,9,0.582222222222222,4,"NINJ2","p_val_adj<0.05"
"FLJ37453",3.94004355650658e-28,0.506297651115024,0.448,0.685,1.04352053594077e-23,0.365217391304348,10,0.41643059490085,5,"FLJ37453","p_val_adj<0.05"
"TPD52L1",4.02466766905012e-68,0.506058600115407,0.111,0.515,1.06593323214792e-63,0.464912280701754,7,0.479245283018868,6,"TPD52L1","p_val_adj<0.05"
