"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene"
"RCC1",1.34428393316931e-28,-0.381138949253788,0.563,0.793,3.56033599699891e-24,0.448275862068966,5,0.565877352762599,11,"RCC1"
"KLHL30",7.75374481256719e-30,-0.380679945507507,0.017,0.243,2.05357931360842e-25,0.444444444444444,3,0.928712871287129,7,"KLHL30"
"SPTLC2",6.63899314215918e-17,-0.38048494781312,0.524,0.705,1.75833733370086e-12,0.411111111111111,6,0.602319236016371,11,"SPTLC2"
"SLC39A10",2.07463461375216e-28,-0.380453859893266,0.219,0.509,5.4946697745226e-24,0.353982300884956,5,0.695652173913043,10,"SLC39A10"
"TBRG4",1.2494166869826e-27,-0.380360554802834,0.478,0.748,3.30908009547341e-23,0.394308943089431,5,0.595881595881596,11,"TBRG4"
"UBTD2",9.79474084654977e-27,-0.379871779504562,0.274,0.542,2.59413711320871e-22,0.340425531914894,5,0.733806566104703,9,"UBTD2"
"NQO2",9.57081959646116e-06,-0.379757051446964,0.427,0.542,0.253483157012274,0.354545454545455,5,0.400532859680284,10,"NQO2"
"ZNF674-AS1",0.000226936368403632,-0.379738809744248,0.054,0.11,1,0.428571428571429,4,0.43859649122807,8,"ZNF674-AS1"
"SLC25A10",5.90258681925402e-33,-0.379557795315421,0.212,0.545,1.56330011907943e-28,0.522935779816514,5,0.56095406360424,9,"SLC25A10"
"TNFSF10",6.83721666773621e-26,-0.379436851123886,0.771,0.923,1.81083683444993e-21,0.397984886649874,6,0.491392801251956,11,"TNFSF10"
"DHX32",2.7962038609462e-40,-0.37921002974403,0.278,0.63,7.40574592571602e-36,0.678321678321678,5,0.664885496183206,10,"DHX32"
"KIAA1033",4.78347469345251e-23,-0.379104966283307,0.219,0.468,1.2669032725609e-18,0.47787610619469,5,0.646090534979424,11,"KIAA1033"
"GTF2H2C_2",2.66830163247052e-28,-0.378733027060343,0.118,0.393,7.06699687359818e-24,0.475409836065574,5,0.692401960784314,8,"GTF2H2C_2"
"PPAPDC2",2.77193352299903e-12,-0.378578185772255,0.078,0.214,7.34146593566294e-08,0.375,4,0.695945945945946,9,"PPAPDC2"
"IMPAD1",3.61232945348747e-29,-0.378237812124051,0.336,0.65,9.56725455756157e-25,0.404624277456647,4,0.636565507031828,11,"IMPAD1"
"IMP3",7.39870752790052e-27,-0.378053461486481,0.617,0.859,1.95954768876445e-22,0.424528301886792,6,0.534154535274356,11,"IMP3"
"AGTRAP",1.41324408305257e-24,-0.37776238639944,0.563,0.857,3.74297695396474e-20,0.420689655172414,5,0.530898876404494,11,"AGTRAP"
"CXorf38",1.84601733492302e-36,-0.377492499382079,0.276,0.61,4.88917691154361e-32,0.528169014084507,5,0.673243883188635,10,"CXorf38"
"CSNK1E",1.26229872461131e-39,-0.376880108483154,0.2,0.558,3.34319817213306e-35,0.504854368932039,5,0.77739430543572,10,"CSNK1E"
"TBC1D13",7.17971299355755e-20,-0.376822031271332,0.146,0.373,1.90154698634372e-15,0.373333333333333,5,0.742268041237113,10,"TBC1D13"
"FLJ20021",1.04477826584449e-16,-0.376544800378569,0.12,0.317,2.76709523708914e-12,0.451612903225806,4,0.630699088145897,10,"FLJ20021"
"FAM45B",1.69959512118807e-30,-0.376260651927697,0.146,0.431,4.50137767846661e-26,0.426666666666667,4,0.706473214285714,9,"FAM45B"
"RPL39L",5.03080020077374e-40,-0.376237276833517,0.229,0.608,1.33240743317493e-35,0.279661016949153,5,0.51464766429137,9,"RPL39L"
"BACH1",3.5085979383478e-09,-0.376233330172464,0.315,0.479,9.29252163971415e-05,0.432098765432099,6,0.426130653266332,10,"BACH1"
"CRLF3",4.94889177545184e-19,-0.375795784576744,0.206,0.426,1.31071398672842e-14,0.518867924528302,4,0.63954802259887,9,"CRLF3"
"LY6E",2.65348282450335e-41,-0.374914079804651,0.907,0.984,7.02774926069711e-37,0.372591006423983,6,0.470904645476773,11,"LY6E"
"TESK1",1.15442433625049e-27,-0.374746925753776,0.21,0.505,3.05749285455942e-23,0.435185185185185,4,0.714966634890372,10,"TESK1"
"SLC35D2",1.4132333789544e-31,-0.374708184692864,0.243,0.572,3.74294860416073e-27,0.384,4,0.624053826745164,10,"SLC35D2"
"RPL15",2.4577145680392e-32,-0.374672204304205,0.971,0.997,6.50925703345181e-28,0.374,6,0.465733590733591,11,"RPL15"
"TXNRD3",1.2440567092677e-13,-0.374639770864331,0.128,0.288,3.29488419449549e-09,0.439393939393939,4,0.760869565217391,9,"TXNRD3"
"PHTF2",8.93402694774611e-23,-0.374629739493537,0.219,0.475,2.36617703711056e-18,0.398230088495575,4,0.643363728470111,8,"PHTF2"
"ATP2B1",7.39736797796981e-19,-0.37410247358813,0.39,0.623,1.9591929089653e-14,0.442786069651741,6,0.67953667953668,9,"ATP2B1"
"AMOTL1",1.01456084606007e-25,-0.374092361492088,0.2,0.471,2.68706440079011e-21,0.378640776699029,5,0.822085889570552,9,"AMOTL1"
"IDUA",1.07511417996006e-32,-0.37398775425097,0.163,0.48,2.84743990562423e-28,0.452380952380952,3,0.75751503006012,8,"IDUA"
"PPP2R5C",3.31440405745376e-19,-0.373905911013619,0.594,0.77,8.7781991461663e-15,0.398692810457516,5,0.594375,10,"PPP2R5C"
"RASGRP1",6.88338440954388e-24,-0.373855301842141,0.085,0.317,1.8230643608677e-19,0.295454545454545,5,0.869300911854103,9,"RASGRP1"
"COASY",1.41363583471299e-36,-0.373467917636519,0.489,0.8,3.74401450823737e-32,0.48015873015873,6,0.551413108839447,10,"COASY"
"FANCL",1.48527408599499e-19,-0.373439064012924,0.252,0.498,3.93374841675773e-15,0.507692307692308,5,0.583172147001934,10,"FANCL"
"PIN4P1",0.89443537237051,-0.373347665217284,0.117,0.114,1,0.416666666666667,5,0.451476793248945,11,"PIN4P1"
"MAP2K1",2.77894172341073e-29,-0.373195419092136,0.435,0.736,7.36002715445332e-25,0.415178571428571,5,0.598430346631786,11,"MAP2K1"
"LEMD1",2.64702351576218e-14,-0.372550682383068,0.144,0.328,7.01064178149614e-10,0.405405405405405,5,0.738619676945668,8,"LEMD1"
"ECE2",1.23661277218654e-21,-0.372538960300276,0.217,0.487,3.27516892713606e-17,0.464285714285714,5,0.516288252714709,11,"ECE2"
"CACNG4",4.40658085761357e-18,-0.372277954467195,0.017,0.167,1.16708294013896e-13,0.555555555555556,4,0.786743515850144,7,"CACNG4"
"MGAT5",2.70727752553417e-16,-0.372109083969457,0.091,0.269,7.17022452637726e-12,0.51063829787234,4,0.610017889087657,11,"MGAT5"
"CTBS",6.45081500495352e-23,-0.371992385025476,0.379,0.641,1.70849835406194e-18,0.415384615384615,6,0.652892561983471,11,"CTBS"
"FBXO5",0.000885307932907526,-0.37197157182049,0.058,0.107,1,0.4,3,0.509009009009009,9,"FBXO5"
"RPP40",1.75513813333769e-05,-0.371953431559445,0.181,0.277,0.464848334614487,0.516129032258065,5,0.356521739130435,11,"RPP40"
"AAMP",1.46811782862118e-27,-0.37190676430463,0.717,0.924,3.8883100691032e-23,0.403794037940379,5,0.498178032274857,11,"AAMP"
"ZBED8",2.22493439319899e-09,-0.371723974032049,0.097,0.217,5.89273874038752e-05,0.56,4,0.837777777777778,9,"ZBED8"
"ARF4",2.2669685784889e-20,-0.371572999535687,0.883,0.944,6.00406628012785e-16,0.391208791208791,6,0.489546149923508,11,"ARF4"
"ME3",6.26031596156955e-15,-0.37154069163381,0.105,0.271,1.65804468242169e-10,0.611111111111111,4,0.659574468085106,10,"ME3"
"PSMA6",1.45593910484338e-37,-0.371127523755676,0.876,0.971,3.8560547191777e-33,0.368070953436807,6,0.474962816063461,11,"PSMA6"
"LMTK2",5.38223801909029e-27,-0.370822574878103,0.373,0.64,1.42548573935606e-22,0.364583333333333,4,0.694507148231753,10,"LMTK2"
"DND1",5.27617980163773e-17,-0.37059397484052,0.095,0.276,1.39739622046375e-12,0.326530612244898,6,0.706806282722513,10,"DND1"
"BTBD1",1.5979728324416e-22,-0.370508059884288,0.153,0.403,4.23223104672157e-18,0.481012658227848,4,0.676610978520286,10,"BTBD1"
"COPS7A",1.92562164471544e-27,-0.370336392448122,0.412,0.732,5.10000892602885e-23,0.405660377358491,4,0.554533508541393,11,"COPS7A"
"AIMP1",3.25280438038918e-32,-0.37020159620159,0.617,0.879,8.61505240146075e-28,0.352201257861635,6,0.519715224534502,10,"AIMP1"
"UBE2Q2",7.24153313701375e-35,-0.370155763984369,0.239,0.572,1.91792005133809e-30,0.59349593495935,5,0.625420875420875,9,"UBE2Q2"
"CACNB3",2.89550430758305e-19,-0.369887728289696,0.087,0.284,7.66874315863371e-15,0.422222222222222,4,0.812182741116751,9,"CACNB3"
"PML",9.91876955734583e-31,-0.369860445170203,0.359,0.721,2.62698611726304e-26,0.372972972972973,6,0.470627503337784,10,"PML"
"CLTCL1",1.06982910461135e-07,-0.369648426975385,0.041,0.122,0.00283344238356316,0.619047619047619,3,0.846456692913386,9,"CLTCL1"
"POMK",4.30338706375291e-07,-0.369407212641309,0.128,0.241,0.0113975206383496,0.5,4,0.49500998003992,10,"POMK"
"WDR36",1.23193432295781e-23,-0.368819485874217,0.221,0.488,3.26277805435376e-19,0.508771929824561,4,0.603550295857988,9,"WDR36"
"MCEE",9.87749652248854e-18,-0.368502496716988,0.367,0.576,2.61605495398109e-13,0.423280423280423,6,0.741854636591479,9,"MCEE"
"PWP2",1.0347834114157e-08,-0.368216633869884,0.198,0.326,0.000274062386513449,0.362745098039216,4,0.64306784660767,10,"PWP2"
"TSPAN5",7.47430529622306e-06,-0.368028154241826,0.177,0.267,0.197956975770468,0.494505494505495,5,0.491891891891892,9,"TSPAN5"
"XRCC1",3.28185591674069e-20,-0.36752425593982,0.291,0.543,8.69199539548771e-16,0.4,5,0.599290780141844,10,"XRCC1"
"OAS3",2.16767662326922e-25,-0.367352671281866,0.303,0.615,5.74109153672854e-21,0.628205128205128,6,0.433150899139953,10,"OAS3"
"LDOC1",1.83237602738347e-21,-0.367299845148275,0.501,0.705,4.85304790852512e-17,0.383720930232558,6,0.64641638225256,9,"LDOC1"
"GNG12",1.13290567766332e-25,-0.367026548954022,0.563,0.817,3.00050068729131e-21,0.424137931034483,6,0.552150854449028,10,"GNG12"
"EVA1B",5.36851269736522e-27,-0.366967776370741,0.132,0.419,1.42185058789718e-22,0.514705882352941,5,0.68886337543054,9,"EVA1B"
"GPRIN1",7.04632123732296e-10,-0.366712105738037,0.037,0.135,1.86621817970498e-05,0.421052631578947,5,0.689285714285714,9,"GPRIN1"
"ANAPC13",3.51491984568746e-28,-0.366554628010506,0.577,0.862,9.30926521130324e-24,0.38047138047138,5,0.527901785714286,10,"ANAPC13"
"SFXN4",1.78831876766781e-19,-0.366396042099088,0.268,0.527,4.73636225616819e-15,0.471014492753623,4,0.533759124087591,10,"SFXN4"
"RQCD1",1.10709111179454e-33,-0.366020579440073,0.683,0.895,2.93213080958784e-29,0.420454545454545,6,0.510215053763441,11,"RQCD1"
"METRNL",5.91915363975433e-36,-0.365609667537747,0.317,0.67,1.56768784148893e-31,0.374233128834356,4,0.655172413793103,8,"METRNL"
"COPE",3.1259519651258e-28,-0.365487694597253,0.866,0.946,8.27908377963569e-24,0.394618834080717,6,0.489827060020346,11,"COPE"
"CSTF1",1.89902351673226e-14,-0.365226033086535,0.266,0.46,5.02956378406539e-10,0.437956204379562,5,0.679916317991632,10,"CSTF1"
"TULP4",9.73373036108549e-09,-0.365167942452303,0.476,0.585,0.000257797848613349,0.371428571428571,6,0.71440329218107,10,"TULP4"
"EPDR1",6.66092796509761e-24,-0.365069476242649,0.206,0.472,1.7641467715561e-19,0.660377358490566,5,0.757390417940877,9,"EPDR1"
"HIATL2",2.5456243168341e-27,-0.364871606709157,0.171,0.466,6.74208600313511e-23,0.386363636363636,5,0.699380165289256,8,"HIATL2"
"MRPL1",8.98134711558851e-09,-0.36485744271738,0.328,0.458,0.000237870978356362,0.366863905325444,6,0.534174553101998,11,"MRPL1"
"ZNF639",4.37178735848207e-16,-0.36482043847115,0.303,0.518,1.15786788189398e-11,0.474358974358974,5,0.62116991643454,10,"ZNF639"
"PGRMC1",1.18085629082522e-22,-0.364494508260584,0.744,0.895,3.12749788625059e-18,0.339425587467363,6,0.515591397849462,10,"PGRMC1"
"LOC389906",3.27879896432439e-17,-0.364405001162813,0.074,0.254,8.68389905701314e-13,0.5,5,0.505681818181818,9,"LOC389906"
"ST20-AS1",4.65113775241711e-11,-0.364393775942038,0.068,0.192,1.23185383372767e-06,0.342857142857143,4,0.580402010050251,10,"ST20-AS1"
"UTP3",3.69793041767964e-08,-0.364106069165817,0.179,0.31,0.000979396871122454,0.380434782608696,4,0.512422360248447,9,"UTP3"
"ATG4A",1.84492217563503e-17,-0.364064138959878,0.169,0.369,4.88627638216938e-13,0.459770114942529,4,0.702349869451697,9,"ATG4A"
"POC5",7.04758165783434e-13,-0.363676446562283,0.117,0.274,1.86655200207742e-08,0.55,5,0.598245614035088,9,"POC5"
"TFB2M",9.62128781929209e-18,-0.363536511050096,0.377,0.595,2.54819807893951e-13,0.427835051546392,4,0.690129449838188,11,"TFB2M"
"CBWD3",4.4296198844085e-16,-0.363517459841294,0.19,0.38,1.17318482638559e-11,0.428571428571429,4,0.451898734177215,11,"CBWD3"
"TMEM5",2.65159427937932e-14,-0.363229742802972,0.305,0.496,7.02274744893614e-10,0.503184713375796,6,0.46168768186227,11,"TMEM5"
"ZCCHC4",7.70325927904765e-08,-0.363209263444928,0.151,0.268,0.00204020822005577,0.487179487179487,4,0.773381294964029,8,"ZCCHC4"
"PRKCD",1.1936981113948e-17,-0.363119407450315,0.317,0.557,3.16150944802912e-13,0.398773006134969,5,0.64853195164076,11,"PRKCD"
"KATNB1",9.95741088896754e-18,-0.362859643338909,0.208,0.418,2.63722027394305e-13,0.411214953271028,5,0.638248847926267,10,"KATNB1"
"HDAC3",1.75369177568147e-26,-0.362655942252305,0.421,0.731,4.64465266789238e-22,0.400921658986175,5,0.547070441079658,10,"HDAC3"
"VTA1",7.61384481296244e-24,-0.362541800824848,0.499,0.745,2.0165267987131e-19,0.400778210116732,6,0.604005167958656,11,"VTA1"
"LOC100507002",3.42827334190807e-08,-0.362348152796686,0.047,0.135,0.000907978194604353,0.5,4,0.587188612099644,7,"LOC100507002"
"COA4",7.63147460213086e-21,-0.362085015422822,0.662,0.897,2.02119604837436e-16,0.395894428152493,5,0.512339055793991,11,"COA4"
"UBA1",5.04569082196899e-19,-0.362061415612653,0.777,0.885,1.33635121419849e-14,0.4075,5,0.520108695652174,11,"UBA1"
"RNF2",9.39270248998639e-30,-0.361982359707674,0.239,0.509,2.4876572544729e-25,0.349593495934959,6,0.636105860113422,10,"RNF2"
"CREG1",2.06503352663151e-27,-0.361630986609,0.689,0.881,5.46924129528355e-23,0.357746478873239,5,0.520480611687602,11,"CREG1"
"CISD3",5.51926602671794e-22,-0.361444218127925,0.528,0.844,1.46177760717625e-17,0.371323529411765,6,0.515963511972634,11,"CISD3"
"PSMD9",6.37290570693992e-23,-0.361162797721923,0.517,0.834,1.68786407648304e-18,0.421052631578947,6,0.477784189267167,10,"PSMD9"
"H3F3A",1.40553511523198e-30,-0.361159590526474,0.88,0.979,3.72255975269191e-26,0.381898454746137,6,0.473218673218673,11,"H3F3A"
"ELP3",6.29916716492764e-12,-0.361100489391641,0.181,0.339,1.66833442363108e-07,0.376344086021505,5,0.619858156028369,10,"ELP3"
"RFXANK",3.12506242892787e-27,-0.361073511295598,0.419,0.7,8.27672784301547e-23,0.467592592592593,5,0.644429160935351,11,"RFXANK"
"LINC00847",6.56849274339168e-15,-0.360896066224167,0.157,0.344,1.73966530308729e-10,0.395061728395062,4,0.781818181818182,9,"LINC00847"
"NUDT21",5.29140986311384e-18,-0.360680145553001,0.565,0.752,1.4014299022457e-13,0.381443298969072,5,0.522407170294494,10,"NUDT21"
"TMEM27",0.00210577354284921,-0.36020166179768,0.08,0.128,1,0.536585365853659,4,0.313207547169811,9,"TMEM27"
"IER5",0.755446374487276,-0.360002647811092,0.66,0.764,1,0.394117647058824,5,0.443604284814115,10,"IER5"
"PCED1B",8.23686605111548e-16,-0.359898325716529,0.062,0.223,2.18153397363793e-11,0.4375,3,0.468682505399568,8,"PCED1B"
"PPTC7",1.53798734713232e-39,-0.359833419111907,0.153,0.507,4.07335948887995e-35,0.329113924050633,4,0.612535612535613,8,"PPTC7"
"MFSD3",5.20820735368371e-32,-0.359815133442263,0.225,0.536,1.37939371762313e-27,0.517241379310345,5,0.708258527827648,11,"MFSD3"
"SLC27A3",1.47055992559298e-13,-0.359148559368661,0.216,0.391,3.89477796293301e-09,0.36036036036036,4,0.821428571428571,10,"SLC27A3"
"ING2",1.14108338794366e-24,-0.359100636454414,0.322,0.607,3.02215935296879e-20,0.349397590361446,5,0.574940523394132,10,"ING2"
"STEAP4",0.206381576960142,-0.359000864458664,0.765,0.566,1,0.370558375634518,6,0.815632965165675,11,"STEAP4"
"MAN1B1",1.44688593212489e-28,-0.358663266324182,0.39,0.674,3.83207739123277e-24,0.373134328358209,6,0.627142857142857,11,"MAN1B1"
"CNP",2.60841762620829e-34,-0.358450718314972,0.652,0.899,6.90839408301265e-30,0.395833333333333,6,0.505353319057816,11,"CNP"
"USO1",1.48607580718397e-17,-0.358404407719491,0.524,0.731,3.93587177532674e-13,0.351851851851852,5,0.594861660079051,11,"USO1"
"ARAP2",1.17972865479007e-25,-0.358269683883849,0.359,0.625,3.12451134221149e-21,0.567567567567568,5,0.680523479599692,10,"ARAP2"
"DCTN2",1.95851228750366e-24,-0.358031201389523,0.592,0.826,5.18711979345343e-20,0.367213114754098,6,0.536400698893419,11,"DCTN2"
"BRCA1",4.10979611802076e-05,-0.357449773103705,0.07,0.136,1,0.555555555555556,4,0.508833922261484,10,"BRCA1"
"ARHGAP27",1.40356221279143e-22,-0.357144313722906,0.21,0.47,3.7173345205781e-18,0.490740740740741,4,0.616171954964176,10,"ARHGAP27"
"TXNL1",6.94174801083411e-29,-0.356951637251528,0.571,0.834,1.83852196066941e-24,0.346938775510204,6,0.528258362168397,11,"TXNL1"
"SUGT1",1.30343658415967e-24,-0.356679765383734,0.447,0.711,3.45215179314688e-20,0.51304347826087,4,0.62085308056872,11,"SUGT1"
"LNPEP",1.39029552615214e-18,-0.356418475857881,0.118,0.323,3.68219770101395e-14,0.475409836065574,4,0.645833333333333,11,"LNPEP"
"UBE2E3",9.34756188604893e-35,-0.355874101381098,0.429,0.766,2.47570176552006e-30,0.484162895927602,6,0.553391959798995,10,"UBE2E3"
"FAM210A",6.34994124713917e-20,-0.355861952670929,0.21,0.455,1.68178193930481e-15,0.537037037037037,4,0.635306553911205,11,"FAM210A"
"TES",2.97645369609616e-27,-0.355234478576801,0.765,0.916,7.88313761411069e-23,0.411167512690355,6,0.503676470588235,10,"TES"
"MZT1",2.79012377169767e-31,-0.355206578305691,0.186,0.491,7.38964280934129e-27,0.489583333333333,5,0.642156862745098,10,"MZT1"
"GMFB",5.53249874519695e-18,-0.354744910612598,0.262,0.499,1.46528229266541e-13,0.377777777777778,4,0.508687258687259,9,"GMFB"
"RTN4IP1",1.54920320397973e-08,-0.354657501951662,0.097,0.208,0.00041030646857403,0.5,4,0.738425925925926,9,"RTN4IP1"
"GPN2",3.65873820206016e-16,-0.35439798767726,0.305,0.53,9.69016812815633e-12,0.426751592356688,4,0.559491371480472,9,"GPN2"
"GSS",5.28433685027512e-28,-0.354089084761645,0.425,0.758,1.39955661479537e-23,0.442922374429224,5,0.543492063492063,10,"GSS"
"FAM200A",1.21185649717414e-16,-0.353719090217926,0.173,0.372,3.20960193276571e-12,0.393258426966292,4,0.865633074935401,10,"FAM200A"
"TP53TG1",3.27978594643019e-45,-0.353348853619717,0.398,0.81,8.68651307912036e-41,0.463414634146341,6,0.549613784907903,10,"TP53TG1"
"KIAA0100",1.80115711658619e-29,-0.353334524599191,0.332,0.615,4.77036462327852e-25,0.514619883040936,6,0.704456606724003,10,"KIAA0100"
"PTEN",9.50204914863393e-57,-0.353262100228084,0.28,0.744,2.5166177170157e-52,0.729166666666667,5,0.593527508090615,10,"PTEN"
"C9orf3",2.73886634078375e-29,-0.353118106724035,0.505,0.813,7.25388750356575e-25,0.396153846153846,4,0.544108940201303,11,"C9orf3"
"ABHD13",1.04385802294049e-21,-0.352923892822703,0.219,0.467,2.7646579737579e-17,0.504424778761062,5,0.668041237113402,10,"ABHD13"
"NUP85",9.02568865024486e-23,-0.35279107501426,0.342,0.6,2.39045363901735e-18,0.431818181818182,6,0.598235765838011,10,"NUP85"
"NDUFC1",5.05139354613735e-16,-0.35208320587675,0.812,0.977,1.33786158069448e-11,0.354066985645933,6,0.470211718365337,11,"NDUFC1"
"RAB22A",2.12084513084367e-27,-0.35184627217383,0.577,0.845,5.61705832903945e-23,0.363636363636364,6,0.51965811965812,11,"RAB22A"
"ZNF681",4.77778201174262e-09,-0.351385855924531,0.153,0.279,0.000126539556581003,0.683544303797468,4,0.889464594127807,10,"ZNF681"
"SLC25A3",1.35494732557659e-27,-0.351292571139342,0.897,0.977,3.58857799178961e-23,0.380952380952381,6,0.472673559822747,11,"SLC25A3"
"ERGIC3",3.09157291890556e-23,-0.351222161130716,0.887,0.939,8.18803087572138e-19,0.37199124726477,6,0.492055356227576,11,"ERGIC3"
"CRADD",4.6770075969905e-28,-0.351043656252388,0.153,0.442,1.23870546206294e-23,0.468354430379747,5,0.635473340587595,11,"CRADD"
"KIF20B",0.00403990945454562,-0.351040563845451,0.128,0.18,1,0.393939393939394,5,0.568,10,"KIF20B"
"AFAP1",3.9099818348543e-22,-0.350696390098889,0.159,0.398,1.03555868896116e-17,0.353658536585366,6,0.740338164251208,9,"AFAP1"
"MAP7D3",0.000354261502694414,-0.35056138532733,0.089,0.151,1,0.695652173913043,4,0.405750798722045,9,"MAP7D3"
"ACHE",9.58372160544087e-36,-0.350524642536916,0.142,0.456,2.53824866720101e-31,0.561643835616438,5,0.806962025316456,7,"ACHE"
"SNRPF",1.08724017879618e-14,-0.350396438367888,0.689,0.925,2.87955561354169e-10,0.394366197183099,6,0.474505723204995,11,"SNRPF"
"GPR143",1.72541248326882e-12,-0.349942797542502,0.165,0.33,4.56975496193746e-08,0.447058823529412,4,0.463556851311953,8,"GPR143"
"PRKAG1",4.49316516050023e-22,-0.349617574551048,0.35,0.623,1.19001479275849e-17,0.377777777777778,6,0.578378378378378,10,"PRKAG1"
"B4GALT1",2.35034829713206e-30,-0.34932867484862,0.862,0.964,6.22489746495426e-26,0.371621621621622,6,0.478542914171657,11,"B4GALT1"
"RUVBL1",2.99428656427456e-24,-0.349247429472075,0.351,0.641,7.93036796548118e-20,0.425414364640884,5,0.535285285285285,10,"RUVBL1"
"PPAP2C",4.87469799918173e-21,-0.348675412356322,0.584,0.897,1.29106376508328e-16,0.458471760797342,6,0.497587131367292,11,"PPAP2C"
"CEACAM1",5.5342505641326e-12,-0.34859710910366,0.26,0.425,1.46574626191052e-07,0.582089552238806,5,0.519818799546999,10,"CEACAM1"
"TXNDC9",4.46732489692593e-27,-0.348484031554598,0.408,0.736,1.18317099895083e-22,0.480952380952381,5,0.558823529411765,11,"TXNDC9"
"COX18",9.19003560099964e-31,-0.348057536914134,0.161,0.449,2.43398092892476e-26,0.349397590361446,4,0.766595289079229,10,"COX18"
"SMIM13",7.97718070919479e-11,-0.347645171263799,0.142,0.293,2.11275631083024e-06,0.397260273972603,4,0.518092105263158,9,"SMIM13"
"KIAA1279",1.0761803799787e-23,-0.346588277495023,0.324,0.599,2.85026373637359e-19,0.389221556886228,4,0.622489959839357,10,"KIAA1279"
"SECTM1",1.46360000979185e-32,-0.346454133254747,0.46,0.733,3.87634462593372e-28,0.49789029535865,6,0.624671916010499,7,"SECTM1"
"RNF185",6.45113139013771e-20,-0.346336816594223,0.219,0.452,1.70858214867797e-15,0.380530973451327,5,0.752127659574468,11,"RNF185"
"ZNF658",0.000617744500166732,-0.346097102076543,0.062,0.114,1,0.4375,3,0.567796610169492,10,"ZNF658"
"ATAD1",8.28636988239075e-22,-0.34572807106132,0.363,0.626,2.19464506335119e-17,0.406417112299465,5,0.618461538461539,10,"ATAD1"
"CPNE7",8.33548219661025e-21,-0.345686075842867,0.134,0.352,2.20765245977223e-16,0.739130434782609,3,0.799180327868853,8,"CPNE7"
"SLC35F5",1.98007815812887e-17,-0.345507607923762,0.518,0.692,5.2442370018043e-13,0.460674157303371,5,0.630041724617524,11,"SLC35F5"
"SRP19",1.45472588221015e-38,-0.345464562105291,0.598,0.894,3.85284149903358e-34,0.344155844155844,6,0.512116316639742,11,"SRP19"
"GCSH",4.03304499229904e-28,-0.34540940107824,0.431,0.795,1.0681519662104e-23,0.45045045045045,6,0.548094373865699,11,"GCSH"
"RPP25L",1.11177804975999e-29,-0.345301327625855,0.262,0.606,2.94454416478934e-25,0.4,5,0.513899920571882,11,"RPP25L"
"THOC5",3.25356444890834e-16,-0.345240900560324,0.184,0.375,8.61706544293374e-12,0.547368421052632,5,0.706033376123235,9,"THOC5"
"CCT6A",6.78308437536959e-24,-0.345096212609953,0.856,0.936,1.79649989681663e-19,0.383219954648526,6,0.49254498714653,11,"CCT6A"
"SP1",1.87691210190355e-28,-0.344978655077024,0.33,0.623,4.97100170189154e-24,0.482352941176471,6,0.616692426584235,11,"SP1"
"AKR1A1",2.14557207502423e-23,-0.344743350519,0.783,0.92,5.68254764070168e-19,0.349875930521092,6,0.498953974895398,11,"AKR1A1"
"C17orf62",1.23327251021186e-30,-0.344580064156369,0.456,0.764,3.2663222432961e-26,0.438297872340426,6,0.588790931989924,11,"C17orf62"
"ZNF101",3.48007742767753e-12,-0.344483499445543,0.159,0.309,9.21698506720394e-08,0.402439024390244,4,0.802180685358255,9,"ZNF101"
"OSER1",1.25817105846477e-16,-0.344435850801028,0.583,0.815,3.33226604834395e-12,0.406666666666667,6,0.489374262101535,10,"OSER1"
"HNRNPD",1.85224328349325e-20,-0.34440249856145,0.744,0.933,4.90566633633189e-16,0.383812010443864,6,0.487880350696235,11,"HNRNPD"
"CCNY",9.10038389655647e-21,-0.344305330952164,0.365,0.599,2.41023667500298e-16,0.382978723404255,5,0.704983922829582,10,"CCNY"
"QTRTD1",1.03186569742982e-13,-0.344044565970115,0.217,0.407,2.73289629964289e-09,0.482142857142857,4,0.490543735224586,9,"QTRTD1"
"MTMR2",3.83630227805276e-18,-0.343891138603913,0.181,0.386,1.01604465834227e-13,0.419354838709677,4,0.663760896637609,10,"MTMR2"
"SLC25A39",2.02645704665693e-25,-0.34376838076089,0.753,0.915,5.36707148807087e-21,0.414948453608247,6,0.503154574132492,10,"SLC25A39"
"CD63",5.30825832097608e-16,-0.343739112237976,0.944,0.991,1.40589221631052e-11,0.368312757201646,6,0.467961165048544,11,"CD63"
"MRVI1-AS1",2.96091353602948e-11,-0.343535255101872,0.039,0.151,7.84197950017408e-07,0.6,3,0.833865814696486,7,"MRVI1-AS1"
"MARVELD3",4.40942550782856e-37,-0.342271076144198,0.363,0.734,1.1678363457484e-32,0.363636363636364,6,0.579292267365662,9,"MARVELD3"
"ANKRD16",4.2189105767891e-15,-0.342006471975735,0.132,0.313,1.11737846626259e-10,0.573529411764706,5,0.714285714285714,9,"ANKRD16"
"PLGRKT",1.38808947609428e-13,-0.341764058423398,0.278,0.499,3.67635497743571e-09,0.405594405594406,6,0.457528957528958,11,"PLGRKT"
"MYLK-AS1",4.19991525841875e-10,-0.341704932877908,0.043,0.149,1.11234755619221e-05,0.5,4,0.815533980582524,8,"MYLK-AS1"
