"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene"
"P4HA1",1.6097067430596e-60,-1.20833964405825,0.511,0.798,4.26330830899335e-56,0.365019011406844,4,0.569360675512666,11,"P4HA1"
"LPGAT1",1.33757979119657e-71,-1.20788695697361,0.26,0.694,3.54258007698411e-67,0.402985074626866,3,0.657420249653259,11,"LPGAT1"
"CAPZA2",1.19075966236819e-85,-1.2072825954395,0.639,0.905,3.15372696578216e-81,0.343465045592705,6,0.507446808510638,11,"CAPZA2"
"GRHL1",2.83344979501355e-54,-1.20489754971184,0.161,0.558,7.50439178209339e-50,0.469879518072289,5,0.762068965517241,9,"GRHL1"
"NUP62CL",4.97439370500928e-17,-1.20480324977744,0.043,0.197,1.31746817277171e-12,0.5,4,0.67481662591687,8,"NUP62CL"
"APOBEC3C",1.99668926571058e-90,-1.20462230958834,0.212,0.769,5.28823152023447e-86,0.587155963302752,6,0.59161976235147,9,"APOBEC3C"
"AGFG1",6.87570966760838e-94,-1.20313633391387,0.381,0.83,1.82103170546608e-89,0.5,5,0.552204176334107,10,"AGFG1"
"MET",7.01644673273522e-107,-1.20060416236056,0.315,0.845,1.85830591716492e-102,0.345679012345679,6,0.543849658314351,10,"MET"
"FANCD2",2.51489512171359e-37,-1.20042626885557,0.082,0.379,6.66069972985843e-33,0.404761904761905,5,0.567979669631512,10,"FANCD2"
"FAM83D",4.1523803096171e-13,-1.19910225564742,0.064,0.197,1.09975792500209e-08,0.787878787878788,5,0.662591687041565,9,"FAM83D"
"SLC26A6",6.41467858022328e-24,-1.19843109627761,0.074,0.285,1.69892762197214e-19,0.631578947368421,4,0.816188870151771,10,"SLC26A6"
"LOC100419583",3.02262048436838e-57,-1.19839420292391,0.235,0.625,8.00541035284966e-53,0.454545454545455,5,0.63482280431433,10,"LOC100419583"
"DUSP2",0.591284322652559,-1.19639071912079,0.136,0.141,1,0.614285714285714,5,0.580204778156997,7,"DUSP2"
"CASP4",1.72360426987139e-86,-1.1961403714453,0.567,0.872,4.56496590875436e-82,0.393835616438356,6,0.528145695364238,11,"CASP4"
"EPS8L1",4.17037140421589e-81,-1.19603390229884,0.217,0.726,1.10452286640658e-76,0.410714285714286,4,0.580901856763926,10,"EPS8L1"
"OIP5",9.96523823945387e-18,-1.19499554375278,0.037,0.195,2.63929334771936e-13,0.473684210526316,4,0.451851851851852,9,"OIP5"
"RAC1",1.39908150791336e-90,-1.19422056889025,0.965,0.995,3.70546737370853e-86,0.372233400402414,6,0.466634429400387,11,"RAC1"
"TNFRSF11A",2.65210658913711e-41,-1.19374268699003,0.033,0.338,7.02410430132964e-37,0.529411764705882,4,0.873219373219373,8,"TNFRSF11A"
"CCRL2",5.94992412362448e-11,-1.19177983795017,0.019,0.114,1.57583740414194e-06,0.6,3,0.552742616033755,8,"CCRL2"
"PDLIM1",5.96410722886651e-106,-1.18751088913443,0.746,0.947,1.5795937995653e-101,0.372395833333333,6,0.484756097560976,11,"PDLIM1"
"WIPF3",7.70191934808436e-33,-1.18743107444824,0.068,0.333,2.03985333934014e-28,0.571428571428571,3,0.883116883116883,7,"WIPF3"
"RHBDF2",2.46192630531065e-68,-1.18441426172915,0.148,0.596,6.52041181961527e-64,0.552631578947368,5,0.681194511702986,10,"RHBDF2"
"GIMAP2",9.92773438692081e-51,-1.18379625823461,0.097,0.473,2.62936045237598e-46,0.3,6,0.807731434384537,8,"GIMAP2"
"HS6ST2",8.34162253757668e-31,-1.18174371807635,0.111,0.382,2.20927872907718e-26,0.403508771929825,4,0.612090680100756,10,"HS6ST2"
"SPHK1",2.77348994113796e-11,-1.18064988059361,0.052,0.168,7.3455881091039e-07,0.481481481481481,3,0.537142857142857,8,"SPHK1"
"STEAP1",2.89962753716149e-77,-1.17978721713228,0.161,0.661,7.67966353217221e-73,0.530120481927711,6,0.613255644573926,9,"STEAP1"
"ATP6AP2",2.14873883914402e-52,-1.17958247371673,0.701,0.863,5.69093481547292e-48,0.354570637119114,6,0.534857780256553,11,"ATP6AP2"
"MOB1A",2.99174579997731e-82,-1.17692771188256,0.322,0.796,7.9236387512399e-78,0.349397590361446,6,0.520845921450151,10,"MOB1A"
"CD82",2.75359829765338e-105,-1.17623852337634,0.647,0.926,7.29290509133498e-101,0.381381381381381,6,0.498960498960499,11,"CD82"
"APOL3",1.64243225444711e-33,-1.17609268567185,0.132,0.417,4.34998182590317e-29,0.529411764705882,4,0.598615916955017,9,"APOL3"
"TMEM44",1.4271395373405e-45,-1.17601166315871,0.074,0.416,3.77977906464632e-41,0.421052631578947,4,0.831018518518518,8,"TMEM44"
"NRBP1",9.45865451695424e-96,-1.17556953660732,0.452,0.877,2.50512464881533e-91,0.321888412017167,6,0.515367727771679,11,"NRBP1"
"RIPK2",2.03016112759136e-50,-1.17552617784372,0.285,0.645,5.37688174642572e-46,0.421768707482993,6,0.553731343283582,9,"RIPK2"
"FSTL1",6.4363047366372e-73,-1.17427846537466,0.111,0.567,1.70465530949836e-68,0.350877192982456,5,0.796437659033079,9,"FSTL1"
"DUSP10",2.09998988603478e-65,-1.17317237973408,0.404,0.778,5.56182321316313e-61,0.5,5,0.573283858998145,10,"DUSP10"
"EPHA1",1.15794848664281e-43,-1.17279422888431,0.124,0.466,3.06682656687348e-39,0.4375,4,0.706611570247934,7,"EPHA1"
"CTAGE5",9.71983279671215e-64,-1.17201156958798,0.276,0.689,2.57429771620921e-59,0.422535211267606,6,0.651536312849162,10,"CTAGE5"
"UTP15",3.30314777611085e-32,-1.17165752900444,0.078,0.348,8.74838688502959e-28,0.35,4,0.636237897648686,11,"UTP15"
"TMSB10",2.05447875742618e-168,-1.1714737967546,0.977,0.999,5.44128698904324e-164,0.36779324055666,6,0.465060240963855,11,"TMSB10"
"MIR210HG",3.18521118699813e-38,-1.17073864056473,0.078,0.385,8.43603182876454e-34,0.35,5,0.81351689612015,9,"MIR210HG"
"RFWD2",9.26291708573789e-40,-1.17072379195994,0.388,0.644,2.45328359015768e-35,0.365,5,0.699029126213592,10,"RFWD2"
"ETFB",1.40223484479035e-26,-1.1696352993165,0.635,0.904,3.71381898642724e-22,0.391437308868502,5,0.439829605963791,11,"ETFB"
"PPIF",1.40170888652065e-32,-1.16897233713005,0.291,0.59,3.71242598594995e-28,0.44,6,0.437194127243067,11,"PPIF"
"UNC93B1",2.03359572643434e-41,-1.16680115480682,0.635,0.776,5.38597828146136e-37,0.400611620795107,6,0.593924364538128,11,"UNC93B1"
"CLDN12",6.38868812564039e-55,-1.16588492018875,0.165,0.566,1.69204405007586e-50,0.494117647058824,6,0.78589634664401,10,"CLDN12"
"PRDX4",1.02265440650054e-80,-1.16504953056041,0.645,0.893,2.70850019561669e-76,0.379518072289157,6,0.517780172413793,11,"PRDX4"
"AP3M2",3.06213759236847e-26,-1.16403347051731,0.093,0.328,8.1100714133879e-22,0.479166666666667,4,0.538913362701909,10,"AP3M2"
"APOO",4.34411999521425e-59,-1.16364511556122,0.188,0.625,1.15054018073249e-54,0.402061855670103,4,0.587827426810478,10,"APOO"
"WFDC3",5.04412844823044e-45,-1.16348850633295,0.115,0.471,1.33593741951383e-40,0.355932203389831,5,0.743615934627171,8,"WFDC3"
"HKDC1",5.81878300679969e-22,-1.16284905432579,0.06,0.26,1.5411046793509e-17,0.580645161290323,4,0.414048059149723,8,"HKDC1"
"GSTK1",6.72262828169471e-87,-1.15947215973412,0.769,0.939,1.78048810040684e-82,0.391414141414141,6,0.494105586878524,11,"GSTK1"
"LHFPL2",7.12493430421e-39,-1.1580540869283,0.089,0.405,1.88703885047002e-34,0.630434782608696,5,0.682897862232779,9,"LHFPL2"
"TMEM62",1.37960670385732e-55,-1.15693804692399,0.225,0.617,3.6538883551661e-51,0.387931034482759,4,0.703039750584567,8,"TMEM62"
"GPC1",1.62959271887589e-90,-1.15661850621062,0.223,0.77,4.31597631594278e-86,0.373913043478261,4,0.555902560899438,9,"GPC1"
"IPPK",6.50689968490768e-28,-1.15653102537618,0.045,0.278,1.7233523815478e-23,0.391304347826087,4,0.438474870017331,9,"IPPK"
"ACPP",7.16766966315217e-25,-1.15628242226159,0.056,0.27,1.89835731028585e-20,0.379310344827586,3,0.809269162210339,9,"ACPP"
"IL13RA1",8.89065455735264e-60,-1.15318751637888,0.439,0.757,2.35468985951485e-55,0.411504424778761,6,0.604828462515883,11,"IL13RA1"
"AVEN",2.04976777967005e-30,-1.15306626999364,0.083,0.347,5.42880996445613e-26,0.441860465116279,3,0.562326869806094,9,"AVEN"
"GBP3",8.68466248079044e-73,-1.1522639870467,0.241,0.693,2.30013285803735e-68,0.669354838709677,5,0.650936849410132,11,"GBP3"
"SLC9A7",6.21528680129957e-62,-1.15200661719452,0.13,0.557,1.64611870932419e-57,0.328358208955224,5,0.7009507346586,9,"SLC9A7"
"MYD88",1.21207729637198e-50,-1.15010050827265,0.416,0.696,3.21018671944118e-46,0.481308411214953,6,0.660442600276625,10,"MYD88"
"ACSL1",1.17286091937998e-54,-1.14995903394657,0.289,0.656,3.10632214497789e-50,0.449664429530201,4,0.691122523844461,10,"ACSL1"
"DUSP5",1.59855999618901e-42,-1.14937367813638,0.299,0.662,4.23378614990658e-38,0.409090909090909,5,0.500726744186046,9,"DUSP5"
"ATXN10",2.48832212339938e-60,-1.14899374122656,0.581,0.815,6.59032114382327e-56,0.404682274247492,5,0.562315416420555,11,"ATXN10"
"TSPAN15",6.11018545912542e-76,-1.14852630771778,0.596,0.867,1.61828261884937e-71,0.400651465798046,6,0.531926707384786,11,"TSPAN15"
"BARD1",3.87944005159732e-63,-1.14779864123004,0.289,0.716,1.02746969766555e-58,0.523489932885906,4,0.571620712844654,9,"BARD1"
"TRMT2B",4.87400578564348e-47,-1.14652616670022,0.177,0.522,1.29088043232768e-42,0.395604395604396,5,0.785253456221198,11,"TRMT2B"
"DERA",1.30031004284302e-66,-1.14476861268676,0.421,0.777,3.44387114846973e-62,0.433179723502304,6,0.591697645600991,10,"DERA"
"VDAC2",9.37250802906639e-128,-1.14464106438682,0.728,0.967,2.48230875149823e-123,0.370666666666667,6,0.477351916376307,11,"VDAC2"
"ALDH18A1",3.77028635365784e-39,-1.14431403779568,0.301,0.592,9.98560340766279e-35,0.445161290322581,6,0.726829268292683,9,"ALDH18A1"
"ANKRA2",6.45951236817473e-51,-1.14268306706417,0.161,0.537,1.71080185071108e-46,0.481927710843373,5,0.670250896057348,11,"ANKRA2"
"PIP4K2A",1.2706295208184e-63,-1.14204846192549,0.216,0.641,3.36526228588752e-59,0.432432432432432,6,0.652402402402402,10,"PIP4K2A"
"ARL5B",5.19084947231256e-18,-1.14204590811917,0.144,0.34,1.37479648274198e-13,0.445945945945946,4,0.598302687411598,8,"ARL5B"
"ALG1L",1.66215590815994e-61,-1.14176949334311,0.138,0.59,4.40221992276161e-57,0.492957746478873,4,0.573877551020408,9,"ALG1L"
"XRCC4",3.37659267406863e-36,-1.14167127039406,0.115,0.419,8.94290569727077e-32,0.508474576271186,4,0.638346727898967,10,"XRCC4"
"UCHL1",3.369539555144e-17,-1.13993960201838,0.138,0.322,8.92422551179889e-13,0.47887323943662,5,0.425373134328358,8,"UCHL1"
"TRIP13",3.20866235530459e-32,-1.13991488963094,0.033,0.28,8.49814224802422e-28,0.647058823529412,3,0.573883161512027,10,"TRIP13"
"KCTD9",1.32442700008536e-51,-1.1396233112225,0.171,0.559,3.50774490972609e-47,0.386363636363636,4,0.567614125753661,10,"KCTD9"
"ESRRG",3.29358892116866e-11,-1.13954801654599,0.043,0.152,8.7230702577152e-07,0.409090909090909,4,0.920886075949367,7,"ESRRG"
"MTL5",1.16027986497166e-25,-1.13884157339091,0.023,0.226,3.07300122237743e-21,0.416666666666667,4,0.748936170212766,8,"MTL5"
"FBXW5",2.20383989534502e-86,-1.13739435552993,0.573,0.888,5.83686996282129e-82,0.389830508474576,5,0.51869918699187,11,"FBXW5"
"CCDC170",2.18096675107622e-42,-1.13577363659221,0.016,0.314,5.77629044022538e-38,0.75,3,0.921898928024502,8,"CCDC170"
"APEX2",1.79090284128349e-57,-1.1355078739359,0.161,0.591,4.74320617513932e-53,0.325301204819277,5,0.666395443449959,11,"APEX2"
"MSMO1",4.74518028527307e-50,-1.1342963271091,0.328,0.699,1.25676099855457e-45,0.384615384615385,5,0.588842975206612,11,"MSMO1"
"FIBCD1",1.2378048928111e-55,-1.13116382499001,0.014,0.383,3.2783262586102e-51,0.571428571428571,2,0.70188679245283,7,"FIBCD1"
"AUH",8.25961455095401e-49,-1.13022220599344,0.2,0.565,2.18755891382017e-44,0.543689320388349,4,0.711489361702128,11,"AUH"
"TMEM173",5.07977331826122e-60,-1.12959490425359,0.489,0.765,1.34537796334148e-55,0.404761904761905,6,0.60037759597231,11,"TMEM173"
"S100A16",9.19434076987639e-109,-1.12509136515558,0.715,0.956,2.43512115290176e-104,0.434782608695652,6,0.480866062437059,10,"S100A16"
"ARHGAP26",1.98780242143869e-49,-1.12493999470309,0.274,0.616,5.26469471318036e-45,0.368794326241135,6,0.7171875,9,"ARHGAP26"
"ASPHD2",5.17283692889877e-11,-1.1248417826708,0.049,0.159,1.37002586061884e-06,0.44,4,0.510574018126888,8,"ASPHD2"
"RCN1",2.58362959952266e-71,-1.12395612567826,0.683,0.89,6.84274299433578e-67,0.340909090909091,6,0.518378378378378,11,"RCN1"
"SH3RF2",1.51157903816605e-25,-1.12362185661483,0.068,0.291,4.00341708258278e-21,0.428571428571429,4,0.552066115702479,9,"SH3RF2"
"ACTN1",2.34903253777238e-77,-1.12246658078533,0.4,0.808,6.22141267629015e-73,0.422330097087379,5,0.552114353782013,11,"ACTN1"
"GPI",1.711319048607e-103,-1.12231665773917,0.825,0.97,4.53242850023565e-99,0.371764705882353,6,0.477678571428571,11,"GPI"
"NOV",1.24297240048302e-14,-1.1209623894199,0.014,0.132,3.29201240267929e-10,0.428571428571429,4,0.778181818181818,9,"NOV"
"KCNK1",3.55223521517572e-84,-1.12020863587102,0.247,0.741,9.40809496739289e-80,0.779527559055118,4,0.619233268356075,11,"KCNK1"
"DLAT",2.57892547281276e-57,-1.12018114422164,0.208,0.616,6.83028411474459e-53,0.411214953271028,4,0.696875,11,"DLAT"
"VPS37A",8.21120972868685e-64,-1.11970157063425,0.192,0.638,2.17473889664271e-59,0.353535353535354,5,0.619909502262443,10,"VPS37A"
"B3GNT5",2.44789054944268e-79,-1.11775463941696,0.317,0.807,6.48323812019894e-75,0.429447852760736,5,0.531622911694511,10,"B3GNT5"
"ERGIC1",6.40651719760479e-33,-1.11748485461753,0.722,0.795,1.69676607978563e-28,0.376344086021505,6,0.581972171808832,11,"ERGIC1"
"GIT2",2.23902338753456e-66,-1.11512576207401,0.336,0.724,5.93005344188528e-62,0.485549132947977,5,0.630984042553192,10,"GIT2"
"CAMSAP1",4.67355264247705e-29,-1.11393043741762,0.085,0.333,1.23779041736005e-24,0.522727272727273,3,0.466763005780347,10,"CAMSAP1"
"OSTF1",6.16856865218636e-87,-1.11378358531196,0.357,0.809,1.63374540753156e-82,0.41304347826087,6,0.559453032104637,11,"OSTF1"
"COQ2",1.23868972625418e-61,-1.11280393864515,0.2,0.63,3.2806697399842e-57,0.466019417475728,5,0.668702290076336,10,"COQ2"
"FABP6",4.6837952894655e-31,-1.11213018700318,0.06,0.318,1.24050318241494e-26,0.387096774193548,4,0.42965204236006,8,"FABP6"
"ERLIN1",8.07131857456302e-62,-1.11167155608854,0.196,0.641,2.13768872447302e-57,0.336633663366337,5,0.624906226556639,10,"ERLIN1"
"MUC4",7.39996873443123e-97,-1.11130595412432,0.305,0.834,1.95988171931411e-92,0.78343949044586,6,0.549019607843137,10,"MUC4"
"TMEM183A",3.44531293720366e-72,-1.11099595561688,0.449,0.806,9.12491131418389e-68,0.411255411255411,6,0.568697729988053,10,"TMEM183A"
"ADAM9",4.61239801208738e-60,-1.11000675108681,0.565,0.849,1.22159361350134e-55,0.347079037800687,6,0.541383219954649,11,"ADAM9"
"PLOD2",2.34547789998949e-46,-1.10579821993449,0.247,0.616,6.21199821812217e-42,0.385826771653543,5,0.62578125,10,"PLOD2"
"RAD51AP1",1.32826687910523e-08,-1.10579617523441,0.025,0.105,0.000351791482931021,0.692307692307692,3,0.662100456621005,10,"RAD51AP1"
"SNRPA1",1.30279929771322e-77,-1.10562797975581,0.458,0.87,3.45046393999346e-73,0.402542372881356,6,0.510791366906475,10,"SNRPA1"
"TMC8",8.12369541078182e-56,-1.10449904415218,0.091,0.487,2.15156072954556e-51,0.553191489361702,5,0.680514342235411,8,"TMC8"
"CLSPN",1.13008566433046e-05,-1.10434730960378,0.049,0.111,0.299303188197922,0.48,5,0.634782608695652,9,"CLSPN"
"ARPC1A",6.6699095874927e-82,-1.10342728337539,0.804,0.937,1.76652555424744e-77,0.381642512077295,6,0.493839835728953,11,"ARPC1A"
"MAP3K5",1.01002553337262e-44,-1.10219210639948,0.161,0.523,2.67505262513738e-40,0.373493975903614,5,0.730202578268877,10,"MAP3K5"
"TACSTD2",1.1666136242371e-90,-1.10013217691063,0.95,0.98,3.08977618379196e-86,0.376278118609407,6,0.473477406679764,10,"TACSTD2"
"FBXO7",5.99825115931498e-53,-1.09826121892499,0.517,0.776,1.58863681954457e-48,0.469924812030075,6,0.592064476131432,11,"FBXO7"
"HTATIP2",1.64435940435148e-83,-1.09749563716542,0.586,0.892,4.35508588242489e-79,0.410596026490066,6,0.517259978425027,11,"HTATIP2"
"PIR",3.23785238146997e-45,-1.0964214769441,0.303,0.671,8.5754520323232e-41,0.429487179487179,5,0.537302725968436,11,"PIR"
"FUT2",6.04666105471501e-78,-1.09523669696571,0.183,0.692,1.60145818034127e-73,0.563829787234043,4,0.622654621264767,10,"FUT2"
"ABCA12",4.43787455551587e-35,-1.09417015262493,0.043,0.319,1.17537107602838e-30,0.772727272727273,3,0.788519637462236,9,"ABCA12"
"CMPK2",9.84016601489324e-55,-1.09311703588232,0.165,0.563,2.60616796904448e-50,0.717647058823529,4,0.751069289991446,9,"CMPK2"
"TWF1",8.89233249101074e-70,-1.09296555177818,0.33,0.757,2.35513426024419e-65,0.405882352941176,6,0.606734434561626,10,"TWF1"
"SP6",4.28424216532286e-24,-1.09248677742403,0.017,0.205,1.13468153748576e-19,0.444444444444444,3,0.906103286384977,9,"SP6"
"SNX9",1.37129993223055e-53,-1.09241154403851,0.289,0.672,3.6318878705126e-49,0.409395973154362,5,0.656406585540444,10,"SNX9"
"ARHGDIB",1.01550020955492e-70,-1.09108266817149,0.482,0.803,2.6895523050062e-66,0.435483870967742,5,0.573141486810552,11,"ARHGDIB"
"STARD5",2.42345009763362e-06,-1.09103177396764,0.093,0.174,0.0641850758358264,0.458333333333333,4,0.837016574585635,9,"STARD5"
"VDAC1",8.56124736563215e-100,-1.09068275376878,0.699,0.942,2.26744636478767e-95,0.358333333333333,6,0.489785495403473,11,"VDAC1"
"RNPEP",1.71684723406916e-64,-1.08417961822326,0.573,0.84,4.54706989943218e-60,0.345762711864407,5,0.547537227949599,11,"RNPEP"
"FAM83A-AS1",2.17752886657431e-19,-1.0819414558022,0.01,0.161,5.76718520312205e-15,0.8,2,0.586826347305389,7,"FAM83A-AS1"
"SGPL1",2.68760514452939e-63,-1.08123047503733,0.293,0.727,7.11812222528609e-59,0.377483443708609,6,0.542025148908008,11,"SGPL1"
"NPDC1",1.8660292162167e-65,-1.08074602670525,0.093,0.546,4.94217837914994e-61,0.416666666666667,6,0.65726872246696,10,"NPDC1"
"TMBIM1",1.06979418060408e-80,-1.08046499904311,0.662,0.917,2.83334988732991e-76,0.410557184750733,6,0.503937007874016,11,"TMBIM1"
"WFDC2",5.15024707403791e-20,-1.07617366274423,0.932,0.931,1.36404293755894e-15,0.360416666666667,6,0.497931747673216,11,"WFDC2"
"LITAF",6.82813334794551e-89,-1.07588322447843,0.814,0.958,1.80843111720337e-84,0.37708830548926,6,0.482672024108488,11,"LITAF"
"CHRNA5",1.01155178349985e-06,-1.075452344547,0.056,0.133,0.0267909489859936,0.551724137931034,4,0.628158844765343,8,"CHRNA5"
"SSH3",5.52340560643283e-59,-1.07172986009986,0.324,0.718,1.46287397486373e-54,0.407185628742515,5,0.632283991962492,10,"SSH3"
"GEN1",3.34562987243482e-16,-1.07167931949947,0.043,0.192,8.86090071714363e-12,0.363636363636364,4,0.442211055276382,8,"GEN1"
"C3orf38",1.89262743919447e-36,-1.07144293745338,0.13,0.441,5.01262377270656e-32,0.373134328358209,4,0.667393675027263,9,"C3orf38"
"MB",8.10432704196105e-21,-1.07129882415333,0.014,0.177,2.14643101706338e-16,0.428571428571429,3,0.719346049046321,9,"MB"
"SAA4",4.52036359715512e-15,-1.06968908512761,0,0.109,1.19721829870653e-10,NA,0,0.845814977973568,8,"SAA4"
"BHLHE40",6.02862647621506e-41,-1.06870281207941,0.384,0.704,1.59668172222556e-36,0.368686868686869,5,0.487688098495212,11,"BHLHE40"
"MTHFD1L",2.53196617531456e-46,-1.06867200429975,0.14,0.499,6.7059124153206e-42,0.375,5,0.722275795564127,10,"MTHFD1L"
"CENPU",2.02556615882109e-08,-1.0670128480872,0.074,0.17,0.000536471197163766,0.763157894736842,5,0.576271186440678,9,"CENPU"
"GPX1",9.28900271984027e-118,-1.06608617547268,0.817,0.98,2.4601923703497e-113,0.38479809976247,6,0.472263132056946,11,"GPX1"
"RAB10",2.22609993444398e-80,-1.06592471502902,0.697,0.964,5.89582567637489e-76,0.392757660167131,6,0.477284073889166,11,"RAB10"
"FOSL2",6.01070314178086e-53,-1.06420467115722,0.245,0.661,1.59193472710066e-48,0.404761904761905,4,0.537845705967977,9,"FOSL2"
"GGACT",1.40298156212522e-30,-1.06414765095471,0.045,0.296,3.71579666728866e-26,0.608695652173913,4,0.731707317073171,8,"GGACT"
"ASF1B",0.00147545249245521,-1.05874910856061,0.097,0.146,1,0.58,4,0.634868421052632,9,"ASF1B"
"GLYCTK",1.63634569495157e-09,-1.05850691644642,0.021,0.106,4.33386157307922e-05,0.636363636363636,3,0.615384615384615,8,"GLYCTK"
"RNF141",2.43632045420338e-58,-1.05815634178865,0.571,0.831,6.45259472295766e-54,0.394557823129252,5,0.556199304750869,11,"RNF141"
"EFHD2",1.75035941574058e-87,-1.05815351853401,0.534,0.912,4.63582691258893e-83,0.476363636363636,5,0.505540897097625,11,"EFHD2"
"FXYD5",2.48729231543204e-79,-1.05814783843531,0.616,0.91,6.58759369742177e-75,0.429022082018927,6,0.507936507936508,11,"FXYD5"
"UHRF1",1.23527585567659e-08,-1.05803894777748,0.023,0.102,0.000327162810375945,0.416666666666667,3,0.364928909952607,9,"UHRF1"
"CDK7",6.53766951746555e-83,-1.05598535465066,0.28,0.802,1.73150177170075e-78,0.361111111111111,5,0.506898620275945,11,"CDK7"
"SPPL2A",1.74081819796788e-45,-1.05579771526555,0.509,0.747,4.61055699731793e-41,0.393129770992366,5,0.613007083065035,10,"SPPL2A"
"PCDHB14",1.32030259743647e-13,-1.05526296078394,0.004,0.106,3.49682142931048e-09,0.5,2,0.83710407239819,8,"PCDHB14"
"RNF14",6.17943012342467e-46,-1.05481363249888,0.229,0.59,1.63662206818902e-41,0.372881355932203,4,0.723265306122449,10,"RNF14"
"ERAP1",1.65640301688606e-57,-1.05394591302481,0.307,0.679,4.38698339022273e-53,0.575949367088608,5,0.668794326241135,11,"ERAP1"
"GM2A",2.81871646826452e-54,-1.0536721531721,0.338,0.703,7.46537056619858e-50,0.459770114942529,4,0.539041095890411,10,"GM2A"
"ZNF880",2.20099664346953e-36,-1.05288193476382,0.136,0.444,5.82933961022906e-32,0.557142857142857,5,0.838394793926247,8,"ZNF880"
"FTCDNL1",1.4043558975501e-43,-1.05212109487146,0.05,0.38,3.71943659466143e-39,0.461538461538462,4,0.883544303797468,8,"FTCDNL1"
"CHAF1B",1.2702727386462e-27,-1.05183345861051,0.07,0.311,3.36431734830446e-23,0.388888888888889,4,0.60741885625966,9,"CHAF1B"
"KIF11",1.21087609088936e-10,-1.05172628027821,0.017,0.109,3.20700532672046e-06,0.555555555555556,3,0.65929203539823,10,"KIF11"
"ST6GALNAC2",1.29218953314293e-26,-1.05051176947889,0.202,0.45,3.42236397852906e-22,0.461538461538462,4,0.488770053475936,11,"ST6GALNAC2"
"TALDO1",1.99165843311112e-86,-1.04991421596395,0.817,0.972,5.27490736009479e-82,0.351543942992874,6,0.476968796433878,11,"TALDO1"
"CFI",1.41741727588488e-49,-1.04951764429608,0.254,0.628,3.75402965518111e-45,0.412213740458015,5,0.548659003831418,10,"CFI"
"FDFT1",2.55475935019945e-78,-1.04934813961846,0.61,0.896,6.76628013900325e-74,0.407643312101911,5,0.511552928533047,11,"FDFT1"
"HNF4G",6.84896870706684e-38,-1.0481407822674,0.035,0.32,1.81394936206665e-33,0.666666666666667,4,0.796992481203007,7,"HNF4G"
"TM9SF2",9.13500048363352e-27,-1.04731116374946,0.75,0.795,2.41940487809034e-22,0.396373056994819,6,0.579297820823245,11,"TM9SF2"
"CERS6",2.69464341356431e-50,-1.04708297149126,0.252,0.626,7.13676308082509e-46,0.576923076923077,5,0.651037663335895,10,"CERS6"
"TFAP2A",2.77323679731104e-66,-1.04640038781174,0.27,0.725,7.34491765767829e-62,0.697841726618705,4,0.594953519256308,10,"TFAP2A"
"GDE1",5.11430271293179e-29,-1.04630300591407,0.685,0.78,1.35452307351999e-24,0.407932011331445,5,0.592227020357804,11,"GDE1"
"C14orf80",2.08663653814197e-38,-1.04569700375115,0.089,0.41,5.526456871269e-34,0.543478260869565,4,0.72855464159812,10,"C14orf80"
"MID1",7.30420704401791e-69,-1.04509246054943,0.256,0.696,1.93451923560814e-64,0.363636363636364,5,0.648686030428769,10,"MID1"
"LINC00673",5.60321535185744e-61,-1.04482209653859,0.157,0.6,1.48401158593944e-56,0.333333333333333,5,0.482758620689655,10,"LINC00673"
"RAD54B",1.75221604405691e-16,-1.04480142037031,0.045,0.198,4.64074419268473e-12,0.608695652173913,3,0.693430656934307,8,"RAD54B"
"SAMD9L",1.97227420304031e-64,-1.04465535535501,0.181,0.654,5.22356822675226e-60,0.645161290322581,6,0.545588235294118,9,"SAMD9L"
"TUSC3",5.81249851331901e-22,-1.04399753754931,0.136,0.346,1.53944023125254e-17,0.642857142857143,4,0.739916550764951,7,"TUSC3"
"UQCRFS1",8.43692294871655e-116,-1.04221500204884,0.72,0.958,2.23451904296758e-111,0.38544474393531,6,0.481667503766951,11,"UQCRFS1"
"TXNDC5",4.23416941275395e-45,-1.04190969499387,0.204,0.549,1.12141976896788e-40,0.571428571428571,3,0.798245614035088,9,"TXNDC5"
"VRK2",1.22236226928762e-52,-1.04062964423525,0.204,0.604,3.23742647020826e-48,0.428571428571429,6,0.589968152866242,9,"VRK2"
"HCLS1",6.48369707719927e-08,-1.04010401266356,0.206,0.3,0.00171720717089623,0.773584905660377,5,0.900641025641026,7,"HCLS1"
"ANXA11",7.685426148124e-99,-1.03789440686556,0.829,0.957,2.03548511533064e-94,0.386416861826698,6,0.483903420523139,11,"ANXA11"
"RAD23B",4.57414717614919e-84,-1.0377845955717,0.522,0.886,1.21146287960311e-79,0.364312267657993,5,0.520086862106406,10,"RAD23B"
"DSE",8.03511842062216e-13,-1.03765274583879,0.052,0.179,2.12810111370178e-08,0.518518518518518,3,0.726541554959786,9,"DSE"
"TKT",5.52691715230596e-99,-1.03551410492267,0.852,0.968,1.46380400778823e-94,0.359908883826879,6,0.47886623570363,11,"TKT"
"SCARB1",1.82242152272779e-44,-1.03434976392684,0.118,0.469,4.82668340294455e-40,0.426229508196721,5,0.630390143737166,11,"SCARB1"
