"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"CSTA",4.51481212331081e-92,1.64730433866158,0.049,0.406,1.19574799085887e-87,0.42,6,0.637440758293839,7,"CSTA","p_val_adj<0.05"
"GSAP",8.47876405758186e-93,1.64653022694675,0.204,0.56,2.24560066065056e-88,0.376190476190476,8,0.78847807394669,10,"GSAP","p_val_adj<0.05"
"CLMP",3.14786284891671e-55,1.64647976979246,0.057,0.307,8.33711475535592e-51,0.508474576271186,6,0.744113029827316,7,"CLMP","p_val_adj<0.05"
"PLEKHA1",5.25335582628034e-160,1.64415086590114,0.318,0.781,1.39135129059035e-155,0.296636085626911,12,0.586313193588163,10,"PLEKHA1","p_val_adj<0.05"
"IDH1",7.12251563010643e-105,1.64191348678423,0.515,0.783,1.88639826463369e-100,0.370510396975425,11,0.590657652120467,11,"IDH1","p_val_adj<0.05"
"ST3GAL4",2.47947384764864e-123,1.63371520797957,0.218,0.647,6.56688648549741e-119,0.513392857142857,9,0.711309523809524,9,"ST3GAL4","p_val_adj<0.05"
"ADAM9",1.18139567755505e-167,1.62908050561168,0.409,0.849,3.12892645200455e-163,0.357142857142857,10,0.541383219954649,11,"ADAM9","p_val_adj<0.05"
"KCTD3",4.58637399109063e-124,1.62800648709172,0.189,0.632,1.21470115154035e-119,0.458762886597938,10,0.710806697108067,10,"KCTD3","p_val_adj<0.05"
"TMPRSS11D",5.01975832062422e-23,1.62798243245148,0.007,0.104,1.32948299121732e-18,0.428571428571429,4,0.625,7,"TMPRSS11D","p_val_adj<0.05"
"ATP8B3",1.8342734762168e-44,1.62724345411462,0.017,0.204,4.85807330176021e-40,0.529411764705882,6,0.851063829787234,7,"ATP8B3","p_val_adj<0.05"
"GNAI1",6.97026068344244e-145,1.61985117215757,0.172,0.667,1.84607354200973e-140,0.463276836158192,9,0.658483754512635,10,"GNAI1","p_val_adj<0.05"
"KCNK6",4.77801506630062e-142,1.61642871306116,0.164,0.657,1.26545729030972e-137,0.541666666666667,9,0.646412884333821,9,"KCNK6","p_val_adj<0.05"
"GCLC",9.18616228253279e-134,1.61447188573757,0.256,0.72,2.43295508052881e-129,0.509505703422053,9,0.459585838343353,11,"GCLC","p_val_adj<0.05"
"FXYD3",1.95742164575342e-249,1.61186719792479,0.754,0.976,5.18423122877793e-245,0.377260981912145,11,0.475110892065057,11,"FXYD3","p_val_adj<0.05"
"TNFRSF25",4.43275915566737e-91,1.61006037075657,0.072,0.437,1.1740162623785e-86,0.405405405405405,5,0.555066079295154,8,"TNFRSF25","p_val_adj<0.05"
"KYNU",1.09262766743932e-244,1.60816114990173,0.136,0.815,2.89382437721303e-240,0.592857142857143,7,0.562906083874778,9,"KYNU","p_val_adj<0.05"
"PLBD1",2.1061446335335e-84,1.60687974384889,0.51,0.715,5.57812406191348e-80,0.423664122137405,9,0.646029609690444,10,"PLBD1","p_val_adj<0.05"
"UCK2",7.12227545350893e-165,1.6066367391874,0.131,0.676,1.88633465386184e-160,0.414814814814815,9,0.643416370106762,10,"UCK2","p_val_adj<0.05"
"CENPW",1.61088188803122e-42,1.60591417277513,0.109,0.333,4.26642068045068e-38,0.5,9,0.603174603174603,10,"CENPW","p_val_adj<0.05"
"RARB",7.08725268349495e-84,1.60468044711951,0.091,0.436,1.87705887322364e-79,0.752688172043011,7,0.830939226519337,10,"RARB","p_val_adj<0.05"
"PGM2",1.35404326019341e-104,1.60219935316561,0.141,0.549,3.58618357462226e-100,0.289655172413793,8,0.736196319018405,11,"PGM2","p_val_adj<0.05"
"FAM83A",1.89878774534561e-171,1.5988967933797,0.245,0.802,5.02893934354784e-167,0.55952380952381,10,0.494901019796041,9,"FAM83A","p_val_adj<0.05"
"GIMAP2",7.239947249645e-99,1.5961434702117,0.083,0.473,1.91750002906848e-94,0.447058823529412,7,0.807731434384537,8,"GIMAP2","p_val_adj<0.05"
"GOLM1",4.55341323344887e-92,1.59318735238491,0.743,0.848,1.20597149487893e-87,0.302752293577982,10,0.546795235394214,11,"GOLM1","p_val_adj<0.05"
"SECTM1",6.12076990407466e-167,1.59086900518615,0.2,0.733,1.62108590909418e-162,0.531707317073171,10,0.624671916010499,7,"SECTM1","p_val_adj<0.05"
"UCHL1",2.95325258716664e-68,1.58155391222241,0.04,0.322,7.82168947711086e-64,0.292682926829268,9,0.425373134328358,8,"UCHL1","p_val_adj<0.05"
"COL22A1",1.99956035705275e-76,1.58084448350311,0.007,0.288,5.29583560565421e-72,0.428571428571429,5,0.91652754590985,7,"COL22A1","p_val_adj<0.05"
"RNASEL",6.13710675082144e-86,1.57435950586919,0.162,0.516,1.62541272295506e-81,0.325301204819277,9,0.838619402985075,8,"RNASEL","p_val_adj<0.05"
"TP53I11",4.16829501918267e-117,1.57107621989921,0.426,0.752,1.10397293583053e-112,0.305936073059361,10,0.613956466069142,11,"TP53I11","p_val_adj<0.05"
"SLC16A4",9.25245322363289e-88,1.56886224918537,0.124,0.48,2.45051223627917e-83,0.291338582677165,8,0.714428857715431,10,"SLC16A4","p_val_adj<0.05"
"SDCBP2",3.17042493903542e-141,1.56236855482855,0.1,0.601,8.39687045103532e-137,0.466019417475728,6,0.74599358974359,9,"SDCBP2","p_val_adj<0.05"
"F2RL1",3.0773733282399e-110,1.56165071761399,0.305,0.684,8.15042325984338e-106,0.4185303514377,9,0.664556962025316,10,"F2RL1","p_val_adj<0.05"
"SH3KBP1",3.40977626517849e-71,1.55909186029634,0.43,0.644,9.03079243832523e-67,0.425339366515837,11,0.714499252615845,10,"SH3KBP1","p_val_adj<0.05"
"TK1",9.22217718548184e-184,1.55172979803753,0.177,0.731,2.44249362757486e-179,0.478021978021978,10,0.624505928853755,10,"TK1","p_val_adj<0.05"
"ARPC5",5.15541281217257e-158,1.54747498302273,0.65,0.932,1.36541108330391e-153,0.342814371257485,12,0.496644295302013,10,"ARPC5","p_val_adj<0.05"
"ITGB1",2.96327153265827e-165,1.54737233908269,0.639,0.933,7.84822465424543e-161,0.335365853658537,10,0.496388028895769,11,"ITGB1","p_val_adj<0.05"
"MYD88",1.21654360919067e-105,1.5405566989049,0.359,0.696,3.22201574894148e-101,0.37940379403794,11,0.660442600276625,10,"MYD88","p_val_adj<0.05"
"FHL2",6.89159120809136e-210,1.53590673101412,0.225,0.843,1.825237931463e-205,0.627705627705628,10,0.541404911479155,8,"FHL2","p_val_adj<0.05"
"GPX8",2.82656713144023e-107,1.53525698332106,0.167,0.574,7.48616304761945e-103,0.622093023255814,9,0.760906040268456,10,"GPX8","p_val_adj<0.05"
"DGKA",9.56101634521129e-138,1.53511120705429,0.098,0.588,2.53223517902921e-133,0.603960396039604,8,0.657937806873977,8,"DGKA","p_val_adj<0.05"
"RFWD2",2.84218501868197e-96,1.53032611670723,0.3,0.644,7.5275270219792e-92,0.340909090909091,9,0.699029126213592,10,"RFWD2","p_val_adj<0.05"
"PARP15",1.43218128721738e-49,1.52466622190681,0.032,0.247,3.79313213919524e-45,0.424242424242424,7,0.734892787524366,7,"PARP15","p_val_adj<0.05"
"H6PD",6.34221112132808e-64,1.52446587221749,0.394,0.613,1.67973461548374e-59,0.412345679012346,10,0.747839748625295,10,"H6PD","p_val_adj<0.05"
"ANXA8L1",1.70747112024179e-36,1.52313231551474,0.092,0.286,4.52223726196038e-32,0.712765957446808,6,0.888888888888889,9,"ANXA8L1","p_val_adj<0.05"
"AGFG1",2.65957658391188e-174,1.52117244092465,0.352,0.83,7.04388858249062e-170,0.340720221606648,10,0.552204176334107,10,"AGFG1","p_val_adj<0.05"
"ALDOA",1.78069169983648e-296,1.52052095023942,0.945,0.997,4.71616196701693e-292,0.338825952626159,12,0.465958474167069,11,"ALDOA","p_val_adj<0.05"
"CASP1",1.05133117331103e-169,1.52014511014345,0.288,0.79,2.78445061251426e-165,0.388513513513513,10,0.569165143205363,8,"CASP1","p_val_adj<0.05"
"SGSM3",8.79919238389397e-52,1.51316512919463,0.493,0.633,2.33046610287432e-47,0.399209486166008,10,0.723954372623574,10,"SGSM3","p_val_adj<0.05"
"PBK",2.33686228828676e-19,1.50610680205996,0.018,0.111,6.18917977052747e-15,0.611111111111111,4,0.747826086956522,9,"PBK","p_val_adj<0.05"
"POU5F1",3.49490717210899e-39,1.50314393388359,0.048,0.231,9.25626164533066e-35,0.489795918367347,6,0.906444906444906,8,"POU5F1","p_val_adj<0.05"
"HCP5",5.48795563847547e-140,1.50106673673577,0.241,0.731,1.45348505085023e-135,0.37246963562753,9,0.511857707509881,10,"HCP5","p_val_adj<0.05"
"ST14",1.97402870724428e-136,1.49992457333473,0.796,0.957,5.22821503113647e-132,0.341075794621027,11,0.483400402414487,11,"ST14","p_val_adj<0.05"
"ANKRD13A",2.96910163512027e-93,1.49662011177597,0.367,0.67,7.86366568061604e-89,0.381962864721485,11,0.686288585786073,10,"ANKRD13A","p_val_adj<0.05"
"CDCA3",7.09690283715586e-14,1.4939728341005,0.032,0.111,1.87961471642073e-09,0.575757575757576,6,0.678260869565217,8,"CDCA3","p_val_adj<0.05"
"C3orf52",3.05250687277755e-110,1.49336779656574,0.216,0.645,8.08456445255135e-106,0.486486486486487,9,0.547352721849366,9,"C3orf52","p_val_adj<0.05"
"CAV1",4.26450392850789e-87,1.4932938449071,0.12,0.497,1.12945386546531e-82,0.471544715447154,10,0.434108527131783,10,"CAV1","p_val_adj<0.05"
"CRISPLD1",4.76390706233212e-61,1.49321351330766,0.145,0.428,1.26172078545866e-56,0.536912751677852,8,0.850393700787402,8,"CRISPLD1","p_val_adj<0.05"
"CXCL16",1.82576180090639e-165,1.49260394390033,0.525,0.881,4.83553012970057e-161,0.333951762523191,11,0.523211359912616,10,"CXCL16","p_val_adj<0.05"
"FAAH2",3.63315365562815e-63,1.49090420960209,0.343,0.573,9.62240745693116e-59,0.349431818181818,9,0.801680672268908,11,"FAAH2","p_val_adj<0.05"
"TMEM117",2.00813991816397e-51,1.4870881710635,0.034,0.259,5.31855857325727e-47,0.514285714285714,6,0.715613382899628,8,"TMEM117","p_val_adj<0.05"
"ADIRF",1.4834419194512e-73,1.48352431776315,0.401,0.771,3.9288959236665e-69,0.461165048543689,9,0.444791016843419,10,"ADIRF","p_val_adj<0.05"
"PAM",1.26515058896291e-99,1.48316918323689,0.368,0.686,3.35075133486827e-95,0.380952380952381,8,0.670175438596491,11,"PAM","p_val_adj<0.05"
"TMBIM1",1.25163009568555e-199,1.48110666386959,0.508,0.917,3.31494230842317e-195,0.318007662835249,11,0.503937007874016,11,"TMBIM1","p_val_adj<0.05"
"HTATIP2",1.44904181086318e-188,1.47820573639471,0.524,0.892,3.83778723607114e-184,0.353159851301115,10,0.517259978425027,11,"HTATIP2","p_val_adj<0.05"
"SYT1",6.35480041604014e-60,1.47490500946089,0.044,0.304,1.68306889018823e-55,0.666666666666667,7,0.624405705229794,8,"SYT1","p_val_adj<0.05"
"PLEKHA8P1",1.19582355023401e-64,1.47466359518255,0.058,0.337,3.16713867279477e-60,0.416666666666667,8,0.842857142857143,7,"PLEKHA8P1","p_val_adj<0.05"
"TNS4",2.35073358023742e-28,1.47394608249453,0.112,0.28,6.22591788725881e-24,0.391304347826087,8,0.878006872852234,8,"TNS4","p_val_adj<0.05"
"CALHM2",5.80034425920604e-18,1.46955643565753,0.022,0.113,1.53622117705072e-13,0.608695652173913,4,0.719148936170213,7,"CALHM2","p_val_adj<0.05"
"POF1B",7.6379985412611e-107,1.46559783237911,0.076,0.487,2.022923913653e-102,0.782051282051282,7,0.830207305034551,9,"POF1B","p_val_adj<0.05"
"PSMB9",2.61345463414694e-226,1.46278021505857,0.601,0.955,6.92173459853818e-222,0.39708265802269,11,0.482115869017632,11,"PSMB9","p_val_adj<0.05"
"RNF141",5.42879927935061e-140,1.46191184593946,0.481,0.831,1.43781748913601e-135,0.394736842105263,10,0.556199304750869,11,"RNF141","p_val_adj<0.05"
"CPM",5.06455221331682e-114,1.45845793017465,0.302,0.693,1.34134665369696e-109,0.567741935483871,10,0.665972222222222,9,"CPM","p_val_adj<0.05"
"SPINK1",8.44833900231461e-99,1.45843816925207,0.122,0.513,2.23754258476302e-94,0.704,6,0.795305164319249,7,"SPINK1","p_val_adj<0.05"
"NCKAP5",1.26337681601977e-19,1.45625643789716,0.034,0.139,3.34605349722835e-15,0.228571428571429,8,0.899305555555556,7,"NCKAP5","p_val_adj<0.05"
"C11orf45",4.8695524391134e-42,1.45619735612948,0.018,0.196,1.28970096349918e-37,0.444444444444444,5,0.820638820638821,7,"C11orf45","p_val_adj<0.05"
"CPNE7",6.96870986584022e-74,1.45363413095709,0.047,0.352,1.84566280796778e-69,0.5625,9,0.799180327868853,8,"CPNE7","p_val_adj<0.05"
"HLA-F",3.17124039302797e-227,1.4517545493719,0.615,0.948,8.39903018093458e-223,0.365506329113924,11,0.482986287455561,11,"HLA-F","p_val_adj<0.05"
"ZNF518B",2.16353128852407e-68,1.44321734749508,0.082,0.386,5.73011261765599e-64,0.297619047619048,9,0.596009975062344,8,"ZNF518B","p_val_adj<0.05"
"NCK1",6.31033875665384e-196,1.44246221080488,0.3,0.84,1.67129321969977e-191,0.288961038961039,8,0.533218785796105,11,"NCK1","p_val_adj<0.05"
"STK24",1.64689418418437e-95,1.44098418754405,0.572,0.828,4.36179924681229e-91,0.304940374787053,11,0.557558139534884,11,"STK24","p_val_adj<0.05"
"TMEM206",1.57981916264046e-114,1.43840118023139,0.099,0.534,4.18415105225325e-110,0.362745098039216,8,0.636609558160505,10,"TMEM206","p_val_adj<0.05"
"SERPINE1",8.55523963843128e-137,1.42797223563001,0.184,0.67,2.26585521823852e-132,0.793650793650794,8,0.612787356321839,8,"SERPINE1","p_val_adj<0.05"
"AMOTL1",1.8771176348791e-100,1.42267747719942,0.082,0.471,4.97154605597731e-96,0.654761904761905,8,0.822085889570552,9,"AMOTL1","p_val_adj<0.05"
"ADGRF1",3.47047394411753e-89,1.42256186080715,0.547,0.754,9.19155024099527e-85,0.362989323843416,9,0.608806636885769,10,"ADGRF1","p_val_adj<0.05"
"TINCR",3.31270492288834e-101,1.42202376201469,0.07,0.451,8.77369898826976e-97,0.375,8,0.724653148345784,8,"TINCR","p_val_adj<0.05"
"APOL2",2.64222776682816e-165,1.42130313126169,0.391,0.888,6.99794024044437e-161,0.370646766169154,10,0.50840108401084,10,"APOL2","p_val_adj<0.05"
"PLK1",2.36013653120978e-12,1.42022023682321,0.056,0.138,6.25082160290911e-08,0.491228070175439,8,0.468531468531469,8,"PLK1","p_val_adj<0.05"
"IL2RG",2.8712785778408e-49,1.41573429964544,0.033,0.253,7.60458131341135e-45,0.411764705882353,5,0.638783269961977,7,"IL2RG","p_val_adj<0.05"
"ZG16B",1.21653433971661e-37,1.41057153007097,0.024,0.193,3.22199119873944e-33,0.4,6,0.832917705735661,7,"ZG16B","p_val_adj<0.05"
"FAM110C",1.16395518123498e-68,1.41051903172884,0.081,0.386,3.08273529750085e-64,0.409638554216867,7,0.582294264339152,9,"FAM110C","p_val_adj<0.05"
"ACOT7",5.73261433358443e-40,1.4099958935043,0.19,0.416,1.51828290624984e-35,0.348717948717949,8,0.489583333333333,11,"ACOT7","p_val_adj<0.05"
"KCNK15",3.88094969031338e-114,1.40895398123142,0.058,0.477,1.0278695254795e-109,0.45,8,0.905146316851665,7,"KCNK15","p_val_adj<0.05"
"GBP1P1",9.62784631392722e-22,1.39994398989647,0.055,0.179,2.54993509624362e-17,0.553571428571429,6,0.706989247311828,8,"GBP1P1","p_val_adj<0.05"
"TACSTD2",2.41569066111926e-191,1.3945455562033,0.942,0.98,6.39795671597436e-187,0.345398138572906,11,0.473477406679764,10,"TACSTD2","p_val_adj<0.05"
"PTP4A2",4.11769217718822e-182,1.39149509387505,0.814,0.978,1.0905707731283e-177,0.316985645933014,12,0.473684210526316,11,"PTP4A2","p_val_adj<0.05"
"MUC1",1.05933559981964e-75,1.39140814897153,0.813,0.859,2.80565033612231e-71,0.361676646706587,11,0.539798206278027,11,"MUC1","p_val_adj<0.05"
"HMGN2P46",2.44951666941446e-77,1.38754761457977,0.187,0.509,6.48754489894419e-73,0.479166666666667,10,0.856196783349101,10,"HMGN2P46","p_val_adj<0.05"
"ZNF879",9.33680733204061e-24,1.38659786622566,0.019,0.131,2.47285342189096e-19,0.4,5,0.864468864468865,7,"ZNF879","p_val_adj<0.05"
"KRT7",4.93021606241482e-85,1.37947589103027,0.721,0.829,1.30576772413057e-80,0.447297297297297,12,0.560394889663182,11,"KRT7","p_val_adj<0.05"
"CD68",2.74544497564854e-135,1.3785386297994,0.202,0.687,7.27131101800516e-131,0.410628019323671,8,0.553921568627451,9,"CD68","p_val_adj<0.05"
"CAPN2",2.94761879520357e-122,1.37804557138269,0.865,0.963,7.80676837909665e-118,0.335585585585586,12,0.481259370314843,11,"CAPN2","p_val_adj<0.05"
"SLC44A1",2.20013616078276e-101,1.3767043641905,0.465,0.769,5.82706062183315e-97,0.374476987447699,9,0.599499374217772,11,"SLC44A1","p_val_adj<0.05"
"SLC9A7",2.29199509160593e-99,1.37594233161432,0.155,0.557,6.07034900011831e-95,0.566037735849057,9,0.7009507346586,9,"SLC9A7","p_val_adj<0.05"
"C9orf152",8.59310934168249e-58,1.37325845695606,0.186,0.462,2.27588500914461e-53,0.387434554973822,8,0.906347554630593,9,"C9orf152","p_val_adj<0.05"
"DIRC2",5.37027983940645e-104,1.37321232111919,0.277,0.663,1.4223186154668e-99,0.309859154929577,9,0.675616835994195,10,"DIRC2","p_val_adj<0.05"
"TMEM176A",8.41476781289355e-80,1.37164103717195,0.209,0.544,2.22865125524486e-75,0.446511627906977,6,0.826548672566372,7,"TMEM176A","p_val_adj<0.05"
"PHEX",3.03583105437272e-37,1.37066902434222,0.03,0.202,8.04039854750614e-33,0.645161290322581,6,0.642857142857143,7,"PHEX","p_val_adj<0.05"
"LOC100505666",2.35712558739016e-79,1.36967227492,0.049,0.377,6.24284711820285e-75,0.3,9,0.933673469387755,9,"LOC100505666","p_val_adj<0.05"
"PGK1",3.28843577202169e-115,1.36908629603154,0.904,0.962,8.70942214219944e-111,0.359913793103448,12,0.481981981981982,11,"PGK1","p_val_adj<0.05"
"TPD52L1",4.50476554814509e-125,1.36804033075146,0.111,0.59,1.19308715542623e-120,0.464912280701754,7,0.47921760391198,10,"TPD52L1","p_val_adj<0.05"
"SYNGR3",1.10741691563733e-33,1.36299090603409,0.01,0.152,2.93299370106546e-29,0.8,2,0.917721518987342,7,"SYNGR3","p_val_adj<0.05"
"TAP2",2.50034886995787e-156,1.36193377330096,0.271,0.784,6.62217398208342e-152,0.29136690647482,10,0.536525475751995,10,"TAP2","p_val_adj<0.05"
"RTP4",2.51516287015666e-124,1.36118521016431,0.204,0.693,6.66140886160992e-120,0.566666666666667,10,0.566273421235253,9,"RTP4","p_val_adj<0.05"
"OPN3",1.75142103592012e-96,1.36026329079212,0.264,0.639,4.63863861363443e-92,0.509225092250922,9,0.719126506024096,9,"OPN3","p_val_adj<0.05"
"PPT1",3.02086184574157e-90,1.35967325618159,0.548,0.79,8.00075259844655e-86,0.30550621669627,11,0.582571602681292,11,"PPT1","p_val_adj<0.05"
"PJA1",2.0725482361835e-102,1.35838874672904,0.131,0.546,5.48914400353199e-98,0.407407407407407,10,0.71957671957672,10,"PJA1","p_val_adj<0.05"
"TRAF2",1.34090739810512e-112,1.35779178992512,0.203,0.636,3.55139324388141e-108,0.283653846153846,8,0.685844057532173,10,"TRAF2","p_val_adj<0.05"
"AURKB",1.6868233380229e-15,1.35684996216453,0.022,0.103,4.46755161075364e-11,0.521739130434783,5,0.747663551401869,7,"AURKB","p_val_adj<0.05"
"TYMP",1.28859960266791e-202,1.35534055975633,0.769,0.947,3.41285604766595e-198,0.335443037974684,11,0.488313008130081,11,"TYMP","p_val_adj<0.05"
"SUCLG2",2.69214224522595e-96,1.35486349534412,0.427,0.728,7.13013873648092e-92,0.323462414578588,11,0.628552544613351,11,"SUCLG2","p_val_adj<0.05"
"TSPAN14",8.61955045256779e-163,1.35480907830046,0.436,0.857,2.28288793736258e-158,0.3125,10,0.535654126895003,11,"TSPAN14","p_val_adj<0.05"
"RHBDL1",6.88815205602709e-94,1.35419734707754,0.082,0.465,1.82432707203878e-89,0.5,8,0.801447776628749,7,"RHBDL1","p_val_adj<0.05"
"COG2",5.23101984343299e-84,1.35284165679828,0.315,0.628,1.38543560553323e-79,0.314814814814815,10,0.726993865030675,11,"COG2","p_val_adj<0.05"
"PADI2",8.48137992954999e-19,1.35155768084627,0.034,0.135,2.24629347434131e-14,0.542857142857143,6,0.889679715302491,7,"PADI2","p_val_adj<0.05"
"EXT1",7.27430489257731e-128,1.35029947534824,0.243,0.699,1.9265996507991e-123,0.384,10,0.628099173553719,9,"EXT1","p_val_adj<0.05"
"APOL3",1.87549568928145e-78,1.34467384602272,0.086,0.417,4.96725033306193e-74,0.477272727272727,8,0.598615916955017,9,"APOL3","p_val_adj<0.05"
"VAMP7",3.48414034251885e-92,1.34209058660074,0.21,0.587,9.22774569716119e-88,0.361111111111111,10,0.724590163934426,9,"VAMP7","p_val_adj<0.05"
"TM4SF19",3.99323467502769e-30,1.33310166621819,0.004,0.126,1.05760820368108e-25,0.75,2,0.800766283524904,8,"TM4SF19","p_val_adj<0.05"
"NLRC5",1.59102395964064e-79,1.32897322569886,0.096,0.451,4.21382695710824e-75,0.323232323232323,11,0.471718249733191,10,"NLRC5","p_val_adj<0.05"
"ADA",7.85019967172307e-76,1.32816294908314,0.084,0.41,2.07912538305585e-71,0.430232558139535,7,0.507638072855464,7,"ADA","p_val_adj<0.05"
"CASP7",1.82688681941795e-99,1.32675228716658,0.261,0.648,4.83850974122845e-95,0.447761194029851,10,0.667161961367013,9,"CASP7","p_val_adj<0.05"
"STRADB",2.17904486451131e-96,1.32462076141394,0.165,0.553,5.7712003236582e-92,0.408284023668639,8,0.763272410791993,10,"STRADB","p_val_adj<0.05"
"HOXB2",1.81025374036084e-65,1.32150165074045,0.04,0.318,4.7944570313457e-61,0.560975609756098,6,0.748865355521936,7,"HOXB2","p_val_adj<0.05"
"IKBKE",9.1340397361725e-97,1.32106934213,0.166,0.558,2.41915042412529e-92,0.352941176470588,10,0.765314926660915,8,"IKBKE","p_val_adj<0.05"
"LEMD1",3.82008190924362e-55,1.32010651377359,0.069,0.328,1.01174869366317e-50,0.464788732394366,8,0.738619676945668,8,"LEMD1","p_val_adj<0.05"
"FOSL1",2.59943517814016e-16,1.31988045984439,0.34,0.443,6.88460406930421e-12,0.558739255014327,8,0.660152008686211,8,"FOSL1","p_val_adj<0.05"
"SLC15A3",1.4857500791419e-41,1.31694994834636,0.08,0.295,3.93500908460731e-37,0.48780487804878,8,0.552287581699346,8,"SLC15A3","p_val_adj<0.05"
"BIRC5",1.46145638751785e-22,1.31078204547822,0.063,0.196,3.87066724234102e-18,0.492307692307692,9,0.597051597051597,10,"BIRC5","p_val_adj<0.05"
"SPC25",1.21886533194657e-11,1.30840637376432,0.04,0.111,3.2281648316605e-07,0.585365853658537,8,0.748917748917749,8,"SPC25","p_val_adj<0.05"
"AKR1C3",0.821158963101771,1.30622114788415,0.542,0.431,1,0.40394973070018,10,0.684151785714286,10,"AKR1C3","NS"
"GALNT7",1.73281905015149e-100,1.30214193156815,0.351,0.692,4.58937125432622e-96,0.377777777777778,10,0.659707724425887,10,"GALNT7","p_val_adj<0.05"
"DCST2",2.63440471319555e-46,1.30191866013434,0.024,0.223,6.97722088289841e-42,0.32,6,0.894396551724138,7,"DCST2","p_val_adj<0.05"
"CBLC",1.06572195412403e-165,1.30049671374579,0.163,0.729,2.8225645954975e-161,0.413173652694611,7,0.568692206076618,10,"CBLC","p_val_adj<0.05"
"PPM1J",2.66342964501907e-37,1.30045488100113,0.022,0.19,7.05409341483301e-33,0.347826086956522,8,0.857868020304569,7,"PPM1J","p_val_adj<0.05"
"GIT2",6.71814253548999e-114,1.29934699722144,0.319,0.724,1.77930005052452e-109,0.478658536585366,9,0.630984042553192,10,"GIT2","p_val_adj<0.05"
"GJB5",1.79212812580278e-33,1.29546202163828,0.114,0.309,4.74645134118866e-29,0.760683760683761,5,0.690513219284603,8,"GJB5","p_val_adj<0.05"
"C4orf19",1.74613529942003e-38,1.29387861850811,0.408,0.529,4.62463934051395e-34,0.398568019093079,7,0.869881710646042,9,"C4orf19","p_val_adj<0.05"
"CNOT8",2.66674837497996e-96,1.29233352189298,0.413,0.724,7.06288307113442e-92,0.346698113207547,11,0.632558139534884,11,"CNOT8","p_val_adj<0.05"
"ARHGAP10",2.06005903146802e-101,1.29131858220756,0.15,0.56,5.45606634484306e-97,0.493506493506494,8,0.713058419243986,10,"ARHGAP10","p_val_adj<0.05"
"PYGL",2.07564339052989e-108,1.29108288074625,0.257,0.664,5.4973415198184e-104,0.340909090909091,10,0.63768115942029,9,"PYGL","p_val_adj<0.05"
"TMSB10",1.11704979688862e-298,1.28727512902562,0.986,0.999,2.95850638705951e-294,0.36426456071076,12,0.465060240963855,11,"TMSB10","p_val_adj<0.05"
"MARCH5",1.17640686987541e-160,1.28356062389904,0.279,0.809,3.11571359486503e-156,0.317073170731707,11,0.545778834720571,9,"MARCH5","p_val_adj<0.05"
"GPRC5A",1.22137895160733e-112,1.28165715449985,0.645,0.914,3.23482215333201e-108,0.457703927492447,11,0.505789473684211,10,"GPRC5A","p_val_adj<0.05"
"GPC1",1.30552790027849e-164,1.28130959835813,0.209,0.77,3.45769064388758e-160,0.455813953488372,9,0.555902560899438,9,"GPC1","p_val_adj<0.05"
"SLC17A5",9.41813921138728e-64,1.27973444999995,0.259,0.536,2.49439417013592e-59,0.338345864661654,10,0.821364452423698,11,"SLC17A5","p_val_adj<0.05"
"GDE1",7.23261368087405e-57,1.27771100128588,0.662,0.78,1.91555773337949e-52,0.304411764705882,11,0.592227020357804,11,"GDE1","p_val_adj<0.05"
"PLA2G16",1.43598387492679e-24,1.27523947138801,0.824,0.769,3.8032032927436e-20,0.354609929078014,12,0.601753287413901,11,"PLA2G16","p_val_adj<0.05"
