"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"GRHL1",9.21296045494633e-80,0.537775051007571,0.2,0.558,2.44005257649254e-75,0.48780487804878,11,0.762068965517241,9,"GRHL1","p_val_adj<0.05"
"MINA",6.246406788973e-51,0.537400647795627,0.251,0.557,1.6543608380595e-46,0.341085271317829,8,0.711322385479689,11,"MINA","p_val_adj<0.05"
"RASGEF1A",7.45383074038014e-13,0.537373046436888,0.129,0.239,1.97414707158968e-08,0.522727272727273,8,0.600806451612903,8,"RASGEF1A","p_val_adj<0.05"
"CMYA5",3.70503773355795e-28,0.537161093916227,0.123,0.306,9.81279243732824e-24,0.380952380952381,9,0.828346456692913,8,"CMYA5","p_val_adj<0.05"
"SCIN",2.07424559357533e-23,0.537117088937372,0.35,0.5,5.49363945458426e-19,0.534818941504178,8,0.820192307692308,10,"SCIN","p_val_adj<0.05"
"ZNF639",1.133654464517e-52,0.536743176705884,0.22,0.518,3.00248384927327e-48,0.314159292035398,11,0.62116991643454,10,"ZNF639","p_val_adj<0.05"
"DLAT",3.38715617384349e-50,0.536352571248241,0.34,0.616,8.97088312642448e-46,0.406876790830946,12,0.696875,11,"DLAT","p_val_adj<0.05"
"MYL12A",4.70669771511687e-52,0.536135889708994,0.905,0.981,1.2465688898487e-47,0.322927879440258,12,0.472290338401177,11,"MYL12A","p_val_adj<0.05"
"ATG5",5.36130029775117e-54,0.536062422627795,0.392,0.693,1.4199403838594e-49,0.342431761786601,12,0.645833333333333,11,"ATG5","p_val_adj<0.05"
"TRIM11",9.19091399921306e-68,0.535886533767679,0.217,0.567,2.43421357269158e-63,0.37219730941704,10,0.718405428329092,10,"TRIM11","p_val_adj<0.05"
"NUBP2",1.97256242011439e-85,0.535331550434475,0.499,0.867,5.22433156967297e-81,0.30078125,10,0.530816213214881,11,"NUBP2","p_val_adj<0.05"
"ZBTB5",1.43025394153658e-06,0.534979128684645,0.098,0.162,0.0378802756415964,0.415841584158416,8,0.531157270029674,8,"ZBTB5","p_val_adj<0.05"
"PIGC",2.68802165540538e-46,0.534804244925164,0.324,0.621,7.11922535434116e-42,0.366366366366366,9,0.703330751355538,10,"PIGC","p_val_adj<0.05"
"YWHAH",7.3442069664203e-24,0.534742364568398,0.811,0.838,1.94511321505642e-19,0.336134453781513,11,0.550258472142447,11,"YWHAH","p_val_adj<0.05"
"C1orf74",2.18586922292042e-12,0.534509923700643,0.063,0.152,5.78927463690474e-08,0.384615384615385,9,0.555555555555556,8,"C1orf74","p_val_adj<0.05"
"PSMD10",7.44686370435962e-66,0.534113668362282,0.555,0.826,1.97230185209965e-61,0.384210526315789,12,0.553030303030303,10,"PSMD10","p_val_adj<0.05"
"STRA13",4.82087261064213e-65,0.533809271969993,0.602,0.871,1.27680811092857e-60,0.393203883495146,11,0.528176795580111,10,"STRA13","p_val_adj<0.05"
"RAB40C",2.45511739091698e-60,0.533766345306956,0.328,0.639,6.50237840984361e-56,0.344213649851632,9,0.673192771084337,8,"RAB40C","p_val_adj<0.05"
"PLEKHG5",3.2933991208459e-19,0.533321836197956,0.068,0.193,8.72256757156036e-15,0.5,7,0.561097256857855,7,"PLEKHG5","p_val_adj<0.05"
"WRAP73",4.21750464355166e-52,0.533279996695147,0.246,0.577,1.11700610484466e-47,0.33596837944664,10,0.553333333333333,10,"WRAP73","p_val_adj<0.05"
"DCTD",9.37602001714114e-61,0.533144612847802,0.45,0.775,2.48323890153983e-56,0.380952380952381,9,0.556797020484171,11,"DCTD","p_val_adj<0.05"
"GTF2IRD2B",2.1008136517253e-48,0.53306629019404,0.517,0.718,5.56400495659446e-44,0.354048964218456,10,0.641180415828303,10,"GTF2IRD2B","p_val_adj<0.05"
"RAN",3.45926803570812e-32,0.532722830211394,0.832,0.979,9.16187139257295e-28,0.326697892271663,12,0.47027027027027,11,"RAN","p_val_adj<0.05"
"TSPAN17",1.72609821918982e-54,0.532673602037186,0.366,0.659,4.57157113352424e-50,0.351063829787234,8,0.673484295105917,11,"TSPAN17","p_val_adj<0.05"
"NDC80",2.05885899933716e-15,0.531796298828838,0.022,0.104,5.45288805974446e-11,0.434782608695652,7,0.416666666666667,9,"NDC80","p_val_adj<0.05"
"SNRPA1",1.63779942650033e-60,0.531416784271291,0.55,0.87,4.33771178108613e-56,0.366371681415929,11,0.510791366906475,10,"SNRPA1","p_val_adj<0.05"
"DHTKD1",2.09049524887632e-61,0.531405422839701,0.311,0.627,5.53667666664892e-57,0.376175548589342,10,0.679723502304147,9,"DHTKD1","p_val_adj<0.05"
"ARL14EP",6.77198999686946e-56,0.53109783244804,0.242,0.569,1.79356155067088e-51,0.325301204819277,11,0.622673434856176,10,"ARL14EP","p_val_adj<0.05"
"B3GNT2",1.22690679660531e-36,0.53065556474638,0.345,0.574,3.24946265080917e-32,0.322033898305085,9,0.648489932885906,11,"B3GNT2","p_val_adj<0.05"
"FAM157A",1.11562142625868e-14,0.530632493436613,0.023,0.102,2.95472334744612e-10,0.416666666666667,6,0.4739336492891,8,"FAM157A","p_val_adj<0.05"
"PLCB1",1.18546631103095e-36,0.530070223280197,0.128,0.35,3.13970752476546e-32,0.419847328244275,7,0.865199449793673,9,"PLCB1","p_val_adj<0.05"
"FAM120AOS",4.94879426246511e-67,0.529942327905252,0.502,0.813,1.31068816041389e-62,0.356589147286822,10,0.546745562130178,11,"FAM120AOS","p_val_adj<0.05"
"PPM1M",1.66307217333181e-27,0.529747517490514,0.083,0.249,4.4046466510693e-23,0.4,7,0.810810810810811,8,"PPM1M","p_val_adj<0.05"
"FLT3LG",3.19459510105829e-12,0.529213852205954,0.086,0.181,8.46088512515289e-08,0.465909090909091,6,0.681697612732096,8,"FLT3LG","p_val_adj<0.05"
"TPM3P9",7.15815056677963e-19,0.529036266379391,0.089,0.217,1.89583617761158e-14,0.307692307692308,9,0.431111111111111,8,"TPM3P9","p_val_adj<0.05"
"HECA",3.69197083231533e-15,0.52874310314928,0.189,0.318,9.77818474938716e-11,0.324742268041237,8,0.720121028744327,9,"HECA","p_val_adj<0.05"
"CAPZB",1.82385568725277e-90,0.528568958503144,0.796,0.957,4.83048178768895e-86,0.320293398533007,12,0.483400402414487,11,"CAPZB","p_val_adj<0.05"
"TRIM21",4.7066477077497e-33,0.528350212856448,0.186,0.416,1.24655564539751e-28,0.340314136125654,8,0.483236994219653,10,"TRIM21","p_val_adj<0.05"
"PRIM2",2.23970941549752e-14,0.528237008394526,0.095,0.205,5.93187038694517e-10,0.346938775510204,9,0.496470588235294,9,"PRIM2","p_val_adj<0.05"
"PCDH7",8.86316785716596e-73,0.527947274872794,0.285,0.634,2.34741000697041e-68,0.426621160409556,9,0.679574791192103,9,"PCDH7","p_val_adj<0.05"
"ACP1",5.55958152137382e-89,0.527671686137842,0.722,0.948,1.47245516593586e-84,0.319407008086253,12,0.486294416243655,11,"ACP1","p_val_adj<0.05"
"TLE1",2.87031433014121e-48,0.527411000917632,0.397,0.666,7.60202750337899e-44,0.316176470588235,10,0.679681851048445,10,"TLE1","p_val_adj<0.05"
"TRAPPC13",1.27135070318532e-58,0.527353494826053,0.217,0.535,3.36717233738633e-54,0.434977578475336,8,0.660971223021583,10,"TRAPPC13","p_val_adj<0.05"
"FAM157C",1.14193714015479e-21,0.527269859739792,0.072,0.211,3.02442051569996e-17,0.337837837837838,6,0.522831050228311,8,"FAM157C","p_val_adj<0.05"
"SLC30A9",1.48865963639054e-58,0.526985719367834,0.41,0.682,3.94271504698034e-54,0.323040380047506,9,0.66196189131969,11,"SLC30A9","p_val_adj<0.05"
"ELK1",1.31279792123337e-42,0.526593894973376,0.141,0.391,3.47694529438657e-38,0.358620689655172,8,0.744157441574416,10,"ELK1","p_val_adj<0.05"
"AUH",6.46138614062783e-53,0.526549812488837,0.258,0.565,1.71129811934528e-48,0.324528301886792,9,0.711489361702128,11,"AUH","p_val_adj<0.05"
"UPK3A",7.88326960304933e-33,0.526256293886524,0.009,0.147,2.08788395436762e-28,0.444444444444444,4,0.947712418300654,7,"UPK3A","p_val_adj<0.05"
"PITRM1",3.18638092914719e-49,0.525835220775301,0.397,0.671,8.43912989084633e-45,0.397058823529412,9,0.609318996415771,10,"PITRM1","p_val_adj<0.05"
"HENMT1",1.71325793584954e-16,0.525764445840124,0.087,0.207,4.5375636430975e-12,0.49438202247191,7,0.562790697674419,9,"HENMT1","p_val_adj<0.05"
"PPP4C",4.01147168938709e-85,0.525549370237508,0.713,0.952,1.06243827693417e-80,0.349726775956284,12,0.484082870136433,11,"PPP4C","p_val_adj<0.05"
"DBNL",5.0161996017837e-68,0.52524783498464,0.557,0.838,1.32854046453241e-63,0.353146853146853,11,0.548220436280138,11,"DBNL","p_val_adj<0.05"
"CD99P1",2.70910103534125e-28,0.525017285974754,0.087,0.26,7.1750540921013e-24,0.550561797752809,6,0.737037037037037,10,"CD99P1","p_val_adj<0.05"
"HMGN4",4.15954267290676e-77,0.524936261275129,0.361,0.733,1.10165487691935e-72,0.355795148247978,9,0.597112860892388,10,"HMGN4","p_val_adj<0.05"
"CHMP4C",3.63271918766266e-56,0.524768168411601,0.335,0.676,9.62125676852455e-52,0.331395348837209,10,0.568376068376068,9,"CHMP4C","p_val_adj<0.05"
"MARC2",5.60337418629545e-40,0.524547699935719,0.165,0.414,1.48405365324035e-35,0.36094674556213,8,0.824622531939605,10,"MARC2","p_val_adj<0.05"
"C3orf17",4.930525505556e-44,0.524511390985851,0.188,0.457,1.30584968014651e-39,0.33160621761658,10,0.496842105263158,9,"C3orf17","p_val_adj<0.05"
"EIF2B1",4.82889255999492e-51,0.52447266554431,0.341,0.662,1.27893219451465e-46,0.288571428571429,11,0.514909090909091,10,"EIF2B1","p_val_adj<0.05"
"NIPSNAP1",1.23697977864299e-64,0.523813637200579,0.353,0.698,3.27614094373596e-60,0.347107438016529,12,0.633793103448276,11,"NIPSNAP1","p_val_adj<0.05"
"DISP1",1.0293139674855e-37,0.523548072728542,0.153,0.379,2.72613804288535e-33,0.414012738853503,9,0.810673443456163,9,"DISP1","p_val_adj<0.05"
"MRPS34",6.66234114249276e-87,0.523538002899275,0.657,0.946,1.76452105158921e-82,0.293333333333333,12,0.488040712468193,11,"MRPS34","p_val_adj<0.05"
"MFSD5",2.27210345330819e-63,0.523378769572512,0.328,0.682,6.01766599608674e-59,0.376854599406528,10,0.622441778405081,11,"MFSD5","p_val_adj<0.05"
"BORA",2.19439166227256e-17,0.523366934028094,0.085,0.206,5.81184631752887e-13,0.28735632183908,7,0.678321678321678,11,"BORA","p_val_adj<0.05"
"PSMA4",1.87653109143083e-55,0.523076124602735,0.818,0.962,4.96999259565456e-51,0.328571428571429,11,0.47823911955978,11,"PSMA4","p_val_adj<0.05"
"S100A12",6.97179029769022e-23,0.523043343926461,0.012,0.114,1.84647866034325e-18,0.416666666666667,7,0.582278481012658,7,"S100A12","p_val_adj<0.05"
"NINJ1",1.10556362888653e-58,0.523030659501548,0.479,0.865,2.92808527110597e-54,0.41869918699187,11,0.497495826377296,11,"NINJ1","p_val_adj<0.05"
"INPP5D",2.29446517510829e-37,0.522548743415995,0.033,0.211,6.07689101627431e-33,0.411764705882353,10,0.666666666666667,7,"INPP5D","p_val_adj<0.05"
"TCAIM",1.41694042368165e-46,0.522463964788126,0.169,0.444,3.75276671212084e-42,0.350574712643678,9,0.748645720476706,9,"TCAIM","p_val_adj<0.05"
"APOA1BP",8.42044659455705e-70,0.521933072795361,0.711,0.905,2.23015528056844e-65,0.342465753424658,11,0.509042553191489,10,"APOA1BP","p_val_adj<0.05"
"TMEM40",1.37411800649611e-51,0.52131559882706,0.157,0.468,3.63935154020496e-47,0.93167701863354,6,0.485097636176773,8,"TMEM40","p_val_adj<0.05"
"PGP",6.39967529573907e-73,0.521289212991707,0.375,0.747,1.69495400207649e-68,0.306493506493506,12,0.591494845360825,11,"PGP","p_val_adj<0.05"
"OIP5",6.99587118532543e-15,0.521215918439499,0.086,0.195,1.85285648343344e-10,0.5,7,0.451851851851852,9,"OIP5","p_val_adj<0.05"
"PYROXD2",3.35249658512819e-55,0.521001532885587,0.163,0.461,8.87908720571202e-51,0.455089820359281,9,0.869519832985386,8,"PYROXD2","p_val_adj<0.05"
"STX7",2.62159772518446e-48,0.519908434610585,0.294,0.56,6.94330157515104e-44,0.450331125827815,10,0.757523645743766,10,"STX7","p_val_adj<0.05"
"FBXO45",3.87210503344505e-36,0.519890185024443,0.151,0.384,1.02552701810792e-31,0.303225806451613,8,0.49435382685069,9,"FBXO45","p_val_adj<0.05"
"SQSTM1",1.42321600744545e-104,0.519506493602563,0.94,0.994,3.76938759571927e-100,0.341968911917098,12,0.467312348668281,11,"SQSTM1","p_val_adj<0.05"
"GTPBP4",2.81320633207872e-64,0.519453411553289,0.371,0.73,7.4507769705105e-60,0.304461942257218,11,0.548450889914305,10,"GTPBP4","p_val_adj<0.05"
"ZNF610",3.7654429852873e-11,0.519419826475282,0.037,0.108,9.97277574653342e-07,0.315789473684211,5,0.786666666666667,8,"ZNF610","p_val_adj<0.05"
"GLRX2",4.70330705024285e-71,0.519411402972201,0.273,0.655,1.24567087225682e-66,0.342857142857143,8,0.647577092511013,10,"GLRX2","p_val_adj<0.05"
"FARSB",6.0715776152162e-51,0.519399458252279,0.328,0.637,1.60805733139001e-46,0.344213649851632,9,0.543051359516616,10,"FARSB","p_val_adj<0.05"
"DKC1",3.28596179280847e-52,0.518854248063841,0.403,0.714,8.70286980825323e-48,0.342995169082126,11,0.569116655428186,10,"DKC1","p_val_adj<0.05"
"PCCB",1.87735663629397e-54,0.518763365720869,0.359,0.678,4.97217905122458e-50,0.314363143631436,10,0.517755681818182,10,"PCCB","p_val_adj<0.05"
"AURKA",9.81885388602374e-12,0.518547564893279,0.079,0.167,2.60052345171339e-07,0.432098765432099,9,0.387931034482759,9,"AURKA","p_val_adj<0.05"
"RPSAP58",5.01278396728101e-41,0.518416258572002,0.795,0.871,1.32763583373437e-36,0.311274509803922,10,0.528729281767956,11,"RPSAP58","p_val_adj<0.05"
"KANSL2",1.68809567178172e-24,0.51830293504838,0.233,0.425,4.4709213867139e-20,0.347280334728033,9,0.462061155152888,10,"KANSL2","p_val_adj<0.05"
"PSMD8",2.65625763316663e-99,0.518198596176714,0.831,0.968,7.03509834144183e-95,0.323563892145369,12,0.478368970661363,11,"PSMD8","p_val_adj<0.05"
"OAS3",1.00956800881588e-54,0.518063058153793,0.299,0.615,2.67384087134885e-50,0.315960912052117,9,0.433150899139953,10,"OAS3","p_val_adj<0.05"
"LOC389641",2.35080952553056e-27,0.5180468665753,0.214,0.425,6.22611902836769e-23,0.436363636363636,9,0.474518686296716,10,"LOC389641","p_val_adj<0.05"
"GLRX3",2.63623438174918e-71,0.51796798606008,0.591,0.893,6.98206676006269e-67,0.327841845140033,10,0.509159482758621,10,"GLRX3","p_val_adj<0.05"
"DDX1",7.67287993454805e-52,0.517938377884101,0.56,0.816,2.03216225066505e-47,0.337391304347826,10,0.524483775811209,11,"DDX1","p_val_adj<0.05"
"CCM2",6.14841435833388e-70,0.517790189252889,0.392,0.753,1.62840754280473e-65,0.45409429280397,9,0.605498721227621,11,"CCM2","p_val_adj<0.05"
"BLCAP",2.02306213947392e-59,0.517528658727606,0.585,0.858,5.35808007639668e-55,0.342762063227953,11,0.509254066180595,10,"BLCAP","p_val_adj<0.05"
"MAPK13",2.25679529827933e-74,0.516716558909734,0.476,0.814,5.97712234749281e-70,0.359918200408998,10,0.55765819041987,11,"MAPK13","p_val_adj<0.05"
"EIF6",3.49269335800432e-61,0.516477333375605,0.784,0.963,9.25039835867443e-57,0.319254658385093,12,0.476261869065467,11,"EIF6","p_val_adj<0.05"
"COPB2",1.51087865376154e-60,0.516219546710128,0.685,0.89,4.00156211448744e-56,0.311079545454545,11,0.516216216216216,10,"COPB2","p_val_adj<0.05"
"TOMM5",3.24141150742426e-39,0.515847376837977,0.696,0.918,8.58487837741315e-35,0.307692307692308,12,0.487152595700052,10,"TOMM5","p_val_adj<0.05"
"METTL8",1.35880074656204e-19,0.515672239675006,0.167,0.32,3.59878377726956e-15,0.308139534883721,8,0.498493975903614,9,"METTL8","p_val_adj<0.05"
"SESTD1",2.72201982413075e-22,0.515337867987001,0.422,0.581,7.2092695042103e-18,0.364896073903002,9,0.740679370339685,10,"SESTD1","p_val_adj<0.05"
"CD109",3.87543387721065e-12,0.515268322212469,0.11,0.211,1.02640866237924e-07,0.283185840707965,10,0.63013698630137,8,"CD109","p_val_adj<0.05"
"NSDHL",8.60109065071119e-53,0.514911258632368,0.335,0.657,2.27799885884086e-48,0.302325581395349,11,0.626647144948756,11,"NSDHL","p_val_adj<0.05"
"ZC3H7A",3.19109370501498e-70,0.514813115190022,0.31,0.647,8.45161167773217e-66,0.314465408805031,11,0.654761904761905,10,"ZC3H7A","p_val_adj<0.05"
"HIST1H2AG",2.56691815284303e-24,0.51446057102769,0.019,0.133,6.79848272780476e-20,0.473684210526316,5,0.699275362318841,7,"HIST1H2AG","p_val_adj<0.05"
"SLC26A6",8.37700582943555e-22,0.514303293530177,0.13,0.285,2.21864999392601e-17,0.481203007518797,8,0.816188870151771,10,"SLC26A6","p_val_adj<0.05"
"RNASET2",1.16157710026269e-41,0.513923554314991,0.481,0.695,3.07643695004574e-37,0.437246963562753,10,0.664359861591695,11,"RNASET2","p_val_adj<0.05"
"USP46-AS1",2.89594887423277e-40,0.513211674462093,0.034,0.224,7.66992059340549e-36,0.314285714285714,7,0.821505376344086,9,"USP46-AS1","p_val_adj<0.05"
"CDK7",6.62905779709913e-50,0.513065104900293,0.483,0.802,1.75570595756171e-45,0.346774193548387,10,0.506898620275945,11,"CDK7","p_val_adj<0.05"
"B4GALT1",1.16064157139817e-72,0.512834685814432,0.833,0.964,3.07395920184806e-68,0.310747663551402,12,0.478542914171657,11,"B4GALT1","p_val_adj<0.05"
"MRPS10",2.35486016312178e-72,0.512799403642134,0.481,0.834,6.23684714202802e-68,0.352226720647773,11,0.522792844777842,11,"MRPS10","p_val_adj<0.05"
"INIP",8.70606620056868e-42,0.512780993652952,0.226,0.499,2.30580163322062e-37,0.349137931034483,9,0.519305019305019,9,"INIP","p_val_adj<0.05"
"SIAE",3.36215743591839e-29,0.512772534294728,0.287,0.491,8.90467396902985e-25,0.301694915254237,10,0.763956904995103,10,"SIAE","p_val_adj<0.05"
"TMX2",2.83965411160566e-75,0.512429930300969,0.594,0.846,7.52082391458758e-71,0.368852459016393,10,0.542662116040956,11,"TMX2","p_val_adj<0.05"
"ASL",1.68077472800725e-49,0.512318230615213,0.671,0.844,4.45153186712719e-45,0.367198838896952,10,0.547632629777524,11,"ASL","p_val_adj<0.05"
"ZNF717",2.8736923888711e-26,0.512160414973886,0.103,0.273,7.61097429192511e-22,0.377358490566038,8,0.786596119929453,10,"ZNF717","p_val_adj<0.05"
"PCGF5",2.45325464449936e-55,0.512065507875004,0.333,0.653,6.49744492595654e-51,0.309941520467836,12,0.660766961651917,9,"PCGF5","p_val_adj<0.05"
"CKMT1A",2.44980300141563e-81,0.512012174501433,0.126,0.487,6.4883032492493e-77,0.418604651162791,7,0.715695952615992,10,"CKMT1A","p_val_adj<0.05"
"IMPDH1",1.12792785210889e-48,0.511268662750503,0.266,0.546,2.9873169163104e-44,0.406593406593407,8,0.656387665198238,11,"IMPDH1","p_val_adj<0.05"
"MALL",9.57120486539383e-22,0.51121609634604,0.524,0.775,2.53493360859956e-17,0.45910780669145,10,0.459006211180124,10,"MALL","p_val_adj<0.05"
"SYTL2",4.92703544765895e-23,0.510758503226022,0.471,0.584,1.30492533831247e-18,0.40702479338843,9,0.779884583676834,8,"SYTL2","p_val_adj<0.05"
"JARID2",5.63706611012392e-39,0.510581664421041,0.235,0.489,1.49297695926632e-34,0.33195020746888,9,0.609251968503937,10,"JARID2","p_val_adj<0.05"
"SLC25A10",1.33768965660273e-49,0.510566379602915,0.244,0.545,3.54287105551232e-45,0.394422310756972,10,0.56095406360424,9,"SLC25A10","p_val_adj<0.05"
"BEX2",1.80343882903331e-54,0.50999202776219,0.194,0.524,4.77640773869472e-50,0.623115577889447,10,0.520220588235294,10,"BEX2","p_val_adj<0.05"
"TMEM140",9.73009592917719e-56,0.509789409094377,0.176,0.487,2.57701590684258e-51,0.419889502762431,8,0.727541954590326,8,"TMEM140","p_val_adj<0.05"
"RNASEH1",2.36320269696924e-71,0.509754061946251,0.307,0.699,6.25894234292305e-67,0.298412698412698,10,0.585399449035813,8,"RNASEH1","p_val_adj<0.05"
"HSPE1",4.03633083579896e-24,0.50970102492751,0.91,0.981,1.06902222186135e-19,0.33048128342246,12,0.472031403336605,11,"HSPE1","p_val_adj<0.05"
"RABIF",5.17061928706794e-69,0.50941020153217,0.396,0.756,1.36943851817994e-64,0.329238329238329,9,0.580152671755725,10,"RABIF","p_val_adj<0.05"
"GALNT11",6.08312220050182e-30,0.50915541909892,0.366,0.565,1.61111491480291e-25,0.329787234042553,11,0.685689948892675,11,"GALNT11","p_val_adj<0.05"
"SPNS2",2.16661276759972e-41,0.509087009965081,0.11,0.347,5.73827391498787e-37,0.592920353982301,6,0.905817174515235,8,"SPNS2","p_val_adj<0.05"
"ERBB2IP",6.67213684455964e-40,0.508572156553948,0.599,0.781,1.76711544328162e-35,0.349593495934959,11,0.583230579531443,10,"ERBB2IP","p_val_adj<0.05"
"MXD1",3.59404002667011e-11,0.508300710706818,0.352,0.466,9.51881501063578e-07,0.361878453038674,10,0.549586776859504,10,"MXD1","p_val_adj<0.05"
"LSM14A",1.26337977825827e-74,0.508202015173773,0.61,0.895,3.34606134271702e-70,0.317891373801917,11,0.512903225806452,11,"LSM14A","p_val_adj<0.05"
"SELT",1.69305940003101e-57,0.507739195722673,0.648,0.927,4.48406782098213e-53,0.314285714285714,12,0.491692627206646,11,"SELT","p_val_adj<0.05"
"MFF",1.4666779474997e-69,0.507635821417872,0.571,0.872,3.88449654395295e-65,0.339590443686007,10,0.524282560706402,10,"MFF","p_val_adj<0.05"
"PDCD2L",9.79662082459647e-48,0.507387661153206,0.211,0.507,2.59463502539437e-43,0.28110599078341,10,0.666666666666667,9,"PDCD2L","p_val_adj<0.05"
"NUDT12",1.88852420120132e-34,0.507384362307454,0.129,0.344,5.0017563468817e-30,0.348484848484849,8,0.775910364145658,10,"NUDT12","p_val_adj<0.05"
"TMCO3",4.37277446987062e-30,0.50699205982776,0.372,0.57,1.15812931834523e-25,0.379581151832461,11,0.685232067510549,11,"TMCO3","p_val_adj<0.05"
"C4orf46",5.20837704534242e-16,0.506489067366888,0.083,0.198,1.37943866045894e-11,0.329411764705882,8,0.413625304136253,9,"C4orf46","p_val_adj<0.05"
"LIPT2",3.74147193869907e-44,0.506384656332038,0.13,0.388,9.90928842964449e-40,0.541353383458647,9,0.777915632754342,10,"LIPT2","p_val_adj<0.05"
"RAB11FIP1",3.93023823718287e-43,0.506250954561375,0.748,0.89,1.04092359711788e-38,0.356770833333333,11,0.518117901568415,10,"RAB11FIP1","p_val_adj<0.05"
"DNPEP",7.52343943511085e-89,0.506227755668585,0.44,0.833,1.99258293438911e-84,0.327433628318584,12,0.546504910456384,11,"DNPEP","p_val_adj<0.05"
"ASCC1",2.06117339509912e-44,0.506225831759556,0.282,0.545,5.45901773692001e-40,0.303448275862069,10,0.628091872791519,11,"ASCC1","p_val_adj<0.05"
"ATAD1",1.58164785138521e-52,0.505969922721667,0.311,0.626,4.18899433439372e-48,0.322884012539185,9,0.618461538461539,10,"ATAD1","p_val_adj<0.05"
"KIF2C",6.50505985935736e-14,0.505908656503047,0.03,0.11,1.7228651037508e-09,0.483870967741935,8,0.694323144104803,9,"KIF2C","p_val_adj<0.05"
"PHTF2",1.12540621637518e-48,0.505891175142224,0.193,0.475,2.98063836406966e-44,0.55050505050505,8,0.643363728470111,8,"PHTF2","p_val_adj<0.05"
"PLOD3",3.49366520705523e-42,0.505803188093971,0.402,0.643,9.25297230088579e-38,0.37772397094431,10,0.682872101720269,10,"PLOD3","p_val_adj<0.05"
"GPT2",5.42190928505437e-53,0.505010976813549,0.208,0.507,1.43599267414665e-48,0.350467289719626,8,0.587286527514231,8,"GPT2","p_val_adj<0.05"
"C14orf169",2.00680875432194e-38,0.504903172085777,0.161,0.385,5.31503298582165e-34,0.36969696969697,8,0.689612015018773,9,"C14orf169","p_val_adj<0.05"
"NDUFAB1",1.3916648221883e-73,0.504649772640005,0.769,0.953,3.6858242815657e-69,0.353164556962025,12,0.484343434343434,11,"NDUFAB1","p_val_adj<0.05"
"FAM104A",7.98202182380739e-43,0.504581854191283,0.342,0.623,2.11403848003539e-38,0.290598290598291,10,0.497297297297297,10,"FAM104A","p_val_adj<0.05"
"SDHA",7.18274813601666e-57,0.504500160014492,0.707,0.875,1.90235084382401e-52,0.393939393939394,11,0.525852585258526,11,"SDHA","p_val_adj<0.05"
"LAMC2",2.89794444571626e-52,0.504444950635906,0.63,0.852,7.6752058644795e-48,0.364760432766615,11,0.531638418079096,11,"LAMC2","p_val_adj<0.05"
"LAP3",1.52388299905598e-52,0.504217659308368,0.603,0.865,4.03600412299977e-48,0.429725363489499,10,0.521690767519466,10,"LAP3","p_val_adj<0.05"
"CDC42SE2",1.85560273434206e-76,0.504127145867637,0.655,0.925,4.91456384190496e-72,0.326894502228826,11,0.494019760790432,11,"CDC42SE2","p_val_adj<0.05"
"STK26",2.00442635279917e-26,0.504030377080384,0.106,0.276,5.3087231953886e-22,0.36697247706422,8,0.696864111498258,9,"STK26","p_val_adj<0.05"
"C1orf115",9.18438387079988e-34,0.50400702506348,0.053,0.227,2.43248406818135e-29,0.462962962962963,7,0.769067796610169,7,"C1orf115","p_val_adj<0.05"
"SELM",2.50722103590304e-42,0.503984112710631,0.463,0.706,6.6403749135892e-38,0.436974789915966,11,0.64441416893733,11,"SELM","p_val_adj<0.05"
"SPATS2L",4.80019048802457e-73,0.503344324407649,0.859,0.966,1.27133045075331e-68,0.320861678004535,11,0.476831091180867,11,"SPATS2L","p_val_adj<0.05"
"ARHGAP20",2.26098250760751e-13,0.502979726357643,0.102,0.208,5.98821217139849e-09,0.485714285714286,6,0.648960739030023,8,"ARHGAP20","p_val_adj<0.05"
"MRPL13",7.12475898260382e-68,0.502672867830589,0.529,0.883,1.88699241654262e-63,0.414364640883978,12,0.513086150490731,11,"MRPL13","p_val_adj<0.05"
"CNBP",1.13909109257659e-78,0.502530578957612,0.864,0.982,3.0168827586891e-74,0.322435174746336,12,0.469867711905928,11,"CNBP","p_val_adj<0.05"
"RNF7",8.88734928843426e-90,0.50222585168318,0.685,0.941,2.35381445904181e-85,0.337126600284495,12,0.489263803680982,10,"RNF7","p_val_adj<0.05"
"GNA15",4.12320718247582e-60,0.502080014307428,0.297,0.658,1.09203142227872e-55,0.386885245901639,7,0.545321637426901,9,"GNA15","p_val_adj<0.05"
"SLC20A2",2.54079619556287e-32,0.501677355334643,0.515,0.731,6.72929872394826e-28,0.400756143667297,9,0.474342105263158,10,"SLC20A2","p_val_adj<0.05"
"UBE2H",3.51162353494949e-55,0.501594958318105,0.734,0.93,9.30053493231372e-51,0.323607427055703,10,0.494306418219462,11,"UBE2H","p_val_adj<0.05"
"TAF9",2.26552069516327e-69,0.501568524367355,0.557,0.875,6.00023156113991e-65,0.323426573426573,11,0.514018691588785,11,"TAF9","p_val_adj<0.05"
"ECD",2.30983972904227e-48,0.501109114364148,0.366,0.641,6.11761052236845e-44,0.319148936170213,11,0.556724267468069,10,"ECD","p_val_adj<0.05"
"RARS2",7.21849159782282e-37,0.501096966424412,0.319,0.563,1.91181749968337e-32,0.378048780487805,9,0.670940170940171,10,"RARS2","p_val_adj<0.05"
