"p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
5.4055482543463e-16,0.725133029841199,0.275,0.532,1.43165945516362e-11,"0","INPP5D"
6.47815996501137e-16,0.519645301626023,0.94,0.988,1.71574066673326e-11,"0","RPL18A"
6.52630625544151e-16,0.597762737863381,0.933,0.98,1.72849221175368e-11,"0","RPL34"
7.47249643635068e-16,0.680913849533499,0.866,0.868,1.97909068116748e-11,"0","BCL2A1"
7.69788764589525e-16,0.865663613926321,0.069,0.255,2.03878554301536e-11,"0","SCD"
8.36288964586315e-16,0.582275689659689,0.945,0.951,2.21491132270686e-11,"0","CD44"
1.70451421580511e-15,1.81339962485481,0.254,0.107,4.51440590055984e-11,"0","CYP1B1"
1.73211194921994e-15,0.884506493325352,0.448,0.719,4.58749849750902e-11,"0","SAR1A"
2.47665351227282e-15,0.723281333752979,0.614,0.452,6.55941682725457e-11,"0","CD52"
3.8834030925556e-15,0.253788052040389,0.139,0.353,1.02851930906335e-10,"0","ELAVL1"
4.57367739908855e-15,0.564136341005657,0.196,0.434,1.2113384591486e-10,"0","DCUN1D1"
8.22085451940324e-15,1.46769096705285,0.222,0.455,2.17729331946395e-10,"0","TMX1"
1.57807443607047e-14,1.22975156805474,0.393,0.218,4.17953014393263e-10,"0","MEFV"
2.14476191294069e-14,0.279303821946027,0.286,0.537,5.68040192642343e-10,"0","ACIN1"
2.36872064018394e-14,0.44219299575585,0.984,0.999,6.27355661552716e-10,"0","SAT1"
2.71045781756317e-14,0.468529708614707,0.236,0.471,7.17864752981607e-10,"0","LINC00152"
4.84459627334813e-14,0.402092040673295,0.226,0.451,1.28309132299625e-09,"0","PRKDC"
5.06251651292864e-14,0.475296000100563,0.956,0.993,1.34080749844915e-09,"0","RPS9"
7.95225310202572e-14,0.288870825991282,0.469,0.712,2.10615423407151e-09,"0","FERMT3"
8.92036087387563e-14,0.473406896815242,0.947,0.994,2.36255757744596e-09,"0","RPS14"
9.30768748658811e-14,0.265369371965076,0.157,0.37,2.46514103082286e-09,"0","LSM10"
1.52747805309056e-13,0.355324889251851,0.975,0.994,4.04552562361035e-09,"0","RPS27"
1.7946656801014e-13,1.30895461311122,0.483,0.315,4.75317205374856e-09,"0","LOC731424"
1.80388280480967e-13,0.260671651447736,0.203,0.425,4.77758360853841e-09,"0","NKIRAS2"
2.49729949973779e-13,0.272987200648489,0.27,0.496,6.61409772505554e-09,"0","SLC20A1"
3.82163157994719e-13,0.711126556022544,0.351,0.6,1.01215912394901e-08,"0","PTP4A1"
4.48447322524278e-13,0.61408758790294,0.908,0.964,1.18771273370555e-08,"0","RPL12"
5.3101846835641e-13,1.4881285774408,0.564,0.416,1.40640241344195e-08,"0","IRAK3"
6.77179743675342e-13,1.56998108650161,0.418,0.276,1.79351055112414e-08,"0","IL1A"
7.01038975169684e-13,0.349188884216505,0.462,0.742,1.85670172573691e-08,"0","FGD2"
7.40679270551593e-13,0.408358053328946,0.963,0.965,1.96168904805589e-08,"0","LYZ"
7.87883381914727e-13,0.777805695271962,0.45,0.7,2.08670913700115e-08,"0","TSC22D2"
