"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts"
"TCTEX1D4",3.57555618667786e-36,0.881818359109294,0.308,0.044,9.46986056041631e-32,0.91238670694864,10,0.28,7
"VCAN",3.72247297425985e-36,0.661874322891305,0.309,0.047,9.85896967232722e-32,0.677710843373494,8,0.555555555555556,6
"FBXO15",4.03100143577203e-36,0.414106601797469,0.282,0.026,1.06761073026422e-31,0.871287128712871,10,0.466666666666667,4
"C1orf87",4.50396231079638e-36,0.350437069112657,0.276,0.021,1.19287441801442e-31,0.945945945945946,6,0.666666666666667,5
"TEKT2",4.60174582713172e-36,1.15404318460748,0.332,0.063,1.21877238231584e-31,0.865168539325843,7,0.611111111111111,6
"KIAA2012",5.09103853776751e-36,0.487242740264207,0.269,0.019,1.34836155672772e-31,0.930795847750865,5,0.545454545454545,5
"FAM3C",5.2437683985392e-36,0.588669626586739,0.698,0.469,1.38881206035311e-31,0.417890520694259,11,0.354477611940299,10
"CCDC74B",5.52231907437818e-36,0.445625552765889,0.293,0.031,1.46258620684906e-31,0.917197452229299,6,0.555555555555556,6
"PSCA",5.96253024855596e-36,2.05451869949311,0.334,0.072,1.57917613633005e-31,0.879888268156425,8,0.75609756097561,4
"LRRIQ1",6.31622134318746e-36,0.69130398711177,0.321,0.052,1.6728512227432e-31,0.901162790697674,7,0.533333333333333,7
"CREBBP",6.99131955333173e-36,-0.445398203346941,0.541,0.785,1.85165098369991e-31,0.290877796901893,12,0.354120267260579,9
"MAPK15",7.28776692115242e-36,0.287147148011211,0.283,0.026,1.93016506906722e-31,0.927631578947368,7,0.533333333333333,3
"LRRC48",7.61975628381327e-36,0.654639192022662,0.352,0.077,2.01809245176795e-31,0.825396825396825,10,0.363636363636364,6
"GPRIN2",8.27570627832331e-36,-0.285950775363781,0.03,0.219,2.19182080781393e-31,0.28125,8,0.664,6
"SPAG1",9.74173887556965e-36,0.406643814697771,0.571,0.273,2.58009954119462e-31,0.484502446982055,10,0.378205128205128,9
"SLC22A4",9.78422364805747e-36,0.609288208126656,0.322,0.054,2.59135163318802e-31,0.843478260869565,10,0.387096774193548,7
"ALDH3A2",1.05171456860021e-35,-0.448952626406419,0.649,0.837,2.78546603493767e-31,0.334770114942529,11,0.365344467640919,8
"C1orf189",1.06045111579715e-35,0.708740998816752,0.281,0.03,2.80860478018875e-31,0.927152317880795,8,0.529411764705882,6
"C4orf22",1.33059265366692e-35,0.321309344298072,0.256,0.012,3.52407464323683e-31,0.934545454545455,6,0.571428571428571,4
"ARMC4",1.80583267887355e-35,0.271573962524862,0.303,0.04,4.7827478499966e-31,0.812307692307692,8,0.304347826086957,6
"ARL4A",2.04674891703648e-35,0.855122928681056,0.781,0.551,5.42081450677111e-31,0.402147971360382,12,0.361904761904762,10
"TMEM231",2.12084724998028e-35,0.480799465992619,0.352,0.077,5.61706394157278e-31,0.814814814814815,10,0.431818181818182,8
"DNAJB13",2.27122398624913e-35,0.703640793438257,0.362,0.086,6.01533672758081e-31,0.755154639175258,7,0.346938775510204,9
"CCDC39",2.30749915779155e-35,0.544437491652016,0.299,0.04,6.11141151941091e-31,0.91588785046729,9,0.521739130434783,6
"COL21A1",2.49296046055636e-35,0.320686506692371,0.356,0.072,6.60260577978353e-31,0.43979057591623,11,0.317073170731707,6
"CCDC181",2.6707063932113e-35,0.457236346627658,0.405,0.121,7.07336588242014e-31,0.680459770114943,10,0.463768115942029,8
"CARS",2.71013193534946e-35,0.489063226844525,0.594,0.316,7.17778443077304e-31,0.464678178963893,12,0.408839779005525,9
"SLC16A3",2.93254015538976e-35,0.550378369394458,0.578,0.26,7.76683260154978e-31,0.379032258064516,11,0.416107382550336,8
"ARRB1",3.26046367674281e-35,-0.308698148210789,0.296,0.601,8.63533804785334e-31,0.383647798742138,11,0.377906976744186,10
"PALMD",3.30886423388872e-35,0.306794993000759,0.291,0.035,8.76352692345427e-31,0.740384615384615,11,0.35,7
"RRBP1",3.59819661279079e-35,-0.595049825552931,0.853,0.92,9.52982372897641e-31,0.321311475409836,12,0.347908745247148,8
"CFAP52",3.72160827243401e-35,0.619287532288042,0.31,0.049,9.85667950954146e-31,0.897897897897898,9,0.285714285714286,8
"LXN",3.91901501162759e-35,0.936407702291551,0.409,0.14,1.03795112582957e-30,0.697038724373576,9,0.35,9
"SPEF1",4.00061153311836e-35,0.432271556206546,0.278,0.026,1.0595619645464e-30,0.902684563758389,8,0.533333333333333,6
"IFT22",4.02079284136568e-35,0.837558554310589,0.627,0.385,1.0649069840357e-30,0.465081723625557,12,0.354545454545455,10
"ORMDL3",4.12367330766918e-35,-0.354675335683751,0.306,0.603,1.09215487553618e-30,0.390243902439024,11,0.382608695652174,9
"ADK",4.13930964092682e-35,-0.481677084730588,0.48,0.755,1.09629615839947e-30,0.370873786407767,12,0.342592592592593,9
"SSR2",4.23600579094093e-35,-0.479760866491246,0.761,0.914,1.1219061337307e-30,0.370869033047736,13,0.344168260038241,9
"PER3",4.32300274871334e-35,-0.255634787667386,0.194,0.484,1.14494727799673e-30,0.548076923076923,11,0.418772563176895,7
"C9orf16",5.07293622835311e-35,0.260249509397891,0.741,0.502,1.34356716007932e-30,0.323270440251572,12,0.411149825783972,8
"ATP13A4-AS1",5.15915574832935e-35,-0.319555615379094,0.079,0.308,1.36640239994503e-30,0.517647058823529,6,0.5,7
"UBXN10",5.16498767679433e-35,0.752160283856203,0.377,0.101,1.36794698619898e-30,0.752475247524752,9,0.344827586206897,8
"HLA-DRB1",7.74365743891055e-35,-0.577320133355092,0.822,0.965,2.05090767269546e-30,0.366213151927438,12,0.346014492753623,10
"RSPH9",8.0754425086903e-35,1.30540744298235,0.343,0.08,2.13878094842663e-30,0.861413043478261,9,0.41304347826087,6
"WFDC2",8.99221496090797e-35,0.61342387016523,0.968,0.935,2.38158813239648e-30,0.352261790182868,12,0.325233644859813,10
"H3F3B",9.03284897569736e-35,0.391364790167013,0.973,0.984,2.39235005121345e-30,0.341954022988506,13,0.341030195381883,10
"LOC388780",9.46671261783666e-35,0.264161606158716,0.291,0.038,2.50725883683404e-30,0.939102564102564,7,0.5,6
"HIRIP3",1.08678763641181e-34,-0.40282420247424,0.243,0.531,2.87835705503668e-30,0.306513409961686,12,0.407894736842105,8
"RAD21",1.18668356128138e-34,-0.39936716176352,0.509,0.752,3.14293141205373e-30,0.28021978021978,12,0.348837209302326,9
"GPX4",1.27612322398687e-34,0.454957505918039,0.944,0.925,3.37981235872923e-30,0.325765054294176,12,0.35538752362949,10
"CD9",1.31865981661947e-34,0.49536715036469,0.941,0.897,3.49247052431667e-30,0.337623762376238,13,0.325536062378168,10
"DRC1",1.34664316883881e-34,0.426584016768845,0.286,0.031,3.5665844326696e-30,0.921824104234528,6,0.444444444444444,5
"C9orf171",1.68644662489529e-34,0.291343072176393,0.275,0.024,4.46655388603518e-30,0.928813559322034,6,0.428571428571429,6
"WWC2",1.79365230320255e-34,-0.251403033963496,0.248,0.538,4.75048812503196e-30,0.432330827067669,12,0.467532467532468,7
"RSPH1",1.98826313645853e-34,1.87407030194493,0.361,0.101,5.26591491691043e-30,0.821705426356589,10,0.379310344827586,8
"TOR1AIP2",2.05542587838079e-34,-0.643757506881429,0.806,0.914,5.44379543889153e-30,0.332947976878613,13,0.34225621414914,10
"TMEM173",2.09141161286879e-34,0.585126068666987,0.713,0.481,5.539103656683e-30,0.393464052287582,12,0.370909090909091,10
"EPPIN",2.14147914564244e-34,0.310514262897891,0.297,0.042,5.671707517234e-30,0.824451410658307,8,0.583333333333333,3
"SERPINA1",2.48046641625406e-34,1.6525509377217,0.711,0.484,6.56951530344887e-30,0.46264744429882,10,0.509025270758123,9
"MBIP",2.72813806543047e-34,-0.358427081618947,0.477,0.76,7.22547366629259e-30,0.41796875,13,0.402298850574713,9
"DNAH9",3.01097344339139e-34,0.60456699501813,0.292,0.04,7.97456316482209e-30,0.936102236421725,6,0.391304347826087,7
"SCTR",3.03238829752525e-34,-0.461393754256639,0.106,0.353,8.03128040599563e-30,0.894736842105263,5,0.589108910891089,6
"FBP1",3.03379788357514e-34,-0.304136796481563,0.345,0.705,8.03501369464876e-30,0.57027027027027,12,0.344913151364764,8
"SDR16C5",3.04323935476669e-34,0.527690032125377,0.613,0.322,8.06001943109957e-30,0.319148936170213,10,0.429347826086957,10
"DHRS7",3.07767684588576e-34,0.501253050105537,0.751,0.495,8.15122712632845e-30,0.325062034739454,12,0.318021201413428,10
"CCDC33",3.71701182144483e-34,0.387650195029504,0.26,0.019,9.84450580909663e-30,0.92831541218638,6,0.636363636363636,4
"KDM5B",3.79003877599143e-34,-0.452586022651852,0.591,0.809,1.00379176982133e-29,0.301261829652997,13,0.354211663066955,10
"EEF2K",4.64906506274746e-34,-0.354712496399147,0.325,0.622,1.23130488186866e-29,0.455587392550143,11,0.362359550561798,9
"C11orf70",4.6839048444638e-34,0.892760914555694,0.349,0.089,1.24053219805624e-29,0.815508021390374,9,0.392156862745098,8
"CD59",5.55027275312893e-34,1.00428341044732,0.933,0.916,1.4699897386662e-29,0.324675324675325,12,0.333969465648855,10
"LUCAT1",5.70069673083615e-34,0.404634157076502,0.328,0.065,1.50982952916195e-29,0.485795454545455,11,0.324324324324324,6
"NFYC",5.74362537579901e-34,-0.357421332430961,0.36,0.664,1.52119918078037e-29,0.360103626943005,10,0.384210526315789,9
"ADGB",6.48025739979366e-34,0.311446211198896,0.265,0.024,1.71629617233535e-29,0.919014084507042,7,0.571428571428571,5
"TSHZ2",7.0759027437159e-34,0.327109832439903,0.482,0.182,1.87405284167316e-29,0.576402321083172,9,0.740384615384615,5
"CENPM",7.0779073254988e-34,0.363787497129695,0.328,0.065,1.87458375515836e-29,0.721590909090909,11,0.432432432432432,6
"FAM81B",7.49208444763364e-34,0.85243467640287,0.327,0.072,1.98427856595577e-29,0.886039886039886,7,0.292682926829268,8
"SPON2",7.64193130447084e-34,0.547980590094588,0.386,0.11,2.0239655059891e-29,0.594202898550725,10,0.349206349206349,6
"PACRG",7.94787746671706e-34,0.637118312068379,0.295,0.045,2.10499534706001e-29,0.905362776025237,7,0.346153846153846,6
"LPIN2",8.84598705159663e-34,-0.400349295630154,0.409,0.675,2.34285967061537e-29,0.30751708428246,11,0.38860103626943,9
"RAB36",9.91120596058417e-34,0.468420677654869,0.339,0.075,2.62498289866072e-29,0.752747252747253,8,0.465116279069767,6
"HOXD1",1.09374944042727e-33,-0.420765829336573,0.267,0.561,2.89679539297162e-29,0.531468531468531,9,0.398753894080997,7
"C9orf117",1.36525943498662e-33,0.814420248912429,0.336,0.079,3.61588961356207e-29,0.847645429362881,8,0.355555555555556,8
"KRT23",1.43901179390421e-33,0.527764407559446,0.268,0.026,3.8112227361553e-29,0.777777777777778,8,0.466666666666667,5
"CATSPERD",1.43904626431516e-33,0.539615051936173,0.299,0.049,3.81131403103869e-29,0.897196261682243,8,0.428571428571429,5
"CD164L2",1.48155508923364e-33,0.314084194379833,0.337,0.075,3.9238986538353e-29,0.828729281767956,10,0.348837209302326,7
"C1orf158",1.59123264569115e-33,0.423016125462512,0.248,0.014,4.21437966211302e-29,0.943609022556391,6,0.5,5
"MARC2",1.79290021313869e-33,-0.295014928096057,0.161,0.425,4.74849621449783e-29,0.335260115606936,10,0.469135802469136,8
"PHLDA1",1.83496241063798e-33,0.551706062480475,0.488,0.212,4.8598979445747e-29,0.41793893129771,10,0.330578512396694,6
"SMC4",1.91209666343438e-33,-0.349731928899245,0.448,0.724,5.06418801310595e-29,0.357588357588358,12,0.400966183574879,9
"NRIP3",2.06325837837443e-33,-0.284134221936732,0.061,0.271,5.46453981512469e-29,0.353846153846154,10,0.483870967741935,7
"C12orf75",2.09751515065295e-33,0.643244174131564,0.354,0.093,5.55526887650433e-29,0.813157894736842,9,0.584905660377358,8
"CFAP43",2.32320931058246e-33,0.544407416876422,0.339,0.079,6.15301985907765e-29,0.843406593406593,12,0.377777777777778,8
"SAXO2",2.47224299273828e-33,0.41179172231405,0.307,0.052,6.54773556626735e-29,0.911854103343465,7,0.433333333333333,6
"IFITM1",2.66953971906315e-33,0.652232524812403,0.873,0.767,7.07027594593875e-29,0.379935965848453,13,0.359908883826879,10
"VWA3B",2.80181132925072e-33,0.386837785072947,0.279,0.033,7.42059730552053e-29,0.933110367892977,6,0.421052631578947,7
"C16orf89",2.93652453136707e-33,-0.433675422258635,0.498,0.804,7.7773852213257e-29,0.406367041198502,9,0.365217391304348,8
"EREG",2.97836205923283e-33,0.539573758454434,0.352,0.079,7.88819191387814e-29,0.502645502645503,7,0.733333333333333,4
"COMMD9",2.99782009570915e-33,-0.37863570473673,0.277,0.554,7.93972652348567e-29,0.306397306397306,10,0.391167192429022,9
"CPE",3.57934201347637e-33,0.449463508513604,0.384,0.098,9.47988732269216e-29,0.62378640776699,9,0.642857142857143,4
"ATP11A",3.73108710828908e-33,-0.314418340746712,0.484,0.785,9.88178420630362e-29,0.416184971098266,12,0.383073496659243,9
"AGR3",3.99673623487391e-33,0.686187729987192,0.87,0.71,1.05853559180635e-28,0.338329764453961,12,0.330049261083744,9
"MS4A18",4.40269983828419e-33,-0.444990165582113,0.001,0.131,1.16605505216957e-28,1,1,0.946666666666667,2
"ZDHHC16",4.7264635243616e-33,-0.379551520763652,0.329,0.626,1.25180386442717e-28,0.325779036827195,11,0.346368715083799,9
"SUCO",4.92186763248216e-33,-0.316184130088442,0.328,0.624,1.3035566424629e-28,0.403409090909091,10,0.324929971988796,9
"TMED10",5.00741915041391e-33,0.627791528403354,0.898,0.825,1.32621496198712e-28,0.341286307053942,12,0.341101694915254,8
"NCKAP1L",5.19469097319927e-33,0.593727908401325,0.24,0.014,1.37581390425183e-28,0.992248062015504,3,0.875,2
"OXTR",5.20114837708269e-33,0.437281949566669,0.255,0.021,1.37752414767035e-28,0.916058394160584,7,0.583333333333333,4
"WDR54",5.25762784364942e-33,1.16761875508201,0.509,0.247,1.39248273439055e-28,0.576923076923077,12,0.425531914893617,8
"TEKT4",5.34238038688211e-33,0.570383902902552,0.258,0.023,1.41492944546573e-28,0.953068592057762,6,0.307692307692308,6
"SLC34A2",5.66832870655131e-33,-0.756728987631008,0.864,0.911,1.50125685793012e-28,0.347357065803668,12,0.36468330134357,9
"HACD4",5.89848946724318e-33,0.416628211618841,0.371,0.101,1.56221493539936e-28,0.587939698492462,9,0.568965517241379,7
"KLF2",5.97091704302258e-33,0.394034693664512,0.572,0.302,1.58139737884453e-28,0.340390879478827,12,0.346820809248555,8
"DCXR",6.50744976014209e-33,-0.553112182030413,0.522,0.776,1.72349806897363e-28,0.435714285714286,11,0.342342342342342,9
"SPAG8",6.68071799136434e-33,0.543914411431517,0.281,0.037,1.76938816001285e-28,0.933554817275748,7,0.476190476190476,6
"ELOVL1",7.02916387700991e-33,-0.500556480742172,0.543,0.757,1.86167405282608e-28,0.312178387650086,11,0.348729792147806,9
"MECOM",9.42145697388185e-33,-0.341926340562151,0.503,0.773,2.49527287953261e-28,0.346296296296296,12,0.3710407239819,7
"C6orf62",9.92625520530503e-33,-0.566901557153522,0.789,0.927,2.62896869112504e-28,0.324675324675325,13,0.364150943396226,10
"PRR29",1.12867335083839e-32,0.327211773810585,0.35,0.089,2.98929136969549e-28,0.747340425531915,10,0.313725490196078,7
"TUBA4B",1.15502816181256e-32,1.28457236667915,0.34,0.089,3.05909208656057e-28,0.852054794520548,7,0.588235294117647,6
"BTG2",1.19399175380847e-32,-0.437170135455798,0.637,0.841,3.16228715996173e-28,0.307017543859649,12,0.349272349272349,8
"GRIN3B",1.2532604644904e-32,0.275631273269244,0.24,0.012,3.31926034020283e-28,0.90272373540856,6,0.571428571428571,3
"ZSCAN31",1.49402806461013e-32,-0.316754304775952,0.119,0.358,3.95693332911993e-28,0.375,9,0.6,6
"UTRN",1.63325068180769e-32,-0.379800564583566,0.509,0.753,4.32566443076766e-28,0.353479853479854,12,0.350348027842227,9
"APBA2",1.63590265265827e-32,0.323730099614985,0.232,0.009,4.33268817556542e-28,0.791164658634538,5,0.4,3
"TPM1",1.92436071234807e-32,0.835223472206914,0.766,0.647,5.09666934665386e-28,0.414841849148418,11,0.367567567567568,10
"CFAP45",1.9663995343509e-32,1.02336337434264,0.337,0.086,5.20800916672835e-28,0.859116022099447,9,0.36734693877551,8
"SAA2",2.12752776048429e-32,1.45299212946081,0.285,0.045,5.63475727364263e-28,0.892156862745098,8,0.538461538461538,4
"C11orf16",2.17024853605747e-32,0.567099362861876,0.292,0.045,5.74790324774822e-28,0.939297124600639,6,0.307692307692308,5
"PLEKHA1",2.19302246925754e-32,-0.358101539664343,0.31,0.593,5.80822000982859e-28,0.288288288288288,13,0.351032448377581,8
"C21orf58",2.3839760759605e-32,0.604233424928325,0.408,0.143,6.31396063718138e-28,0.703196347031963,10,0.402439024390244,9
"FABP3",2.42358188473679e-32,-0.273114805867977,0.049,0.247,6.41885662172538e-28,0.433962264150943,8,0.418439716312057,6
"VWA3A",2.48437328394842e-32,0.31355298898939,0.265,0.026,6.57986264253738e-28,0.943661971830986,6,0.466666666666667,5
"C9orf135",2.53591311996461e-32,0.793283098378788,0.31,0.063,6.71636589822628e-28,0.921921921921922,8,0.361111111111111,6
"C6orf165",2.58535084078635e-32,0.378836527842237,0.292,0.047,6.84730170182265e-28,0.920127795527157,8,0.481481481481481,6
"PIH1D2",2.79927219604875e-32,0.435756252452881,0.322,0.072,7.41387241123512e-28,0.817919075144509,9,0.414634146341463,6
"HLA-DRA",3.10466983344961e-32,-0.711133452827577,0.842,0.963,8.2227180538913e-28,0.355088495575221,12,0.339382940108893,10
"CLUHP3",3.74072400117735e-32,-0.327075861648328,0.138,0.39,9.90730751711821e-28,0.425675675675676,10,0.484304932735426,8
"C9orf9",3.90835890955684e-32,0.485676528139755,0.38,0.115,1.03512885719613e-27,0.754901960784314,9,0.378787878787879,7
"DYNLRB2",4.39987863756677e-32,0.934511922433712,0.343,0.094,1.16530785715956e-27,0.861413043478261,7,0.5,7
"CXCL8",4.82839584573842e-32,1.45254115182092,0.424,0.152,1.27880063974382e-27,0.448351648351648,10,0.390804597701149,6
"PPP1R32",4.89416722545569e-32,0.727165964276319,0.278,0.04,1.29622018966194e-27,0.906040268456376,10,0.304347826086957,8
"BCAS1",5.04772589083033e-32,0.468444210303439,0.336,0.077,1.33689020218641e-27,0.725761772853186,11,0.613636363636364,7
"CTSF",5.13719266229469e-32,-0.331448176445891,0.196,0.474,1.36058547660875e-27,0.4,10,0.416974169741697,9
"DAW1",5.22130154617515e-32,0.592932170816645,0.31,0.063,1.38286171450449e-27,0.891891891891892,11,0.583333333333333,5
"SCGB3A2",5.35587257746179e-32,-1.08247362869115,0.224,0.521,1.41850285214076e-27,0.904166666666667,9,0.530201342281879,8
"KIF22",5.51563604421546e-32,-0.38363654015902,0.446,0.705,1.46081620631046e-27,0.325678496868476,12,0.354838709677419,9
"GLIS3",5.88593904990175e-32,0.255707869109235,0.41,0.119,1.55889095736648e-27,0.322727272727273,10,0.514705882352941,7
"ABCC6",5.93830658510769e-32,-0.430072837172445,0.286,0.559,1.57276049906577e-27,0.37785016286645,10,0.421875,8
"PARD6B",6.32526692716586e-32,-0.796787439505746,0.776,0.927,1.67524694565988e-27,0.315726290516206,12,0.349056603773585,10
"C1orf110",6.4748954635484e-32,0.43858697115876,0.253,0.023,1.71487606352079e-27,0.959409594095941,6,0.461538461538462,5
"HLA-E",6.9781624286049e-32,-0.624709401836828,0.897,0.979,1.84816631921601e-27,0.330218068535826,12,0.341071428571429,10
"VNN3",6.98367327724214e-32,0.347747294358098,0.226,0.009,1.84962586747758e-27,0.917695473251029,8,0.6,2
"CNDP2",7.04919880431986e-32,0.408550286308652,0.756,0.474,1.86698030332411e-27,0.345252774352651,12,0.33210332103321,9
"DNAI2",7.11679300920803e-32,0.614515683648337,0.303,0.058,1.88488262848875e-27,0.944615384615385,6,0.606060606060606,6
"DST",7.38066272705572e-32,0.449398442446756,0.509,0.21,1.95476852326071e-27,0.415750915750916,11,0.233333333333333,8
"EFCAB10",8.20538368149742e-32,0.326737412598203,0.3,0.058,2.17319586804459e-27,0.916149068322981,9,0.333333333333333,7
"NOD1",9.30547213641504e-32,-0.50432437665334,0.287,0.561,2.46455429532952e-27,0.581168831168831,10,0.495327102803738,8
"C2",1.00528725252873e-31,-0.409650892764182,0.139,0.381,2.66250328832234e-27,0.281879194630872,12,0.394495412844037,7
"FAM179A",1.10780335496184e-31,0.267476244074736,0.247,0.019,2.93401718561643e-27,0.939622641509434,7,0.363636363636364,6
"RFC1",1.13249954926769e-31,-0.259041897855303,0.386,0.684,2.99942505623547e-27,0.306763285024155,13,0.363171355498721,9
"NMRAL1",1.14715874521002e-31,-0.414455141489848,0.505,0.776,3.03824993668874e-27,0.357933579335793,12,0.353603603603604,9
"ANKUB1",1.18749914928613e-31,0.373102504950491,0.24,0.016,3.14509149688431e-27,0.945525291828794,5,0.777777777777778,3
"CCDC113",1.40330870487805e-31,0.811905352423042,0.386,0.131,3.71666310486952e-27,0.746376811594203,13,0.346666666666667,7
"RSPH14",1.60478470095465e-31,0.708167299609586,0.267,0.033,4.25027228047839e-27,0.933797909407665,5,0.684210526315789,5
"SPATA18",1.67493730912522e-31,0.293944802807638,0.336,0.08,4.43607146321813e-27,0.770083102493075,9,0.369565217391304,8
"TIAM1",1.72146928281594e-31,0.331350643757462,0.289,0.049,4.55931139553801e-27,0.745161290322581,9,0.357142857142857,6
"CFAP36",1.8127078726266e-31,0.585928532852605,0.651,0.439,4.80095680065155e-27,0.431232091690544,11,0.470119521912351,8
"BOK",1.82192736382488e-31,-0.280756217093859,0.177,0.434,4.82537462309019e-27,0.357894736842105,11,0.326612903225806,6
"TMEM5",1.96332042911049e-31,0.549063335748055,0.568,0.311,5.19985415649914e-27,0.514754098360656,11,0.443820224719101,10
"LRRC34",1.99868002328026e-31,0.403526322487282,0.285,0.045,5.29350404165777e-27,0.803921568627451,11,0.384615384615385,5
"RABL2A",2.08313198247664e-31,0.336329509096852,0.443,0.17,5.51717505558939e-27,0.618947368421053,11,0.381443298969072,8
"LAMA3",2.13658683891438e-31,-0.355591292141387,0.194,0.465,5.65875024286474e-27,0.538461538461538,11,0.5,8
"CCNO",2.20858059786294e-31,0.292696718699713,0.356,0.096,5.84942571344001e-27,0.554973821989529,10,0.327272727272727,8
"HSPH1",2.22508565393085e-31,0.608190946987659,0.874,0.846,5.89313935443584e-27,0.340085287846482,12,0.365702479338843,9
"PLBD1",2.35710874713557e-31,0.525149104562785,0.497,0.206,6.24280251678857e-27,0.416510318949343,10,0.38135593220339,7
"ALOX15",2.376096323307e-31,0.267140622959729,0.257,0.024,6.2930911122786e-27,0.942028985507246,5,0.642857142857143,4
"CCDC89",2.73694178409193e-31,0.358541117976846,0.231,0.012,7.24879031516748e-27,0.935483870967742,5,0.571428571428571,3
"DUSP4",3.08868745950239e-31,0.324442989826207,0.425,0.142,8.18038873649207e-27,0.427631578947368,10,0.444444444444444,6
"HERPUD1",3.109815660523e-31,-0.454604137453333,0.682,0.867,8.23634677689517e-27,0.295081967213115,11,0.352822580645161,10
"RABL2B",3.22897613625194e-31,0.398813307957789,0.496,0.231,8.55194329686326e-27,0.578947368421053,11,0.363636363636364,9
"KLHL24",3.29434212697015e-31,-0.403421251551102,0.426,0.694,8.72506512328045e-27,0.321663019693654,12,0.403022670025189,9
"SLC39A7",3.31219220440535e-31,-0.496614171782103,0.598,0.822,8.77234105336756e-27,0.336448598130841,12,0.348936170212766,9
"AZGP1",3.52794455788993e-31,-0.376810178643116,0.074,0.294,9.34376116157147e-27,0.265822784810127,8,0.869047619047619,6
"TNFAIP2",3.77548682493381e-31,0.771194401678815,0.526,0.247,9.99937685583721e-27,0.482269503546099,10,0.553191489361702,7
"PARP14",4.1117460951624e-31,-0.686008766908615,0.754,0.9,1.08899595330376e-26,0.318912237330037,13,0.366990291262136,9
"LINC00673",4.145639803019e-31,0.296060970040721,0.473,0.184,1.09797270182958e-26,0.409448818897638,11,0.257142857142857,7
"MAATS1",4.29362206898248e-31,0.276982477981058,0.256,0.026,1.13716580497001e-26,0.930909090909091,7,0.4,6
"TPBG",4.47983234128344e-31,0.613112578668713,0.537,0.247,1.18648359558892e-26,0.526041666666667,10,0.468085106382979,8
"SLC2A1",5.17282491511381e-31,0.524762407148338,0.665,0.362,1.37002267876789e-26,0.373949579831933,11,0.318840579710145,6
"SAA1",5.46080722903874e-31,1.81032211385432,0.311,0.066,1.44629479461091e-26,0.87125748502994,9,0.447368421052632,5
"LKAAEAR1",5.46156984473947e-31,0.271985179658185,0.242,0.021,1.44649677337925e-26,0.953846153846154,6,0.416666666666667,6
"PCF11",5.46521286899301e-31,-0.441077145239257,0.564,0.806,1.4474616283528e-26,0.328925619834711,12,0.344902386117137,9
"RPS4Y1",5.97959824683954e-31,0.473416741771732,0.254,0.03,1.58369659567545e-26,0.915750915750916,5,0.882352941176471,3
"TMEM150A",6.22549122594338e-31,-0.455477955411347,0.244,0.509,1.64882135119111e-26,0.362595419847328,11,0.450171821305842,8
"PFKFB2",6.88758543407139e-31,-0.476954378580245,0.279,0.545,1.82417700221381e-26,0.297658862876254,11,0.477564102564103,7
"ACTG1",7.74871466748939e-31,0.537510474505132,0.965,0.963,2.05224707968456e-26,0.33719806763285,13,0.341197822141561,10
"NME9",8.13279075736521e-31,0.390820932940241,0.248,0.026,2.15396963208818e-26,0.883458646616541,7,0.533333333333333,5
"DNAJA3",8.40887607672071e-31,-0.420707051060974,0.268,0.523,2.22709082891948e-26,0.274305555555556,12,0.42809364548495,7
"RGCC",8.83480482238957e-31,0.554768094807983,0.525,0.266,2.33989805720988e-26,0.490230905861456,12,0.434210526315789,8
"EMC1",9.64519185964353e-31,-0.30892652366918,0.35,0.628,2.55452906402659e-26,0.345744680851064,12,0.387186629526462,8
"ARL6IP1",9.67803568216084e-31,-0.354539085510591,0.799,0.909,2.5632277504203e-26,0.308051341890315,12,0.355769230769231,9
"TCEA3",1.0751118644951e-30,-0.369675453440512,0.555,0.808,2.84743377311528e-26,0.456375838926175,11,0.363636363636364,8
"SERP1",1.11041794333771e-30,-0.448692935721689,0.829,0.9,2.94094192292993e-26,0.334083239595051,13,0.357281553398058,9
"PLA2G16",1.11606929330659e-30,0.346337359383494,0.822,0.598,2.9559095233225e-26,0.342403628117914,13,0.508771929824561,8
"ZBTB38",1.12280923298195e-30,-0.352602377887561,0.383,0.659,2.97376025355269e-26,0.277372262773723,11,0.320954907161804,8
"PDXDC2P",1.19261328896734e-30,-0.254972154747145,0.327,0.591,3.15863629582999e-26,0.333333333333333,12,0.387573964497041,9
"CCDC176",1.25592720198585e-30,0.280497895215022,0.39,0.133,3.32632319445952e-26,0.691387559808612,10,0.381578947368421,7
"SPAG16",1.2565899903638e-30,0.519063709134532,0.606,0.372,3.32807858947853e-26,0.476923076923077,11,0.408450704225352,8
"TEX26",1.52070063734212e-30,0.487107309485355,0.213,0.005,4.02757563800059e-26,0.943231441048035,6,1,1
"C6orf106",1.52770363648699e-30,-0.312470563343303,0.418,0.675,4.04612308123578e-26,0.300668151447661,12,0.365284974093264,9
"IMPA2",1.63260711352176e-30,-0.330349089701345,0.368,0.671,4.32395994016238e-26,0.511392405063291,9,0.299479166666667,10
"C12orf65",1.69710097525786e-30,-0.4429508086199,0.401,0.664,4.49477193297045e-26,0.33953488372093,12,0.392105263157895,8
"TOX4",1.75282043071015e-30,-0.428739465954578,0.605,0.825,4.64234491073582e-26,0.325115562403698,12,0.345338983050847,8
"PPIB",1.92033584427401e-30,0.541511503764948,0.917,0.857,5.08600948355972e-26,0.340447154471545,12,0.338775510204082,10
