"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts"
"SLC12A8",4.98469448302449e-121,-0.316073209518483,0.089,0.451,1.32019633382904e-116,0.347368421052632,9,0.44327731092437,10
"CETN2",5.77315999838966e-121,1.10092919623734,0.708,0.812,1.5290214255735e-116,0.423684210526316,12,0.554322429906542,11
"TUBA4B",8.60379084941785e-121,1.40197248975467,0.34,0.024,2.27871400646832e-116,0.852054794520548,7,0.4,10
"METTL7A",9.57900470385321e-121,0.737308735462105,0.596,0.149,2.53699939581552e-116,0.480438184663537,11,0.377777777777778,9
"OSCP1",2.77907756498875e-120,0.99038427675541,0.412,0.27,7.36038693087271e-116,0.705882352941177,9,0.601754385964912,10
"LOC388780",3.492107550782e-120,0.282451916633521,0.291,0.015,9.24884684824613e-116,0.939102564102564,7,0.354838709677419,7
"DNAI2",5.91625000855142e-120,0.707564548122839,0.303,0.012,1.56691881476484e-115,0.944615384615385,6,0.52,5
"PIH1D3",6.54199308200563e-120,0.497730737723293,0.275,0.008,1.73264686776919e-115,0.942372881355932,7,0.4375,5
"TCTEX1D1",7.01713855314993e-120,0.4739064075822,0.278,0.007,1.85848914580176e-115,0.939597315436242,6,0.642857142857143,4
"TMEM265",2.89417932332156e-119,-0.486556358921434,0.5,0.907,7.66523393781715e-115,0.350746268656716,12,0.500261369576581,11
"IGFBP5",3.67067768304284e-119,0.420007956898436,0.402,0.022,9.72178984353897e-115,0.603248259860789,7,0.319148936170213,7
"C1orf87",4.73836372752074e-119,0.381152024578751,0.276,0.006,1.25495563323387e-114,0.945945945945946,6,0.538461538461538,2
"MARCH5",9.64490443156578e-119,-0.465885661437902,0.27,0.798,2.5544529387002e-114,0.310344827586207,12,0.545778834720571,9
"S100A6",1.14935501793131e-118,0.287883007012641,0.992,0.99,3.04406676499109e-114,0.348684210526316,13,0.458552946813608,11
"NDUFB4",1.95787774280818e-118,-0.451807650568188,0.876,0.988,5.18543920182745e-114,0.325531914893617,13,0.459433509361498,11
"IFT22",5.31816119542584e-118,0.883003708406036,0.627,0.613,1.40851499260853e-113,0.465081723625557,12,0.589783281733746,11
"TCTEX1D4",1.37291241563129e-117,1.00081844755016,0.308,0.038,3.63615853279948e-113,0.91238670694864,10,0.65,6
"EPPIN",1.48943835876908e-117,0.333023745018422,0.297,0.013,3.94477749319991e-113,0.824451410658307,8,0.5,5
"C1orf189",1.62787372002556e-117,0.727301906335871,0.281,0.011,4.3114235474877e-113,0.927152317880795,8,0.458333333333333,6
"MGLL",2.29040789634396e-117,0.499851055058348,0.836,0.663,6.06614531346699e-113,0.335562987736901,11,0.67238912732475,11
"CDHR3",3.51406463513077e-117,0.952402015599805,0.323,0.028,9.30700018614385e-113,0.910662824207493,6,0.533333333333333,7
"PACRG",4.22858076383198e-117,0.679477802016625,0.295,0.017,1.1199396153009e-112,0.905362776025237,7,0.388888888888889,5
"MARCKS",5.82843712588721e-117,0.341119824343908,0.707,0.865,1.54366157279123e-112,0.459815546772068,12,0.523026315789474,10
"NINJ1",5.89516655884618e-117,-0.351078334673527,0.451,0.851,1.56133486311041e-112,0.40495867768595,12,0.497212931995541,10
"C10orf107",8.94881212356069e-117,0.724714253516926,0.311,0.018,2.37009289092505e-112,0.904191616766467,7,0.421052631578947,6
"SQRDL",9.73763509527625e-117,-0.679473731541074,0.596,0.915,2.57901265498391e-112,0.314553990610329,12,0.493519958527735,10
"PDLIM1",1.01881661103306e-116,-0.593180731509714,0.694,0.934,2.69833579432107e-112,0.414765100671141,13,0.484002031488065,10
"CCDC181",2.38968374017546e-116,0.563837811602855,0.405,0.059,6.32907738585471e-112,0.680459770114943,10,0.387096774193548,9
"CCDC65",2.97362603436805e-116,0.865596095067071,0.376,0.037,7.87564855202379e-112,0.759305210918114,12,0.316455696202532,7
"ANKRD66",3.01993821307166e-116,0.686972727195884,0.286,0.009,7.9983063573203e-112,0.938110749185668,6,0.611111111111111,3
"PRAME",3.17549289713977e-116,-0.47004515736552,0.002,0.492,8.41029293807467e-112,1,1,0.76374156219865,6
"TPM4",5.2078027212691e-116,-0.354814554180626,0.689,0.965,1.37928655072812e-111,0.393775372124493,13,0.467092337917485,11
"KLK10",7.6333098031185e-116,-0.325573495595477,0.048,0.385,2.02168210135594e-111,0.705882352941177,4,0.476014760147601,8
"LOC101927416",8.46645322843413e-116,0.856082547011754,0.294,0.013,2.24234013755078e-111,0.946031746031746,6,0.428571428571429,4
"RAN",1.88737942471552e-115,-0.459634082640699,0.826,0.979,4.99872440635906e-111,0.343115124153499,13,0.46172480620155,10
"PLIN2",2.33881365718743e-115,-1.02638624192428,0.191,0.771,6.1943479710609e-111,0.531707317073171,10,0.559926244622004,10
"STON2",2.40284419208283e-115,-0.371010407094415,0.398,0.517,6.36393284273137e-111,0.386416861826698,8,0.546788990825688,10
"PRR29",2.8282016711929e-115,0.374720014063927,0.35,0.034,7.49049212615439e-111,0.747340425531915,10,0.25,9
"TNFRSF12A",3.68733202474015e-115,-0.605341691701202,0.65,0.934,9.7658988675243e-111,0.33428981348637,12,0.481725888324873,11
"OASL",3.7580718339233e-115,-0.489042516693695,0.067,0.274,9.95325325214586e-111,0.680555555555556,8,0.72318339100346,9
"IFI35",5.7050529793921e-115,-0.39595856035205,0.432,0.844,1.510983281592e-110,0.359913793103448,8,0.498876404494382,10
"PARP9",7.51358912346499e-115,-0.538642665874376,0.521,0.901,1.9899740793497e-110,0.364937388193202,12,0.495263157894737,10
"PSMA2",1.69245888144375e-114,-0.615012868561465,0.822,0.967,4.48247734750377e-110,0.31859410430839,13,0.469347719470329,10
"PIFO",2.42836410378831e-114,1.82178426142015,0.379,0.043,6.43152232888335e-110,0.778869778869779,11,0.666666666666667,7
"ALDH3A1",2.46740319718148e-114,-1.86910050557413,0.381,0.34,6.53491736773514e-110,0.518337408312958,9,0.817548746518106,8
"TPM2",3.72305996869179e-114,-0.705155355497692,0.075,0.298,9.86052432708021e-110,0.5,8,0.660828025477707,8
"ADH5",5.63540811599946e-114,-0.463162314311536,0.564,0.885,1.49253783952246e-109,0.32396694214876,12,0.494640943193998,10
"LSR",6.24774983941194e-114,-0.60039752668147,0.799,0.978,1.65471654496825e-109,0.343057176196033,12,0.46437227338827,11
"BDH1",1.41923147046729e-113,0.689552553641721,0.416,0.519,3.75883454953263e-109,0.679372197309417,10,0.705022831050228,10
"DCDC2B",2.11676971496818e-113,0.897478003479621,0.339,0.085,5.60626459009321e-109,0.835164835164835,10,0.55,8
"ELN",2.64962363625206e-113,0.497178746880731,0.398,0.119,7.01752820061358e-109,0.695550351288056,11,0.713147410358566,8
"TMEM212",5.68885699493921e-113,0.611018153912533,0.281,0.009,1.50669377510965e-108,0.93046357615894,7,0.666666666666667,2
"GPR162",6.58045008283164e-113,0.585142034493904,0.27,0.008,1.74283220443796e-108,0.93448275862069,6,0.625,4
"CCDC42B",8.21366421828757e-113,0.950369561379938,0.319,0.037,2.17538896821346e-108,0.91812865497076,6,0.615384615384615,6
"H2AFJ",2.34795605117199e-112,0.731481467677467,0.864,0.856,6.218561601529e-108,0.346278317152104,12,0.522148394241417,11
"HPGD",2.38307803063613e-112,1.27130493880739,0.466,0.618,6.31158216413978e-108,0.446,9,0.61703760552571,10
"C21orf59",5.95214003546534e-112,1.09142993851067,0.776,0.796,1.576424288393e-107,0.387755102040816,12,0.536352800953516,10
"ARMC3",7.36656370016134e-112,0.619205756198849,0.321,0.024,1.95103439598773e-107,0.901162790697674,8,0.333333333333333,8
"LOC100506844",7.81601537227318e-112,0.632479619452147,0.586,0.173,2.07007167134655e-107,0.476947535771065,11,0.389041095890411,9
"CCDC33",1.69271871742187e-111,0.415159188349015,0.26,0.006,4.48316552309183e-107,0.92831541218638,6,0.583333333333333,2
"WFDC21P",4.01649246041624e-111,0.58111751568239,0.408,0.182,1.06376802814124e-106,0.687214611872146,7,0.6015625,9
"TPPP3",4.21992340495686e-111,2.80329009434495,0.422,0.114,1.11764671380282e-106,0.701986754966887,11,0.575,7
"DNAI1",4.22873931671359e-111,0.502672128921328,0.285,0.01,1.11998160803159e-106,0.944444444444444,5,0.571428571428571,4
"RNF181",4.71860425921617e-111,-0.336106719865566,0.737,0.963,1.2497223380534e-106,0.321112515802781,12,0.469488188976378,11
"HIST1H2BK",7.19045038502519e-111,-0.55211049596784,0.541,0.867,1.90439078447392e-106,0.296041308089501,13,0.519693654266958,11
"PRDX1",8.10755698826799e-111,-0.589450535974897,0.929,0.992,2.14728646834278e-106,0.325977933801404,13,0.45697896749522,11
"TMEM41A",1.71353919375276e-110,-0.430503306257003,0.527,0.819,4.53830855465419e-106,0.341592920353982,12,0.468171296296296,10
"PPP1R42",2.44749218931012e-110,0.386477152692783,0.281,0.012,6.48218306338784e-106,0.947019867549669,7,0.44,4
"LYPD5",2.52585176319329e-110,-0.324392350701684,0.034,0.523,6.68971839481743e-106,0.333333333333333,7,0.684210526315789,8
"LRRC10B",4.66267316251923e-110,0.487283856753209,0.282,0.011,1.23490898709322e-105,0.937293729372937,7,0.478260869565217,5
"CBR3",7.54018924013223e-110,-0.453053770648615,0.323,0.516,1.99701912024902e-105,0.561959654178674,10,0.520220588235294,9
"PGM2L1",1.22872191366508e-109,0.761133014026402,0.754,0.585,3.25426998834197e-105,0.404202719406675,12,0.742092457420925,10
"PSME1",1.58753124491511e-109,-0.464827605973226,0.916,0.98,4.20457650215767e-105,0.327568667344863,13,0.462022254475085,11
"SLC27A2",2.15698588143165e-109,0.509078672263566,0.486,0.094,5.71277710697172e-105,0.509578544061303,9,0.44949494949495,10
"ITPKC",2.50260928369058e-109,-0.43321875638627,0.471,0.786,6.62816068785449e-105,0.358415841584158,11,0.502715751357876,10
"RSPH4A",2.55228852857465e-109,0.819669084182207,0.316,0.027,6.75973616792996e-105,0.911504424778761,7,0.464285714285714,8
"CEACAM6",6.92205575081428e-109,1.54802551417731,0.743,0.734,1.83330646560316e-104,0.455457967377666,12,0.506459948320413,11
"TEX9",7.77000270690248e-109,0.508910188994204,0.517,0.128,2.05788521692312e-104,0.513513513513513,11,0.354243542435424,10
"CFAP52",1.1989229247515e-108,0.700288182875117,0.31,0.032,3.17534736620435e-104,0.897897897897898,9,0.626865671641791,6
"AK7",2.24301070163319e-108,0.60216677380635,0.334,0.076,5.94061384327551e-104,0.874301675977654,10,0.71875,8
"FTL",2.62600765530494e-108,-0.88576369859191,0.979,0.998,6.95498127507514e-104,0.34,13,0.454847908745247,11
"DNAAF3",3.30550071221014e-108,0.792295995276307,0.348,0.037,8.75461863628856e-104,0.801608579088472,8,0.298701298701299,7
"TXNRD1",3.39667874887063e-108,-0.786639620412499,0.659,0.941,8.99610366638386e-104,0.2998585572843,12,0.481108312342569,11
"CRLF1",3.85114451405644e-108,0.742280342307926,0.389,0.02,1.01997562454785e-103,0.565947242206235,6,0.357142857142857,7
"GPX4",5.02132325258952e-108,0.648511951747028,0.944,0.95,1.32989746344833e-103,0.325765054294176,12,0.474550898203593,11
"DNAAF1",6.27229717518383e-108,0.468707976925412,0.301,0.017,1.66121790684744e-103,0.907120743034056,7,0.371428571428571,6
"RTP4",9.12476176029891e-108,-0.441198471252919,0.201,0.683,2.41669315221517e-103,0.560185185185185,11,0.566666666666667,9
"CNBP",1.05333025406175e-107,-0.436584471271698,0.854,0.982,2.78974517788253e-103,0.34061135371179,13,0.460647030420087,11
"GSR",1.20335212727724e-107,-0.295553393414453,0.309,0.762,3.18707810909378e-103,0.439759036144578,12,0.521766169154229,10
"TEX26",1.24492716273554e-107,0.505619773275533,0.213,0.001,3.29718959050507e-103,0.943231441048035,6,1,1
"KCMF1",1.6900056405364e-107,-0.396071120669088,0.432,0.844,4.47597993896066e-103,0.325431034482759,12,0.512359550561798,11
"IGFBP7",1.79764466782618e-107,1.54723524097885,0.418,0.332,4.76106190273764e-103,0.707589285714286,13,0.804285714285714,10
"C11orf70",3.032716964526e-107,0.948485103143792,0.349,0.06,8.03215088054712e-103,0.815508021390374,9,0.46031746031746,9
"CYSTM1",3.16019187156365e-107,0.601841803400551,0.801,0.885,8.36976817183633e-103,0.376744186046512,13,0.512587038028923,11
"LRTOMT",6.06749036720657e-107,0.74794656557294,0.448,0.558,1.60697482375466e-102,0.64033264033264,11,0.627017841971113,11
"LRRC71",6.37098181030802e-107,0.437564745536218,0.289,0.015,1.68735453246008e-102,0.864516129032258,8,0.46875,5
"TCTEX1D2",9.86271635902865e-107,0.603116523098136,0.441,0.422,2.61214042768874e-102,0.6723044397463,11,0.551181102362205,10
"YWHAZ",9.95931396796923e-107,-0.701484394853162,0.915,0.994,2.63772430441665e-102,0.316700610997963,13,0.45588936576061,11
"ODF2L",1.08441429859084e-106,0.672708919055724,0.679,0.686,2.87207126981783e-102,0.429355281207133,13,0.436765722183829,10
"OSBPL6",1.84251708211254e-106,0.331413941125729,0.308,0.016,4.87990649197506e-102,0.749244712990937,10,0.294117647058824,8
"CCDC108",2.60683827022196e-106,0.358719344266526,0.335,0.03,6.90421115868287e-102,0.81058495821727,9,0.222222222222222,9
"LRRC48",2.74326317030381e-106,0.745702572922831,0.352,0.064,7.26553250654965e-102,0.825396825396825,10,0.440298507462687,9
"DNAJB13",2.95780243918141e-106,0.817115975583629,0.362,0.04,7.83373976017198e-102,0.755154639175258,7,0.273809523809524,9
"IL1RN",4.35496548559683e-106,-0.539004606439132,0.087,0.287,1.15341260886032e-101,0.645161290322581,9,0.767326732673267,8
"TXNDC17",4.42276372266906e-106,-0.452395667102415,0.716,0.971,1.1713689719489e-101,0.334635416666667,13,0.467513434294089,11
"SLC25A5",5.01441461442692e-106,-0.723661184937206,0.866,0.978,1.32806771063097e-101,0.316469321851453,13,0.463627546071775,11
"NME5",5.8015260301311e-106,0.822668732630588,0.351,0.07,1.53653416908022e-101,0.816976127320955,7,0.385135135135135,8
"FBLN1",9.15041385478868e-106,-0.286738114365577,0.091,0.587,2.42348710944078e-101,0.336734693877551,9,0.582861762328213,8
"CHST9",9.61443335865946e-106,0.611989825971844,0.309,0.019,2.54638267504096e-101,0.927710843373494,8,0.45,5
"TMBIM1",1.18126112332592e-105,-0.866054515050316,0.505,0.91,3.1285700851287e-101,0.306273062730627,12,0.497655028660761,11
"FAM213A",1.54000122907995e-105,-0.530036433819618,0.622,0.924,4.07869325521826e-101,0.365817091454273,11,0.487679671457906,11
"GABARAP",2.59850022978684e-105,0.511576894718082,0.894,0.95,6.88212785859044e-101,0.333680917622523,12,0.477544910179641,11
"GJB2",4.03808276790175e-105,-0.626296490718998,0.082,0.633,1.06948622107878e-100,0.727272727272727,7,0.696107784431138,7
"RNF168",5.03071923886456e-105,-0.455984098941302,0.328,0.643,1.33238599041328e-100,0.346590909090909,12,0.426253687315634,9
"CCDC173",5.5765856716269e-105,0.472315699630909,0.33,0.034,1.47695871513039e-100,0.84180790960452,9,0.323943661971831,8
"SPAG16",6.12142684465145e-105,0.482709395661786,0.606,0.707,1.62125989980594e-100,0.476923076923077,11,0.567404426559356,11
"DNAH11",6.913800076925e-105,0.563949809238153,0.563,0.317,1.83111995037359e-100,0.455298013245033,11,0.853293413173653,9
"EP300-AS1",9.37677977082287e-105,0.476617437098464,0.459,0.119,2.48344012230244e-100,0.567073170731707,10,0.665338645418327,10
"HCAR2",9.43866402867837e-105,-0.59719727934223,0.208,0.302,2.49983016799547e-100,0.623318385650224,10,0.877551020408163,8
"CFAP53",1.41791972631818e-104,0.74109788392712,0.338,0.104,3.7553603951537e-100,0.870523415977961,9,0.640909090909091,7
"SERPINE1",1.62471482262279e-104,-0.852682668429462,0.177,0.658,4.30305720771645e-100,0.789473684210526,9,0.614996395097332,8
"AKR1C3",2.25278440032696e-104,-1.08092506807917,0.535,0.425,5.96649948426596e-100,0.376306620209059,11,0.678571428571429,10
"TRIP13",2.35826535777335e-104,0.656489729908752,0.358,0.278,6.24586580006272e-100,0.783854166666667,11,0.568994889267462,10
"IFT43",2.89727397486931e-104,0.496683202917711,0.596,0.742,7.67343012244137e-100,0.500782472613459,13,0.538363171355499,10
"INSR",2.99314667707223e-104,0.417967478949713,0.774,0.591,7.92734897422581e-100,0.373493975903614,11,0.740978348035285,10
"SOX4",3.4645791581517e-104,0.848816624894361,0.919,0.847,9.17593790036478e-100,0.371196754563895,13,0.534154535274356,10
"CASP1",5.42239862199926e-104,-0.65018106055596,0.281,0.779,1.4361222750365e-99,0.382059800664452,11,0.567600487210719,9
"CCDC39",6.05235817689346e-104,0.585760663243006,0.299,0.041,1.60296706315023e-99,0.91588785046729,9,0.574712643678161,8
"SPAG17",6.52272251976299e-104,0.630666196044192,0.338,0.065,1.72754305935923e-99,0.840220385674931,9,0.376811594202899,10
"CTGF",6.72925046516061e-104,1.10015954905881,0.518,0.114,1.78224198569779e-99,0.546762589928058,12,0.341666666666667,8
"B9D1",7.30188085464404e-104,0.884042574546025,0.468,0.267,1.93390314435247e-99,0.605577689243028,11,0.514184397163121,10
"C9orf117",9.8662987775154e-104,0.879122575364892,0.336,0.11,2.61308923122495e-99,0.847645429362881,8,0.614718614718615,10
"CFAP43",1.52502381680228e-103,0.583795328173403,0.339,0.047,4.03902557880084e-99,0.843406593406593,12,0.464646464646465,7
"NAPRT",1.61264703315606e-103,-0.451370702956747,0.538,0.897,4.27109566731383e-99,0.30155979202773,10,0.499206768905341,9
"TAP2",1.72777884011519e-103,-0.383939796450295,0.277,0.78,4.57602225804508e-99,0.296296296296296,11,0.531630170316302,10
"FAM174A",1.86844336977105e-103,0.790320737514456,0.621,0.684,4.94857226483862e-99,0.472972972972973,11,0.545769764216366,10
"PARL",2.16076298157568e-103,-0.391099146048583,0.347,0.798,5.72278075670318e-99,0.314516129032258,12,0.513963161021985,10
"ARMC4",2.35008988602423e-103,0.288323939768464,0.303,0.017,6.22421306313516e-99,0.812307692307692,8,0.371428571428571,5
"TEKT4",2.48004895367875e-103,0.599632736136161,0.258,0.009,6.56840965381817e-99,0.953068592057762,6,0.388888888888889,3
"ARL3",2.52471448626027e-103,0.719948524337123,0.623,0.681,6.68670631686033e-99,0.471556886227545,11,0.554317548746518,10
"MAP1LC3A",3.40201836821663e-103,0.340849614274878,0.471,0.492,9.01024564822176e-99,0.548514851485149,11,0.783992285438766,11
"HMCES",3.47453096870831e-103,-0.386174295994139,0.397,0.795,9.20229527062397e-99,0.363849765258216,11,0.485680190930788,11
"SMDT1",4.7269869174444e-103,0.371692377033431,0.849,0.828,1.25194248508515e-98,0.340285400658617,12,0.54524627720504,10
"RND3",5.17859962095391e-103,-0.623837084838602,0.568,0.874,1.37155210960964e-98,0.35632183908046,10,0.504880694143167,10
"MB",5.29864360814323e-103,0.684141858361517,0.45,0.175,1.40334575961673e-98,0.513457556935818,9,0.710810810810811,9
"TK1",8.27013724386106e-103,-0.869265464298891,0.176,0.721,2.1903458490366e-98,0.46031746031746,11,0.619329388560158,10
"KIAA2012",1.33703410736032e-102,0.498937267117306,0.269,0.01,3.54113483334381e-98,0.930795847750865,5,0.590909090909091,5
"CATSPERD",1.92197287201901e-102,0.570744113933101,0.299,0.02,5.09034515154235e-98,0.897196261682243,8,0.595238095238095,6
"CD68",2.17795594465971e-102,-0.352805520238585,0.2,0.686,5.76831631943123e-98,0.381395348837209,9,0.544574982722875,10
"C3orf52",2.95993715849323e-102,-0.40230458018129,0.204,0.636,7.83939356426933e-98,0.484018264840183,10,0.547352721849366,9
"WSB1",3.45715799009115e-102,1.06542017863654,0.912,0.88,9.15628293675642e-98,0.355464759959142,12,0.500269541778976,11
"DRC1",4.11419090915018e-102,0.540190164828551,0.286,0.018,1.08964346228843e-97,0.921824104234528,6,0.297297297297297,8
"SPEF2",4.37196934900579e-102,0.485805188839326,0.436,0.164,1.15791608208418e-97,0.61965811965812,9,0.719653179190751,9
"EFCAB10",4.60997356177715e-102,0.343418756865609,0.3,0.035,1.22095149783668e-97,0.916149068322981,9,0.479452054794521,7
"WRB",5.34944070944667e-102,0.633114563469957,0.605,0.684,1.41679937189695e-97,0.457627118644068,12,0.585585585585586,10
"DNAH6",9.65452269680524e-102,0.4224346845451,0.305,0.023,2.55700033624887e-97,0.877675840978593,7,0.3125,7
"FAM229B",1.08913479185263e-101,0.706389242714469,0.418,0.091,2.88457349622168e-97,0.698660714285714,11,0.335078534031414,10
"ERICH2",1.21467355505774e-101,0.578952632806072,0.459,0.122,3.21706291057042e-97,0.57520325203252,12,0.565891472868217,8
