"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pd.pt.occupancy","grouped_pd.n.nonzero.pts","gene","sig"
"CFH",4.91110169147603e-18,0.656070980756141,0.641,0.818,1.30070528298743e-13,0.411337209302326,11,0.531594202898551,11,"CFH","p_val_adj<0.05"
"RAB10",2.85894553407343e-173,0.655736153773099,0.71,0.954,7.57191724699347e-169,0.31496062992126,12,0.473422752111277,10,"RAB10","p_val_adj<0.05"
"ITFG1",0.47015977070752,0.655442280019484,0.514,0.716,1,0.335753176043557,10,0.630881378396289,11,"ITFG1","NS"
"RHEB",4.51983993667736e-97,0.651797107273625,0.711,0.953,1.197079607229e-92,0.335517693315858,13,0.475858636137382,11,"RHEB","p_val_adj<0.05"
"PGAM1",3.13155747053553e-221,0.651770566854539,0.595,0.955,8.29392996071336e-217,0.321316614420063,12,0.47394540942928,11,"PGAM1","p_val_adj<0.05"
"AKR1C1",3.77301078174014e-93,0.651320564496088,0.299,0.34,9.99281905543875e-89,0.685358255451713,10,0.866295264623955,9,"AKR1C1","p_val_adj<0.05"
"CASP1",5.42239862199926e-104,0.65018106055596,0.281,0.779,1.4361222750365e-99,0.382059800664452,11,0.567600487210719,9,"CASP1","p_val_adj<0.05"
"CTSL",1.1709649630074e-27,0.648340870299144,0.568,0.87,3.10130070452509e-23,0.408196721311475,11,0.519346049046322,11,"CTSL","p_val_adj<0.05"
"ERGIC1",0.00435893415459116,0.646143123335509,0.62,0.796,1,0.38796992481203,12,0.570917759237187,11,"ERGIC1","NS"
"ADIRF",8.03447137009123e-154,0.645900822970581,0.387,0.772,2.12792974236866e-149,0.43855421686747,10,0.43707796193984,10,"ADIRF","p_val_adj<0.05"
"ST3GAL4",1.75927214660443e-18,0.640328673821711,0.218,0.639,4.65943228028184e-14,0.491452991452991,10,0.706755753526355,9,"ST3GAL4","p_val_adj<0.05"
"TSPAN14",5.74157997584864e-96,0.639066650065125,0.42,0.843,1.52065745660351e-91,0.30820399113082,11,0.536557930258718,10,"TSPAN14","p_val_adj<0.05"
"SERINC5",1.30565758317804e-48,0.639022175150811,0.608,0.899,3.45803410904703e-44,0.352760736196319,11,0.502374670184697,11,"SERINC5","p_val_adj<0.05"
"PLEKHA1",1.54588114646849e-76,0.638630674922388,0.31,0.768,4.09426621642179e-72,0.288288288288288,13,0.585802469135802,10,"PLEKHA1","p_val_adj<0.05"
"GHITM",4.75379340145674e-41,0.638566859384147,0.786,0.945,1.25904218237582e-36,0.330960854092527,13,0.479939819458375,11,"GHITM","p_val_adj<0.05"
"SLC44A1",2.3066907055724e-15,0.636070856147868,0.464,0.756,6.10927033370849e-11,0.353413654618474,10,0.599121706398996,11,"SLC44A1","p_val_adj<0.05"
"SLC39A11",2.6336518150561e-31,0.635736575020831,0.562,0.869,6.97522683217609e-27,0.313432835820896,13,0.520458265139116,10,"SLC39A11","p_val_adj<0.05"
"ALDH7A1",1.2655514666878e-45,0.631907948128679,0.485,0.81,3.35181305952263e-41,0.490384615384615,11,0.556206088992974,11,"ALDH7A1","p_val_adj<0.05"
"CHP1",1.31450878023253e-14,0.629890134487026,0.867,0.966,3.48147650444586e-10,0.321505376344086,13,0.46980854197349,11,"CHP1","p_val_adj<0.05"
"EDN2",1.7458384590546e-49,0.629550491583644,0.043,0.282,4.62385315880611e-45,0.369565217391304,8,0.633613445378151,7,"EDN2","p_val_adj<0.05"
"GJB2",4.03808276790175e-105,0.626296490718998,0.082,0.633,1.06948622107878e-100,0.727272727272727,7,0.696107784431138,7,"GJB2","p_val_adj<0.05"
"CYP3A5",6.59471623991162e-67,0.625115827275737,0.034,0.508,1.74661059614059e-62,0.27027027027027,7,0.791977611940298,7,"CYP3A5","p_val_adj<0.05"
"RND3",5.17859962095391e-103,0.623837084838602,0.568,0.874,1.37155210960964e-98,0.35632183908046,10,0.504880694143167,10,"RND3","p_val_adj<0.05"
"CDCP1",1.27203552762664e-42,0.623088918289434,0.498,0.847,3.36898609491916e-38,0.380149812734082,12,0.532736429770565,10,"CDCP1","p_val_adj<0.05"
"IFNGR2",2.72338170568441e-53,0.621131822853305,0.635,0.908,7.21287644750516e-49,0.402349486049927,12,0.5,11,"IFNGR2","p_val_adj<0.05"
"EI24",3.26207312769121e-32,0.620280222383712,0.726,0.903,8.63960067869017e-28,0.34017971758665,13,0.501575630252101,10,"EI24","p_val_adj<0.05"
"COPG1",1.92936691257594e-05,0.618110387926523,0.5,0.754,0.510992826795738,0.284916201117318,12,0.598365807668133,10,"COPG1","NS"
"ATP5B",1.75231377963538e-95,0.617789453709949,0.867,0.986,4.64100304536429e-91,0.341935483870968,12,0.459615384615385,11,"ATP5B","p_val_adj<0.05"
"PSMA2",1.69245888144375e-114,0.615012868561465,0.822,0.967,4.48247734750377e-110,0.31859410430839,13,0.469347719470329,10,"PSMA2","p_val_adj<0.05"
"RHOV",3.26071741212334e-32,0.61498328985787,0.331,0.691,8.63601006600868e-28,0.501408450704225,9,0.652263374485597,10,"RHOV","p_val_adj<0.05"
"PDZK1IP1",7.79149857175527e-26,0.613738046367572,0.425,0.766,2.06357839672938e-21,0.427631578947368,10,0.576113861386139,11,"PDZK1IP1","p_val_adj<0.05"
"ECHS1",2.98240036310765e-88,0.610881676993819,0.706,0.934,7.89888736169062e-84,0.323218997361478,12,0.484771573604061,10,"ECHS1","p_val_adj<0.05"
"PPIC",3.86153257385428e-31,0.609627164617153,0.603,0.872,1.02272690218531e-26,0.425038639876352,12,0.518760195758564,10,"PPIC","p_val_adj<0.05"
"CLINT1",1.37159317111547e-07,0.608152660729544,0.825,0.902,0.00363266451369933,0.324293785310734,12,0.503154574132492,11,"CLINT1","p_val_adj<0.05"
"FAAH2",0.0742903265330712,0.607807472196757,0.333,0.564,1,0.34733893557423,10,0.8,10,"FAAH2","NS"
"PSMB2",1.45793203759171e-161,0.607608892968256,0.719,0.965,3.86133300156163e-157,0.325129533678756,13,0.46977886977887,11,"PSMB2","p_val_adj<0.05"
"TNFRSF12A",3.68733202474015e-115,0.605341691701202,0.65,0.934,9.7658988675243e-111,0.33428981348637,12,0.481725888324873,11,"TNFRSF12A","p_val_adj<0.05"
"FABP5",1.15931326792574e-164,0.604729736196716,0.201,0.397,3.07044119010131e-160,0.462962962962963,11,0.690561529271207,9,"FABP5","p_val_adj<0.05"
"ACTG1",1.60507326554169e-144,0.604195231047941,0.965,0.999,4.25103654378716e-140,0.33719806763285,13,0.454890788224122,11,"ACTG1","p_val_adj<0.05"
"PTGR1",6.85828427047908e-101,0.602365331328905,0.627,0.739,1.81641658903639e-96,0.352154531946508,12,0.381654906991661,10,"PTGR1","p_val_adj<0.05"
"F2RL1",8.8285503459195e-25,0.601664504956575,0.294,0.674,2.33824155911678e-20,0.393650793650794,10,0.663150492264416,10,"F2RL1","p_val_adj<0.05"
"LSR",6.24774983941194e-114,0.60039752668147,0.799,0.978,1.65471654496825e-109,0.343057176196033,12,0.46437227338827,11,"LSR","p_val_adj<0.05"
"SLC39A1",1.30670289249666e-21,0.599784444733634,0.611,0.863,3.4608026107774e-17,0.350609756097561,12,0.524725274725275,11,"SLC39A1","p_val_adj<0.05"
"RNF141",2.18373928527074e-28,0.599387859414012,0.482,0.818,5.78363349703956e-24,0.404255319148936,11,0.554202898550725,10,"RNF141","p_val_adj<0.05"
"BID",3.32310844920452e-72,0.599210951815756,0.412,0.82,8.80125272771816e-68,0.3710407239819,11,0.552601156069364,10,"BID","p_val_adj<0.05"
"C1GALT1C1",3.01010607532938e-09,0.598586544307408,0.486,0.761,7.97226594050987e-05,0.377394636015326,11,0.594763092269327,10,"C1GALT1C1","p_val_adj<0.05"
"BZW1",2.7527915492779e-29,0.597957811855312,0.628,0.885,7.29076841826252e-25,0.323442136498516,13,0.511789924973205,11,"BZW1","p_val_adj<0.05"
"HCAR2",9.43866402867837e-105,0.59719727934223,0.208,0.302,2.49983016799547e-100,0.623318385650224,10,0.877551020408163,8,"HCAR2","p_val_adj<0.05"
"VDAC1",4.43991541202472e-48,0.596392224227084,0.715,0.94,1.17591159687475e-43,0.33767926988266,13,0.481089258698941,10,"VDAC1","p_val_adj<0.05"
"LY6K",1.01506717313856e-256,0.594455674005337,0.092,0.847,2.68840540805747e-252,0.515151515151515,9,0.530498041410185,8,"LY6K","p_val_adj<0.05"
"PDLIM1",1.01881661103306e-116,0.593180731509714,0.694,0.934,2.69833579432107e-112,0.414765100671141,13,0.484002031488065,10,"PDLIM1","p_val_adj<0.05"
"KRTCAP3",1.44648400227772e-72,0.589545683256714,0.651,0.927,3.83101288003253e-68,0.30758226037196,12,0.485933503836317,11,"KRTCAP3","p_val_adj<0.05"
"PRDX1",8.10755698826799e-111,0.589450535974897,0.929,0.992,2.14728646834278e-106,0.325977933801404,13,0.45697896749522,11,"PRDX1","p_val_adj<0.05"
"KARS",3.3470156414523e-57,0.589398528257515,0.599,0.893,8.86457092638643e-53,0.325038880248834,13,0.50583864118896,11,"KARS","p_val_adj<0.05"
"BCAP31",2.10630175894171e-73,0.587956708928932,0.874,0.972,5.57854020855712e-69,0.3272921108742,12,0.466829268292683,11,"BCAP31","p_val_adj<0.05"
"SDC1",2.25619135683275e-169,0.587452399102344,0.62,0.961,5.97552280857155e-165,0.455639097744361,12,0.469397828232971,11,"SDC1","p_val_adj<0.05"
"EGLN3",4.87392250340235e-29,0.585823918543413,0.542,0.571,1.29085837502611e-24,0.438144329896907,12,0.79253112033195,8,"EGLN3","p_val_adj<0.05"
"PLAUR",6.48156216545871e-86,0.582285832362518,0.429,0.85,1.71664173952174e-81,0.434782608695652,10,0.505856107083101,9,"PLAUR","p_val_adj<0.05"
"NOTCH2NL",3.98261924350403e-98,0.580653432027409,0.413,0.844,1.05479670664204e-93,0.539503386004515,11,0.536256323777403,10,"NOTCH2NL","p_val_adj<0.05"
"TSPAN15",3.19435055140982e-15,0.580473789088865,0.618,0.86,8.46023743540891e-11,0.372549019607843,12,0.527012127894157,10,"TSPAN15","p_val_adj<0.05"
"TXNIP",8.01394228885769e-08,0.58005160597,0.635,0.755,0.00212249261520396,0.365638766519824,13,0.596733668341708,11,"TXNIP","p_val_adj<0.05"
"LAD1",1.39793609957959e-148,0.579043593822077,0.43,0.865,3.70243375973654e-144,0.40997830802603,11,0.512061403508772,8,"LAD1","p_val_adj<0.05"
"PYCARD",6.54031447408198e-156,0.578906461615555,0.453,0.893,1.73220228846061e-151,0.329218106995885,11,0.505307855626327,10,"PYCARD","p_val_adj<0.05"
"PRSS8",6.9405397207669e-69,0.578816273309977,0.508,0.887,1.83820194504511e-64,0.411009174311927,11,0.509887760555852,11,"PRSS8","p_val_adj<0.05"
"GRN",1.9418779872709e-84,0.576728663079238,0.726,0.961,5.14306384928698e-80,0.423620025673941,13,0.472359328726555,11,"GRN","p_val_adj<0.05"
"AZGP1",7.50462965866004e-07,0.576042410236384,0.074,0.133,0.0198760116509611,0.265822784810127,8,0.483985765124555,8,"AZGP1","p_val_adj<0.05"
"ADAM9",1.42620941876604e-71,0.575982423291059,0.393,0.85,3.77731564560185e-67,0.348341232227488,11,0.531808035714286,11,"ADAM9","p_val_adj<0.05"
"HIBADH",0.117702850745588,0.572946938719668,0.585,0.766,1,0.348726114649682,12,0.591950464396285,9,"HIBADH","NS"
"TM9SF2",6.01677426194757e-11,0.571227023951894,0.781,0.789,1.59354266327681e-06,0.344868735083532,12,0.573060733613951,11,"TM9SF2","p_val_adj<0.05"
"TUBB6",8.35572586613897e-80,0.570375554191066,0.125,0.654,2.21301399564691e-75,0.425373134328358,9,0.656521739130435,8,"TUBB6","p_val_adj<0.05"
"SECTM1",5.7787801298369e-80,0.569078779233832,0.202,0.723,1.5305099173873e-75,0.502304147465438,11,0.622950819672131,7,"SECTM1","p_val_adj<0.05"
"H6PD",0.00179084490936915,0.563874355522283,0.402,0.604,1,0.389791183294664,11,0.747252747252747,10,"H6PD","NS"
"PHLDA3",6.12353428039472e-170,0.563182390026296,0.312,0.832,1.62181805416254e-165,0.405970149253731,10,0.498289623717218,10,"PHLDA3","p_val_adj<0.05"
"PSMD2",1.32468715131178e-52,0.561333153678165,0.662,0.917,3.50843392024924e-48,0.326760563380282,13,0.492761116856256,10,"PSMD2","p_val_adj<0.05"
"ENO1",6.35516815337726e-97,0.559640242082097,0.926,0.994,1.68316628542197e-92,0.35010060362173,13,0.456583969465649,11,"ENO1","p_val_adj<0.05"
"SDCBP",1.17344152457919e-11,0.559450501077565,0.743,0.908,3.10785987784798e-07,0.353826850690088,13,0.499477533960293,11,"SDCBP","p_val_adj<0.05"
"SUCLG2",3.73601840256875e-08,0.559133101500646,0.41,0.726,0.000989484473920333,0.306818181818182,12,0.62050947093403,11,"SUCLG2","p_val_adj<0.05"
"MKRN1",7.331992771448e-24,0.557345566559011,0.575,0.836,1.941878285518e-19,0.296596434359805,13,0.540555870674986,11,"MKRN1","p_val_adj<0.05"
"CD82",3.35547209152547e-71,0.556614581423132,0.747,0.927,8.8869678344052e-67,0.329588014981273,12,0.489263803680982,11,"CD82","p_val_adj<0.05"
"CDK16",6.35751582507408e-24,0.554373642940725,0.534,0.817,1.68378806627087e-19,0.368237347294939,12,0.553364269141531,10,"CDK16","p_val_adj<0.05"
"SPPL2A",0.000510032331266884,0.553252046876279,0.529,0.739,1,0.36443661971831,12,0.609364977549711,10,"SPPL2A","NS"
"HIST1H2BK",7.19045038502519e-111,0.55211049596784,0.541,0.867,1.90439078447392e-106,0.296041308089501,13,0.519693654266958,11,"HIST1H2BK","p_val_adj<0.05"
"ANXA11",9.49629871358573e-34,0.551045893689078,0.836,0.953,2.51509471429318e-29,0.341137123745819,13,0.476854156296665,10,"ANXA11","p_val_adj<0.05"
"ECH1",9.95582181880424e-44,0.549957581220825,0.793,0.949,2.6367994087103e-39,0.312573443008226,12,0.476023976023976,11,"ECH1","p_val_adj<0.05"
"CNOT8",2.19440249280411e-11,0.549141050547599,0.398,0.713,5.81187500219168e-07,0.344262295081967,12,0.632734530938124,10,"CNOT8","p_val_adj<0.05"
"PRELID1",1.26475008655938e-65,0.54870677796582,0.719,0.942,3.34969060425252e-61,0.326424870466321,12,0.480624056366382,11,"PRELID1","p_val_adj<0.05"
"RGS10",1.27727038904632e-90,0.547892683501707,0.134,0.709,3.38285062538917e-86,0.451388888888889,9,0.633444816053512,10,"RGS10","p_val_adj<0.05"
"NAMPT",3.94034499234575e-58,0.547499239578524,0.645,0.922,1.04360037122277e-53,0.44364161849711,12,0.491769547325103,11,"NAMPT","p_val_adj<0.05"
"RER1",3.37965127664598e-22,0.546740120795418,0.782,0.936,8.95100640619689e-18,0.32777115613826,12,0.484050632911392,11,"RER1","p_val_adj<0.05"
"XRCC6",0.579833343485408,0.545837125190779,0.87,0.907,1,0.326902465166131,12,0.500261369576581,11,"XRCC6","NS"
"PON2",0.000234855129848895,0.544945782199962,0.699,0.821,1,0.341333333333333,12,0.552540415704388,11,"PON2","NS"
"TACC1",1.77766755152781e-36,0.543762213068394,0.314,0.695,4.70815251022142e-32,0.409495548961424,11,0.641882673942701,10,"TACC1","p_val_adj<0.05"
"CAV2",1.29860967378708e-163,0.542013748626658,0.319,0.883,3.43936772102508e-159,0.578947368421053,12,0.512614063338701,9,"CAV2","p_val_adj<0.05"
"SLC16A3",1.65398781125698e-14,0.54174559336274,0.578,0.832,4.3805867181141e-10,0.379032258064516,11,0.544469783352338,11,"SLC16A3","p_val_adj<0.05"
"GNAI1",2.5033924223212e-78,0.540527704017067,0.166,0.656,6.63023483051771e-74,0.471910112359551,11,0.658236994219653,10,"GNAI1","p_val_adj<0.05"
"CA12",3.75389336638068e-125,0.540226363072131,0.126,0.458,9.94218658085922e-121,0.392592592592593,10,0.522279792746114,7,"CA12","p_val_adj<0.05"
"IL1RN",4.35496548559683e-106,0.539004606439132,0.087,0.287,1.15341260886032e-101,0.645161290322581,9,0.767326732673267,8,"IL1RN","p_val_adj<0.05"
"PARP9",7.51358912346499e-115,0.538642665874376,0.521,0.901,1.9899740793497e-110,0.364937388193202,12,0.495263157894737,10,"PARP9","p_val_adj<0.05"
"WDR45B",8.65674420923737e-17,0.538271888645849,0.719,0.902,2.29273870381652e-12,0.337224383916991,13,0.502890173410405,10,"WDR45B","p_val_adj<0.05"
"PSMB4",4.39328336797338e-58,0.537662950679435,0.852,0.97,1.16356110000775e-53,0.326039387308534,13,0.466992665036675,11,"PSMB4","p_val_adj<0.05"
"ZFAND2A",6.91395538090686e-46,0.537343473539391,0.538,0.779,1.83116108263318e-41,0.332755632582322,11,0.51004260499087,11,"ZFAND2A","p_val_adj<0.05"
"HCP5",3.58217232529082e-128,0.537043400586292,0.235,0.718,9.48738340353273e-124,0.373015873015873,10,0.512211221122112,10,"HCP5","p_val_adj<0.05"
"ATP6AP2",0.0264400315034465,0.535399204546071,0.761,0.861,1,0.335373317013464,11,0.527272727272727,11,"ATP6AP2","NS"
"LINC01420",5.4627137036685e-31,0.534840554508847,0.644,0.879,1.4467997244166e-26,0.347322720694645,12,0.514563106796116,11,"LINC01420","p_val_adj<0.05"
"AP2M1",3.27120563128624e-145,0.534591245411099,0.7,0.956,8.6637881144616e-141,0.318242343541944,13,0.472222222222222,11,"AP2M1","p_val_adj<0.05"
"GCLC",4.89758855716433e-135,0.532653862148746,0.266,0.71,1.29712632936497e-130,0.505263157894737,10,0.458611481975968,11,"GCLC","p_val_adj<0.05"
"NCK1",9.6961417285771e-132,0.532339912605059,0.292,0.826,2.56802313681365e-127,0.277955271565495,9,0.533562822719449,11,"NCK1","p_val_adj<0.05"
"FAM213A",1.54000122907995e-105,0.530036433819618,0.622,0.924,4.07869325521826e-101,0.365817091454273,11,0.487679671457906,11,"FAM213A","p_val_adj<0.05"
"SFN",2.34155795202536e-147,0.529663421317382,0.606,0.799,6.20161623593917e-143,0.356923076923077,12,0.394658753709199,10,"SFN","p_val_adj<0.05"
"ATP5G3",8.67202892081559e-128,0.529195810037646,0.817,0.976,2.29678685967801e-123,0.339794754846066,13,0.464788732394366,11,"ATP5G3","p_val_adj<0.05"
"ARPC3",5.55567511291609e-89,0.528761129581354,0.876,0.984,1.47142055365583e-84,0.338297872340426,13,0.460019267822736,11,"ARPC3","p_val_adj<0.05"
"STMN1",1.74143873677036e-39,0.528463767334578,0.432,0.708,4.61220049433629e-35,0.400862068965517,13,0.529451137884873,10,"STMN1","p_val_adj<0.05"
"TCF25",7.93227874496695e-09,0.528230108080941,0.698,0.872,0.00021008640256045,0.365821094793057,13,0.520130576713819,10,"TCF25","p_val_adj<0.05"
"HMGA1",1.94048084174636e-198,0.527499932531175,0.468,0.947,5.13936350936523e-194,0.366533864541833,12,0.475475475475475,11,"HMGA1","p_val_adj<0.05"
"C4orf19",3.09237305768699e-38,0.527281570628442,0.41,0.519,8.19015004328401e-34,0.370454545454545,7,0.869406392694064,9,"C4orf19","p_val_adj<0.05"
"HSD17B4",1.60509344081688e-08,0.526293490630094,0.437,0.721,0.00042510899780035,0.332622601279318,11,0.6232741617357,11,"HSD17B4","p_val_adj<0.05"
"CYC1",9.19430897027214e-90,0.524924988563889,0.676,0.946,2.43511273077658e-85,0.302068965517241,13,0.477694235588972,11,"CYC1","p_val_adj<0.05"
"RFWD2",1.2972360880291e-12,0.524746533673554,0.297,0.634,3.43572977914508e-08,0.329153605015674,10,0.698804185351271,10,"RFWD2","p_val_adj<0.05"
"EVA1C",1.17789277365978e-05,0.523700635034155,0.583,0.767,0.311964901103793,0.389776357827476,10,0.589981447124304,10,"EVA1C","NS"
"ARL6IP1",4.01610245509163e-49,0.521904199604212,0.799,0.966,1.06366473523102e-44,0.308051341890315,12,0.469087340529931,11,"ARL6IP1","p_val_adj<0.05"
"TFCP2L1",4.47876429116835e-34,0.518807237987727,0.174,0.615,1.18620072251594e-29,0.390374331550802,10,0.728043143297381,9,"TFCP2L1","p_val_adj<0.05"
"ACTR3",5.28464885904949e-49,0.516401407684469,0.614,0.896,1.39963925031926e-44,0.323216995447648,12,0.506087877183695,11,"ACTR3","p_val_adj<0.05"
"ANKRD13A",2.11297164211104e-07,0.515691600324267,0.359,0.66,0.00559620539413109,0.397402597402597,12,0.685837526959022,10,"ANKRD13A","p_val_adj<0.05"
"BROX",1.6578592890125e-12,0.514880228855867,0.596,0.834,4.39084032694959e-08,0.300469483568075,12,0.543490619670267,11,"BROX","p_val_adj<0.05"
"EIF4EBP1",7.89429591789093e-165,0.512996893112608,0.367,0.83,2.09080427385341e-160,0.289340101522843,13,0.468571428571429,11,"EIF4EBP1","p_val_adj<0.05"
"TOR1AIP2",7.74760711940261e-33,0.511878073677798,0.806,0.961,2.05195374557378e-28,0.332947976878613,13,0.472126295017267,11,"TOR1AIP2","p_val_adj<0.05"
"TMEM159",9.5111190054928e-44,0.51167074518694,0.545,0.865,2.51901986860477e-39,0.364102564102564,13,0.523835616438356,10,"TMEM159","p_val_adj<0.05"
"TRIM16",9.73993132259321e-65,0.509323755913545,0.442,0.795,2.57962081078881e-60,0.394514767932489,10,0.531622911694511,9,"TRIM16","p_val_adj<0.05"
"EIF3M",6.29672539876139e-62,0.507787688441353,0.686,0.93,1.66768772186195e-57,0.322010869565217,13,0.486238532110092,11,"EIF3M","p_val_adj<0.05"
"TINAGL1",7.07178959386314e-132,0.50763278119577,0.265,0.679,1.87296347393465e-127,0.51056338028169,12,0.434357541899441,9,"TINAGL1","p_val_adj<0.05"
"LIMA1",7.0010666695025e-83,0.507541125540543,0.582,0.9,1.85423250741774e-78,0.3152,12,0.501580611169652,10,"LIMA1","p_val_adj<0.05"
"AGFG1",7.53834902686668e-91,0.507362103613032,0.343,0.819,1.99653173976564e-86,0.328804347826087,11,0.55008685581934,10,"AGFG1","p_val_adj<0.05"
"MRPL15",6.84930289228384e-82,0.506645728079233,0.358,0.828,1.81403787102138e-77,0.34375,10,0.531500572737686,11,"MRPL15","p_val_adj<0.05"
"SAMD9",3.04242491154054e-138,0.506541136896209,0.158,0.674,8.05786237821511e-134,0.396449704142012,8,0.532348804500703,10,"SAMD9","p_val_adj<0.05"
"SSU72",6.63429811381519e-28,0.506376267349214,0.782,0.945,1.75709385544395e-23,0.34803337306317,12,0.479438314944835,11,"SSU72","p_val_adj<0.05"
"FAM83A",4.21641127785077e-134,0.505782895220688,0.249,0.798,1.11671652693878e-129,0.52059925093633,11,0.489311163895487,10,"FAM83A","p_val_adj<0.05"
"FAM107B",0.00119259229246913,0.505454221608269,0.724,0.772,1,0.348777348777349,11,0.587476979742173,10,"FAM107B","NS"
"C1orf43",7.35277882279525e-11,0.505209150951798,0.773,0.92,1.94738347121732e-06,0.338962605548854,13,0.493298969072165,10,"C1orf43","p_val_adj<0.05"
"PLS3",2.33833455924398e-43,0.504533670131484,0.53,0.846,6.19307908015767e-39,0.407732864674868,12,0.535014005602241,11,"PLS3","p_val_adj<0.05"
"UBE2D3",7.55836993675494e-65,0.504234360070716,0.838,0.968,2.00183427774955e-60,0.340378197997775,12,0.468397844194023,11,"UBE2D3","p_val_adj<0.05"
"BAG3",2.7950552425725e-85,0.503359847007899,0.684,0.874,7.40270380995327e-81,0.305177111716621,11,0.456073752711497,10,"BAG3","p_val_adj<0.05"
"ACOT7",4.04552446351771e-71,0.502944999595603,0.189,0.417,1.07145715416266e-66,0.339901477832512,9,0.480681818181818,11,"ACOT7","p_val_adj<0.05"
"MRPS12",2.48611979292096e-127,0.502912201242591,0.54,0.902,6.58448827155116e-123,0.300518134715026,13,0.490010515247108,11,"MRPS12","p_val_adj<0.05"
"AP3S1",1.21791464005233e-75,0.499842115684896,0.464,0.882,3.2256469241786e-71,0.419678714859438,11,0.511827956989247,11,"AP3S1","p_val_adj<0.05"
"FAM114A1",0.0206570777936273,0.498914434227198,0.525,0.761,1,0.300177619893428,12,0.594139650872818,11,"FAM114A1","NS"
"NUDT19",1.83853537703765e-52,0.498168265556001,0.45,0.842,4.86936094608423e-48,0.329192546583851,10,0.538288288288288,11,"NUDT19","p_val_adj<0.05"
"RHOA",0.000152441619300611,0.495393245168592,0.875,0.957,1,0.332268370607029,12,0.474727452923687,11,"RHOA","NS"
"C1orf116",4.65128398930834e-34,0.495343421097377,0.384,0.753,1.23189256456831e-29,0.366504854368932,11,0.593455003146633,9,"C1orf116","p_val_adj<0.05"
"ADIPOR1",0.000408782328793689,0.49438837611593,0.76,0.891,1,0.365644171779141,12,0.508249068653539,11,"ADIPOR1","NS"
"FDFT1",1.3629468743324e-12,0.493803408342514,0.719,0.888,3.60976479666936e-08,0.351036269430052,12,0.507207688200747,11,"FDFT1","p_val_adj<0.05"
"MTCH2",1.90971376868202e-67,0.493417051708152,0.611,0.903,5.05787691635432e-63,0.314024390243902,12,0.497899159663866,10,"MTCH2","p_val_adj<0.05"
"GALNT7",9.49054562208696e-12,0.492284659420709,0.338,0.687,2.51357100800973e-07,0.360881542699725,11,0.653314917127072,9,"GALNT7","p_val_adj<0.05"
"ACTB",3.77124090638197e-121,0.490050498159886,0.993,1,9.98813154055264e-117,0.348968105065666,13,0.454459203036053,11,"ACTB","p_val_adj<0.05"
"OASL",3.7580718339233e-115,0.489042516693695,0.067,0.274,9.95325325214586e-111,0.680555555555556,8,0.72318339100346,9,"OASL","p_val_adj<0.05"
"SMIM14",0.0394861263375915,0.488903937021336,0.773,0.884,1,0.358262967430639,11,0.512875536480687,11,"SMIM14","NS"
"ERP44",6.17255887678948e-30,0.488280581928137,0.659,0.885,1.63480221851769e-25,0.321074964639321,11,0.510718113612004,11,"ERP44","p_val_adj<0.05"
"APOL2",2.68268482670355e-134,0.487251070508424,0.39,0.874,7.10509076352435e-130,0.35799522673031,11,0.50732501356484,10,"APOL2","p_val_adj<0.05"
"TMEM265",2.89417932332156e-119,0.486556358921434,0.5,0.907,7.66523393781715e-115,0.350746268656716,12,0.500261369576581,11,"TMEM265","p_val_adj<0.05"
"APRT",1.27787569468013e-100,0.486195105517481,0.744,0.963,3.38445377736032e-96,0.300751879699248,12,0.469950738916256,10,"APRT","p_val_adj<0.05"
"FKBP4",1.92443184012209e-54,0.485740291793269,0.557,0.864,5.09685772856336e-50,0.304347826086957,11,0.520021941854087,10,"FKBP4","p_val_adj<0.05"
"PDLIM5",1.6990175739225e-90,0.485522778499675,0.558,0.918,4.49984804453375e-86,0.313856427378965,12,0.490965410428498,11,"PDLIM5","p_val_adj<0.05"
"NDUFS2",1.48998861829003e-30,0.485073872903517,0.631,0.869,3.94623485554115e-26,0.338257016248154,12,0.520742358078603,10,"NDUFS2","p_val_adj<0.05"
"UBC",1.15407268952455e-99,0.483900029937253,0.981,0.992,3.05656151820577e-95,0.341880341880342,13,0.457456978967495,11,"UBC","p_val_adj<0.05"
"CTSS",5.61514537126832e-25,0.483539173339088,0.768,0.847,1.48717125158042e-20,0.385922330097087,11,0.535834266517357,11,"CTSS","p_val_adj<0.05"
"MIR100HG",8.37864513346145e-17,0.483233798245986,0.099,0.305,2.21908416359726e-12,0.490566037735849,8,0.607142857142857,9,"MIR100HG","p_val_adj<0.05"
"KCTD3",9.65848224191005e-34,0.482561328026637,0.187,0.625,2.55804902176988e-29,0.442786069651741,11,0.707890743550835,10,"KCTD3","p_val_adj<0.05"
"ATP1B3",1.65237035606947e-99,0.481679892078519,0.527,0.752,4.37630288805e-95,0.348056537102473,12,0.37578814627995,11,"ATP1B3","p_val_adj<0.05"
"ANXA2",4.16428213789417e-60,0.481463460469996,0.979,0.997,1.10291012422127e-55,0.340627973358706,13,0.454588682834047,11,"ANXA2","p_val_adj<0.05"
"SERHL2",2.62708993308451e-06,0.481328972833494,0.12,0.458,0.0695784768777434,0.410852713178295,7,0.899481865284974,9,"SERHL2","NS"
