"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive.pt.occupancy","naive.n.nonzero.pts","grouped_pd.pt.occupancy","grouped_pd.n.nonzero.pts","gene","sig"
"UBE2C",4.22847499620978e-55,0.382168988161862,0.068,0.19,1.11991160274616e-50,0.506849315068493,9,0.59,11,"UBE2C","p_val_adj<0.05"
"COX7B",5.19600720057308e-48,0.381572963779101,0.862,0.975,1.37616250707178e-43,0.330810810810811,13,0.465953307392996,11,"COX7B","p_val_adj<0.05"
"EIF3H",1.54455568609429e-60,0.380999779020921,0.662,0.94,4.09075573462074e-56,0.332394366197183,13,0.48234106962664,11,"EIF3H","p_val_adj<0.05"
"HAUS4",1.05972378687799e-05,0.380989414644481,0.486,0.72,0.280667844954636,0.31992337164751,12,0.623436471362739,10,"HAUS4","NS"
"CAPN5",6.02402350169116e-10,0.379713114074003,0.335,0.509,1.5954626244229e-05,0.387186629526462,10,0.881640260950606,8,"CAPN5","p_val_adj<0.05"
"MSRB1",2.58752958179429e-69,0.379266395238746,0.399,0.587,6.85307209738217e-65,0.422897196261682,11,0.430072756669361,11,"MSRB1","p_val_adj<0.05"
"ATIC",1.66008005242285e-35,0.378377075269868,0.457,0.798,4.39672201884191e-31,0.314285714285714,11,0.549940546967895,11,"ATIC","p_val_adj<0.05"
"PSAP",3.53770395348919e-12,0.377676148660389,0.938,0.982,9.36960892081613e-08,0.324055666003976,12,0.46280193236715,11,"PSAP","p_val_adj<0.05"
"EPRS",0.179548366390868,0.376285511727757,0.6,0.761,1,0.363354037267081,12,0.592269326683292,11,"EPRS","NS"
"NHP2",1.03284837722038e-46,0.375926315811474,0.747,0.946,2.73549892706817e-42,0.327930174563591,13,0.478957915831663,11,"NHP2","p_val_adj<0.05"
"OCIAD2",7.2904054584384e-18,0.375827349995387,0.828,0.954,1.93086388566741e-13,0.329954954954955,12,0.473396320238687,11,"OCIAD2","p_val_adj<0.05"
"PDIA6",1.81946462673796e-06,0.375543735872836,0.819,0.931,0.0481885206391549,0.320819112627986,12,0.486252545824847,11,"PDIA6","p_val_adj<0.05"
"TIMMDC1",4.37276462274698e-60,0.374474212926876,0.535,0.872,1.15812671033454e-55,0.320557491289199,13,0.51195652173913,11,"TIMMDC1","p_val_adj<0.05"
"BZW2",8.65262009189263e-30,0.37371285903053,0.559,0.825,2.29164643133776e-25,0.396666666666667,12,0.543415756181714,11,"BZW2","p_val_adj<0.05"
"COX4I1",1.13690211643736e-65,0.373586344379534,0.936,0.993,3.01108525538436e-61,0.323705179282869,13,0.45702005730659,11,"COX4I1","p_val_adj<0.05"
"OSTF1",1.63518376996345e-50,0.373286964211449,0.384,0.802,4.33078421474818e-46,0.351941747572816,10,0.556146572104019,10,"OSTF1","p_val_adj<0.05"
"PINK1",8.53380156107976e-14,0.372636304746421,0.377,0.702,2.26017734345197e-09,0.338271604938272,9,0.640108035111411,11,"PINK1","p_val_adj<0.05"
"PAFAH1B2",5.73738635872027e-18,0.372559388366809,0.717,0.898,1.51954677710706e-13,0.328998699609883,12,0.504490227152668,11,"PAFAH1B2","p_val_adj<0.05"
"RPL9",0.0207007543452333,0.371769711486656,0.956,0.985,1,0.338206627680312,13,0.461242176215696,11,"RPL9","NS"
"HTRA1",4.07742535742983e-06,0.371638492039667,0.323,0.525,0.107990610591529,0.363112391930836,11,0.808491418247516,9,"HTRA1","NS"
"IFIT3",3.15230130668013e-69,0.371145820670505,0.3,0.669,8.34887001074233e-65,0.403726708074534,13,0.531205673758865,10,"IFIT3","p_val_adj<0.05"
"STON2",2.40284419208283e-115,0.371010407094415,0.398,0.517,6.36393284273137e-111,0.386416861826698,8,0.546788990825688,10,"STON2","p_val_adj<0.05"
"NME4",8.56732872940027e-70,0.370497745270349,0.393,0.845,2.26905701398166e-65,0.386255924170616,12,0.5350532809871,11,"NME4","p_val_adj<0.05"
"CAPZB",2.2321436736662e-48,0.370334074816891,0.789,0.954,5.91183251970493e-44,0.332939787485242,13,0.474416294088425,10,"CAPZB","p_val_adj<0.05"
"CASP7",9.08206194247768e-26,0.369265044989427,0.254,0.639,2.40538410546521e-21,0.454212454212454,11,0.665430267062315,9,"CASP7","p_val_adj<0.05"
"COMTD1",1.10088525311201e-159,0.368998394390807,0.267,0.833,2.91569459286717e-155,0.369337979094077,9,0.523348519362187,10,"COMTD1","p_val_adj<0.05"
"PRRG4",3.08094193138229e-89,0.367891730382957,0.662,0.87,8.159874705266e-85,0.350704225352113,12,0.461832061068702,10,"PRRG4","p_val_adj<0.05"
"PPA1",1.68663523681643e-87,0.367671373669546,0.753,0.957,4.46705342470831e-83,0.367574257425743,13,0.473240832507433,11,"PPA1","p_val_adj<0.05"
"TMEM54",8.03445782538907e-65,0.367428700524889,0.648,0.911,2.12792615505429e-60,0.315107913669065,12,0.496095783446122,10,"TMEM54","p_val_adj<0.05"
"SSR1",4.05192569067866e-11,0.367053294189921,0.728,0.889,1.07315251917624e-06,0.34955185659411,12,0.509333333333333,11,"SSR1","p_val_adj<0.05"
"COPB2",5.05438757815291e-16,0.366401388638061,0.678,0.881,1.3386545500738e-11,0.325549450549451,12,0.512654819601508,10,"COPB2","p_val_adj<0.05"
"CCT6A",4.29222701332581e-17,0.365546864170314,0.784,0.93,1.13679632447934e-12,0.323424494649227,13,0.486238532110092,11,"CCT6A","p_val_adj<0.05"
"MYO6",0.00429842906178081,0.365311861380151,0.707,0.783,1,0.330698287220026,12,0.577831617201696,11,"MYO6","NS"
"IL20RB",1.13209831445599e-83,0.364547339037401,0.08,0.32,2.9983623858367e-79,0.720930232558139,7,0.556379821958457,8,"IL20RB","p_val_adj<0.05"
"NRBP1",4.78302234898683e-54,0.364379117250102,0.525,0.868,1.26678346912916e-49,0.307282415630551,13,0.513114754098361,11,"NRBP1","p_val_adj<0.05"
"SLC35F6",7.0964479297127e-12,0.364228827637895,0.6,0.839,1.87949423418441e-07,0.31055900621118,12,0.537853107344633,11,"SLC35F6","p_val_adj<0.05"
"ARF6",1.85817035313813e-98,0.363960660706226,0.711,0.926,4.92136418028635e-94,0.319790301441678,11,0.486168032786885,11,"ARF6","p_val_adj<0.05"
"PSMC3",4.02259905092479e-48,0.363432047408391,0.742,0.942,1.06538535863743e-43,0.327889447236181,13,0.480866062437059,11,"PSMC3","p_val_adj<0.05"
"PDHA1",1.90965312651881e-38,0.363387176291771,0.473,0.812,5.05771630558508e-34,0.303149606299213,11,0.550817757009346,10,"PDHA1","p_val_adj<0.05"
"PYGL",5.59461589312832e-41,0.363168370869971,0.257,0.654,1.48173401929504e-36,0.326086956521739,11,0.638143582306019,9,"PYGL","p_val_adj<0.05"
"IFIT2",2.66581007950076e-28,0.362877541478535,0.138,0.495,7.06039799555777e-24,0.506756756756757,8,0.732758620689655,8,"IFIT2","p_val_adj<0.05"
"COTL1",1.61648410225993e-38,0.362340728379395,0.311,0.751,4.28125814483544e-34,0.404191616766467,11,0.588383838383838,10,"COTL1","p_val_adj<0.05"
"C19orf48",6.19079698219513e-73,0.361984158205401,0.278,0.519,1.63963258073438e-68,0.436241610738255,11,0.418264840182648,10,"C19orf48","p_val_adj<0.05"
"HDHD1",3.16900989169513e-16,0.361632694029238,0.382,0.696,8.39312269815455e-12,0.368292682926829,10,0.626448534423995,11,"HDHD1","p_val_adj<0.05"
"CRTAP",3.41448403426337e-34,0.361425319058891,0.412,0.774,9.04326096474653e-30,0.402714932126697,11,0.576593137254902,11,"CRTAP","p_val_adj<0.05"
"CNOT2",1.2487931189054e-29,0.361414160607461,0.529,0.809,3.30742857542096e-25,0.288732394366197,13,0.518757327080891,10,"CNOT2","p_val_adj<0.05"
"TIMM17A",2.141998548377e-64,0.36095352446331,0.57,0.904,5.67308315537649e-60,0.316993464052288,11,0.497901364113326,10,"TIMM17A","p_val_adj<0.05"
"TMEM106C",9.75961475582348e-59,0.360774648045561,0.327,0.704,2.58483396807985e-54,0.358974358974359,11,0.484501347708895,10,"TMEM106C","p_val_adj<0.05"
"WDR1",1.53987583001812e-15,0.360706103196597,0.66,0.881,4.078361135803e-11,0.343220338983051,12,0.51373182552504,11,"WDR1","p_val_adj<0.05"
"CAMK2G",1.32273165684025e-35,0.360596574777535,0.28,0.699,3.50325479314141e-31,0.32,10,0.630257801899593,10,"CAMK2G","p_val_adj<0.05"
"PARP14",4.68194885886252e-45,0.359660151320578,0.754,0.937,1.24001415526974e-40,0.318912237330037,13,0.482287449392713,11,"PARP14","p_val_adj<0.05"
"TPD52",1.27899835822585e-80,0.359585285989808,0.375,0.835,3.38742715176116e-76,0.40547263681592,9,0.539727582292849,10,"TPD52","p_val_adj<0.05"
"CAPN1",2.64203971379757e-27,0.359162477965847,0.696,0.913,6.99744218199286e-23,0.299866131191432,12,0.497403946002077,11,"CAPN1","p_val_adj<0.05"
"GORASP2",2.02903998344861e-35,0.358607629763863,0.529,0.846,5.37391239616365e-31,0.345070422535211,11,0.535313901345291,11,"GORASP2","p_val_adj<0.05"
"LSP1",8.19113632659988e-98,0.358569793323021,0.159,0.281,2.16942245609998e-93,0.578947368421053,10,0.888701517706577,8,"LSP1","p_val_adj<0.05"
"SLC35C1",0.186955283883457,0.357567387651207,0.321,0.62,1,0.386627906976744,11,0.723241590214067,9,"SLC35C1","NS"
"DNAJB6",5.45728196874551e-70,0.357446348491636,0.763,0.945,1.44536112942225e-65,0.347985347985348,13,0.478915662650602,11,"DNAJB6","p_val_adj<0.05"
"VOPP1",1.24896065589764e-06,0.357340979675695,0.371,0.684,0.0330787229714491,0.361809045226131,12,0.653259361997226,10,"VOPP1","p_val_adj<0.05"
"BPNT1",1.36747688575686e-13,0.357295992958251,0.281,0.623,3.62176253192704e-09,0.302325581395349,10,0.706778370144707,9,"BPNT1","p_val_adj<0.05"
"RFX5",2.92193714230164e-23,0.35724843435491,0.277,0.652,7.73875052138588e-19,0.336700336700337,10,0.672727272727273,10,"RFX5","p_val_adj<0.05"
"TSPAN7",2.15929699183458e-90,0.356594608933,0.153,0.266,5.71889808287389e-86,0.932926829268293,7,0.895017793594306,8,"TSPAN7","p_val_adj<0.05"
"POR",0.022399819836055,0.35631616451538,0.767,0.88,1,0.35722964763062,12,0.515902964959569,11,"POR","NS"
"GLB1",0.0750364074510267,0.356116371313901,0.457,0.671,1,0.322448979591837,12,0.663841807909605,10,"GLB1","NS"
"GALE",9.3674041013594e-53,0.354850222031181,0.381,0.794,2.48095697624504e-48,0.322738386308068,12,0.548059701492537,11,"GALE","p_val_adj<0.05"
"TPM4",5.2078027212691e-116,0.354814554180626,0.689,0.965,1.37928655072812e-111,0.393775372124493,13,0.467092337917485,11,"TPM4","p_val_adj<0.05"
"PTTG1",9.88278094119587e-46,0.354531751118972,0.246,0.304,2.61745453227573e-41,0.378787878787879,11,0.61993769470405,11,"PTTG1","p_val_adj<0.05"
"UQCRQ",2.60138195021177e-28,0.353606284531374,0.962,0.993,6.88976009513587e-24,0.333333333333333,13,0.456801909307876,11,"UQCRQ","p_val_adj<0.05"
"MRPS34",1.61167306180228e-70,0.353491021532736,0.638,0.938,4.26851610418333e-66,0.293430656934307,13,0.482566953006569,11,"MRPS34","p_val_adj<0.05"
"TMX2",2.17293018827846e-18,0.353183615442914,0.586,0.837,5.75500560365551e-14,0.356120826709062,11,0.538505096262741,10,"TMX2","p_val_adj<0.05"
"TRAP1",1.13129782837694e-52,0.353106435564647,0.416,0.807,2.99624229845634e-48,0.36322869955157,12,0.527891955372871,11,"TRAP1","p_val_adj<0.05"
"CD68",2.17795594465971e-102,0.352805520238585,0.2,0.686,5.76831631943123e-98,0.381395348837209,9,0.544574982722875,10,"CD68","p_val_adj<0.05"
"DNAJC3",9.49227280647466e-07,0.352672876019251,0.834,0.896,0.0251402845279481,0.325139664804469,12,0.504499735309688,11,"DNAJC3","p_val_adj<0.05"
"RNF7",1.37841272707236e-85,0.352306016848094,0.675,0.933,3.65072610765115e-81,0.352209944751381,13,0.484494153533299,10,"RNF7","p_val_adj<0.05"
"TPD52L2",1.60208131446752e-25,0.352017506791314,0.531,0.829,4.24311236136723e-21,0.340350877192982,11,0.544882790165809,11,"TPD52L2","p_val_adj<0.05"
"ATP6V1B1",7.91723359328059e-26,0.351493445608076,0.021,0.346,2.09687931718036e-21,0.272727272727273,8,0.969821673525377,7,"ATP6V1B1","p_val_adj<0.05"
"PSMB3",2.17896041546292e-64,0.351315738521674,0.87,0.981,5.77097666035353e-60,0.323687031082529,13,0.461575640405993,11,"PSMB3","p_val_adj<0.05"
"PPCS",1.53301037416759e-16,0.351131452797616,0.67,0.882,4.06017797598285e-12,0.307371349095967,12,0.512903225806452,10,"PPCS","p_val_adj<0.05"
"NINJ1",5.89516655884618e-117,0.351078334673527,0.451,0.851,1.56133486311041e-112,0.40495867768595,12,0.497212931995541,10,"NINJ1","p_val_adj<0.05"
"SDHA",3.157406510767e-08,0.351063992914219,0.699,0.865,0.000836239114376639,0.384,12,0.521643835616438,11,"SDHA","p_val_adj<0.05"
"TMEM120A",1.53666752080584e-12,0.351024437898899,0.368,0.697,4.06986392885427e-08,0.440506329113924,10,0.650782845473111,10,"TMEM120A","p_val_adj<0.05"
"ASL",1.21744127184869e-05,0.350522973072392,0.673,0.839,0.322439320849127,0.353185595567867,11,0.539853024307518,11,"ASL","NS"
"STRADB",7.25123901337333e-20,0.350173131631287,0.164,0.546,1.92049065269193e-15,0.392045454545455,9,0.761946133796699,10,"STRADB","p_val_adj<0.05"
"RAB11FIP1",4.23908563608968e-07,0.350000437914955,0.749,0.877,0.0112272183071835,0.369402985074627,12,0.516216216216216,10,"RAB11FIP1","p_val_adj<0.05"
"LOC344887",1.12430055162259e-154,0.349975336123531,0.04,0.325,2.97771001097243e-150,0.418604651162791,7,0.722627737226277,7,"LOC344887","p_val_adj<0.05"
"YES1",5.97778111591795e-25,0.34953845166754,0.236,0.652,1.58321532855087e-20,0.300395256916996,12,0.678052325581395,10,"YES1","p_val_adj<0.05"
"HLA-DMA",1.92521109188965e-46,0.349428003385457,0.606,0.897,5.09892157686973e-42,0.384615384615385,12,0.484672304439746,10,"HLA-DMA","p_val_adj<0.05"
"TPD52L1",4.44000196773058e-122,0.349387457173375,0.104,0.582,1.17593452115344e-117,0.455357142857143,8,0.47758761206194,8,"TPD52L1","p_val_adj<0.05"
"PHB",1.50925422660831e-49,0.349331655213048,0.738,0.933,3.99725981917211e-45,0.32449494949495,12,0.481707317073171,11,"PHB","p_val_adj<0.05"
"PPP4C",2.85181545327485e-68,0.348524239229469,0.711,0.946,7.55303322799843e-64,0.363040629095675,13,0.476953907815631,11,"PPP4C","p_val_adj<0.05"
"LAMP2",6.86336396742529e-07,0.347547306700859,0.719,0.869,0.0181776194677259,0.370466321243523,11,0.519650655021834,11,"LAMP2","p_val_adj<0.05"
"GABARAPL1",1.04769390595774e-16,0.347144410733761,0.351,0.678,2.77481730992908e-12,0.360742705570292,11,0.659902029391183,9,"GABARAPL1","p_val_adj<0.05"
"UAP1",3.44071730562713e-11,0.346939163967854,0.561,0.776,9.11273978395347e-07,0.302325581395349,11,0.580073349633252,11,"UAP1","p_val_adj<0.05"
"ARPC5L",6.82054508456045e-70,0.34692171686513,0.59,0.926,1.80642136564583e-65,0.372827804107425,12,0.485407066052227,11,"ARPC5L","p_val_adj<0.05"
"CXCL1",4.02749066294305e-24,0.346345021936044,0.364,0.359,1.06668090208047e-19,0.521739130434783,12,0.567282321899736,9,"CXCL1","p_val_adj<0.05"
"RRAGD",0.365543446314447,0.346282587486129,0.258,0.55,1,0.350180505415162,10,0.801894918173988,11,"RRAGD","NS"
"TRIM16L",1.29731603210058e-81,0.345900970083432,0.298,0.724,3.43594151101838e-77,0.38125,10,0.58519003931848,9,"TRIM16L","p_val_adj<0.05"
"PGM2",4.69076274040287e-28,0.345449301071423,0.139,0.542,1.2423485117957e-23,0.288590604026846,9,0.733391608391608,11,"PGM2","p_val_adj<0.05"
"NACA",3.94213117467316e-78,0.344689550016458,0.915,0.988,1.04407344161219e-73,0.329938900203666,13,0.459213051823416,11,"NACA","p_val_adj<0.05"
"FGFBP1",3.55409029850044e-69,0.343073265942478,0.169,0.431,9.41300815557842e-65,0.723756906077348,8,0.511013215859031,8,"FGFBP1","p_val_adj<0.05"
"ARMCX3",5.24710734301309e-10,0.342953296485755,0.331,0.663,1.38969637979702e-05,0.411267605633803,11,0.67047891350965,11,"ARMCX3","p_val_adj<0.05"
"SYT8",2.04220563386159e-05,0.342800270775098,0.166,0.523,0.540878162128242,0.376404494382022,10,0.846014492753623,9,"SYT8","NS"
"IKBKE",2.12723379857347e-21,0.342786153062697,0.166,0.549,5.63397871552184e-17,0.337078651685393,11,0.765112262521589,7,"IKBKE","p_val_adj<0.05"
"GMPS",1.45188152279288e-87,0.342546338308969,0.234,0.712,3.84530821311695e-83,0.302788844621514,11,0.549633577614923,10,"GMPS","p_val_adj<0.05"
"CAV1",2.42056963975123e-94,0.342292136787467,0.116,0.49,6.41087869088114e-90,0.467741935483871,12,0.433268858800774,10,"CAV1","p_val_adj<0.05"
"PAK1",1.61300869607112e-18,0.342153315356019,0.439,0.771,4.27205353154437e-14,0.358811040339703,12,0.583025830258303,11,"PAK1","p_val_adj<0.05"
"LINC01133",3.18679388388276e-44,0.341750306746932,0.03,0.496,8.44022360146348e-40,0.4375,7,0.894837476099426,8,"LINC01133","p_val_adj<0.05"
"CREG1",7.07228898029872e-44,0.341700878945959,0.591,0.874,1.87309573643212e-39,0.365930599369085,12,0.516006511123169,11,"CREG1","p_val_adj<0.05"
"ARL6IP5",0.170626036112251,0.34150992049311,0.794,0.896,1,0.314553990610329,13,0.505558496559026,11,"ARL6IP5","NS"
"CLDN23",8.76030807278268e-64,0.341258508377296,0.279,0.692,2.32016759307649e-59,0.521739130434783,10,0.591095890410959,8,"CLDN23","p_val_adj<0.05"
"GNPAT",5.43283619206652e-07,0.341056203743843,0.345,0.64,0.0143888666546882,0.3,11,0.682222222222222,11,"GNPAT","p_val_adj<0.05"
"HN1L",4.19511961635367e-18,0.340982108439129,0.552,0.831,1.11107743039127e-13,0.456081081081081,12,0.545091324200913,10,"HN1L","p_val_adj<0.05"
"ERV3-1",0.232436769935335,0.340131854768195,0.351,0.55,1,0.413793103448276,11,0.796551724137931,10,"ERV3-1","NS"
"RHOD",6.10651948673514e-77,0.340055047448291,0.404,0.73,1.6173116860618e-72,0.290993071593533,12,0.432098765432099,10,"RHOD","p_val_adj<0.05"
"DDOST",8.98984929908282e-39,0.339495977092421,0.779,0.952,2.38096158686208e-34,0.319377990430622,11,0.475597609561753,11,"DDOST","p_val_adj<0.05"
"ABRACL",1.32387464397894e-68,0.339424804229177,0.369,0.818,3.50628199457823e-64,0.345959595959596,10,0.550144927536232,10,"ABRACL","p_val_adj<0.05"
"GFPT1",0.523682141414867,0.339320192893581,0.585,0.764,1,0.307324840764331,10,0.590316573556797,10,"GFPT1","NS"
"TMC6",2.75913931680967e-16,0.339101611100297,0.451,0.76,7.30758048057042e-12,0.452479338842975,11,0.592638802245789,11,"TMC6","p_val_adj<0.05"
"RAB4A",1.9042212283714e-21,0.338696962395201,0.494,0.795,5.04332992334165e-17,0.4,12,0.568872987477639,11,"RAB4A","p_val_adj<0.05"
"ACSL1",3.27639657951439e-20,0.338140995363397,0.249,0.65,8.67753634084386e-16,0.393258426966292,10,0.686131386861314,9,"ACSL1","p_val_adj<0.05"
"JTB",9.92098138090691e-10,0.337153391455645,0.887,0.961,2.62757191873319e-05,0.322478991596639,13,0.472359328726555,11,"JTB","p_val_adj<0.05"
"COPS5",6.04498347366693e-53,0.337104243242306,0.452,0.834,1.60101387300069e-48,0.350515463917526,11,0.52901023890785,10,"COPS5","p_val_adj<0.05"
"IFIH1",5.15317144395373e-45,0.336975963449378,0.257,0.665,1.36481745693115e-40,0.36231884057971,10,0.622681883024251,10,"IFIH1","p_val_adj<0.05"
"SAR1B",1.53323364506509e-18,0.336875160267703,0.652,0.872,4.06076930895488e-14,0.332857142857143,13,0.518498367791077,10,"SAR1B","p_val_adj<0.05"
"ACAA1",8.46070920414957e-05,0.33684076075847,0.479,0.717,1,0.361867704280156,13,0.619047619047619,11,"ACAA1","NS"
"VTCN1",2.50147744810085e-13,0.336640187299797,0.055,0.423,6.6251630212951e-09,0.677966101694915,7,0.957446808510638,8,"VTCN1","p_val_adj<0.05"
"NDUFAB1",1.5556637408193e-31,0.336447854095374,0.76,0.951,4.12017541755991e-27,0.362745098039216,13,0.475573280159521,11,"NDUFAB1","p_val_adj<0.05"
"HSPE1",3.04483990284949e-51,0.336189698421282,0.91,0.981,8.06425848269687e-47,0.327868852459016,13,0.462542290961817,11,"HSPE1","p_val_adj<0.05"
"RNF181",4.71860425921617e-111,0.336106719865566,0.737,0.963,1.2497223380534e-106,0.321112515802781,12,0.469488188976378,11,"RNF181","p_val_adj<0.05"
"CTNNA1",5.93268078380169e-05,0.335828078478322,0.891,0.932,1,0.342050209205021,12,0.487283825025432,10,"CTNNA1","NS"
"VAMP7",1.8336185112866e-22,0.335493185019691,0.201,0.581,4.85633862714256e-18,0.361111111111111,11,0.721632653061224,9,"VAMP7","p_val_adj<0.05"
"APOA1BP",6.02835485341555e-25,0.33542007446566,0.705,0.902,1.59660978292711e-20,0.332892998678996,12,0.501577287066246,10,"APOA1BP","p_val_adj<0.05"
"DGKA",5.64580204355631e-83,0.335337215195873,0.098,0.578,1.49529067123589e-78,0.561904761904762,9,0.658736669401149,8,"DGKA","p_val_adj<0.05"
"PLEKHF1",3.77527060568459e-63,0.335196139870005,0.116,0.624,9.99880419915563e-59,0.408,11,0.690494296577947,8,"PLEKHF1","p_val_adj<0.05"
"C9orf152",0.514717736381271,0.334476328445658,0.18,0.455,1,0.378238341968912,9,0.90625,9,"C9orf152","NS"
"RCC1",5.86838866990852e-58,0.333049272001075,0.387,0.782,1.55424273922527e-53,0.431325301204819,11,0.564848484848485,11,"RCC1","p_val_adj<0.05"
"SMIM15",7.67343305591485e-49,0.332641123443644,0.434,0.818,2.03230874485905e-44,0.349785407725322,12,0.550144927536232,11,"SMIM15","p_val_adj<0.05"
"STAT1",6.46902184562121e-95,0.33246867945516,0.613,0.895,1.71332043581278e-90,0.297872340425532,12,0.487016428192899,11,"STAT1","p_val_adj<0.05"
"USP14",3.88234490590119e-19,0.332059436659748,0.417,0.747,1.02823904832793e-14,0.299776286353468,11,0.596446700507614,11,"USP14","p_val_adj<0.05"
"PDCD5",3.75827947397071e-62,0.332010981621649,0.72,0.942,9.95380318681141e-58,0.323415265200517,13,0.47961751383996,10,"PDCD5","p_val_adj<0.05"
"XPNPEP1",2.11232456377911e-50,0.331954406358212,0.237,0.647,5.59449160716897e-46,0.393700787401575,11,0.594139194139194,10,"XPNPEP1","p_val_adj<0.05"
"PRDX6",2.84982188716841e-71,0.331720767980281,0.846,0.962,7.54775326816554e-67,0.325991189427313,12,0.471168063085264,11,"PRDX6","p_val_adj<0.05"
"UBE2J1",2.39915234276515e-06,0.331597563425286,0.426,0.706,0.063541549798135,0.396061269146608,12,0.636912751677852,11,"UBE2J1","NS"
"LAP3",9.44322796924155e-33,0.331429027974956,0.601,0.867,2.50103892765362e-28,0.446511627906977,11,0.512301804264625,10,"LAP3","p_val_adj<0.05"
"TMED2",4.96446751980967e-06,0.330907232741459,0.819,0.932,0.131483922262159,0.309442548350398,12,0.486513994910941,11,"TMED2","NS"
"EIF2S3",4.26762151335182e-18,0.330207975164492,0.868,0.972,1.13027955781123e-13,0.354457572502685,13,0.467317073170732,11,"EIF2S3","p_val_adj<0.05"
"NUBP2",2.08780341788502e-60,0.33013217084906,0.474,0.857,5.52954735226846e-56,0.298624754420432,11,0.526840066408412,11,"NUBP2","p_val_adj<0.05"
"ARHGAP1",8.11456435052374e-55,0.329804180016749,0.61,0.922,2.14914236823621e-50,0.312977099236641,13,0.489460154241645,11,"ARHGAP1","p_val_adj<0.05"
"GCNT3",6.7021841768134e-08,0.329379341622709,0.347,0.562,0.00177507347922903,0.532258064516129,8,0.7957805907173,8,"GCNT3","p_val_adj<0.05"
"UQCRC1",1.70334687736753e-29,0.328800129329742,0.786,0.923,4.5113142047079e-25,0.33926453143535,12,0.491011813045711,10,"UQCRC1","p_val_adj<0.05"
"GSAP",2.46536340481048e-11,0.328524983313017,0.194,0.551,6.52951497764056e-07,0.365384615384615,9,0.787618228718831,10,"GSAP","p_val_adj<0.05"
"NDUFS1",2.04373295726798e-13,0.328310497350467,0.381,0.7,5.41282673732425e-09,0.295843520782396,11,0.624238320920785,10,"NDUFS1","p_val_adj<0.05"
"ICMT",0.00331063040650181,0.327753263260005,0.474,0.729,1,0.383104125736739,11,0.611581001951854,10,"ICMT","NS"
"DCAF13",4.28270699043954e-53,0.327330740255946,0.385,0.781,1.13427494641791e-48,0.346246973365617,12,0.532483302975106,10,"DCAF13","p_val_adj<0.05"
"REEP5",1.06716218214818e-18,0.327144215305561,0.855,0.963,2.82637903941944e-14,0.32824427480916,12,0.470964566929134,11,"REEP5","p_val_adj<0.05"
"OSTC",4.23241919292921e-31,0.32701181522056,0.705,0.925,1.1209562232473e-26,0.317040951122853,13,0.486929779600205,11,"OSTC","p_val_adj<0.05"
"NMRAL1",4.30663263497615e-57,0.326680345076262,0.505,0.872,1.14061165337343e-52,0.357933579335793,12,0.514130434782609,10,"NMRAL1","p_val_adj<0.05"
"EPB41L3",7.21455056762819e-06,0.326675692509753,0.081,0.457,0.191077371783633,0.609195402298851,8,0.955394190871369,7,"EPB41L3","NS"
"ACSL5",1.41350929726995e-31,0.326662300091312,0.374,0.728,3.74367937381946e-27,0.498753117206983,12,0.606514657980456,10,"ACSL5","p_val_adj<0.05"
"MARS",1.48288253185691e-06,0.326482698918184,0.515,0.747,0.0392741438562303,0.32368896925859,13,0.58756345177665,11,"MARS","p_val_adj<0.05"
"DHX15",1.12223255912505e-12,0.3264690791661,0.47,0.759,2.9722329328427e-08,0.317460317460317,12,0.592129918800749,10,"DHX15","p_val_adj<0.05"
"PITX1",1.09869991758584e-97,0.32590378430526,0.481,0.845,2.90990673172611e-93,0.465116279069767,10,0.496632996632997,9,"PITX1","p_val_adj<0.05"
"C5orf15",1.09921024914285e-06,0.32538225263099,0.582,0.788,0.0291125834485485,0.336538461538462,11,0.574007220216607,10,"C5orf15","p_val_adj<0.05"
"NTPCR",2.7292634215743e-47,0.32492417257614,0.35,0.763,7.22845417203954e-43,0.305851063829787,11,0.591050341827222,11,"NTPCR","p_val_adj<0.05"
"GLUL",0.87305970923218,0.324797158017022,0.91,0.929,1,0.332991803278689,13,0.488265306122449,11,"GLUL","NS"
"CCNB1",5.75486937149054e-22,0.324705772577745,0.197,0.266,1.52417715303927e-17,0.341232227488152,11,0.455516014234875,10,"CCNB1","p_val_adj<0.05"
"ITGB2",1.35372084243632e-06,0.324624795412209,0.177,0.512,0.035853296511926,0.6,10,0.778703703703704,7,"ITGB2","p_val_adj<0.05"
"LYPD5",2.52585176319329e-110,0.324392350701684,0.034,0.523,6.68971839481743e-106,0.333333333333333,7,0.684210526315789,8,"LYPD5","p_val_adj<0.05"
"ACP1",8.95209753397204e-59,0.324351725922384,0.708,0.94,2.37096303187249e-54,0.334210526315789,13,0.481089258698941,11,"ACP1","p_val_adj<0.05"
"GTF2E2",8.06178590639587e-65,0.323821479714827,0.382,0.782,2.13516399730894e-60,0.426829268292683,10,0.537295330503335,10,"GTF2E2","p_val_adj<0.05"
"RPN2",0.00096740643059121,0.323692116735193,0.89,0.944,1,0.334031413612565,12,0.480160723254646,11,"RPN2","NS"
"MOB1A",1.00348601756059e-91,0.323673468187614,0.351,0.79,2.65773271750922e-87,0.312997347480106,11,0.516206482593037,10,"MOB1A","p_val_adj<0.05"
