"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","grouped_pd pt.occupancy","grouped_pd n.nonzero.pts","gene","sig"
"BTN3A2",5.24847443362031e-13,0.396743779428856,0.642,0.558,1.39005845374434e-08,0.400544959128065,9,0.491496598639456,10,"BTN3A2","p_val_adj<0.05"
"EPB41L5",1.10022076132882e-07,0.396567807091531,0.666,0.644,0.00291393468637938,0.393700787401575,9,0.584683357879234,10,"EPB41L5","p_val_adj<0.05"
"CSAD",3.34478991471852e-12,0.396215199626572,0.442,0.344,8.85867608913201e-08,0.458498023715415,7,0.588154269972452,10,"CSAD","p_val_adj<0.05"
"NFIC",1.15184348605055e-26,0.396067424374398,0.792,0.673,3.05065747280488e-22,0.357615894039735,8,0.536293164200141,11,"NFIC","p_val_adj<0.05"
"LOC101928093",2.56145080961223e-76,0.395748082479377,0.301,0.046,6.78400246925799e-72,0.436046511627907,7,0.371134020618557,8,"LOC101928093","p_val_adj<0.05"
"SNHG5",1.1430863938073e-23,0.394985955348495,0.659,0.594,3.02746431399864e-19,0.339522546419098,10,0.481245011971269,11,"SNHG5","p_val_adj<0.05"
"AQP5",3.30014067739556e-193,0.394317033598709,0.591,0.062,8.74042258408214e-189,0.458579881656805,6,0.770992366412214,6,"AQP5","p_val_adj<0.05"
"FGFR1",9.59093824261114e-62,0.39394992061126,0.411,0.125,2.54015999355556e-57,0.353191489361702,6,0.492424242424242,9,"FGFR1","p_val_adj<0.05"
"NIPBL",2.05428240040705e-11,0.393751602867936,0.827,0.808,5.44076693747806e-07,0.3276955602537,9,0.544600938967136,11,"NIPBL","p_val_adj<0.05"
"LINC-PINT",1.4427369605581e-07,0.39334963609485,0.605,0.592,0.00382108884003812,0.329479768786127,10,0.477181745396317,10,"LINC-PINT","p_val_adj<0.05"
"BCAT1",4.02183689901853e-105,0.393146811294198,0.325,0.03,1.06518350270506e-100,0.591397849462366,7,0.21875,9,"BCAT1","p_val_adj<0.05"
"PNISR",8.29940039040144e-11,0.39283929497152,0.792,0.775,2.19809619339782e-06,0.357615894039735,8,0.564259485924113,11,"PNISR","p_val_adj<0.05"
"SPEN",1.39756010536058e-10,0.392611220920247,0.713,0.687,3.70143793904751e-06,0.397058823529412,8,0.499309392265193,10,"SPEN","p_val_adj<0.05"
"MECOM",1.01907641620004e-27,0.392080591847556,0.773,0.619,2.6990238883058e-23,0.3710407239819,7,0.565849923430322,9,"MECOM","p_val_adj<0.05"
"CD320",1.03480457648497e-47,0.392055877653283,0.542,0.257,2.74067992082044e-43,0.396774193548387,8,0.321033210332103,10,"CD320","p_val_adj<0.05"
"RPL5",2.10099085250299e-26,0.391854757048962,0.965,0.98,5.56447427285418e-22,0.347826086956522,10,0.461538461538462,11,"RPL5","p_val_adj<0.05"
"CRNDE",2.84645069881441e-57,0.391487905456074,0.759,0.523,7.53882467580996e-53,0.331797235023041,10,0.362976406533575,10,"CRNDE","p_val_adj<0.05"
"RPS12",3.88927323684627e-35,0.391412732466659,0.956,0.99,1.03007401677874e-30,0.345521023765996,10,0.458073790129372,11,"RPS12","p_val_adj<0.05"
"CLN3",1.42572109518504e-07,0.391232668968912,0.719,0.698,0.00377602232059757,0.40632603406326,9,0.61616847826087,10,"CLN3","p_val_adj<0.05"
"CLUHP3",6.81491968839081e-63,0.391195188340575,0.39,0.107,1.80493147947031e-58,0.484304932735426,8,0.482300884955752,9,"CLUHP3","p_val_adj<0.05"
"CDKN2A",6.18131151123031e-91,0.391101675430765,0.425,0.077,1.63712035374935e-86,0.670781893004115,6,0.539877300613497,8,"CDKN2A","p_val_adj<0.05"
"CELSR1",3.33553026892493e-06,0.390443505790695,0.589,0.588,0.0883415191724766,0.483679525222552,7,0.667741935483871,9,"CELSR1","NS"
"PTCSC3",3.73538412547999e-126,0.389689433915876,0.295,0.009,9.89316485633376e-122,0.63905325443787,5,0.631578947368421,4,"PTCSC3","p_val_adj<0.05"
"SYDE2",1.94018708491736e-72,0.388201776094436,0.425,0.118,5.13858549440362e-68,0.539094650205761,7,0.485943775100402,8,"SYDE2","p_val_adj<0.05"
"ENAH",6.51691173242809e-13,0.388050732551621,0.797,0.77,1.72600407233358e-08,0.335526315789474,10,0.570197044334975,11,"ENAH","p_val_adj<0.05"
"LGALS8",7.67559814910751e-23,0.387690950617584,0.668,0.505,2.03288216979112e-18,0.410994764397906,8,0.429643527204503,10,"LGALS8","p_val_adj<0.05"
"ATP1A1",2.21334498518368e-14,0.38746232590537,0.902,0.833,5.86204419325899e-10,0.37015503875969,9,0.542401821286283,11,"ATP1A1","p_val_adj<0.05"
"CUX1",9.48651395856004e-05,0.386554728359443,0.778,0.839,1,0.391011235955056,8,0.532768361581921,11,"CUX1","NS"
"QKI",7.64783583796878e-10,0.385309296485161,0.573,0.535,2.02552932168603e-05,0.466463414634146,8,0.573581560283688,10,"QKI","p_val_adj<0.05"
"TCEB3",8.88069306988067e-11,0.384929950519383,0.675,0.652,2.3520515595579e-06,0.393782383419689,8,0.561454545454545,10,"TCEB3","p_val_adj<0.05"
"PELI1",8.16208788888708e-05,0.384892640814656,0.533,0.558,1,0.314754098360656,7,0.595581988105353,10,"PELI1","NS"
"TMEM98",2.06979928113719e-20,0.384253145838701,0.472,0.293,5.48186339609186e-16,0.492592592592593,8,0.247572815533981,10,"TMEM98","p_val_adj<0.05"
"HSP90AB1",6.20627665349183e-31,0.384184675569933,0.993,0.995,1.64373237167731e-26,0.341549295774648,10,0.455931395902811,11,"HSP90AB1","p_val_adj<0.05"
"IDH3B",6.36402449564295e-08,0.384106578923227,0.673,0.675,0.00168551188767104,0.407792207792208,8,0.534785664089951,11,"IDH3B","p_val_adj<0.05"
"RALY",9.20007382468924e-11,0.383799902046858,0.883,0.932,2.43663955246894e-06,0.364356435643564,10,0.485249237029502,11,"RALY","p_val_adj<0.05"
"NUAK2",6.98157740282225e-12,0.383685556962069,0.519,0.439,1.84907077513747e-07,0.387205387205387,8,0.585945945945946,10,"NUAK2","p_val_adj<0.05"
"AHR",1.50270973781231e-11,0.383611330554781,0.881,0.889,3.9799267405959e-07,0.343253968253968,10,0.508266666666667,11,"AHR","p_val_adj<0.05"
"CMAHP",1.90722835369782e-52,0.382904707783712,0.491,0.183,5.05129429476868e-48,0.398576512455516,8,0.462337662337662,8,"CMAHP","p_val_adj<0.05"
"TSPYL4",6.26818593348775e-07,0.382901117498052,0.315,0.246,0.0166012904448423,0.483333333333333,6,0.583011583011583,10,"TSPYL4","p_val_adj<0.05"
"ZNF652",4.09575533640133e-13,0.381946639270375,0.774,0.765,1.08476080084589e-08,0.354401805869074,9,0.555486670799752,11,"ZNF652","p_val_adj<0.05"
"TPP1",1.77162793735061e-16,0.381828925905241,0.748,0.697,4.6921565920731e-12,0.331775700934579,9,0.506122448979592,11,"TPP1","p_val_adj<0.05"
"TLE3",4.09653553384986e-25,0.38141431165569,0.713,0.59,1.08496743614014e-20,0.389705882352941,10,0.419614147909968,10,"TLE3","p_val_adj<0.05"
"HSPA1B",1.12917078733671e-17,0.380987092657492,0.921,0.879,2.99060883026127e-13,0.358633776091082,10,0.515920129519698,10,"HSPA1B","p_val_adj<0.05"
"RUFY3",0.0482896546174521,0.380941795346098,0.645,0.729,1,0.341463414634146,10,0.510084580351334,10,"RUFY3","NS"
"CACHD1",2.4359294347597e-72,0.380034713555149,0.488,0.157,6.45155910796108e-68,0.39426523297491,8,0.626506024096386,9,"CACHD1","p_val_adj<0.05"
"LRRFIP1",1.35172815268659e-13,0.379867847416921,0.941,0.944,3.58005201239045e-09,0.340148698884758,10,0.476884422110553,11,"LRRFIP1","p_val_adj<0.05"
"DAPK1",5.27880283126873e-25,0.379245367955539,0.591,0.413,1.39809092986152e-20,0.387573964497041,9,0.783908045977011,10,"DAPK1","p_val_adj<0.05"
"ORMDL3",1.68408699776565e-18,0.378322715101482,0.603,0.466,4.46030441358231e-14,0.382608695652174,9,0.599186164801628,11,"ORMDL3","p_val_adj<0.05"
"C5orf45",5.85863247859696e-22,0.376109564249843,0.444,0.283,1.5516588119564e-17,0.452755905511811,7,0.589614740368509,10,"C5orf45","p_val_adj<0.05"
"CAPS",9.88130439844248e-07,0.375594806290504,0.199,0.32,0.0261706346992749,0.447368421052632,8,0.640949554896142,9,"CAPS","p_val_adj<0.05"
"SSR2",1.84010596692494e-17,0.375090680311109,0.914,0.932,4.87352065340071e-13,0.344168260038241,9,0.487022900763359,11,"SSR2","p_val_adj<0.05"
"VAMP2",6.67277226080007e-47,0.374416857338738,0.738,0.645,1.7672837332729e-42,0.338862559241706,9,0.531961792799412,10,"VAMP2","p_val_adj<0.05"
"TNRC6B",4.73910498051604e-16,0.373123043453297,0.857,0.783,1.25515195408967e-11,0.338775510204082,10,0.569351907934585,10,"TNRC6B","p_val_adj<0.05"
"PWWP2A",6.49813769250424e-07,0.372974150874875,0.591,0.571,0.0172103176785975,0.381656804733728,8,0.655601659751037,10,"PWWP2A","p_val_adj<0.05"
"LRIG1",5.1683585900171e-65,0.372486939643112,0.439,0.13,1.36883977256603e-60,0.454183266932271,9,0.301818181818182,10,"LRIG1","p_val_adj<0.05"
"GGA2",6.31770174955354e-10,0.37245038607711,0.594,0.515,1.67324330836926e-05,0.444117647058824,8,0.549723756906077,11,"GGA2","p_val_adj<0.05"
"VPS13D",2.02180938799586e-20,0.372344429364644,0.561,0.423,5.35476216410704e-16,0.38006230529595,9,0.639417693169093,10,"VPS13D","p_val_adj<0.05"
"LIMCH1",3.18462502537201e-14,0.372296406232656,0.827,0.652,8.43447937969776e-10,0.378435517970402,10,0.695272727272727,10,"LIMCH1","p_val_adj<0.05"
"CSNK2B",0.00636791794301228,0.372258586152436,0.836,0.934,1,0.357740585774059,10,0.485017775520569,11,"CSNK2B","NS"
"C19orf53",0.000258519983121244,0.371795245655482,0.836,0.92,1,0.389121338912134,10,0.487377640391551,11,"C19orf53","NS"
"DDAH1",3.58888836621457e-16,0.37151978850796,0.75,0.588,9.50517083791928e-12,0.344988344988345,9,0.728225806451613,10,"DDAH1","p_val_adj<0.05"
"EPHA2",1.33139571797718e-16,0.371308108880447,0.563,0.397,3.52620155906256e-12,0.360248447204969,6,0.658303464755078,9,"EPHA2","p_val_adj<0.05"
"ATP13A4-AS1",9.44675610534602e-58,0.371091800786644,0.308,0.068,2.50197335450089e-53,0.5,7,0.520833333333333,7,"ATP13A4-AS1","p_val_adj<0.05"
"ZMIZ2",5.54758040298249e-06,0.370975014609342,0.594,0.623,0.146927666972991,0.338235294117647,7,0.65144596651446,11,"ZMIZ2","NS"
"ZNF24",1.5586822175749e-16,0.370476257640086,0.659,0.588,4.12816985324711e-12,0.36604774535809,9,0.524193548387097,11,"ZNF24","p_val_adj<0.05"
"GOLGB1",1.22741964351154e-08,0.369938965278064,0.904,0.902,0.000325082092584031,0.340425531914894,9,0.498422712933754,10,"GOLGB1","p_val_adj<0.05"
"DMTF1",0.00104292789368182,0.369839374216421,0.493,0.472,1,0.343971631205674,9,0.594974874371859,11,"DMTF1","NS"
"PABPC1",0.000842203096439809,0.369499003624354,0.974,0.992,1,0.341113105924596,10,0.457934990439771,11,"PABPC1","NS"
"LRRC47",5.4375802919586e-08,0.368979991363038,0.638,0.607,0.00144014314032523,0.342465753424658,9,0.58046875,11,"LRRC47","p_val_adj<0.05"
"PDXDC1",3.71239686488012e-13,0.368262488948746,0.836,0.734,9.83228309663499e-09,0.359832635983264,9,0.612653324725629,11,"PDXDC1","p_val_adj<0.05"
"EFNB2",3.81582630599407e-17,0.367825874582085,0.584,0.438,1.01062159714253e-12,0.437125748502994,8,0.408450704225352,9,"EFNB2","p_val_adj<0.05"
"NPTX1",7.96125726541245e-64,0.367551547246508,0.18,0.012,2.10853898674449e-59,0.514563106796116,5,0.44,5,"NPTX1","p_val_adj<0.05"
"ARIH1",4.47034666441398e-09,0.367327987633038,0.656,0.615,0.000118397131407004,0.346666666666667,8,0.553929121725732,10,"ARIH1","p_val_adj<0.05"
"PDZD2",4.01518985639049e-55,0.36701642002859,0.507,0.217,1.06342303346502e-50,0.368965517241379,7,0.470459518599562,9,"PDZD2","p_val_adj<0.05"
"ATP11A",1.14064976399617e-14,0.366732402524127,0.785,0.659,3.02101089994386e-10,0.383073496659243,9,0.682505399568035,11,"ATP11A","p_val_adj<0.05"
"KMT2E-AS1",4.32983153379153e-19,0.366580179113842,0.626,0.507,1.14675588172469e-14,0.371508379888268,8,0.603367633302152,10,"KMT2E-AS1","p_val_adj<0.05"
"SCNN1A",3.59245345703588e-07,0.366138177371738,0.806,0.844,0.00951461298095954,0.379609544468547,8,0.536516853932584,11,"SCNN1A","p_val_adj<0.05"
"GNL1",6.86870717676092e-09,0.365318078956927,0.57,0.499,0.000181917709576513,0.386503067484663,9,0.488129154795821,11,"GNL1","p_val_adj<0.05"
"PTK7",1.23266762153401e-50,0.365180332032022,0.643,0.365,3.26472019563283e-46,0.347826086956522,7,0.4148244473342,10,"PTK7","p_val_adj<0.05"
"ARHGEF17",7.25046003097214e-33,0.36455376463525,0.441,0.236,1.92028433920297e-28,0.357142857142857,7,0.666666666666667,10,"ARHGEF17","p_val_adj<0.05"
"DDX24",4.63281017639727e-20,0.364358837007394,0.829,0.842,1.22699977521882e-15,0.388185654008439,8,0.503098591549296,10,"DDX24","p_val_adj<0.05"
"MGP",6.99992335449987e-36,0.364161186043742,0.194,0.043,1.85392970043929e-31,0.423423423423423,8,0.466666666666667,9,"MGP","p_val_adj<0.05"
"SCUBE3",2.59649817887752e-62,0.364157983120796,0.309,0.064,6.87682542675711e-58,0.361581920903955,6,0.311111111111111,9,"SCUBE3","p_val_adj<0.05"
"MBTPS1",0.000101475390243749,0.363969632711683,0.65,0.622,1,0.387096774193548,9,0.646834477498093,10,"MBTPS1","NS"
"HOOK1",2.18335608259753e-10,0.363703853853172,0.57,0.472,5.78261858475955e-06,0.401840490797546,8,0.571859296482412,10,"HOOK1","p_val_adj<0.05"
"DUOX1",3.84524613321954e-35,0.362818968370043,0.395,0.172,1.01841343838319e-30,0.415929203539823,8,0.658402203856749,10,"DUOX1","p_val_adj<0.05"
"ANP32E",0.243763860549412,0.362132950638459,0.694,0.775,1,0.367758186397985,10,0.5217125382263,11,"ANP32E","NS"
"EMC1",2.70778700177889e-18,0.361763290809869,0.628,0.507,7.17157387421139e-14,0.387186629526462,8,0.562616822429907,11,"EMC1","p_val_adj<0.05"
"MKNK2",1.72905363499151e-28,0.361710328079751,0.809,0.753,4.57939855227502e-24,0.373650107991361,9,0.496221662468514,10,"MKNK2","p_val_adj<0.05"
"SLC35E1",6.48716380814316e-09,0.361015899860202,0.675,0.613,0.000171812533458672,0.383419689119171,9,0.651702786377709,11,"SLC35E1","p_val_adj<0.05"
"KMT2E",2.2123543455674e-11,0.359902297200354,0.935,0.877,5.85942048423526e-07,0.351401869158878,9,0.516495402920498,10,"KMT2E","p_val_adj<0.05"
"PCK2",1.39733628048949e-16,0.358816457102663,0.477,0.326,3.70084513887641e-12,0.380952380952381,9,0.545058139534884,10,"PCK2","p_val_adj<0.05"
"RIMKLA",1.08560401572453e-120,0.358728566180363,0.367,0.033,2.87522223564643e-116,0.49047619047619,8,0.4,7,"RIMKLA","p_val_adj<0.05"
"HOOK3",0.867029681919064,0.358675899785087,0.678,0.746,1,0.309278350515464,9,0.57914812460267,11,"HOOK3","NS"
"CGNL1",4.33741264467129e-47,0.35860265900062,0.437,0.173,1.14876373894119e-42,0.336,8,0.772602739726027,6,"CGNL1","p_val_adj<0.05"
"GCAT",4.24622887407483e-22,0.35860159149838,0.455,0.275,1.12461371729872e-17,0.373076923076923,7,0.593803786574871,9,"GCAT","p_val_adj<0.05"
"ADCK3",4.34655736192104e-18,0.358594260361835,0.483,0.319,1.15118571730479e-13,0.391304347826087,7,0.629464285714286,10,"ADCK3","p_val_adj<0.05"
"PDK2",1.54975144411588e-06,0.358452970962775,0.521,0.499,0.0410451669974092,0.402684563758389,7,0.605513307984791,10,"PDK2","p_val_adj<0.05"
"USP22",1.19251851157884e-14,0.358112938413773,0.808,0.766,3.15838527791656e-10,0.352813852813853,10,0.560371517027864,10,"USP22","p_val_adj<0.05"
"ZCCHC14",1.1700956372295e-20,0.358035618687829,0.381,0.217,3.09899829520234e-16,0.522935779816514,8,0.521834061135371,9,"ZCCHC14","p_val_adj<0.05"
"LAMA5",0.00540262721938752,0.357280424694712,0.654,0.69,1,0.374331550802139,8,0.584192439862543,10,"LAMA5","NS"
"HIST1H2BN",1.61083927566693e-15,0.357265467225689,0.226,0.109,4.26630782160386e-11,0.573643410852713,7,0.48471615720524,8,"HIST1H2BN","p_val_adj<0.05"
"NR4A2",0.00112891003414522,0.357100603920358,0.631,0.615,1,0.401662049861496,7,0.63251155624037,9,"NR4A2","NS"
"ARFGEF3",0.00992749635488085,0.356559608637104,0.601,0.569,1,0.427325581395349,7,0.771476230191827,10,"ARFGEF3","NS"
"PRPF38B",4.43425785042259e-19,0.355713540184901,0.719,0.631,1.17441319168442e-14,0.411192214111922,8,0.445529676934636,10,"PRPF38B","p_val_adj<0.05"
"DNASE2",2.06814502152873e-05,0.355461462464024,0.673,0.673,0.547748208951883,0.379220779220779,10,0.607470049330514,11,"DNASE2","NS"
"EPM2AIP1",0.00643715937799371,0.355392443357684,0.467,0.45,1,0.367041198501873,10,0.539515279241307,11,"EPM2AIP1","NS"
"C7orf50",1.98204577112836e-10,0.354306956021959,0.848,0.855,5.24944822483345e-06,0.34639175257732,9,0.526607538802661,11,"C7orf50","p_val_adj<0.05"
"POLR2L",4.38158013653225e-29,0.354083446731683,0.941,0.992,1.16046149916057e-24,0.347583643122677,10,0.456760630673674,11,"POLR2L","p_val_adj<0.05"
"SLC25A36",4.65740512089664e-12,0.354081220486657,0.594,0.539,1.23351374626947e-07,0.361764705882353,8,0.477992957746479,10,"SLC25A36","p_val_adj<0.05"
"CCDC124",5.10428027624958e-08,0.354063165630948,0.687,0.748,0.0013518686311647,0.417302798982188,9,0.481927710843373,10,"CCDC124","p_val_adj<0.05"
"USP54",3.04588736269554e-25,0.353770062575779,0.533,0.344,8.06703268009913e-21,0.383606557377049,9,0.711724137931035,9,"USP54","p_val_adj<0.05"
"ADRB1",2.54583925123438e-42,0.353571814678401,0.344,0.117,6.74265525689424e-38,0.411167512690355,6,0.437246963562753,6,"ADRB1","p_val_adj<0.05"
"C16orf58",3.14481137771027e-12,0.353303226846871,0.645,0.573,8.32903293386565e-08,0.392953929539295,8,0.723738626964433,11,"C16orf58","p_val_adj<0.05"
"DCXR",0.285235309830384,0.353151220504055,0.776,0.862,1,0.342342342342342,9,0.519251925192519,11,"DCXR","NS"
"SLC38A10",0.252597009732385,0.352524807158115,0.675,0.722,1,0.404145077720207,8,0.605384110308601,10,"SLC38A10","NS"
"ZNF106",1.57387631298019e-08,0.351983110182808,0.82,0.821,0.000416841141492804,0.373134328358209,8,0.54445727482679,11,"ZNF106","p_val_adj<0.05"
"LDHD",2.3369078767099e-56,0.351873611450937,0.285,0.058,6.18930051146617e-52,0.576687116564417,6,0.365853658536585,6,"LDHD","p_val_adj<0.05"
"NAPA",1.83720107486084e-19,0.351074231620757,0.769,0.787,4.86582704676892e-15,0.343181818181818,9,0.506024096385542,10,"NAPA","p_val_adj<0.05"
"PSMG3",0.0603833566471933,0.35010753260079,0.75,0.883,1,0.382284382284382,10,0.510466988727858,10,"PSMG3","NS"
"KLHL24",3.49346256373768e-15,0.350099310892018,0.694,0.591,9.25243560005926e-11,0.403022670025189,9,0.590690208667737,10,"KLHL24","p_val_adj<0.05"
"RPL27A",1.93632983748315e-28,0.34992012404363,0.965,0.995,5.12836957457412e-24,0.347826086956522,10,0.455931395902811,11,"RPL27A","p_val_adj<0.05"
"RPL13",4.46957557239106e-27,0.349757591839797,0.991,0.998,1.18376709034777e-22,0.342151675485009,10,0.454631828978622,11,"RPL13","p_val_adj<0.05"
"IRF1",0.0035075501675641,0.349022906487631,0.857,0.886,1,0.36734693877551,10,0.510433386837881,10,"IRF1","NS"
"ZNF44",2.49517016715501e-17,0.348980672229382,0.369,0.211,6.60845818771006e-13,0.355450236966825,7,0.452702702702703,10,"ZNF44","p_val_adj<0.05"
"GNAS",3.25154249040038e-16,0.348896398034771,0.948,0.978,8.6117102858254e-12,0.356088560885609,9,0.464112512124151,11,"GNAS","p_val_adj<0.05"
"PDXDC2P",9.7298552569301e-41,0.348619508912646,0.591,0.363,2.57695216479794e-36,0.387573964497041,9,0.550913838120104,11,"PDXDC2P","p_val_adj<0.05"
"ANKRD12",2.76377127830887e-14,0.348595636767794,0.823,0.792,7.31984823060105e-10,0.35031847133758,10,0.535008976660682,11,"ANKRD12","p_val_adj<0.05"
"MEAF6",9.87798990319555e-07,0.348572570843268,0.774,0.815,0.0261618562586134,0.340857787810384,9,0.525029103608847,10,"MEAF6","p_val_adj<0.05"
"TANGO6",1.32368096168827e-17,0.348569725694093,0.248,0.119,3.50576902703137e-13,0.514084507042254,6,0.352,10,"TANGO6","p_val_adj<0.05"
"PER1",1.75739965954154e-38,0.348141841396839,0.523,0.263,4.65447299829578e-34,0.304347826086957,7,0.537906137184116,9,"PER1","p_val_adj<0.05"
"MPRIP",8.61100716210741e-12,0.34799247463838,0.53,0.447,2.28062524688415e-07,0.35973597359736,9,0.546129374337222,10,"MPRIP","p_val_adj<0.05"
"NSUN4",0.0751127348040381,0.347968777107916,0.497,0.492,1,0.362676056338028,7,0.586705202312139,10,"NSUN4","NS"
"ZFP36",1.07525361563284e-28,0.347291070733959,0.899,0.898,2.84780920100357e-24,0.33852140077821,10,0.501583949313622,10,"ZFP36","p_val_adj<0.05"
"BLVRA",2.00455870271946e-13,0.34717008626347,0.809,0.826,5.30907372415249e-09,0.354211663066955,9,0.48937392303274,11,"BLVRA","p_val_adj<0.05"
"NUP210L",1.82214809900006e-109,0.346415264429905,0.383,0.048,4.82595924020165e-105,0.392694063926941,6,0.46078431372549,8,"NUP210L","p_val_adj<0.05"
"UBL5",8.95978686475512e-24,0.346106430884475,0.895,0.976,2.37299955113039e-19,0.361328125,10,0.464303059737737,11,"UBL5","p_val_adj<0.05"
"LBH",8.41586889919113e-31,0.345802063179983,0.404,0.184,2.22894287795077e-26,0.506493506493506,8,0.489690721649485,10,"LBH","p_val_adj<0.05"
"ZNF331",1.02565653522981e-71,0.345716545533057,0.441,0.116,2.71645133355615e-67,0.424603174603175,6,0.261224489795918,10,"ZNF331","p_val_adj<0.05"
"NNMT",5.96660560198633e-05,0.345694180321135,0.318,0.25,1,0.467032967032967,5,0.573055028462998,9,"NNMT","NS"
"ATF7IP2",9.08537582549758e-06,0.345628227016998,0.566,0.579,0.240626178738304,0.438271604938272,8,0.614250614250614,10,"ATF7IP2","NS"
"SLC38A2",6.34126862629045e-13,0.345582184140516,0.869,0.914,1.67948499567303e-08,0.374245472837022,10,0.486248053969901,10,"SLC38A2","p_val_adj<0.05"
"FOXJ3",1.09238560157621e-24,0.345063870725185,0.617,0.497,2.89318326577459e-20,0.396600566572238,8,0.555767397521449,10,"FOXJ3","p_val_adj<0.05"
"BAG6",1.9225174990212e-11,0.344794536443192,0.664,0.641,5.09178759615765e-07,0.35,8,0.622501850481125,11,"BAG6","p_val_adj<0.05"
"HLA-DOA",1.07436903205361e-17,0.344225953096572,0.266,0.128,2.84546638139399e-13,0.815789473684211,8,0.339483394833948,8,"HLA-DOA","p_val_adj<0.05"
"PLD3",0.27318294579322,0.344008991386338,0.839,0.9,1,0.385416666666667,10,0.500526870389884,11,"PLD3","NS"
"EFEMP1",4.6798482133376e-26,0.3439079796632,0.414,0.21,1.23945779930246e-21,0.434599156118143,9,0.334085778781038,10,"EFEMP1","p_val_adj<0.05"
"DEGS1",1.37166434968331e-06,0.343657976365243,0.687,0.681,0.0363285303013624,0.399491094147583,8,0.606545961002785,11,"DEGS1","p_val_adj<0.05"
"MUC21",9.59049336714323e-08,0.343398523695971,0.378,0.291,0.00254004216828789,0.416666666666667,7,0.599348534201954,8,"MUC21","p_val_adj<0.05"
