"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","gene","sig"
"SELENBP1",1.15740497614947e-90,1.16613941311813,0.698,0.907,3.06538707933188e-86,0.397863818424566,13,0.364161849710983,9,"SELENBP1","p_val_adj<0.05"
"MUC1",1.36420224148148e-90,1.13677943273974,0.815,0.981,3.61308963656369e-86,0.345142857142857,12,0.338680926916221,10,"MUC1","p_val_adj<0.05"
"FOLR1",5.01244085833896e-97,1.11664490388687,0.377,0.892,1.32754496133107e-92,0.540740740740741,11,0.350980392156863,9,"FOLR1","p_val_adj<0.05"
"SCGB3A2",1.473805066361e-25,1.08247362869115,0.224,0.521,3.90337271825712e-21,0.904166666666667,9,0.530201342281879,8,"SCGB3A2","p_val_adj<0.05"
"FLRT3",2.22790415673989e-132,0.96482110903738,0.062,0.684,5.9006041591256e-128,0.253731343283582,9,0.38618925831202,9,"FLRT3","p_val_adj<0.05"
"CD55",5.08946410775107e-38,0.963871365746395,0.911,0.948,1.34794456893787e-33,0.339815762538383,12,0.35239852398524,10,"CD55","p_val_adj<0.05"
"GAS6",1.15629655150536e-47,0.942655516200216,0.223,0.684,3.06245141666195e-43,0.359832635983264,12,0.416879795396419,8,"GAS6","p_val_adj<0.05"
"CTSE",1.99422262187996e-50,0.941429984835659,0.159,0.575,5.28169861404907e-46,0.795321637426901,9,0.425531914893617,8,"CTSE","p_val_adj<0.05"
"HLA-DMB",5.25290010836248e-49,0.939307723749875,0.269,0.708,1.3912305936998e-44,0.543252595155709,11,0.348148148148148,9,"HLA-DMB","p_val_adj<0.05"
"DLC1",1.76453743310696e-76,0.924175803095513,0.238,0.64,4.67337739158379e-72,0.623529411764706,9,0.409836065573771,8,"DLC1","p_val_adj<0.05"
"LMO7",8.64623460840437e-61,0.918883411647336,0.726,0.916,2.2899552360359e-56,0.302952503209243,12,0.364503816793893,9,"LMO7","p_val_adj<0.05"
"CXCL14",9.24643356115933e-20,0.896971569280761,0.235,0.425,2.44891792867305e-15,0.674603174603175,7,0.423868312757202,7,"CXCL14","p_val_adj<0.05"
"MRPL14",1.25343938627657e-71,0.892988347266721,0.733,0.9,3.3197342145535e-67,0.317662007623888,13,0.363106796116505,10,"MRPL14","p_val_adj<0.05"
"CLIC3",6.60477719381252e-82,0.883942163684047,0.129,0.635,1.74927523978124e-77,0.347826086956522,12,0.40771349862259,8,"CLIC3","p_val_adj<0.05"
"RNASE1",2.00364550702748e-67,0.873506009897503,0.608,0.855,5.30665512536227e-63,0.544478527607362,13,0.349693251533742,8,"RNASE1","p_val_adj<0.05"
"SRRM2",1.90303194307767e-45,0.866698536614145,0.834,0.97,5.04018010124122e-41,0.309497206703911,12,0.338738738738739,9,"SRRM2","p_val_adj<0.05"
"GSTM3",2.48170184613389e-76,0.866352619697938,0.182,0.538,6.57278733948561e-72,0.492307692307692,10,0.525974025974026,9,"GSTM3","p_val_adj<0.05"
"SFTPB",4.95926355437143e-95,0.856465174053962,0.416,0.858,1.31346095237527e-90,0.493273542600897,9,0.374745417515275,8,"SFTPB","p_val_adj<0.05"
"AQP1",7.27446847648468e-92,0.85642124566578,0.147,0.61,1.92664297599697e-87,0.493670886075949,9,0.489971346704871,7,"AQP1","p_val_adj<0.05"
"MALAT1",3.24532378890531e-41,0.848100963762707,0.983,0.998,8.59524005491571e-37,0.347867298578199,12,0.339754816112084,10,"MALAT1","p_val_adj<0.05"
"IDO1",6.41050333580602e-05,0.827823620617304,0.107,0.198,1,0.478260869565217,7,0.380530973451327,6,"IDO1","NS"
"S100A14",1.60915671885628e-66,0.81888442516276,0.484,0.795,4.26185156989085e-62,0.441233140655106,13,0.367032967032967,8,"S100A14","p_val_adj<0.05"
"CLIC5",1.26220085004631e-57,0.817332594117907,0.144,0.463,3.34293895134766e-53,0.441558441558442,10,0.59622641509434,8,"CLIC5","p_val_adj<0.05"
"HLA-DPA1",1.26062816249968e-33,0.816975408205013,0.522,0.864,3.33877368838041e-29,0.532142857142857,12,0.356275303643725,9,"HLA-DPA1","p_val_adj<0.05"
"TP53I11",1.24217934239102e-75,0.814666817800283,0.422,0.799,3.28991198832262e-71,0.295805739514349,11,0.389496717724289,9,"TP53I11","p_val_adj<0.05"
"LIMCH1",1.20522024851008e-65,0.808627303578073,0.582,0.827,3.19202582817894e-61,0.328525641025641,11,0.378435517970402,10,"LIMCH1","p_val_adj<0.05"
"SLC22A31",6.42749651676931e-55,0.806178044284165,0.238,0.691,1.70232245246635e-50,0.674509803921569,9,0.432911392405063,8,"SLC22A31","p_val_adj<0.05"
"TNS1",1.38317191445266e-104,0.799674967094467,0.281,0.788,3.66333081542788e-100,0.427152317880795,11,0.407982261640798,8,"TNS1","p_val_adj<0.05"
"PARD6B",4.99937503088523e-51,0.796787439505746,0.776,0.927,1.32408447692995e-46,0.315726290516206,12,0.349056603773585,10,"PARD6B","p_val_adj<0.05"
"PDE4C",1.26187871382167e-69,0.79311287813687,0.144,0.502,3.34208577355669e-65,0.329032258064516,11,0.54006968641115,8,"PDE4C","p_val_adj<0.05"
"MYLIP",2.00789071072097e-75,0.786835325770136,0.689,0.851,5.3178985473445e-71,0.355886332882273,12,0.371663244353183,9,"MYLIP","p_val_adj<0.05"
"TMEM125",1.28230112660696e-35,0.780685585671291,0.632,0.862,3.39617453381853e-31,0.352507374631268,12,0.354969574036511,8,"TMEM125","p_val_adj<0.05"
"TBC1D24",1.22306354625451e-81,0.775892167246467,0.227,0.694,3.23928380225507e-77,0.311475409836066,12,0.380352644836272,9,"TBC1D24","p_val_adj<0.05"
"SCNN1B",1.25807792076092e-59,0.77416583626419,0.228,0.68,3.33201937313528e-55,0.591836734693878,9,0.42159383033419,8,"SCNN1B","p_val_adj<0.05"
"JUN",4.36500598103324e-52,0.773921349532238,0.898,0.983,1.15607183407665e-47,0.349585062240664,12,0.343416370106762,10,"JUN","p_val_adj<0.05"
"AK1",7.55841052110487e-68,0.764819263863971,0.665,0.9,2.00184502651462e-63,0.341736694677871,13,0.357281553398058,10,"AK1","p_val_adj<0.05"
"SLC34A2",7.12983895432914e-60,0.756728987631008,0.864,0.911,1.88833784705407e-55,0.347357065803668,12,0.36468330134357,9,"SLC34A2","p_val_adj<0.05"
"BEX2",7.51466344757705e-62,0.751258758683794,0.179,0.612,1.99025861409078e-57,0.619791666666667,11,0.34,8,"BEX2","p_val_adj<0.05"
"CD74",1.00980162496859e-36,0.74835161524279,0.955,0.995,2.6744596037293e-32,0.345365853658537,12,0.340949033391916,10,"CD74","p_val_adj<0.05"
"SCPEP1",4.90905038450399e-22,0.748274797571538,0.512,0.79,1.30016199433588e-17,0.471766848816029,12,0.345132743362832,9,"SCPEP1","p_val_adj<0.05"
"SFTA3",1.16933525737945e-70,0.744136302172095,0.5,0.783,3.09698442916948e-66,0.414179104477612,10,0.397321428571429,8,"SFTA3","p_val_adj<0.05"
"NDNF",9.40186747040889e-90,0.743889305097851,0.212,0.467,2.49008459953779e-85,0.478070175438596,9,0.636704119850187,8,"NDNF","p_val_adj<0.05"
"PLXNA2",2.90569111711825e-86,0.741829732783065,0.262,0.678,7.69572292368769e-82,0.309608540925267,10,0.420103092783505,8,"PLXNA2","p_val_adj<0.05"
"ASS1",9.10545800399965e-54,0.736585036070542,0.387,0.766,2.41158055235931e-49,0.383132530120482,11,0.399543378995434,9,"ASS1","p_val_adj<0.05"
"PLEKHG2",1.76343475636443e-32,0.733509420435096,0.207,0.521,4.67045695223119e-28,0.373873873873874,9,0.419463087248322,6,"PLEKHG2","p_val_adj<0.05"
"CYP2B7P",8.97180243283716e-68,0.730207105006944,0.315,0.717,2.37618187433692e-63,0.458579881656805,9,0.414634146341463,8,"CYP2B7P","p_val_adj<0.05"
"CYP4B1",3.83009269533035e-37,0.728792807346511,0.391,0.75,1.01440005035824e-32,0.711904761904762,11,0.431235431235431,9,"CYP4B1","p_val_adj<0.05"
"DHCR24",1.76818381150638e-34,0.720469213477726,0.628,0.841,4.68303482477466e-30,0.341246290801187,12,0.365904365904366,9,"DHCR24","p_val_adj<0.05"
"HLA-DRA",9.78149623206831e-16,0.711133452827577,0.842,0.963,2.59062927706329e-11,0.355088495575221,12,0.339382940108893,10,"HLA-DRA","p_val_adj<0.05"
"TXNIP",2.41061155663316e-13,0.70794293961548,0.635,0.759,6.38450470774292e-09,0.365638766519824,13,0.382488479262673,8,"TXNIP","p_val_adj<0.05"
"SFTA2",5.93330605798639e-78,0.701109037022095,0.558,0.904,1.57143610945769e-73,0.474123539232053,13,0.353965183752418,8,"SFTA2","p_val_adj<0.05"
"PDGFA",6.41076872886644e-72,0.698965634576118,0.358,0.825,1.69789209784028e-67,0.341145833333333,10,0.372881355932203,9,"PDGFA","p_val_adj<0.05"
"KRT7",3.8683374820103e-53,0.687450117739157,0.7,0.946,1.02452918211043e-48,0.439414114513981,13,0.345656192236599,10,"KRT7","p_val_adj<0.05"
"PARP14",1.03510018347791e-34,0.686008766908615,0.754,0.9,2.74146283594124e-30,0.318912237330037,13,0.366990291262136,9,"PARP14","p_val_adj<0.05"
"LAPTM4B",1.50174093021938e-26,0.684334620450543,0.578,0.783,3.97736085368604e-22,0.401612903225806,12,0.328125,9,"LAPTM4B","p_val_adj<0.05"
"GSPT1",2.90645781037235e-48,0.679707884803135,0.701,0.934,7.69775351077117e-44,0.288563829787234,13,0.333333333333333,10,"GSPT1","p_val_adj<0.05"
"FAM46B",1.06268076597273e-74,0.670480350351184,0.147,0.533,2.81451000867876e-70,0.341772151898734,10,0.511475409836066,7,"FAM46B","p_val_adj<0.05"
"HBEGF",1.40666538178733e-37,0.657886997762589,0.455,0.619,3.72555326366375e-33,0.397540983606557,10,0.463276836158192,8,"HBEGF","p_val_adj<0.05"
"C4BPA",8.0722047985121e-46,0.648337763457931,0.336,0.717,2.13792344088593e-41,0.592797783933518,7,0.439024390243902,7,"C4BPA","p_val_adj<0.05"
"CAPN2",1.22744517324655e-46,0.647717888346473,0.853,0.956,3.25088854134349e-42,0.324590163934426,13,0.345521023765996,10,"CAPN2","p_val_adj<0.05"
"ICAM1",9.55259209331034e-63,0.647222603955101,0.576,0.867,2.53000401591324e-58,0.40453074433657,12,0.375,10,"ICAM1","p_val_adj<0.05"
"HSPB1",1.09849465511717e-94,0.645260320682348,0.92,0.983,2.90936309407783e-90,0.349544072948328,13,0.345195729537367,10,"HSPB1","p_val_adj<0.05"
"ABCA1",3.16371220754099e-78,0.644701333494662,0.212,0.629,8.3790917816723e-74,0.333333333333333,10,0.463888888888889,10,"ABCA1","p_val_adj<0.05"
"TOR1AIP2",4.00141650124559e-34,0.643757506881429,0.806,0.914,1.0597751603549e-29,0.332947976878613,13,0.34225621414914,10,"TOR1AIP2","p_val_adj<0.05"
"NGFRAP1",7.71544216460902e-67,0.641224254384721,0.459,0.841,2.0434348572967e-62,0.419878296146045,13,0.347193347193347,8,"NGFRAP1","p_val_adj<0.05"
"LRRN4",1.89764669989656e-76,0.638887871987521,0.084,0.435,5.02591728467603e-72,0.566666666666667,8,0.578313253012048,6,"LRRN4","p_val_adj<0.05"
"TMPRSS2",6.33588808637704e-46,0.636375704539636,0.499,0.771,1.67805995967696e-41,0.370093457943925,11,0.374149659863946,9,"TMPRSS2","p_val_adj<0.05"
"ABCA3",1.50687254110898e-52,0.631706323906043,0.149,0.503,3.99095192512713e-48,0.3875,9,0.34375,8,"ABCA3","p_val_adj<0.05"
"PPP1R10",3.45852125997253e-38,0.629812684800135,0.717,0.86,9.15989355703725e-34,0.315994798439532,12,0.371951219512195,9,"PPP1R10","p_val_adj<0.05"
"HLA-E",8.88591563851833e-17,0.624709401836828,0.897,0.979,2.35343475686158e-12,0.330218068535826,12,0.341071428571429,10,"HLA-E","p_val_adj<0.05"
"TFCP2L1",5.97710377649863e-92,0.624271826130749,0.174,0.636,1.58303593520566e-87,0.390374331550802,10,0.401098901098901,8,"TFCP2L1","p_val_adj<0.05"
"CRTAC1",3.46202234119422e-17,0.62402439157086,0.042,0.29,9.1691661706529e-13,0.511111111111111,7,0.765060240963855,7,"CRTAC1","p_val_adj<0.05"
"CEBPD",8.2675387242111e-47,0.622654624924999,0.85,0.883,2.18965763110731e-42,0.354166666666667,12,0.364356435643564,8,"CEBPD","p_val_adj<0.05"
"TP53BP2",1.4106901056253e-72,0.617002525503529,0.318,0.636,3.73621274474861e-68,0.302052785923754,11,0.478021978021978,8,"TP53BP2","p_val_adj<0.05"
"ALDH2",2.65006715938476e-35,0.612492830198038,0.665,0.869,7.01870287163054e-31,0.315126050420168,11,0.372233400402414,9,"ALDH2","p_val_adj<0.05"
"FOXQ1",4.83255724993946e-53,0.610257371821091,0.316,0.71,1.27990278764647e-48,0.395280235988201,10,0.327586206896552,7,"FOXQ1","p_val_adj<0.05"
"GADD45B",8.43562487106531e-24,0.610003560101326,0.763,0.781,2.23417524710165e-19,0.335775335775336,12,0.409395973154362,8,"GADD45B","p_val_adj<0.05"
"CA2",4.48756893678624e-59,0.607558621811479,0.104,0.402,1.18853263290784e-54,0.366071428571429,10,0.508695652173913,6,"CA2","p_val_adj<0.05"
"MAGI3",5.04477684768774e-72,0.605462863936833,0.459,0.708,1.3361091481101e-67,0.393509127789047,11,0.432098765432099,7,"MAGI3","p_val_adj<0.05"
"GATA6",3.43446269890618e-93,0.605349459548325,0.162,0.628,9.09617445805302e-89,0.505747126436782,11,0.479108635097493,7,"GATA6","p_val_adj<0.05"
"ISG15",1.48155671495751e-12,0.598326083793867,0.829,0.692,3.92390295956497e-08,0.344943820224719,12,0.454545454545455,10,"ISG15","p_val_adj<0.05"
"CRABP2",3.53253873780877e-79,0.596446921755294,0.116,0.542,9.35592884708654e-75,0.290322580645161,11,0.351612903225806,8,"CRABP2","p_val_adj<0.05"
"CLIC6",1.74267862904068e-54,0.595172568551132,0.361,0.76,4.61548434901424e-50,0.560723514211886,10,0.374712643678161,9,"CLIC6","p_val_adj<0.05"
"RRBP1",3.11146521493552e-18,0.595049825552931,0.853,0.92,8.24071562175673e-14,0.321311475409836,12,0.347908745247148,8,"RRBP1","p_val_adj<0.05"
"GLCCI1",1.98866597563883e-64,0.587199659373811,0.452,0.726,5.26698183647944e-60,0.37319587628866,12,0.421686746987952,9,"GLCCI1","p_val_adj<0.05"
"GLS",1.48108921193771e-53,0.585749339318953,0.504,0.843,3.92266477781702e-49,0.375231053604436,12,0.360995850622407,8,"GLS","p_val_adj<0.05"
"C1orf198",1.55533742525163e-60,0.585563269572658,0.376,0.76,4.11931117077894e-56,0.295285359801489,11,0.383908045977012,8,"C1orf198","p_val_adj<0.05"
"ATF3",4.74744796199342e-44,0.585453616065136,0.764,0.897,1.25736159273396e-39,0.334146341463415,12,0.368421052631579,10,"ATF3","p_val_adj<0.05"
"NUBP2",7.82147989023146e-30,0.58540542501935,0.474,0.747,2.0715189489278e-25,0.298624754420432,11,0.353629976580796,9,"NUBP2","p_val_adj<0.05"
"NECAB3",5.81331780814172e-61,0.582125251160993,0.264,0.589,1.53965722148633e-56,0.363957597173145,9,0.489614243323442,8,"NECAB3","p_val_adj<0.05"
"SDC4",4.09227990952618e-40,0.579867933759779,0.938,0.972,1.08384033403801e-35,0.333996023856859,13,0.345323741007194,9,"SDC4","p_val_adj<0.05"
"HLA-DRB1",1.6252249950555e-19,0.577320133355092,0.822,0.965,4.30440839940449e-15,0.366213151927438,12,0.346014492753623,10,"HLA-DRB1","p_val_adj<0.05"
"QPRT",3.54186490946843e-68,0.577308749508938,0.056,0.528,9.38062921272713e-64,0.266666666666667,11,0.360927152317881,8,"QPRT","p_val_adj<0.05"
"C6orf62",2.12059360739857e-24,0.566901557153522,0.789,0.927,5.61639216919512e-20,0.324675324675325,13,0.364150943396226,10,"C6orf62","p_val_adj<0.05"
"NKX2-1",1.52939111373174e-78,0.565578849457479,0.559,0.836,4.05059236471853e-74,0.481666666666667,10,0.361924686192469,8,"NKX2-1","p_val_adj<0.05"
"HP1BP3",1.06200434977892e-35,0.56509495065115,0.629,0.911,2.81271852038948e-31,0.379259259259259,13,0.335892514395393,10,"HP1BP3","p_val_adj<0.05"
"TUBA4A",1.88383316456092e-26,0.562901423115327,0.616,0.696,4.9893321363396e-22,0.288956127080182,12,0.452261306532663,8,"TUBA4A","p_val_adj<0.05"
"CEBPA",6.5538840640025e-77,0.559919390918643,0.141,0.584,1.73579619435106e-72,0.629139072847682,11,0.431137724550898,7,"CEBPA","p_val_adj<0.05"
"LSR",3.3329989016557e-36,0.557269886633331,0.799,0.907,8.82744759103513e-32,0.343057176196033,12,0.364161849710983,9,"LSR","p_val_adj<0.05"
"IRF1",1.30507204379955e-38,0.554067956404103,0.798,0.857,3.4564833080031e-34,0.321261682242991,12,0.36734693877551,10,"IRF1","p_val_adj<0.05"
"DCXR",6.6104606286717e-32,0.553112182030413,0.522,0.776,1.7507804975037e-27,0.435714285714286,11,0.342342342342342,9,"DCXR","p_val_adj<0.05"
"IFIT2",7.51163366556834e-23,0.55136241178493,0.138,0.299,1.98945617632578e-18,0.506756756756757,8,0.649122807017544,7,"IFIT2","p_val_adj<0.05"
"HLA-DQA2",2.24018021318734e-08,0.549723857015089,0.176,0.355,0.000593311729462666,0.470899470899471,9,0.738916256157635,6,"HLA-DQA2","p_val_adj<0.05"
"SPSB3",3.10350606996466e-31,0.547018218268855,0.404,0.717,8.21963582630141e-27,0.302540415704388,11,0.368292682926829,9,"SPSB3","p_val_adj<0.05"
"RBBP6",1.34230736980345e-26,0.546482246837359,0.701,0.906,3.55510106892445e-22,0.308510638297872,13,0.345559845559846,10,"RBBP6","p_val_adj<0.05"
"ANKRD29",3.60513160614072e-108,0.545936244589538,0.072,0.493,9.5481910588637e-104,0.662337662337662,8,0.588652482269504,8,"ANKRD29","p_val_adj<0.05"
"KCNJ15",1.52687580551963e-10,0.542653312107179,0.256,0.456,4.04393057091875e-06,0.505454545454545,10,0.609195402298851,8,"KCNJ15","p_val_adj<0.05"
"SOD3",1.22519147533976e-76,0.542091200156236,0.24,0.462,3.24491962243734e-72,0.666666666666667,12,0.534090909090909,8,"SOD3","p_val_adj<0.05"
"CLN3",1.71809563320585e-33,0.541029204247913,0.425,0.719,4.55037628454571e-29,0.324561403508772,11,0.40632603406326,9,"CLN3","p_val_adj<0.05"
"HNRNPU",5.70623464214919e-39,0.538167556289734,0.855,0.941,1.51129624497321e-34,0.317339149400218,12,0.345724907063197,10,"HNRNPU","p_val_adj<0.05"
"RSRP1",7.08867350116516e-19,0.537672702140711,0.716,0.806,1.87743517678359e-14,0.326822916666667,12,0.392624728850325,9,"RSRP1","p_val_adj<0.05"
"ESAM",1.02691027115803e-78,0.536433191373062,0.059,0.414,2.71977185316204e-74,0.317460317460317,10,0.362869198312236,8,"ESAM","p_val_adj<0.05"
"PRR15L",5.99690111389009e-48,0.536185098545653,0.291,0.656,1.58827926001379e-43,0.330128205128205,10,0.410666666666667,8,"PRR15L","p_val_adj<0.05"
"PRSS8",2.61701126920331e-46,0.534840730862955,0.508,0.848,6.93115434648497e-42,0.411009174311927,11,0.336082474226804,9,"PRSS8","p_val_adj<0.05"
"TACC1",5.88661193810362e-56,0.533739357881757,0.314,0.698,1.55906917180674e-51,0.409495548961424,11,0.348370927318296,8,"TACC1","p_val_adj<0.05"
"GSTA4",4.57794869476812e-51,0.533476258888083,0.206,0.586,1.21246971180934e-46,0.475113122171946,9,0.355223880597015,9,"GSTA4","p_val_adj<0.05"
"MIR614",2.42445540410133e-53,0.530508399654076,0.522,0.829,6.42117013776237e-49,0.4375,11,0.356540084388186,10,"MIR614","p_val_adj<0.05"
"VEPH1",2.85576699629816e-85,0.529124335793067,0.096,0.498,7.56349888969567e-81,0.524271844660194,8,0.550877192982456,8,"VEPH1","p_val_adj<0.05"
"CYBRD1",1.77855647561122e-55,0.528919964940848,0.275,0.666,4.71050682565632e-51,0.569491525423729,11,0.446194225721785,8,"CYBRD1","p_val_adj<0.05"
"CXCL17",4.74558896224994e-17,0.528557168016935,0.663,0.865,1.2568692366519e-12,0.392405063291139,12,0.353535353535354,8,"CXCL17","p_val_adj<0.05"
"ICAM4",1.87093449555683e-67,0.528495136415118,0.286,0.622,4.95517001148225e-63,0.534201954397394,11,0.424157303370786,8,"ICAM4","p_val_adj<0.05"
"MDK",3.94620981522402e-32,0.52769923367365,0.729,0.862,1.04515366956208e-27,0.40920716112532,12,0.359026369168357,9,"MDK","p_val_adj<0.05"
"BFAR",2.30266794744433e-29,0.52730839819917,0.356,0.687,6.09861605880631e-25,0.358638743455497,11,0.396946564885496,8,"BFAR","p_val_adj<0.05"
"EIF3H",2.66630568725756e-29,0.524705196323441,0.662,0.843,7.06171061270165e-25,0.332394366197183,13,0.327800829875519,10,"EIF3H","p_val_adj<0.05"
"GPRC5A",7.13195937686939e-53,0.522297734752949,0.626,0.93,1.88889944096386e-48,0.452380952380952,12,0.349624060150376,10,"GPRC5A","p_val_adj<0.05"
"YPEL3",2.70038006937296e-26,0.517091502655748,0.582,0.832,7.15195661373429e-22,0.3696,12,0.355042016806723,10,"YPEL3","p_val_adj<0.05"
"KIAA1683",1.01972749772039e-19,0.51593780332265,0.347,0.545,2.70074827771246e-15,0.405913978494624,11,0.391025641025641,8,"KIAA1683","p_val_adj<0.05"
"PSMB2",8.75169941378743e-25,0.515473186843338,0.719,0.867,2.3178875897416e-20,0.325129533678756,13,0.344758064516129,10,"PSMB2","p_val_adj<0.05"
"HLA-B",2.41719372927221e-10,0.515023553797585,0.971,0.991,6.40193759197745e-06,0.332053742802303,12,0.342151675485009,10,"HLA-B","p_val_adj<0.05"
"PDXDC1",3.99197683731757e-23,0.51390166292048,0.561,0.836,1.05727506536356e-18,0.312292358803987,12,0.359832635983264,9,"PDXDC1","p_val_adj<0.05"
"TMEM37",2.36562250002555e-28,0.509743641899439,0.185,0.503,6.26535119131766e-24,0.522613065326633,8,0.40625,8,"TMEM37","p_val_adj<0.05"
"MRPL55",4.0253009113499e-32,0.50843792451547,0.68,0.806,1.06610094637102e-27,0.327397260273973,12,0.383947939262473,8,"MRPL55","p_val_adj<0.05"
"NOD1",1.07012986885033e-16,0.50432437665334,0.287,0.561,2.83423895765009e-12,0.581168831168831,10,0.495327102803738,8,"NOD1","p_val_adj<0.05"
"SRSF7",1.45385642349059e-23,0.503118973859011,0.717,0.867,3.85053873761484e-19,0.335500650195059,12,0.354838709677419,8,"SRSF7","p_val_adj<0.05"
"RPS27",4.33579520731015e-15,0.500609488235285,0.995,0.983,1.14833536065609e-10,0.348314606741573,13,0.343416370106762,10,"RPS27","p_val_adj<0.05"
"ELOVL1",1.06344110840994e-23,0.500556480742172,0.543,0.757,2.81652377562373e-19,0.312178387650086,11,0.348729792147806,9,"ELOVL1","p_val_adj<0.05"
"TPD52L1",4.58620280033274e-43,0.497973742347504,0.104,0.512,1.21465581166813e-38,0.455357142857143,8,0.433447098976109,9,"TPD52L1","p_val_adj<0.05"
"APRT",1.26516072043843e-15,0.496793134173116,0.744,0.872,3.35077816808118e-11,0.300751879699248,12,0.35871743486974,10,"APRT","p_val_adj<0.05"
"SLC39A7",4.94368005819705e-23,0.496614171782103,0.598,0.822,1.30933366341349e-18,0.336448598130841,12,0.348936170212766,9,"SLC39A7","p_val_adj<0.05"
"ARF1",2.55834479151551e-29,0.496328464094153,0.911,0.958,6.77577618032882e-25,0.320368474923234,13,0.348540145985401,9,"ARF1","p_val_adj<0.05"
"NTHL1",1.17498845220165e-19,0.496232371309968,0.367,0.579,3.11195691565607e-15,0.370558375634518,11,0.43202416918429,8,"NTHL1","p_val_adj<0.05"
"CDH1",1.5150190726665e-35,0.495026174240067,0.806,0.928,4.01252801395722e-31,0.317919075144509,12,0.352165725047081,10,"CDH1","p_val_adj<0.05"
"EEF1D",2.16420969016124e-30,0.493350490658572,0.873,0.953,5.73190936439205e-26,0.345784418356457,13,0.344954128440367,10,"EEF1D","p_val_adj<0.05"
"FBLN5",1.82911589302162e-27,0.492072318412728,0.254,0.481,4.84441344266777e-23,0.512820512820513,8,0.56,8,"FBLN5","p_val_adj<0.05"
"BAZ1B",1.32220408021288e-53,0.49134030417754,0.68,0.858,3.50185750644382e-49,0.373972602739726,12,0.372708757637475,10,"BAZ1B","p_val_adj<0.05"
